experiment_id,participant_id,exposure_test_condition_id,exposure_test_condition.original,exposure_condition.accent,exposure_condition.talker,test_condition.accent_generalization,test_condition.talker_generalization,exposure_accents,test_accents,exposure_talkers,test_talkers,phase,trial,trial.within_phase,item_id,item_unit,item_accent,item_talker,response_expected,response_expected.ipa,response_provided,response_provided.ipa,response_correct,response_incorrect
X21,X21.f1d8c00ac4e764d2d053bd16eeabd687,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_032,test,8,22,X21.CMN.CMN_M_032.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_032,vegetables,,he grew lots of vegetables,,1,0
X21,X21.d8ecb462869328178f13fb463d8ad0b7,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_037,X21.CMN.CMN_M_037,test,5,20,X21.CMN.CMN_M_037.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_037,grew,,he grew a lot of vegetables,,1,0
X21,X21.d8ecb462869328178f13fb463d8ad0b7,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_037,X21.CMN.CMN_M_037,test,5,21,X21.CMN.CMN_M_037.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_037,lots,,he grew a lot of vegetables,,0,1
X21,X21.d8ecb462869328178f13fb463d8ad0b7,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_037,X21.CMN.CMN_M_037,test,5,22,X21.CMN.CMN_M_037.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_037,vegetables,,he grew a lot of vegetables,,1,0
X21,X21.29e3173a48c934207b391d026a4a3edb,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,15,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he will not vetter,,0,1
X21,X21.29e3173a48c934207b391d026a4a3edb,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,15,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he will not vetter,,0,1
X21,X21.29e3173a48c934207b391d026a4a3edb,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,15,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he will not vetter,,0,1
X21,X21.643313ae83f041d62efb0f54570821ac,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_043",X21.CMN.CMN_M_037,test,7,20,X21.CMN.CMN_M_037.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_037,grew,,he grew a lot of vegetables,,1,0
X21,X21.643313ae83f041d62efb0f54570821ac,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_043",X21.CMN.CMN_M_037,test,7,21,X21.CMN.CMN_M_037.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_037,lots,,he grew a lot of vegetables,,0,1
X21,X21.643313ae83f041d62efb0f54570821ac,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_043",X21.CMN.CMN_M_037,test,7,22,X21.CMN.CMN_M_037.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_037,vegetables,,he grew a lot of vegetables,,1,0
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,2,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew lots of vegetables,,1,0
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,2,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew lots of vegetables,,1,0
X21,X21.8b3ad7cb629be6bd8ff9d20118046196,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,2,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew lots of vegetables,,1,0
X21,X21.0773731c711b6b5ef6731dba1c8fd180,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,2,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew vegetables,,1,0
X21,X21.0773731c711b6b5ef6731dba1c8fd180,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,2,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew vegetables,,0,1
X21,X21.0773731c711b6b5ef6731dba1c8fd180,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,2,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew vegetables,,1,0
X21,X21.a7521cc7326de09da1dc147569315926,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,5,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew lots of vegetables,,1,0
X21,X21.a7521cc7326de09da1dc147569315926,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,5,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew lots of vegetables,,1,0
X21,X21.a7521cc7326de09da1dc147569315926,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,5,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew lots of vegetables,,1,0
X21,X21.f4a9e95f66f2807319f69ee07fe824e9,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,7,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew lots of vegtables,,1,0
X21,X21.f4a9e95f66f2807319f69ee07fe824e9,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,7,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew lots of vegtables,,1,0
X21,X21.f4a9e95f66f2807319f69ee07fe824e9,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,7,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew lots of vegtables,,0,1
X21,X21.1ad796cad7981cb77f56d90fd7602074,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_032,test,1,20,X21.CMN.CMN_M_032.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_032,grew,,he grew lots of vegetables,,1,0
X21,X21.1ad796cad7981cb77f56d90fd7602074,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_032,test,1,21,X21.CMN.CMN_M_032.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_032,lots,,he grew lots of vegetables,,1,0
X21,X21.1ad796cad7981cb77f56d90fd7602074,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_032,test,1,22,X21.CMN.CMN_M_032.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_032,vegetables,,he grew lots of vegetables,,1,0
X21,X21.6f5ea416538ce84db0f9dff8517fdb8f,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037",X21.CMN.CMN_M_043,test,6,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew a lot of vegetables,,1,0
X21,X21.6f5ea416538ce84db0f9dff8517fdb8f,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037",X21.CMN.CMN_M_043,test,6,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew a lot of vegetables,,0,1
X21,X21.6f5ea416538ce84db0f9dff8517fdb8f,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037",X21.CMN.CMN_M_043,test,6,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew a lot of vegetables,,1,0
X21,X21.d37e9541c9d1d792c2e939286c72aa76,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037",X21.CMN.CMN_M_043,test,16,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew a lot of vegetables,,1,0
X21,X21.d37e9541c9d1d792c2e939286c72aa76,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037",X21.CMN.CMN_M_043,test,16,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew a lot of vegetables,,0,1
X21,X21.d37e9541c9d1d792c2e939286c72aa76,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037",X21.CMN.CMN_M_043,test,16,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew a lot of vegetables,,1,0
X21,X21.d266e664f577579ef1471afeb54f8285,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_037,test,11,20,X21.CMN.CMN_M_037.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_037,grew,,there a lot of posts,,0,1
X21,X21.d266e664f577579ef1471afeb54f8285,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_037,test,11,21,X21.CMN.CMN_M_037.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_037,lots,,there a lot of posts,,0,1
X21,X21.d266e664f577579ef1471afeb54f8285,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_037,test,11,22,X21.CMN.CMN_M_037.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_037,vegetables,,there a lot of posts,,0,1
X21,X21.f8b17be6a35f51d7f154ff160f33e71c,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_032,test,13,20,X21.CMN.CMN_M_032.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_032,grew,,people will,,0,1
X21,X21.f8b17be6a35f51d7f154ff160f33e71c,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_032,test,13,21,X21.CMN.CMN_M_032.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_032,lots,,people will,,0,1
X21,X21.f8b17be6a35f51d7f154ff160f33e71c,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_032,test,13,22,X21.CMN.CMN_M_032.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_032,vegetables,,people will,,0,1
X21,X21.1edff2f95a375e84c09fb075ff3d436f,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_043,test,4,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew lots of vegetables,,1,0
X21,X21.1edff2f95a375e84c09fb075ff3d436f,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_043,test,4,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew lots of vegetables,,1,0
X21,X21.1edff2f95a375e84c09fb075ff3d436f,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_043,test,4,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew lots of vegetables,,1,0
X21,X21.9ad2cd77ebc472c04be279df8f9cb295,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037, X21.CMN.CMN_M_043",X21.CMN.CMN_M_032,test,13,20,X21.CMN.CMN_M_032.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_032,grew,,people last their valuables,,0,1
X21,X21.9ad2cd77ebc472c04be279df8f9cb295,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037, X21.CMN.CMN_M_043",X21.CMN.CMN_M_032,test,13,21,X21.CMN.CMN_M_032.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_032,lots,,people last their valuables,,0,1
X21,X21.9ad2cd77ebc472c04be279df8f9cb295,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_035, X21.CMN.CMN_M_037, X21.CMN.CMN_M_043",X21.CMN.CMN_M_032,test,13,22,X21.CMN.CMN_M_032.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_032,vegetables,,people last their valuables,,0,1
X21,X21.6fd6dfe40dd753d7795852052ebef541,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,15,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew lots of raspberries,,1,0
X21,X21.6fd6dfe40dd753d7795852052ebef541,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,15,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew lots of raspberries,,1,0
X21,X21.6fd6dfe40dd753d7795852052ebef541,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_043,X21.CMN.CMN_M_043,test,15,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew lots of raspberries,,0,1
X21,X21.5e0f9593449b9bd0d7d90f17ef58f707,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,test,14,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew lots of vegetables,,1,0
X21,X21.5e0f9593449b9bd0d7d90f17ef58f707,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,test,14,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew lots of vegetables,,1,0
X21,X21.5e0f9593449b9bd0d7d90f17ef58f707,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_016,X21.CMN.CMN_M_035,test,14,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew lots of vegetables,,1,0
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_035,test,13,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew multiple vegetables,,1,0
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_035,test,13,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew multiple vegetables,,0,1
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_035,test,13,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew multiple vegetables,,1,0
X21,X21.3a7934e4dcdc65f91cd021ad2dc5826e,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,test,7,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he grew lost of vegetables,,1,0
X21,X21.3a7934e4dcdc65f91cd021ad2dc5826e,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,test,7,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he grew lost of vegetables,,0,1
X21,X21.3a7934e4dcdc65f91cd021ad2dc5826e,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_016,X21.CMN.CMN_M_043,test,7,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he grew lost of vegetables,,1,0
X21,X21.f0574eb2d303020a77efbf056eaca516,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_021,X21.CMN.CMN_M_032,test,11,20,X21.CMN.CMN_M_032.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_032,grew,,lots of tadpoles,,0,1
X21,X21.f0574eb2d303020a77efbf056eaca516,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_021,X21.CMN.CMN_M_032,test,11,21,X21.CMN.CMN_M_032.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_032,lots,,lots of tadpoles,,1,0
X21,X21.f0574eb2d303020a77efbf056eaca516,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_021,X21.CMN.CMN_M_032,test,11,22,X21.CMN.CMN_M_032.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_032,vegetables,,lots of tadpoles,,0,1
X21,X21.ccfe0dbafc73c36dce366014edc83578,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_037, X21.CMN.CMN_M_043",X21.CMN.CMN_M_035,test,1,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew lots of vegetables,,1,0
X21,X21.ccfe0dbafc73c36dce366014edc83578,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_037, X21.CMN.CMN_M_043",X21.CMN.CMN_M_035,test,1,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew lots of vegetables,,1,0
X21,X21.ccfe0dbafc73c36dce366014edc83578,X21.Multi_talker,Multi-talker,single,multi,within-accent,cross-talker,CMN,CMN,"X21.CMN.CMN_M_016, X21.CMN.CMN_M_021, X21.CMN.CMN_M_032, X21.CMN.CMN_M_037, X21.CMN.CMN_M_043",X21.CMN.CMN_M_035,test,1,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew lots of vegetables,,1,0
X21,X21.22eb07cb0e8ddc8663987ad4b70e80ea,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_035,test,16,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew lots of vegetables,,1,0
X21,X21.22eb07cb0e8ddc8663987ad4b70e80ea,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_035,test,16,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew lots of vegetables,,1,0
X21,X21.22eb07cb0e8ddc8663987ad4b70e80ea,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_032,X21.CMN.CMN_M_035,test,16,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew lots of vegetables,,1,0
X21,X21.85293daf6b2bdf392e605567d181a5aa,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,6,20,X21.CMN.CMN_M_035.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_035,grew,,he grew lots of vegetables,,1,0
X21,X21.85293daf6b2bdf392e605567d181a5aa,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,6,21,X21.CMN.CMN_M_035.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_035,lots,,he grew lots of vegetables,,1,0
X21,X21.85293daf6b2bdf392e605567d181a5aa,X21.Talker_specific,Talker-specific,single,single,within-accent,within-talker,CMN,CMN,X21.CMN.CMN_M_035,X21.CMN.CMN_M_035,test,6,22,X21.CMN.CMN_M_035.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_035,vegetables,,he grew lots of vegetables,,1,0
X21,X21.7c22ded74c03d60a95d8b0cd59e2a3cc,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_037,X21.CMN.CMN_M_043,test,4,20,X21.CMN.CMN_M_043.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_043,grew,,he can  and vegetables,,0,1
X21,X21.7c22ded74c03d60a95d8b0cd59e2a3cc,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_037,X21.CMN.CMN_M_043,test,4,21,X21.CMN.CMN_M_043.HT1_S015.Wlots,word,CMN,X21.CMN.CMN_M_043,lots,,he can  and vegetables,,0,1
X21,X21.7c22ded74c03d60a95d8b0cd59e2a3cc,X21.Single_talker,Single talker,single,single,within-accent,cross-talker,CMN,CMN,X21.CMN.CMN_M_037,X21.CMN.CMN_M_043,test,4,22,X21.CMN.CMN_M_043.HT1_S015.Wvegetables,word,CMN,X21.CMN.CMN_M_043,vegetables,,he can  and vegetables,,1,0
X21,X21.d6d7608746f24a5c9a7c4d2d17188759,X21.Control,Control,control,none,control,none,ENG,CMN,"X21.ENG.ENG_M_055, X21.ENG.ENG_M_066, X21.ENG.ENG_M_070, X21.ENG.ENG_M_131, X21.ENG.ENG_M_133",X21.CMN.CMN_M_032,test,9,20,X21.CMN.CMN_M_032.HT1_S015.Wgrew,word,CMN,X21.CMN.CMN_M_032,grew,,pole,,0,1
