dataset_id,variant,layer,talker_a_id,talker_b_id,n_matched_items,mean_raw_distance,item_scope,tau,dtw_normalization
AN19,ft,tr_24,AN19.ENG.em3,AN19.MIX.im5,138,8.181740647267441,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im5,AN19.ENG.em3,138,8.181740647267441,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.MIX.im6,138,9.338235588674449,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im6,AN19.ENG.em3,138,9.338235588674449,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sf1,138,12.343599459920632,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf1,AN19.ENG.em3,138,12.343599459920632,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sf2,138,11.239724724990571,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf2,AN19.ENG.em3,138,11.239724724990571,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sf3,138,10.99617470541999,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf3,AN19.ENG.em3,138,10.99617470541999,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sf4,138,13.84172437554798,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf4,AN19.ENG.em3,138,13.84172437554798,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sf5,138,8.143630900436735,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf5,AN19.ENG.em3,138,8.143630900436735,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sf6,138,9.806977806171895,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf6,AN19.ENG.em3,138,9.806977806171895,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sm2,138,10.696534127851168,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm2,AN19.ENG.em3,138,10.696534127851168,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sm3,138,12.127537411604374,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm3,AN19.ENG.em3,138,12.127537411604374,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sm4,138,9.272538983950268,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm4,AN19.ENG.em3,138,9.272538983950268,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sm5,138,9.525407881262494,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm5,AN19.ENG.em3,138,9.525407881262494,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sm6,138,10.69489522860922,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm6,AN19.ENG.em3,138,10.69489522860922,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.ENG.em3,AN19.SPA.sm7,138,8.729831298879374,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm7,AN19.ENG.em3,138,8.729831298879374,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.kf2,138,8.571967969276715,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.kf1,138,8.571967969276715,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.kf3,138,9.529931849633362,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.kf1,138,9.529931849633362,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.kf4,138,8.693455848193395,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf4,AN19.KOR.kf1,138,8.693455848193395,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.kf5,138,9.95987755364594,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf5,AN19.KOR.kf1,138,9.95987755364594,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.kf6,138,9.820561027109294,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf6,AN19.KOR.kf1,138,9.820561027109294,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.km1,138,9.808256643692856,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km1,AN19.KOR.kf1,138,9.808256643692856,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.km2,138,8.256995485690588,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km2,AN19.KOR.kf1,138,8.256995485690588,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.km3,138,9.252307479956706,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km3,AN19.KOR.kf1,138,9.252307479956706,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.km6,138,11.61794496727599,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km6,AN19.KOR.kf1,138,11.61794496727599,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.km7,138,8.998204542118769,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km7,AN19.KOR.kf1,138,8.998204542118769,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.KOR.km8,138,10.09625495999316,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km8,AN19.KOR.kf1,138,10.09625495999316,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.if1,138,9.790222877424853,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if1,AN19.KOR.kf1,138,9.790222877424853,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.if2,138,8.68601472021124,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if2,AN19.KOR.kf1,138,8.68601472021124,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.if3,138,10.007709758928842,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if3,AN19.KOR.kf1,138,10.007709758928842,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.if4,138,10.550393664613743,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if4,AN19.KOR.kf1,138,10.550393664613743,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.if5,138,14.108605783074433,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if5,AN19.KOR.kf1,138,14.108605783074433,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.if6,138,10.02449626237749,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if6,AN19.KOR.kf1,138,10.02449626237749,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.im1,138,9.221658323151187,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im1,AN19.KOR.kf1,138,9.221658323151187,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.im2,138,9.613828359941529,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im2,AN19.KOR.kf1,138,9.613828359941529,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.im3,138,9.370947372616396,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im3,AN19.KOR.kf1,138,9.370947372616396,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.im4,138,9.65574520610569,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im4,AN19.KOR.kf1,138,9.65574520610569,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.im5,138,8.755242210636826,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im5,AN19.KOR.kf1,138,8.755242210636826,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.MIX.im6,138,10.49677340409409,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im6,AN19.KOR.kf1,138,10.49677340409409,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sf1,138,12.886349885034862,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf1,AN19.KOR.kf1,138,12.886349885034862,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sf2,138,10.74565646370028,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf2,AN19.KOR.kf1,138,10.74565646370028,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sf3,138,10.33527706564573,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf3,AN19.KOR.kf1,138,10.33527706564573,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sf4,138,13.218435591879938,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf4,AN19.KOR.kf1,138,13.218435591879938,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sf5,138,9.08244772177007,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf5,AN19.KOR.kf1,138,9.08244772177007,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sf6,138,9.425687190027803,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf6,AN19.KOR.kf1,138,9.425687190027803,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sm2,138,12.282159903210486,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm2,AN19.KOR.kf1,138,12.282159903210486,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sm3,138,10.448395195641828,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm3,AN19.KOR.kf1,138,10.448395195641828,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sm4,138,9.48664635711115,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm4,AN19.KOR.kf1,138,9.48664635711115,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sm5,138,8.807613161917951,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm5,AN19.KOR.kf1,138,8.807613161917951,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sm6,138,9.437433694400148,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm6,AN19.KOR.kf1,138,9.437433694400148,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf1,AN19.SPA.sm7,138,9.27740345148742,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm7,AN19.KOR.kf1,138,9.27740345148742,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.kf3,138,8.972795691382334,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.kf2,138,8.972795691382334,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.kf4,138,8.100859708282574,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf4,AN19.KOR.kf2,138,8.100859708282574,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.kf5,138,9.0216124169764,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf5,AN19.KOR.kf2,138,9.0216124169764,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.kf6,138,8.270759504516525,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf6,AN19.KOR.kf2,138,8.270759504516525,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.km1,138,8.799285486276897,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km1,AN19.KOR.kf2,138,8.799285486276897,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.km2,138,7.610939720375294,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km2,AN19.KOR.kf2,138,7.610939720375294,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.km3,138,8.19377704978677,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km3,AN19.KOR.kf2,138,8.19377704978677,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.km6,138,10.556236370881052,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km6,AN19.KOR.kf2,138,10.556236370881052,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.km7,138,7.929096047696512,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km7,AN19.KOR.kf2,138,7.929096047696512,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.KOR.km8,138,8.706445410740185,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km8,AN19.KOR.kf2,138,8.706445410740185,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.if1,138,8.922009968802044,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if1,AN19.KOR.kf2,138,8.922009968802044,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.if2,138,7.553123778559017,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if2,AN19.KOR.kf2,138,7.553123778559017,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.if3,138,9.582023566096664,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if3,AN19.KOR.kf2,138,9.582023566096664,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.if4,138,9.510437952971811,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if4,AN19.KOR.kf2,138,9.510437952971811,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.if5,138,13.844616404161188,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if5,AN19.KOR.kf2,138,13.844616404161188,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.if6,138,8.899278636664697,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if6,AN19.KOR.kf2,138,8.899278636664697,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.im1,138,8.69220856907661,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im1,AN19.KOR.kf2,138,8.69220856907661,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.im2,138,8.843177749933798,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im2,AN19.KOR.kf2,138,8.843177749933798,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.im3,138,7.90743691571189,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im3,AN19.KOR.kf2,138,7.90743691571189,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.im4,138,8.775176304902995,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im4,AN19.KOR.kf2,138,8.775176304902995,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.im5,138,8.310828873728388,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im5,AN19.KOR.kf2,138,8.310828873728388,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.MIX.im6,138,9.41369765695415,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im6,AN19.KOR.kf2,138,9.41369765695415,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sf1,138,12.851828080630568,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf1,AN19.KOR.kf2,138,12.851828080630568,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sf2,138,10.10839368791303,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf2,AN19.KOR.kf2,138,10.10839368791303,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sf3,138,9.796533823389083,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf3,AN19.KOR.kf2,138,9.796533823389083,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sf4,138,12.704891161098322,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf4,AN19.KOR.kf2,138,12.704891161098322,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sf5,138,7.734860111295068,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf5,AN19.KOR.kf2,138,7.734860111295068,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sf6,138,8.661097885603109,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf6,AN19.KOR.kf2,138,8.661097885603109,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sm2,138,11.011138071639806,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm2,AN19.KOR.kf2,138,11.011138071639806,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sm3,138,10.369281726938246,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm3,AN19.KOR.kf2,138,10.369281726938246,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sm4,138,9.280886287124702,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm4,AN19.KOR.kf2,138,9.280886287124702,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sm5,138,8.00953660110846,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm5,AN19.KOR.kf2,138,8.00953660110846,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sm6,138,8.9333299546903,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm6,AN19.KOR.kf2,138,8.9333299546903,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf2,AN19.SPA.sm7,138,8.500459432943732,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sm7,AN19.KOR.kf2,138,8.500459432943732,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.kf4,138,9.116897729538564,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf4,AN19.KOR.kf3,138,9.116897729538564,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.kf5,138,9.995203964673982,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf5,AN19.KOR.kf3,138,9.995203964673982,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.kf6,138,8.647855975236816,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf6,AN19.KOR.kf3,138,8.647855975236816,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.km1,138,8.608153812275093,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km1,AN19.KOR.kf3,138,8.608153812275093,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.km2,138,8.384521250708996,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km2,AN19.KOR.kf3,138,8.384521250708996,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.km3,138,8.771812995674502,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km3,AN19.KOR.kf3,138,8.771812995674502,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.km6,138,10.86615458531094,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km6,AN19.KOR.kf3,138,10.86615458531094,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.km7,138,8.720549610477665,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km7,AN19.KOR.kf3,138,8.720549610477665,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.KOR.km8,138,9.608782572108456,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.km8,AN19.KOR.kf3,138,9.608782572108456,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.if1,138,9.28494723433414,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if1,AN19.KOR.kf3,138,9.28494723433414,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.if2,138,8.259777829599042,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if2,AN19.KOR.kf3,138,8.259777829599042,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.if3,138,9.956854840718387,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if3,AN19.KOR.kf3,138,9.956854840718387,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.if4,138,10.53160003945728,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if4,AN19.KOR.kf3,138,10.53160003945728,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.if5,138,13.424350863105095,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if5,AN19.KOR.kf3,138,13.424350863105095,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.if6,138,9.451626570283294,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.if6,AN19.KOR.kf3,138,9.451626570283294,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.im1,138,8.532705591365316,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im1,AN19.KOR.kf3,138,8.532705591365316,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.im2,138,8.95268899360987,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im2,AN19.KOR.kf3,138,8.95268899360987,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.im3,138,8.323053045940881,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im3,AN19.KOR.kf3,138,8.323053045940881,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.im4,138,10.010304767387394,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im4,AN19.KOR.kf3,138,10.010304767387394,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.im5,138,9.65038114208286,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im5,AN19.KOR.kf3,138,9.65038114208286,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.MIX.im6,138,9.434133236155926,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.MIX.im6,AN19.KOR.kf3,138,9.434133236155926,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.SPA.sf1,138,12.11147866532624,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf1,AN19.KOR.kf3,138,12.11147866532624,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.SPA.sf2,138,9.367463467242642,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.SPA.sf2,AN19.KOR.kf3,138,9.367463467242642,138 globally common words,2.0,mean_sequence_length
AN19,ft,tr_24,AN19.KOR.kf3,AN19.SPA.sf3,138,9.790468423555998,138 globally common words,2.0,mean_sequence_length
