dataset_id,variant,layer,talker_a_id,talker_b_id,n_matched_items,mean_raw_distance,item_scope,tau,dtw_normalization
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.if4,138,18.323718859537397,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if4,AN19.KOR.kf2,138,18.323718859537397,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.if5,138,24.35330849638919,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if5,AN19.KOR.kf2,138,24.35330849638919,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.if6,138,18.353222835596863,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if6,AN19.KOR.kf2,138,18.353222835596863,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.im1,138,17.570252468274635,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im1,AN19.KOR.kf2,138,17.570252468274635,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.im2,138,17.744390426832908,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im2,AN19.KOR.kf2,138,17.744390426832908,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.im3,138,17.408863007738184,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im3,AN19.KOR.kf2,138,17.408863007738184,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.im4,138,15.814113826694795,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im4,AN19.KOR.kf2,138,15.814113826694795,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.im5,138,15.89213179973009,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im5,AN19.KOR.kf2,138,15.89213179973009,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.MIX.im6,138,17.959735786732637,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im6,AN19.KOR.kf2,138,17.959735786732637,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sf1,138,19.814166162483254,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf1,AN19.KOR.kf2,138,19.814166162483254,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sf2,138,18.545248078397982,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf2,AN19.KOR.kf2,138,18.545248078397982,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sf3,138,17.82242590746085,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf3,AN19.KOR.kf2,138,17.82242590746085,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sf4,138,20.33882024163382,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf4,AN19.KOR.kf2,138,20.33882024163382,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sf5,138,15.18456282433232,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf5,AN19.KOR.kf2,138,15.18456282433232,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sf6,138,16.8215050717501,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf6,AN19.KOR.kf2,138,16.8215050717501,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sm2,138,19.94042995653941,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm2,AN19.KOR.kf2,138,19.94042995653941,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sm3,138,18.84705151076904,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm3,AN19.KOR.kf2,138,18.84705151076904,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sm4,138,16.709525579085447,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm4,AN19.KOR.kf2,138,16.709525579085447,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sm5,138,16.127413480563845,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm5,AN19.KOR.kf2,138,16.127413480563845,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sm6,138,17.16357268749107,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm6,AN19.KOR.kf2,138,17.16357268749107,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf2,AN19.SPA.sm7,138,17.26662856318931,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm7,AN19.KOR.kf2,138,17.26662856318931,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.kf4,138,15.50661610298458,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.kf3,138,15.50661610298458,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.kf5,138,19.24646680008852,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.kf3,138,19.24646680008852,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.kf6,138,14.5381793164761,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf6,AN19.KOR.kf3,138,14.5381793164761,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.km1,138,15.050373719085764,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km1,AN19.KOR.kf3,138,15.050373719085764,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.km2,138,16.87472001800016,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km2,AN19.KOR.kf3,138,16.87472001800016,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.km3,138,14.965328012153634,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km3,AN19.KOR.kf3,138,14.965328012153634,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.km6,138,16.008524137791643,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km6,AN19.KOR.kf3,138,16.008524137791643,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.km7,138,15.252857027545456,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km7,AN19.KOR.kf3,138,15.252857027545456,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.KOR.km8,138,17.04154149675071,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km8,AN19.KOR.kf3,138,17.04154149675071,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.if1,138,16.201640493171197,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if1,AN19.KOR.kf3,138,16.201640493171197,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.if2,138,14.998331897771662,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if2,AN19.KOR.kf3,138,14.998331897771662,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.if3,138,16.43294416883696,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if3,AN19.KOR.kf3,138,16.43294416883696,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.if4,138,18.799029566897858,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if4,AN19.KOR.kf3,138,18.799029566897858,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.if5,138,22.42234833097032,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if5,AN19.KOR.kf3,138,22.42234833097032,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.if6,138,18.15361598161875,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if6,AN19.KOR.kf3,138,18.15361598161875,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.im1,138,15.913214650390604,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im1,AN19.KOR.kf3,138,15.913214650390604,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.im2,138,16.822962147742448,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im2,AN19.KOR.kf3,138,16.822962147742448,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.im3,138,15.637149322662989,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im3,AN19.KOR.kf3,138,15.637149322662989,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.im4,138,17.22929926408075,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im4,AN19.KOR.kf3,138,17.22929926408075,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.im5,138,16.885271713626242,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im5,AN19.KOR.kf3,138,16.885271713626242,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.MIX.im6,138,17.060585250045143,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im6,AN19.KOR.kf3,138,17.060585250045143,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sf1,138,18.966925089907765,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf1,AN19.KOR.kf3,138,18.966925089907765,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sf2,138,17.05519973818367,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf2,AN19.KOR.kf3,138,17.05519973818367,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sf3,138,17.232393303512872,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf3,AN19.KOR.kf3,138,17.232393303512872,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sf4,138,18.071635408028108,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf4,AN19.KOR.kf3,138,18.071635408028108,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sf5,138,15.50126273121654,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf5,AN19.KOR.kf3,138,15.50126273121654,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sf6,138,17.4088610991634,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf6,AN19.KOR.kf3,138,17.4088610991634,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sm2,138,18.370131446516176,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm2,AN19.KOR.kf3,138,18.370131446516176,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sm3,138,17.244209617326202,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm3,AN19.KOR.kf3,138,17.244209617326202,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sm4,138,16.246649937235865,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm4,AN19.KOR.kf3,138,16.246649937235865,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sm5,138,15.35567094877163,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm5,AN19.KOR.kf3,138,15.35567094877163,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sm6,138,14.723605249196364,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm6,AN19.KOR.kf3,138,14.723605249196364,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf3,AN19.SPA.sm7,138,16.809162911582487,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm7,AN19.KOR.kf3,138,16.809162911582487,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.kf5,138,16.142392385969853,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.kf4,138,16.142392385969853,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.kf6,138,15.715599655373314,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf6,AN19.KOR.kf4,138,15.715599655373314,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.km1,138,17.27944060070774,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km1,AN19.KOR.kf4,138,17.27944060070774,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.km2,138,15.54916373910206,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km2,AN19.KOR.kf4,138,15.54916373910206,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.km3,138,15.72339726590218,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km3,AN19.KOR.kf4,138,15.72339726590218,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.km6,138,16.17443350775653,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km6,AN19.KOR.kf4,138,16.17443350775653,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.km7,138,13.72495919155309,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km7,AN19.KOR.kf4,138,13.72495919155309,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.KOR.km8,138,14.898637638448973,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km8,AN19.KOR.kf4,138,14.898637638448973,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.if1,138,14.417831092143972,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if1,AN19.KOR.kf4,138,14.417831092143972,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.if2,138,15.665823022262536,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if2,AN19.KOR.kf4,138,15.665823022262536,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.if3,138,17.739651399937316,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if3,AN19.KOR.kf4,138,17.739651399937316,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.if4,138,15.898046216236622,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if4,AN19.KOR.kf4,138,15.898046216236622,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.if5,138,22.6461079114308,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if5,AN19.KOR.kf4,138,22.6461079114308,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.if6,138,15.612313780850974,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if6,AN19.KOR.kf4,138,15.612313780850974,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.im1,138,17.72063325032417,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im1,AN19.KOR.kf4,138,17.72063325032417,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.im2,138,16.670401099032237,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im2,AN19.KOR.kf4,138,16.670401099032237,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.im3,138,16.411046545523256,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im3,AN19.KOR.kf4,138,16.411046545523256,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.im4,138,15.974906034096817,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im4,AN19.KOR.kf4,138,15.974906034096817,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.im5,138,16.159732499382496,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im5,AN19.KOR.kf4,138,16.159732499382496,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.MIX.im6,138,18.499388275865424,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im6,AN19.KOR.kf4,138,18.499388275865424,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sf1,138,18.47571636173693,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf1,AN19.KOR.kf4,138,18.47571636173693,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sf2,138,17.640844510097455,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf2,AN19.KOR.kf4,138,17.640844510097455,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sf3,138,16.885023055241593,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf3,AN19.KOR.kf4,138,16.885023055241593,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sf4,138,19.688551630747916,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf4,AN19.KOR.kf4,138,19.688551630747916,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sf5,138,15.781771500912248,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf5,AN19.KOR.kf4,138,15.781771500912248,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sf6,138,17.1578497274571,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf6,AN19.KOR.kf4,138,17.1578497274571,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sm2,138,18.543211640246952,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm2,AN19.KOR.kf4,138,18.543211640246952,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sm3,138,18.15938880171868,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm3,AN19.KOR.kf4,138,18.15938880171868,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sm4,138,15.645587579752997,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm4,AN19.KOR.kf4,138,15.645587579752997,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sm5,138,15.839465476938802,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm5,AN19.KOR.kf4,138,15.839465476938802,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sm6,138,16.669800954246906,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm6,AN19.KOR.kf4,138,16.669800954246906,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf4,AN19.SPA.sm7,138,17.7213557951554,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sm7,AN19.KOR.kf4,138,17.7213557951554,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.kf6,138,18.511750164978366,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf6,AN19.KOR.kf5,138,18.511750164978366,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.km1,138,20.358586087377045,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km1,AN19.KOR.kf5,138,20.358586087377045,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.km2,138,16.72907176463192,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km2,AN19.KOR.kf5,138,16.72907176463192,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.km3,138,18.63787279337912,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km3,AN19.KOR.kf5,138,18.63787279337912,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.km6,138,18.888122965755567,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km6,AN19.KOR.kf5,138,18.888122965755567,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.km7,138,17.157360896127262,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km7,AN19.KOR.kf5,138,17.157360896127262,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.KOR.km8,138,16.087088037427595,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.km8,AN19.KOR.kf5,138,16.087088037427595,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.if1,138,17.74456250521838,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if1,AN19.KOR.kf5,138,17.74456250521838,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.if2,138,18.99154752698429,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if2,AN19.KOR.kf5,138,18.99154752698429,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.if3,138,21.73978497300376,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if3,AN19.KOR.kf5,138,21.73978497300376,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.if4,138,15.289426886396718,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if4,AN19.KOR.kf5,138,15.289426886396718,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.if5,138,25.156765221174545,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if5,AN19.KOR.kf5,138,25.156765221174545,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.if6,138,15.547804671836522,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.if6,AN19.KOR.kf5,138,15.547804671836522,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.im1,138,21.786673230378067,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im1,AN19.KOR.kf5,138,21.786673230378067,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.im2,138,18.673507196960397,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im2,AN19.KOR.kf5,138,18.673507196960397,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.im3,138,19.392692888752265,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im3,AN19.KOR.kf5,138,19.392692888752265,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.im4,138,18.50124281800204,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im4,AN19.KOR.kf5,138,18.50124281800204,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.im5,138,18.825277706221065,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im5,AN19.KOR.kf5,138,18.825277706221065,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.MIX.im6,138,20.83987062181421,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.MIX.im6,AN19.KOR.kf5,138,20.83987062181421,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.SPA.sf1,138,21.08692676117232,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf1,AN19.KOR.kf5,138,21.08692676117232,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.SPA.sf2,138,21.389897449177617,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf2,AN19.KOR.kf5,138,21.389897449177617,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.KOR.kf5,AN19.SPA.sf3,138,19.08255393306758,138 globally common words,2.0,mean_sequence_length
AN19,base,tr_24,AN19.SPA.sf3,AN19.KOR.kf5,138,19.08255393306758,138 globally common words,2.0,mean_sequence_length
