dataset_id,family,variant,feature_key,estimate,std_error,z_value,p_value,conf_low,conf_high,coefficient_q_bh,chisq,df,lrt_p_value,M_condition,M_joint,M_predictor,oof_gain_joint_vs_condition,model_directory,diagnostics_valid,numerically_valid,numerical_note,transform
X21,HuBERT t-SNE,base,cnn_3,0.0924573631055301,0.0826656448796593,1.11844966842181,0.263374991377536,-0.0695673008586021,0.254482027069662,0.31808969241402596,1.17987422085207,1.0,0.277381603174002,0.48721765133721,0.485625225794559,0.486740830787455,0.0015924255426509881,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,cnn_4,0.18099855882132,0.0827168850202579,2.18816942607295,0.0286572632811518,0.0188734641816146,0.343123653461025,0.18246381150494398,4.5050415055448,1.0,0.0337950760110195,0.48721765133721,0.48387711603228,0.485285466349663,0.0033405353049300035,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,cnn_5,0.129757890847155,0.0795323773535294,1.63151027499616,0.102782693559821,-0.0261255687657626,0.285641350460072,0.26429835486811115,2.51765573462944,1.0,0.112577832730366,0.48721765133721,0.485157618320913,0.486384038817094,0.002060033016297036,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,cnn_6,0.0954658586598536,0.0797902488623333,1.19646021940057,0.231517013554493,-0.0609230291103197,0.251854746430027,0.31808969241402596,1.35122827503801,1.0,0.245063502860372,0.48721765133721,0.485944100975485,0.487166186336942,0.0012735503617249955,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_0,0.077207580611289,0.0650474107313304,1.18694318103121,0.235250033214869,-0.0502853444221187,0.204700505644697,0.31808969241402596,1.33240394865607,1.0,0.248378002727012,0.48721765133721,0.484448522192569,0.485426921565987,0.0027691291446410027,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_10,0.0658259751740064,0.0476166131050787,1.38241615439435,0.166843958748705,-0.0275025865119477,0.159154536859961,0.31808969241402596,1.79730520615522,1.0,0.180038624027762,0.48721765133721,0.484705447417267,0.486675885658135,0.0025122039199430013,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_12,0.0991216461483093,0.0457900065243264,2.16470041548585,0.030410635250824,0.0093732333606295,0.188870058935989,0.18246381150494398,4.41028030258531,1.0,0.0357229708133088,0.48721765133721,0.483390377844787,0.485138475454154,0.003827273492423011,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_14,0.119450136690251,0.0454846726971534,2.62616238849459,0.0086353609318526,0.0303001782038305,0.208600095176672,0.1554364967733468,6.47980283668039,1.0,0.0109107085701912,0.48721765133721,0.481475623160151,0.482788193252165,0.005742028177058989,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_16,0.0662221115722668,0.0494813275503618,1.3383252804781,0.180790424307135,-0.0307612904264423,0.163205513570976,0.31808969241402596,1.68298177388533,1.0,0.194528715622562,0.48721765133721,0.484506615261722,0.485969452861128,0.0027110360754880047,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_18,0.0240225324748193,0.0485916439188783,0.494375792572976,0.621040806818452,-0.0712170896061822,0.119262154555821,0.621040806818452,0.231223999755457,1.0,0.630617732655381,0.48721765133721,0.485380228807656,0.486707110141126,0.0018374225295539892,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_2,0.0925018694802626,0.0539036855194615,1.71605834719531,0.0861513638200211,-0.0131493541378819,0.198153093098407,0.2584540914600633,2.77849739801604,1.0,0.0955377635952543,0.48721765133721,0.483926899753151,0.485170125699756,0.003290751584059004,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_20,0.0514885289102773,0.0479333047551196,1.07417022826447,0.282746393256912,-0.0424607484097571,0.145437806230312,0.31808969241402596,1.08227319931029,1.0,0.298189581866982,0.48721765133721,0.484886203583783,0.486404641193378,0.0023314477534270295,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_22,0.0477748594131941,0.0440618725109101,1.08426756945849,0.278246180061929,-0.0385864107081896,0.134136129534578,0.31808969241402596,1.10141882435892,1.0,0.293954942416919,0.48721765133721,0.484027008580002,0.485389057154326,0.0031906427572079843,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_24,0.096191180821648,0.0473276465477265,2.03245223116358,0.042107895017348,0.0034289935881039,0.188953368055192,0.189485527578066,3.85944964167174,1.0,0.0494665520217749,0.48721765133721,0.48237036505404,0.4835850323709,0.004847286283169994,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_4,0.0610616458725991,0.0526146734853992,1.16054404270976,0.24582737293361,-0.0420631141587834,0.164186405903982,0.31808969241402596,1.27219783184228,1.0,0.259354772752709,0.48721765133721,0.484894314511493,0.48637711007807,0.002323336825717004,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
X21,HuBERT t-SNE,base,tr_6,0.0413072618021519,0.0532985762803487,0.77501623279536,0.438330067643921,-0.0631579477073314,0.145772471311635,0.46411418927003406,0.569215961369991,1.0,0.450570640734128,0.48721765133721,0.485505126066749,0.487151042244401,0.0017125252704610072,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-confirmatory,True,True,ok,Primary: standardized negative DTW distance
