tau,k,field,n,mean,sd,minimum,maximum,unique_values,p01,p05,p25,p50,p75,p95,p99
0.5,0.0060341763365451,raw_distance,8290,36.529435369848436,21.416729508113114,1.4237035190528473,209.99715793225727,2163,8.058637884216415,12.082893066753346,21.05408688238317,31.208179359990144,47.25211269043313,76.43385355175435,104.14363006543361
0.5,0.0060341763365451,similarity_exp_k,8290,0.8084869675070343,0.09571483483655237,0.2816303506704449,0.991445918062413,2163,0.5334360956824936,0.6305168807060102,0.7519183203025399,0.828353195285953,0.8806948570066232,0.9296842120615477,0.9525361289678482
0.5,0.0060341763365451,similarity_z,8290,-1.2018800376593492e-15,0.9999999999999999,-5.5044405366866815,1.911500457246871,2163,-2.873649338623755,-1.859378299141769,-0.5910123263660648,0.20755641288879806,0.7544064577125882,1.2662326039790595,1.5049826049096755
1.0,0.0179141104306328,raw_distance,8290,13.740064728404874,7.93724711715607,0.5198493744246662,75.17856600491896,2163,3.0323264290028336,4.532562215465859,7.955602093547769,11.780994588302104,17.719486240719572,28.75576439732817,38.34216144443505
1.0,0.0179141104306328,similarity_exp_k,8290,0.7892418847501624,0.10245005778743396,0.26008230680481026,0.9907305892287538,2163,0.5031556712473307,0.5974205713865576,0.7280184896112428,0.8097367873305386,0.8671723487723131,0.9220122062417959,0.9471276218537279
1.0,0.0179141104306328,similarity_z,8290,4.069121396889114e-16,1.0,-5.165049091951381,1.966701716231779,2163,-2.792445604046519,-1.8723397283152419,-0.5975925876581494,0.2000477405576432,0.7606678386052526,1.2959516505799222,1.5410995417020725
