"tau","k","bobyqa_z","nelder_mead_z","bobyqa_log_likelihood","nelder_mead_log_likelihood","convergence","singular"
0.5,0.0060341763365451,4.14774602569034,4.14775469461281,-3161.87979942612,-3161.87980574536,"ok",FALSE
1,0.0179141104306328,4.09271884612092,4.09271448812585,-3162.09699209084,-3162.09699371919,"ok",FALSE
