recording_id,speaker_id,canonical_item_id,canonical_recording_item_id,accent,source_speaker_code,source_speaker_sex,source_corpus,source_l1_language,source_speaker_directory,difficulty_code,difficulty,item_number,word,used_in_experiment,behavior_phases,behavior_block_lists,behavior_item_id,behavior_talker_id,behavior_training_accents,behavior_test_accents,legacy_feature_key,legacy_key_collision,legacy_key_recording_count,legacy_key_collision_rank,source_filename,source_stem,source_wav_relpath
AN19-rec-42f9635ef1963d09142b,AN19.ENG.ef1,AN19.ENG.ef1.W01,AN19.ENG.ef1.EW01,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,01,was,false,,,,,,,ef1/was,false,1,1,ef1ew01 was.WAV,ef1ew01 was,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew01 was.WAV
AN19-rec-35264dd3388b3afc06dd,AN19.ENG.ef1,AN19.ENG.ef1.W02,AN19.ENG.ef1.EW02,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,02,down,false,,,,,,,ef1/down,false,1,1,ef1ew02 down.WAV,ef1ew02 down,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew02 down.WAV
AN19-rec-0555ed8b26decd68d6db,AN19.ENG.ef1,AN19.ENG.ef1.W03,AN19.ENG.ef1.EW03,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,03,work,false,,,,,,,ef1/work,false,1,1,ef1ew03 work.wav,ef1ew03 work,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew03 work.wav
AN19-rec-ad3b4d36121fe64f5d46,AN19.ENG.ef1,AN19.ENG.ef1.W04,AN19.ENG.ef1.EW04,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,04,long,false,,,,,,,ef1/long,false,1,1,ef1ew04 long.WAV,ef1ew04 long,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew04 long.WAV
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,AN19.ENG.ef1.W05,AN19.ENG.ef1.EW05,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,05,both,false,,,,,,,ef1/both,false,1,1,ef1ew05 both.WAV,ef1ew05 both,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew05 both.WAV
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,AN19.ENG.ef1.W06,AN19.ENG.ef1.EW06,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,06,thought,false,,,,,,,ef1/thought,false,1,1,ef1ew06 thought.WAV,ef1ew06 thought,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew06 thought.WAV
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,AN19.ENG.ef1.W07,AN19.ENG.ef1.EW07,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,07,does,false,,,,,,,ef1/does,false,1,1,ef1ew07 does.WAV,ef1ew07 does,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew07 does.WAV
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,AN19.ENG.ef1.W08,AN19.ENG.ef1.EW08,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,08,put,false,,,,,,,ef1/put,false,1,1,ef1ew08 put.WAV,ef1ew08 put,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew08 put.WAV
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,AN19.ENG.ef1.W09,AN19.ENG.ef1.EW09,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,09,give,false,,,,,,,ef1/give,false,1,1,ef1ew09 give.WAV,ef1ew09 give,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew09 give.WAV
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,AN19.ENG.ef1.W10,AN19.ENG.ef1.EW10,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,10,young,false,,,,,,,ef1/young,false,1,1,ef1ew10 young.WAV,ef1ew10 young,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew10 young.WAV
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,AN19.ENG.ef1.W11,AN19.ENG.ef1.EW11,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,11,thing,false,,,,,,,ef1/thing,false,1,1,ef1ew11 thing.WAV,ef1ew11 thing,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew11 thing.WAV
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,AN19.ENG.ef1.W12,AN19.ENG.ef1.EW12,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,12,peace,false,,,,,,,ef1/peace,false,1,1,ef1ew12 peace.WAV,ef1ew12 peace,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew12 peace.WAV
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,AN19.ENG.ef1.W13,AN19.ENG.ef1.EW13,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,13,god,false,,,,,,,ef1/god,false,1,1,ef1ew13 god.WAV,ef1ew13 god,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew13 god.WAV
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,AN19.ENG.ef1.W14,AN19.ENG.ef1.EW14,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,14,five,false,,,,,,,ef1/five,false,1,1,ef1ew14 five.WAV,ef1ew14 five,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew14 five.WAV
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,AN19.ENG.ef1.W15,AN19.ENG.ef1.EW15,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,15,gave,false,,,,,,,ef1/gave,false,1,1,ef1ew15 gave.WAV,ef1ew15 gave,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew15 gave.WAV
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,AN19.ENG.ef1.W16,AN19.ENG.ef1.EW16,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,16,death,false,,,,,,,ef1/death,false,1,1,ef1ew16 death.WAV,ef1ew16 death,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew16 death.WAV
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,AN19.ENG.ef1.W17,AN19.ENG.ef1.EW17,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,17,shall,false,,,,,,,ef1/shall,false,1,1,ef1ew17 shall.WAV,ef1ew17 shall,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew17 shall.WAV
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,AN19.ENG.ef1.W18,AN19.ENG.ef1.EW18,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,18,real,false,,,,,,,ef1/real,false,1,1,ef1ew18 real.WAV,ef1ew18 real,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew18 real.WAV
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,AN19.ENG.ef1.W19,AN19.ENG.ef1.EW19,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,19,south,false,,,,,,,ef1/south,false,1,1,ef1ew19 south.WAV,ef1ew19 south,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew19 south.WAV
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,AN19.ENG.ef1.W20,AN19.ENG.ef1.EW20,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,20,job,false,,,,,,,ef1/job,false,1,1,ef1ew20 job.WAV,ef1ew20 job,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew20 job.WAV
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,AN19.ENG.ef1.W21,AN19.ENG.ef1.EW21,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,21,love,false,,,,,,,ef1/love,false,1,1,ef1ew21 love.WAV,ef1ew21 love,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew21 love.WAV
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,AN19.ENG.ef1.W22,AN19.ENG.ef1.EW22,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,22,full,false,,,,,,,ef1/full,false,1,1,ef1ew22 full.WAV,ef1ew22 full,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew22 full.WAV
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,AN19.ENG.ef1.W23,AN19.ENG.ef1.EW23,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,23,wife,false,,,,,,,ef1/wife,false,1,1,ef1ew23 wife.WAV,ef1ew23 wife,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew23 wife.WAV
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,AN19.ENG.ef1.W24,AN19.ENG.ef1.EW24,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,24,voice,false,,,,,,,ef1/voice,false,1,1,ef1ew24 voice.WAV,ef1ew24 voice,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew24 voice.WAV
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,AN19.ENG.ef1.W25,AN19.ENG.ef1.EW25,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,25,girl,false,,,,,,,ef1/girl,false,1,1,ef1ew25 girl.WAV,ef1ew25 girl,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew25 girl.WAV
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,AN19.ENG.ef1.W26,AN19.ENG.ef1.EW26,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,26,live,false,,,,,,,ef1/live,false,1,1,ef1ew26 live.WAV,ef1ew26 live,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew26 live.WAV
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,AN19.ENG.ef1.W27,AN19.ENG.ef1.EW27,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,27,move,false,,,,,,,ef1/move,false,1,1,ef1ew27 move.WAV,ef1ew27 move,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew27 move.WAV
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,AN19.ENG.ef1.W28,AN19.ENG.ef1.EW28,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,28,food,false,,,,,,,ef1/food,false,1,1,ef1ew28 food.WAV,ef1ew28 food,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew28 food.WAV
AN19-rec-eca7f534d637910b5110,AN19.ENG.ef1,AN19.ENG.ef1.W29,AN19.ENG.ef1.EW29,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,29,size,false,,,,,,,ef1/size,false,1,1,ef1ew29 size.WAV,ef1ew29 size,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew29 size.WAV
AN19-rec-d8b16d15ce6c4bbeb98c,AN19.ENG.ef1,AN19.ENG.ef1.W30,AN19.ENG.ef1.EW30,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,30,cause,false,,,,,,,ef1/cause,false,1,1,ef1ew30 cause.WAV,ef1ew30 cause,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew30 cause.WAV
AN19-rec-7a1a55411dea6c1c5032,AN19.ENG.ef1,AN19.ENG.ef1.W31,AN19.ENG.ef1.EW31,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,31,wrong,false,,,,,,,ef1/wrong,true,2,1,ef1ew31 wrong.WAV,ef1ew31 wrong,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew31 wrong.WAV
AN19-rec-67bc0ad2156be18169ef,AN19.ENG.ef1,AN19.ENG.ef1.W32,AN19.ENG.ef1.EW32,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,32,chief,false,,,,,,,ef1/chief,false,1,1,ef1ew32 chief.WAV,ef1ew32 chief,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew32 chief.WAV
AN19-rec-50f7945340fcb026c433,AN19.ENG.ef1,AN19.ENG.ef1.W33,AN19.ENG.ef1.EW33,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,33,faith,false,,,,,,,ef1/faith,false,1,1,ef1ew33 faith.WAV,ef1ew33 faith,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew33 faith.WAV
AN19-rec-f40891ffae36f8e9d83e,AN19.ENG.ef1,AN19.ENG.ef1.W34,AN19.ENG.ef1.EW34,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,34,pool,false,,,,,,,ef1/pool,false,1,1,ef1ew34 pool.WAV,ef1ew34 pool,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew34 pool.WAV
AN19-rec-7965b89732242dd4b45c,AN19.ENG.ef1,AN19.ENG.ef1.W35,AN19.ENG.ef1.EW35,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,35,deep,false,,,,,,,ef1/deep,false,1,1,ef1ew35 deep.WAV,ef1ew35 deep,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew35 deep.WAV
AN19-rec-f25b9174be1507c8ce31,AN19.ENG.ef1,AN19.ENG.ef1.W36,AN19.ENG.ef1.EW36,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,36,firm,false,,,,,,,ef1/firm,false,1,1,ef1ew36 firm.WAV,ef1ew36 firm,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew36 firm.WAV
AN19-rec-ad0bf191bb01e16594ac,AN19.ENG.ef1,AN19.ENG.ef1.W37,AN19.ENG.ef1.EW37,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,37,serve,false,,,,,,,ef1/serve,false,1,1,ef1ew37 serve.WAV,ef1ew37 serve,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew37 serve.WAV
AN19-rec-aaf6924204552a1009eb,AN19.ENG.ef1,AN19.ENG.ef1.W38,AN19.ENG.ef1.EW38,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,38,reach,false,,,,,,,ef1/reach,false,1,1,ef1ew38 reach.WAV,ef1ew38 reach,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew38 reach.WAV
AN19-rec-bc6af1792515f99924fc,AN19.ENG.ef1,AN19.ENG.ef1.W39,AN19.ENG.ef1.EW39,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,39,mouth,false,,,,,,,ef1/mouth,false,1,1,ef1ew39 mouth.WAV,ef1ew39 mouth,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew39 mouth.WAV
AN19-rec-70a3e29438826cc3e909,AN19.ENG.ef1,AN19.ENG.ef1.W40,AN19.ENG.ef1.EW40,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,40,teeth,false,,,,,,,ef1/teeth,false,1,1,ef1ew40 teeth.WAV,ef1ew40 teeth,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew40 teeth.WAV
AN19-rec-991279f9a8c8e801a1d8,AN19.ENG.ef1,AN19.ENG.ef1.W41,AN19.ENG.ef1.EW41,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,41,gas,false,,,,,,,ef1/gas,false,1,1,ef1ew41 gas.WAV,ef1ew41 gas,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew41 gas.WAV
AN19-rec-f501e3555ec6eccf06d2,AN19.ENG.ef1,AN19.ENG.ef1.W42,AN19.ENG.ef1.EW42,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,42,jack,false,,,,,,,ef1/jack,false,1,1,ef1ew42 jack.WAV,ef1ew42 jack,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew42 jack.WAV
AN19-rec-2e6d61f6efb8f1ac5c99,AN19.ENG.ef1,AN19.ENG.ef1.W43,AN19.ENG.ef1.EW43,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,43,check,false,,,,,,,ef1/check,false,1,1,ef1ew43 check.WAV,ef1ew43 check,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew43 check.WAV
AN19-rec-ff5004fb42a5113bfdae,AN19.ENG.ef1,AN19.ENG.ef1.W44,AN19.ENG.ef1.EW44,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,44,king,false,,,,,,,ef1/king,false,1,1,ef1ew44 king.WAV,ef1ew44 king,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew44 king.WAV
AN19-rec-7f38f0b7be9f1cec35e6,AN19.ENG.ef1,AN19.ENG.ef1.W45,AN19.ENG.ef1.EW45,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,45,shape,false,,,,,,,ef1/shape,false,1,1,ef1ew45 shape.WAV,ef1ew45 shape,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew45 shape.WAV
AN19-rec-44a73c54bf04517f43f7,AN19.ENG.ef1,AN19.ENG.ef1.W46,AN19.ENG.ef1.EW46,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,46,learn,false,,,,,,,ef1/learn,false,1,1,ef1ew46 learn.WAV,ef1ew46 learn,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew46 learn.WAV
AN19-rec-aa01366537a845280feb,AN19.ENG.ef1,AN19.ENG.ef1.W47,AN19.ENG.ef1.EW47,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,47,ship,false,,,,,,,ef1/ship,false,1,1,ef1ew47 ship.WAV,ef1ew47 ship,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew47 ship.WAV
AN19-rec-cf45b2511eaac2a31ab4,AN19.ENG.ef1,AN19.ENG.ef1.W48,AN19.ENG.ef1.EW48,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,48,neck,false,,,,,,,ef1/neck,false,1,1,ef1ew48 neck.WAV,ef1ew48 neck,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew48 neck.WAV
AN19-rec-c6a8650dc0fed842258f,AN19.ENG.ef1,AN19.ENG.ef1.W49,AN19.ENG.ef1.EW49,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,49,watch,false,,,,,,,ef1/watch,false,1,1,ef1ew49 watch.WAV,ef1ew49 watch,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew49 watch.WAV
AN19-rec-b2a51e909818a9bb6b67,AN19.ENG.ef1,AN19.ENG.ef1.W50,AN19.ENG.ef1.EW50,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,50,judge,false,,,,,,,ef1/judge,false,1,1,ef1ew50 judge.WAV,ef1ew50 judge,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew50 judge.WAV
AN19-rec-660c064e8006d6cc24dc,AN19.ENG.ef1,AN19.ENG.ef1.W51,AN19.ENG.ef1.EW51,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,51,dog,false,,,,,,,ef1/dog,false,1,1,ef1ew51 dog.WAV,ef1ew51 dog,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew51 dog.WAV
AN19-rec-c90a2f90c862036b5b14,AN19.ENG.ef1,AN19.ENG.ef1.W52,AN19.ENG.ef1.EW52,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,52,vote,false,,,,,,,ef1/vote,false,1,1,ef1ew52 vote.WAV,ef1ew52 vote,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew52 vote.WAV
AN19-rec-96af9aae79bf7e2383fa,AN19.ENG.ef1,AN19.ENG.ef1.W53,AN19.ENG.ef1.EW53,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,53,league,false,,,,,,,ef1/league,false,1,1,ef1ew53 league.WAV,ef1ew53 league,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew53 league.WAV
AN19-rec-4d7baed1f6475f81d679,AN19.ENG.ef1,AN19.ENG.ef1.W54,AN19.ENG.ef1.EW54,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,54,thick,false,,,,,,,ef1/thick,false,1,1,ef1ew54 thick.WAV,ef1ew54 thick,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew54 thick.WAV
AN19-rec-39d58c4b858481d8f7e0,AN19.ENG.ef1,AN19.ENG.ef1.W55,AN19.ENG.ef1.EW55,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,55,page,false,,,,,,,ef1/page,false,1,1,ef1ew55 page.WAV,ef1ew55 page,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew55 page.WAV
AN19-rec-9d5bfef81a490180f7db,AN19.ENG.ef1,AN19.ENG.ef1.W56,AN19.ENG.ef1.EW56,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,56,hung,false,,,,,,,ef1/hung,false,1,1,ef1ew56 hung.WAV,ef1ew56 hung,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew56 hung.WAV
AN19-rec-cbcbaec1eab1437cc946,AN19.ENG.ef1,AN19.ENG.ef1.W57,AN19.ENG.ef1.EW57,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,57,join,false,,,,,,,ef1/join,false,1,1,ef1ew57 join.WAV,ef1ew57 join,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew57 join.WAV
AN19-rec-a0c5199e6590a449e9f2,AN19.ENG.ef1,AN19.ENG.ef1.W58,AN19.ENG.ef1.EW58,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,58,shop,false,,,,,,,ef1/shop,false,1,1,ef1ew58 shop.WAV,ef1ew58 shop,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew58 shop.WAV
AN19-rec-c8fbae6b079a3ba88354,AN19.ENG.ef1,AN19.ENG.ef1.W59,AN19.ENG.ef1.EW59,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,59,roof,false,,,,,,,ef1/roof,false,1,1,ef1ew59 roof.WAV,ef1ew59 roof,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew59 roof.WAV
AN19-rec-c6f3bbb4bd78e18dd64f,AN19.ENG.ef1,AN19.ENG.ef1.W60,AN19.ENG.ef1.EW60,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,60,leg,false,,,,,,,ef1/leg,false,1,1,ef1ew60 leg.WAV,ef1ew60 leg,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew60 leg.WAV
AN19-rec-e90c26f21870ed3e8995,AN19.ENG.ef1,AN19.ENG.ef1.W61,AN19.ENG.ef1.EW61,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,61,lose,false,,,,,,,ef1/lose,false,1,1,ef1ew61 lose.WAV,ef1ew61 lose,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew61 lose.WAV
AN19-rec-e349a8c47d90b338bee8,AN19.ENG.ef1,AN19.ENG.ef1.W62,AN19.ENG.ef1.EW62,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,62,theme,false,,,,,,,ef1/theme,false,1,1,ef1ew62 theme.WAV,ef1ew62 theme,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew62 theme.WAV
AN19-rec-c9485adc3ff74009183e,AN19.ENG.ef1,AN19.ENG.ef1.W63,AN19.ENG.ef1.EW63,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,63,soil,false,,,,,,,ef1/soil,false,1,1,ef1ew63 soil.WAV,ef1ew63 soil,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew63 soil.WAV
AN19-rec-4bb293667ada582f6652,AN19.ENG.ef1,AN19.ENG.ef1.W64,AN19.ENG.ef1.EW64,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,64,pull,false,,,,,,,ef1/pull,false,1,1,ef1ew64 pull.WAV,ef1ew64 pull,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew64 pull.WAV
AN19-rec-f9d4991455e8ee2e52f2,AN19.ENG.ef1,AN19.ENG.ef1.W65,AN19.ENG.ef1.EW65,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,65,chain,false,,,,,,,ef1/chain,false,1,1,ef1ew65 chain.WAV,ef1ew65 chain,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew65 chain.WAV
AN19-rec-0290283a62b7c221e526,AN19.ENG.ef1,AN19.ENG.ef1.W66,AN19.ENG.ef1.EW66,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,66,curve,false,,,,,,,ef1/curve,false,1,1,ef1ew66 curve.WAV,ef1ew66 curve,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew66 curve.WAV
AN19-rec-f0fb58e63c21a7da8747,AN19.ENG.ef1,AN19.ENG.ef1.W67,AN19.ENG.ef1.EW67,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,67,path,false,,,,,,,ef1/path,false,1,1,ef1ew67 path.WAV,ef1ew67 path,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew67 path.WAV
AN19-rec-e5b8d3c36a880b47fb91,AN19.ENG.ef1,AN19.ENG.ef1.W68,AN19.ENG.ef1.EW68,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,68,dirt,false,,,,,,,ef1/dirt,false,1,1,ef1ew68 dirt.WAV,ef1ew68 dirt,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew68 dirt.WAV
AN19-rec-b748af9b01ed851a6fed,AN19.ENG.ef1,AN19.ENG.ef1.W69,AN19.ENG.ef1.EW69,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,69,vice,false,,,,,,,ef1/vice,false,1,1,ef1ew69 vice.WAV,ef1ew69 vice,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew69 vice.WAV
AN19-rec-7aef19d5811ad2a79266,AN19.ENG.ef1,AN19.ENG.ef1.W70,AN19.ENG.ef1.EW70,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,70,rough,false,,,,,,,ef1/rough,false,1,1,ef1ew70 rough.WAV,ef1ew70 rough,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew70 rough.WAV
AN19-rec-a7927846c09c625bd094,AN19.ENG.ef1,AN19.ENG.ef1.W71,AN19.ENG.ef1.EW71,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,71,fool,false,,,,,,,ef1/fool,false,1,1,ef1ew71 fool.WAV,ef1ew71 fool,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew71 fool.WAV
AN19-rec-c40b809516c369c8b486,AN19.ENG.ef1,AN19.ENG.ef1.W72,AN19.ENG.ef1.EW72,ENG,ef1,F,L1_ENG,English,ef1,ew,easy,72,noise,false,,,,,,,ef1/noise,false,1,1,ef1ew72 noise.WAV,ef1ew72 noise,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew72 noise.WAV
