segment_id,speaker_id,accent,source_speaker_code,source_speaker_number,source_speaker_sex,source_l1_language,source_half,sentence_number,sentence_code,utt_interval_index,start_seconds,end_seconds,duration_seconds,sentence_raw,sentence_normalized,corpus_role,experimental_set,used_in_experiment,is_registered_exposure_talker,is_registered_test_talker,behavior_roles,behavior_keyword_count,behavior_keywords_json,behavior_test_item_ids_json,word_interval_count,phone_interval_count,word_intervals_json,phone_intervals_json,source_wav_relpath,source_textgrid_relpath
X21.CMN.CMN_M_016.HT1_S001,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,1,HT1_S001,2,0.042,1.552,1.51,A BOY FELL FROM A WINDOW,A BOY FELL FROM A WINDOW,experimental_sentence,set1,true,true,false,exposure,3,"[""BOY"",""FELL"",""WINDOW""]",[],6,16,"[{""index"":3,""start_seconds"":0.0,""end_seconds"":0.111,""label"":""A"",""normalized"":""A"",""is_behavior_keyword"":false},{""index"":4,""start_seconds"":0.111,""end_seconds"":0.401,""label"":""BOY"",""normalized"":""BOY"",""is_behavior_keyword"":true},{""index"":5,""start_seconds"":0.401,""end_seconds"":0.81,""label"":""FELL"",""normalized"":""FELL"",""is_behavior_keyword"":true},{""index"":6,""start_seconds"":0.81,""end_seconds"":1.15,""label"":""FROM"",""normalized"":""FROM"",""is_behavior_keyword"":false},{""index"":7,""start_seconds"":1.15,""end_seconds"":1.18,""label"":""A"",""normalized"":""A"",""is_behavior_keyword"":false},{""index"":8,""start_seconds"":1.18,""end_seconds"":1.51,""label"":""WINDOW"",""normalized"":""WINDOW"",""is_behavior_keyword"":true}]","[{""index"":3,""start_seconds"":0.0,""end_seconds"":0.111,""label"":""AH0"",""normalized"":""AH0""},{""index"":4,""start_seconds"":0.111,""end_seconds"":0.201,""label"":""B"",""normalized"":""B""},{""index"":5,""start_seconds"":0.201,""end_seconds"":0.401,""label"":""OY1"",""normalized"":""OY1""},{""index"":6,""start_seconds"":0.401,""end_seconds"":0.56,""label"":""F"",""normalized"":""F""},{""index"":7,""start_seconds"":0.56,""end_seconds"":0.72,""label"":""EH1"",""normalized"":""EH1""},{""index"":8,""start_seconds"":0.72,""end_seconds"":0.81,""label"":""L"",""normalized"":""L""},{""index"":9,""start_seconds"":0.81,""end_seconds"":0.91,""label"":""F"",""normalized"":""F""},{""index"":10,""start_seconds"":0.91,""end_seconds"":0.98,""label"":""R"",""normalized"":""R""},{""index"":11,""start_seconds"":0.98,""end_seconds"":1.01,""label"":""AH1"",""normalized"":""AH1""},{""index"":12,""start_seconds"":1.01,""end_seconds"":1.15,""label"":""M"",""normalized"":""M""},{""index"":13,""start_seconds"":1.15,""end_seconds"":1.18,""label"":""AH0"",""normalized"":""AH0""},{""index"":14,""start_seconds"":1.18,""end_seconds"":1.281,""label"":""W"",""normalized"":""W""},{""index"":15,""start_seconds"":1.281,""end_seconds"":1.311,""label"":""IH1"",""normalized"":""IH1""},{""index"":16,""start_seconds"":1.311,""end_seconds"":1.4,""label"":""N"",""normalized"":""N""},{""index"":17,""start_seconds"":1.4,""end_seconds"":1.45,""label"":""D"",""normalized"":""D""},{""index"":18,""start_seconds"":1.45,""end_seconds"":1.51,""label"":""OW0"",""normalized"":""OW0""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S002,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,2,HT1_S002,4,1.774,3.604,1.83,THE WIFE HELPED HER HUSBAND,THE WIFE HELPED HER HUSBAND,experimental_sentence,set1,true,true,false,exposure,3,"[""HELPED"",""HUSBAND"",""WIFE""]",[],5,19,"[{""index"":13,""start_seconds"":0.0,""end_seconds"":0.16,""label"":""THE"",""normalized"":""THE"",""is_behavior_keyword"":false},{""index"":14,""start_seconds"":0.16,""end_seconds"":0.579,""label"":""WIFE"",""normalized"":""WIFE"",""is_behavior_keyword"":true},{""index"":15,""start_seconds"":0.579,""end_seconds"":0.999,""label"":""HELPED"",""normalized"":""HELPED"",""is_behavior_keyword"":true},{""index"":16,""start_seconds"":0.999,""end_seconds"":1.189,""label"":""HER"",""normalized"":""HER"",""is_behavior_keyword"":false},{""index"":17,""start_seconds"":1.189,""end_seconds"":1.83,""label"":""HUSBAND"",""normalized"":""HUSBAND"",""is_behavior_keyword"":true}]","[{""index"":23,""start_seconds"":0.0,""end_seconds"":0.11,""label"":""DH"",""normalized"":""DH""},{""index"":24,""start_seconds"":0.11,""end_seconds"":0.16,""label"":""AH0"",""normalized"":""AH0""},{""index"":25,""start_seconds"":0.16,""end_seconds"":0.319,""label"":""W"",""normalized"":""W""},{""index"":26,""start_seconds"":0.319,""end_seconds"":0.469,""label"":""AY1"",""normalized"":""AY1""},{""index"":27,""start_seconds"":0.469,""end_seconds"":0.579,""label"":""F"",""normalized"":""F""},{""index"":28,""start_seconds"":0.579,""end_seconds"":0.669,""label"":""HH"",""normalized"":""HH""},{""index"":29,""start_seconds"":0.669,""end_seconds"":0.779,""label"":""EH1"",""normalized"":""EH1""},{""index"":30,""start_seconds"":0.779,""end_seconds"":0.819,""label"":""L"",""normalized"":""L""},{""index"":31,""start_seconds"":0.819,""end_seconds"":0.879,""label"":""P"",""normalized"":""P""},{""index"":32,""start_seconds"":0.879,""end_seconds"":0.999,""label"":""T"",""normalized"":""T""},{""index"":33,""start_seconds"":0.999,""end_seconds"":1.119,""label"":""HH"",""normalized"":""HH""},{""index"":34,""start_seconds"":1.119,""end_seconds"":1.189,""label"":""ER0"",""normalized"":""ER0""},{""index"":35,""start_seconds"":1.189,""end_seconds"":1.3,""label"":""HH"",""normalized"":""HH""},{""index"":36,""start_seconds"":1.3,""end_seconds"":1.359,""label"":""AH1"",""normalized"":""AH1""},{""index"":37,""start_seconds"":1.359,""end_seconds"":1.499,""label"":""Z"",""normalized"":""Z""},{""index"":38,""start_seconds"":1.499,""end_seconds"":1.56,""label"":""B"",""normalized"":""B""},{""index"":39,""start_seconds"":1.56,""end_seconds"":1.619,""label"":""AH0"",""normalized"":""AH0""},{""index"":40,""start_seconds"":1.619,""end_seconds"":1.679,""label"":""N"",""normalized"":""N""},{""index"":41,""start_seconds"":1.679,""end_seconds"":1.83,""label"":""D"",""normalized"":""D""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S003,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,3,HT1_S003,6,3.704,5.495,1.791,BIG DOGS CAN BE DANGEROUS,BIG DOGS CAN BE DANGEROUS,experimental_sentence,set1,true,true,false,exposure,4,"[""BE"",""BIG"",""DANGEROUS"",""DOGS""]",[],5,19,"[{""index"":22,""start_seconds"":0.0,""end_seconds"":0.221,""label"":""BIG"",""normalized"":""BIG"",""is_behavior_keyword"":true},{""index"":24,""start_seconds"":0.311,""end_seconds"":0.71,""label"":""DOGS"",""normalized"":""DOGS"",""is_behavior_keyword"":true},{""index"":25,""start_seconds"":0.71,""end_seconds"":0.95,""label"":""CAN"",""normalized"":""CAN"",""is_behavior_keyword"":false},{""index"":26,""start_seconds"":0.95,""end_seconds"":1.061,""label"":""BE"",""normalized"":""BE"",""is_behavior_keyword"":true},{""index"":27,""start_seconds"":1.061,""end_seconds"":1.791,""label"":""DANGEROUS"",""normalized"":""DANGEROUS"",""is_behavior_keyword"":true}]","[{""index"":46,""start_seconds"":0.0,""end_seconds"":0.021,""label"":""B"",""normalized"":""B""},{""index"":47,""start_seconds"":0.021,""end_seconds"":0.191,""label"":""IH1"",""normalized"":""IH1""},{""index"":48,""start_seconds"":0.191,""end_seconds"":0.221,""label"":""G"",""normalized"":""G""},{""index"":50,""start_seconds"":0.311,""end_seconds"":0.351,""label"":""D"",""normalized"":""D""},{""index"":51,""start_seconds"":0.351,""end_seconds"":0.58,""label"":""AA1"",""normalized"":""AA1""},{""index"":52,""start_seconds"":0.58,""end_seconds"":0.6,""label"":""G"",""normalized"":""G""},{""index"":53,""start_seconds"":0.6,""end_seconds"":0.71,""label"":""Z"",""normalized"":""Z""},{""index"":54,""start_seconds"":0.71,""end_seconds"":0.82,""label"":""K"",""normalized"":""K""},{""index"":55,""start_seconds"":0.82,""end_seconds"":0.88,""label"":""AE1"",""normalized"":""AE1""},{""index"":56,""start_seconds"":0.88,""end_seconds"":0.95,""label"":""N"",""normalized"":""N""},{""index"":57,""start_seconds"":0.95,""end_seconds"":0.98,""label"":""B"",""normalized"":""B""},{""index"":58,""start_seconds"":0.98,""end_seconds"":1.061,""label"":""IY1"",""normalized"":""IY1""},{""index"":59,""start_seconds"":1.061,""end_seconds"":1.13,""label"":""D"",""normalized"":""D""},{""index"":60,""start_seconds"":1.13,""end_seconds"":1.2,""label"":""EY1"",""normalized"":""EY1""},{""index"":61,""start_seconds"":1.2,""end_seconds"":1.321,""label"":""N"",""normalized"":""N""},{""index"":62,""start_seconds"":1.321,""end_seconds"":1.37,""label"":""JH"",""normalized"":""JH""},{""index"":63,""start_seconds"":1.37,""end_seconds"":1.521,""label"":""ER0"",""normalized"":""ER0""},{""index"":64,""start_seconds"":1.521,""end_seconds"":1.551,""label"":""AH0"",""normalized"":""AH0""},{""index"":65,""start_seconds"":1.551,""end_seconds"":1.791,""label"":""S"",""normalized"":""S""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S004,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,4,HT1_S004,8,5.582,7.221,1.639,THE SHOES WERE VERY DIRTY,THE SHOES WERE VERY DIRTY,experimental_sentence,set1,true,true,false,exposure,4,"[""DIRTY"",""SHOES"",""VERY"",""WERE""]",[],5,15,"[{""index"":32,""start_seconds"":0.0,""end_seconds"":0.1,""label"":""THE"",""normalized"":""THE"",""is_behavior_keyword"":false},{""index"":33,""start_seconds"":0.1,""end_seconds"":0.54,""label"":""SHOES"",""normalized"":""SHOES"",""is_behavior_keyword"":true},{""index"":34,""start_seconds"":0.54,""end_seconds"":0.699,""label"":""WERE"",""normalized"":""WERE"",""is_behavior_keyword"":true},{""index"":35,""start_seconds"":0.699,""end_seconds"":1.09,""label"":""VERY"",""normalized"":""VERY"",""is_behavior_keyword"":true},{""index"":36,""start_seconds"":1.09,""end_seconds"":1.639,""label"":""DIRTY"",""normalized"":""DIRTY"",""is_behavior_keyword"":true}]","[{""index"":70,""start_seconds"":0.0,""end_seconds"":0.069,""label"":""DH"",""normalized"":""DH""},{""index"":71,""start_seconds"":0.069,""end_seconds"":0.1,""label"":""AH0"",""normalized"":""AH0""},{""index"":72,""start_seconds"":0.1,""end_seconds"":0.269,""label"":""SH"",""normalized"":""SH""},{""index"":73,""start_seconds"":0.269,""end_seconds"":0.44,""label"":""UW1"",""normalized"":""UW1""},{""index"":74,""start_seconds"":0.44,""end_seconds"":0.54,""label"":""Z"",""normalized"":""Z""},{""index"":75,""start_seconds"":0.54,""end_seconds"":0.669,""label"":""W"",""normalized"":""W""},{""index"":76,""start_seconds"":0.669,""end_seconds"":0.699,""label"":""ER1"",""normalized"":""ER1""},{""index"":77,""start_seconds"":0.699,""end_seconds"":0.819,""label"":""V"",""normalized"":""V""},{""index"":78,""start_seconds"":0.819,""end_seconds"":0.919,""label"":""EH1"",""normalized"":""EH1""},{""index"":79,""start_seconds"":0.919,""end_seconds"":1.009,""label"":""R"",""normalized"":""R""},{""index"":80,""start_seconds"":1.009,""end_seconds"":1.09,""label"":""IY0"",""normalized"":""IY0""},{""index"":81,""start_seconds"":1.09,""end_seconds"":1.219,""label"":""D"",""normalized"":""D""},{""index"":82,""start_seconds"":1.219,""end_seconds"":1.34,""label"":""ER1"",""normalized"":""ER1""},{""index"":83,""start_seconds"":1.34,""end_seconds"":1.459,""label"":""T"",""normalized"":""T""},{""index"":84,""start_seconds"":1.459,""end_seconds"":1.639,""label"":""IY0"",""normalized"":""IY0""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S005,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,5,HT1_S005,10,7.305,8.925,1.62,THE PLAYER LOST A SHOE,THE PLAYER LOST A SHOE,experimental_sentence,set1,true,true,false,exposure,3,"[""LOST"",""PLAYER"",""SHOE""]",[],5,13,"[{""index"":40,""start_seconds"":0.0,""end_seconds"":0.109,""label"":""THE"",""normalized"":""THE"",""is_behavior_keyword"":false},{""index"":41,""start_seconds"":0.109,""end_seconds"":0.669,""label"":""PLAYER"",""normalized"":""PLAYER"",""is_behavior_keyword"":true},{""index"":42,""start_seconds"":0.669,""end_seconds"":0.999,""label"":""LOST"",""normalized"":""LOST"",""is_behavior_keyword"":true},{""index"":43,""start_seconds"":0.999,""end_seconds"":1.07,""label"":""A"",""normalized"":""A"",""is_behavior_keyword"":false},{""index"":44,""start_seconds"":1.07,""end_seconds"":1.62,""label"":""SHOE"",""normalized"":""SHOE"",""is_behavior_keyword"":true}]","[{""index"":88,""start_seconds"":0.0,""end_seconds"":0.07,""label"":""DH"",""normalized"":""DH""},{""index"":89,""start_seconds"":0.07,""end_seconds"":0.109,""label"":""AH0"",""normalized"":""AH0""},{""index"":90,""start_seconds"":0.109,""end_seconds"":0.28,""label"":""P"",""normalized"":""P""},{""index"":91,""start_seconds"":0.28,""end_seconds"":0.33,""label"":""L"",""normalized"":""L""},{""index"":92,""start_seconds"":0.33,""end_seconds"":0.46,""label"":""EY1"",""normalized"":""EY1""},{""index"":93,""start_seconds"":0.46,""end_seconds"":0.669,""label"":""ER0"",""normalized"":""ER0""},{""index"":94,""start_seconds"":0.669,""end_seconds"":0.719,""label"":""L"",""normalized"":""L""},{""index"":95,""start_seconds"":0.719,""end_seconds"":0.849,""label"":""AO1"",""normalized"":""AO1""},{""index"":96,""start_seconds"":0.849,""end_seconds"":0.959,""label"":""S"",""normalized"":""S""},{""index"":97,""start_seconds"":0.959,""end_seconds"":0.999,""label"":""T"",""normalized"":""T""},{""index"":98,""start_seconds"":0.999,""end_seconds"":1.07,""label"":""AH0"",""normalized"":""AH0""},{""index"":99,""start_seconds"":1.07,""end_seconds"":1.289,""label"":""SH"",""normalized"":""SH""},{""index"":100,""start_seconds"":1.289,""end_seconds"":1.62,""label"":""UW1"",""normalized"":""UW1""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S006,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,6,HT1_S006,12,9.065,10.445,1.38,SOMEBODY STOLE THE MONEY,SOMEBODY STOLE THE MONEY,experimental_sentence,set1,true,true,false,exposure,3,"[""MONEY"",""SOMEBODY"",""STOLE""]",[],4,17,"[{""index"":49,""start_seconds"":0.0,""end_seconds"":0.521,""label"":""SOMEBODY"",""normalized"":""SOMEBODY"",""is_behavior_keyword"":true},{""index"":50,""start_seconds"":0.521,""end_seconds"":0.901,""label"":""STOLE"",""normalized"":""STOLE"",""is_behavior_keyword"":true},{""index"":51,""start_seconds"":0.901,""end_seconds"":0.96,""label"":""THE"",""normalized"":""THE"",""is_behavior_keyword"":false},{""index"":52,""start_seconds"":0.96,""end_seconds"":1.38,""label"":""MONEY"",""normalized"":""MONEY"",""is_behavior_keyword"":true}]","[{""index"":105,""start_seconds"":0.0,""end_seconds"":0.131,""label"":""S"",""normalized"":""S""},{""index"":106,""start_seconds"":0.131,""end_seconds"":0.211,""label"":""AH1"",""normalized"":""AH1""},{""index"":107,""start_seconds"":0.211,""end_seconds"":0.271,""label"":""M"",""normalized"":""M""},{""index"":108,""start_seconds"":0.271,""end_seconds"":0.32,""label"":""B"",""normalized"":""B""},{""index"":109,""start_seconds"":0.32,""end_seconds"":0.39,""label"":""AH0"",""normalized"":""AH0""},{""index"":110,""start_seconds"":0.39,""end_seconds"":0.431,""label"":""D"",""normalized"":""D""},{""index"":111,""start_seconds"":0.431,""end_seconds"":0.521,""label"":""IY0"",""normalized"":""IY0""},{""index"":112,""start_seconds"":0.521,""end_seconds"":0.66,""label"":""S"",""normalized"":""S""},{""index"":113,""start_seconds"":0.66,""end_seconds"":0.71,""label"":""T"",""normalized"":""T""},{""index"":114,""start_seconds"":0.71,""end_seconds"":0.87,""label"":""OW1"",""normalized"":""OW1""},{""index"":115,""start_seconds"":0.87,""end_seconds"":0.901,""label"":""L"",""normalized"":""L""},{""index"":116,""start_seconds"":0.901,""end_seconds"":0.93,""label"":""DH"",""normalized"":""DH""},{""index"":117,""start_seconds"":0.93,""end_seconds"":0.96,""label"":""AH0"",""normalized"":""AH0""},{""index"":118,""start_seconds"":0.96,""end_seconds"":1.091,""label"":""M"",""normalized"":""M""},{""index"":119,""start_seconds"":1.091,""end_seconds"":1.15,""label"":""AH1"",""normalized"":""AH1""},{""index"":120,""start_seconds"":1.15,""end_seconds"":1.24,""label"":""N"",""normalized"":""N""},{""index"":121,""start_seconds"":1.24,""end_seconds"":1.38,""label"":""IY0"",""normalized"":""IY0""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S007,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,7,HT1_S007,14,10.549,12.119,1.57,THE FIRE WAS VERY HOT,THE FIRE WAS VERY HOT,experimental_sentence,set1,true,true,false,exposure,3,"[""FIRE"",""HOT"",""VERY""]",[],5,15,"[{""index"":56,""start_seconds"":0.0,""end_seconds"":0.12,""label"":""THE"",""normalized"":""THE"",""is_behavior_keyword"":false},{""index"":57,""start_seconds"":0.12,""end_seconds"":0.56,""label"":""FIRE"",""normalized"":""FIRE"",""is_behavior_keyword"":true},{""index"":58,""start_seconds"":0.56,""end_seconds"":0.889,""label"":""WAS"",""normalized"":""WAS"",""is_behavior_keyword"":false},{""index"":59,""start_seconds"":0.889,""end_seconds"":1.229,""label"":""VERY"",""normalized"":""VERY"",""is_behavior_keyword"":true},{""index"":60,""start_seconds"":1.229,""end_seconds"":1.57,""label"":""HOT"",""normalized"":""HOT"",""is_behavior_keyword"":true}]","[{""index"":125,""start_seconds"":0.0,""end_seconds"":0.07,""label"":""DH"",""normalized"":""DH""},{""index"":126,""start_seconds"":0.07,""end_seconds"":0.12,""label"":""AH0"",""normalized"":""AH0""},{""index"":127,""start_seconds"":0.12,""end_seconds"":0.27,""label"":""F"",""normalized"":""F""},{""index"":128,""start_seconds"":0.27,""end_seconds"":0.489,""label"":""AY1"",""normalized"":""AY1""},{""index"":129,""start_seconds"":0.489,""end_seconds"":0.56,""label"":""ER0"",""normalized"":""ER0""},{""index"":130,""start_seconds"":0.56,""end_seconds"":0.719,""label"":""W"",""normalized"":""W""},{""index"":131,""start_seconds"":0.719,""end_seconds"":0.759,""label"":""AH0"",""normalized"":""AH0""},{""index"":132,""start_seconds"":0.759,""end_seconds"":0.889,""label"":""Z"",""normalized"":""Z""},{""index"":133,""start_seconds"":0.889,""end_seconds"":0.949,""label"":""V"",""normalized"":""V""},{""index"":134,""start_seconds"":0.949,""end_seconds"":1.039,""label"":""EH1"",""normalized"":""EH1""},{""index"":135,""start_seconds"":1.039,""end_seconds"":1.129,""label"":""R"",""normalized"":""R""},{""index"":136,""start_seconds"":1.129,""end_seconds"":1.229,""label"":""IY0"",""normalized"":""IY0""},{""index"":137,""start_seconds"":1.229,""end_seconds"":1.34,""label"":""HH"",""normalized"":""HH""},{""index"":138,""start_seconds"":1.34,""end_seconds"":1.539,""label"":""AA1"",""normalized"":""AA1""},{""index"":139,""start_seconds"":1.539,""end_seconds"":1.57,""label"":""T"",""normalized"":""T""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S008,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,8,HT1_S008,16,12.458,14.249,1.791,SHE'S DRINKING FROM HER OWN CUP,SHE'S DRINKING FROM HER OWN CUP,experimental_sentence,set1,true,true,false,exposure,3,"[""CUP"",""DRINKING"",""OWN""]",[],6,21,"[{""index"":65,""start_seconds"":0.0,""end_seconds"":0.34,""label"":""SHE'S"",""normalized"":""SHE'S"",""is_behavior_keyword"":false},{""index"":66,""start_seconds"":0.34,""end_seconds"":0.81,""label"":""DRINKING"",""normalized"":""DRINKING"",""is_behavior_keyword"":true},{""index"":67,""start_seconds"":0.81,""end_seconds"":1.051,""label"":""FROM"",""normalized"":""FROM"",""is_behavior_keyword"":false},{""index"":68,""start_seconds"":1.051,""end_seconds"":1.26,""label"":""HER"",""normalized"":""HER"",""is_behavior_keyword"":false},{""index"":69,""start_seconds"":1.26,""end_seconds"":1.51,""label"":""OWN"",""normalized"":""OWN"",""is_behavior_keyword"":true},{""index"":70,""start_seconds"":1.51,""end_seconds"":1.791,""label"":""CUP"",""normalized"":""CUP"",""is_behavior_keyword"":true}]","[{""index"":144,""start_seconds"":0.0,""end_seconds"":0.141,""label"":""SH"",""normalized"":""SH""},{""index"":145,""start_seconds"":0.141,""end_seconds"":0.211,""label"":""IY1"",""normalized"":""IY1""},{""index"":146,""start_seconds"":0.211,""end_seconds"":0.34,""label"":""Z"",""normalized"":""Z""},{""index"":147,""start_seconds"":0.34,""end_seconds"":0.381,""label"":""D"",""normalized"":""D""},{""index"":148,""start_seconds"":0.381,""end_seconds"":0.46,""label"":""R"",""normalized"":""R""},{""index"":149,""start_seconds"":0.46,""end_seconds"":0.57,""label"":""IH1"",""normalized"":""IH1""},{""index"":150,""start_seconds"":0.57,""end_seconds"":0.6,""label"":""NG"",""normalized"":""NG""},{""index"":151,""start_seconds"":0.6,""end_seconds"":0.66,""label"":""K"",""normalized"":""K""},{""index"":152,""start_seconds"":0.66,""end_seconds"":0.69,""label"":""AH0"",""normalized"":""AH0""},{""index"":153,""start_seconds"":0.69,""end_seconds"":0.81,""label"":""N"",""normalized"":""N""},{""index"":154,""start_seconds"":0.81,""end_seconds"":0.89,""label"":""F"",""normalized"":""F""},{""index"":155,""start_seconds"":0.89,""end_seconds"":0.93,""label"":""R"",""normalized"":""R""},{""index"":156,""start_seconds"":0.93,""end_seconds"":0.96,""label"":""AH1"",""normalized"":""AH1""},{""index"":157,""start_seconds"":0.96,""end_seconds"":1.051,""label"":""M"",""normalized"":""M""},{""index"":158,""start_seconds"":1.051,""end_seconds"":1.111,""label"":""HH"",""normalized"":""HH""},{""index"":159,""start_seconds"":1.111,""end_seconds"":1.26,""label"":""ER0"",""normalized"":""ER0""},{""index"":160,""start_seconds"":1.26,""end_seconds"":1.42,""label"":""OW1"",""normalized"":""OW1""},{""index"":161,""start_seconds"":1.42,""end_seconds"":1.51,""label"":""N"",""normalized"":""N""},{""index"":162,""start_seconds"":1.51,""end_seconds"":1.611,""label"":""K"",""normalized"":""K""},{""index"":163,""start_seconds"":1.611,""end_seconds"":1.7,""label"":""AH1"",""normalized"":""AH1""},{""index"":164,""start_seconds"":1.7,""end_seconds"":1.791,""label"":""P"",""normalized"":""P""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
X21.CMN.CMN_M_016.HT1_S009,X21.CMN.CMN_M_016,CMN,CMN_M_016,016,M,Mandarin,HT1,9,HT1_S009,18,14.555,16.115,1.56,THE PICTURE CAME FROM A BOOK,THE PICTURE CAME FROM A BOOK,experimental_sentence,set1,true,true,false,exposure,3,"[""BOOK"",""CAME"",""PICTURE""]",[],6,18,"[{""index"":75,""start_seconds"":0.0,""end_seconds"":0.11,""label"":""THE"",""normalized"":""THE"",""is_behavior_keyword"":false},{""index"":76,""start_seconds"":0.11,""end_seconds"":0.589,""label"":""PICTURE"",""normalized"":""PICTURE"",""is_behavior_keyword"":true},{""index"":77,""start_seconds"":0.589,""end_seconds"":0.91,""label"":""CAME"",""normalized"":""CAME"",""is_behavior_keyword"":true},{""index"":78,""start_seconds"":0.91,""end_seconds"":1.179,""label"":""FROM"",""normalized"":""FROM"",""is_behavior_keyword"":false},{""index"":79,""start_seconds"":1.179,""end_seconds"":1.269,""label"":""A"",""normalized"":""A"",""is_behavior_keyword"":false},{""index"":80,""start_seconds"":1.269,""end_seconds"":1.56,""label"":""BOOK"",""normalized"":""BOOK"",""is_behavior_keyword"":true}]","[{""index"":169,""start_seconds"":0.0,""end_seconds"":0.069,""label"":""DH"",""normalized"":""DH""},{""index"":170,""start_seconds"":0.069,""end_seconds"":0.11,""label"":""AH0"",""normalized"":""AH0""},{""index"":171,""start_seconds"":0.11,""end_seconds"":0.17,""label"":""P"",""normalized"":""P""},{""index"":172,""start_seconds"":0.17,""end_seconds"":0.28,""label"":""IH1"",""normalized"":""IH1""},{""index"":173,""start_seconds"":0.28,""end_seconds"":0.36,""label"":""K"",""normalized"":""K""},{""index"":174,""start_seconds"":0.36,""end_seconds"":0.469,""label"":""CH"",""normalized"":""CH""},{""index"":175,""start_seconds"":0.469,""end_seconds"":0.589,""label"":""ER0"",""normalized"":""ER0""},{""index"":176,""start_seconds"":0.589,""end_seconds"":0.719,""label"":""K"",""normalized"":""K""},{""index"":177,""start_seconds"":0.719,""end_seconds"":0.809,""label"":""EY1"",""normalized"":""EY1""},{""index"":178,""start_seconds"":0.809,""end_seconds"":0.91,""label"":""M"",""normalized"":""M""},{""index"":179,""start_seconds"":0.91,""end_seconds"":0.999,""label"":""F"",""normalized"":""F""},{""index"":180,""start_seconds"":0.999,""end_seconds"":1.04,""label"":""R"",""normalized"":""R""},{""index"":181,""start_seconds"":1.04,""end_seconds"":1.109,""label"":""AH1"",""normalized"":""AH1""},{""index"":182,""start_seconds"":1.109,""end_seconds"":1.179,""label"":""M"",""normalized"":""M""},{""index"":183,""start_seconds"":1.179,""end_seconds"":1.269,""label"":""AH0"",""normalized"":""AH0""},{""index"":184,""start_seconds"":1.269,""end_seconds"":1.409,""label"":""B"",""normalized"":""B""},{""index"":185,""start_seconds"":1.409,""end_seconds"":1.519,""label"":""UH1"",""normalized"":""UH1""},{""index"":186,""start_seconds"":1.519,""end_seconds"":1.56,""label"":""K"",""normalized"":""K""}]",data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.wav,data/raw_data/xie_liu_jaeger21/sound_stimuli/ALL_016_M_CMN_ENG_HT1.TextGrid
