"dataset_id","feature_key","held_out_fold","n_training_rows","n_held_out_rows","training_mean","training_sd"
"AN19","tr_10",0,3791,1894,11.8112360996924,5.54135028470621
"AN19","tr_10",1,3790,1895,11.7792946555827,5.56319384013288
"AN19","tr_10",2,3789,1896,11.7877717719019,5.52248097155207
