dataset_id,feature_key,scope,fold,model_id,n_rows,total_trials,total_log_loss,mean_log_loss
AN19,mfcc39,oof_all,,M_null,955,955,667.275919404589,0.698718240214229
AN19,mfcc39,oof_all,,M_predictor,955,955,631.795398354439,0.661565862151245
AN19,mfcc39,oof_fold,0.0,M_null,287,287,200.157497828234,0.697412884418933
AN19,mfcc39,oof_fold,0.0,M_predictor,287,287,179.643388205726,0.625935150542599
AN19,mfcc39,oof_fold,1.0,M_null,334,334,235.692385776613,0.705665825678483
AN19,mfcc39,oof_fold,1.0,M_predictor,334,334,226.975985737263,0.679568819572645
AN19,mfcc39,oof_fold,2.0,M_null,334,334,231.426035799742,0.692892322753718
AN19,mfcc39,oof_fold,2.0,M_predictor,334,334,225.17602441145,0.674179713806735
AN19,strf24_legacy,oof_all,,M_null,955,955,667.183238815373,0.69862119247683
AN19,strf24_legacy,oof_all,,M_predictor,955,955,639.688501014598,0.669830891114762
AN19,strf24_legacy,oof_fold,0.0,M_null,287,287,200.157497828234,0.697412884418933
AN19,strf24_legacy,oof_fold,0.0,M_predictor,287,287,197.718003061942,0.688912902654851
AN19,strf24_legacy,oof_fold,1.0,M_null,334,334,235.599705187397,0.705388338884423
AN19,strf24_legacy,oof_fold,1.0,M_predictor,334,334,229.346073792522,0.686664891594378
AN19,strf24_legacy,oof_fold,2.0,M_null,334,334,231.426035799742,0.692892322753718
AN19,strf24_legacy,oof_fold,2.0,M_predictor,334,334,212.624424160133,0.636600072335729
