dataset_id,family,variant,method,feature_key,full_z,full_estimate,full_conf_low,full_conf_high,mean_cv_train_z,cv_train_z_ci_low,cv_train_z_ci_high,predictor_oof_total_log_loss
X21,HVE,ft,ft,tr_24::within_token_sentence,-2.88349261127915,-0.265217416361404,-0.445493978900522,-0.0849408538222851,-2.4059907706406634,-2.98005171111333,-2.09642059885079,8111.67456277383
X21,HVE,ft,ft,tr_24::within_token_word,-1.41619163045304,-0.14197265804612,-0.338461892826711,0.0545165767344713,-1.2686002123481621,-1.6739079510708799,-0.8041795772347861,8132.38283995495
X21,HVE,ft,ft,tr_24::within_type_phoneme,-4.28387566190165,-0.309373164428229,-0.450920550518832,-0.167825778337626,-3.5787107738744734,-4.43444217167523,-2.8759984152599096,8084.03174643428
X21,HVE,ft,ft,tr_24::within_type_sentence,-1.50221921753439,-0.0931388521785155,-0.214660497048374,0.0283827926913427,-1.2472284611193243,-1.57309742856926,-0.698145392712043,8136.68357426345
X21,HVE,ft,ft,tr_24::within_type_word,-1.47960701247533,-0.0911131448450196,-0.211808547334007,0.0295822576439678,-1.2202457356894183,-1.52445304000756,-0.955665541627015,8133.71354519723
B23,SBI,base,HuBERT base,tr_24,1.85949130061333,0.0245994663386007,-0.0013296434172526,0.0505285760944541,1.565100303382484,0.524796351327212,2.52496727623523,30768.704396338
B23,SBI,ft,HuBERT ASR-FT,tr_24,1.82902709681888,0.0271260540400482,-0.0019424414518802,0.0561945495319766,1.5202421633206107,0.6675357215410921,2.27643952597195,30782.4926827002
B23,SBI,acoustic,acoustic,mfcc39,1.99586524989345,0.0228748306673584,0.0004110555650983,0.0453386057696185,1.6396801270408308,0.885933891980813,2.69314112125409,30798.8277104588
B23,SBI,acoustic,acoustic,strf24_legacy,1.62663078917795,0.0189594973950787,-0.0038856467775174,0.0418046415676749,1.3580775527252547,0.9574654201209171,2.13977290917223,30786.7742896683
B23,HVE,base,base,tr_24::between_type_phoneme,2.12814727045296,0.117315421326237,0.0092692212385506,0.225361621413923,1.82382527159392,1.12372076797193,3.22353446419317,30804.3190815883
B23,HVE,base,base,tr_24::between_type_sentence,1.92296407143342,0.106304083884843,-0.002047396784777,0.214655564554464,1.5757350038212135,1.32392946684028,1.7810383687568503,30748.5792829121
B23,HVE,base,base,tr_24::between_type_word,2.18803099697426,0.120494874234508,0.0125576677569827,0.228432080712034,1.81448462908724,1.40242507923778,2.3265973686634,30735.0313732444
B23,HVE,base,base,tr_24::mean_dissimilarity_phoneme,-0.556017619787887,-0.0310499764041564,-0.140503259153295,0.0784033063449819,-0.4858933045946709,-1.13735096281973,-0.0696181521005154,30816.880023739
B23,HVE,base,base,tr_24::mean_dissimilarity_word,-0.135254610021688,-0.0075600459038409,-0.117114093408412,0.10199400160073,-0.16135915383685362,-1.08366909800687,0.700312173684824,30857.6694356368
B23,HVE,base,base,tr_24::order_phoneme,-1.73291608781357,-0.0959574727248249,-0.204489355984074,0.0125744105344242,-1.4933980058810195,-2.83239953610436,-0.7749111602254729,30823.1341334205
B23,HVE,base,base,tr_24::order_sentence,-1.56327870040517,-0.0867228749586038,-0.195453861234313,0.0220081113171059,-1.3627631143799939,-2.7820043228539304,-0.587651190385979,30843.9658272354
B23,HVE,base,base,tr_24::order_word,-1.51715026498408,-0.0842282136873718,-0.193042286121377,0.0245858587466338,-1.3139701227398417,-2.72743537575738,-0.47553566070815495,30841.5313152469
B23,HVE,base,base,tr_24::overall,2.01027201412515,0.110937483920127,0.0027742766747254,0.219100691165529,1.7184409919067425,0.810922441543047,2.89909226341299,30797.620004006
B23,HVE,base,base,tr_24::overall_order_sensitive,-1.84300726591855,-0.142170549742604,-0.293365980519501,0.0090248810342919,-1.6161809027358591,-3.13074768981771,-0.777402481800365,17786.508740564
B23,HVE,base,base,tr_24::within_token_phoneme,0.319772384735559,0.0178639177773206,-0.0916304617092111,0.127358297263852,0.29819266428163804,-0.38696837758710895,0.9349726949613512,30828.1886181652
B23,HVE,base,base,tr_24::within_token_sentence,1.67962474889041,0.093037840384796,-0.0155305569757848,0.201606237745377,1.4460970494983139,0.528378452410342,2.60413566243236,30818.5364859118
B23,HVE,base,base,tr_24::within_token_word,1.00291772665045,0.0558714232974981,-0.0533179815291884,0.165060828124185,0.8825376983160256,0.0268881120803515,1.927001249353,30841.7912634753
B23,HVE,base,base,tr_24::within_type_phoneme,-0.740175515005668,-0.0412976237212671,-0.15065458143293,0.0680593339903963,-0.628395865362537,-1.12404104340722,-0.290811382413109,30804.0942143274
B23,HVE,base,base,tr_24::within_type_word,0.546772610946337,0.0305372537518823,-0.0789287585454375,0.140003266049202,0.41118898700618867,-0.26560978894562,1.1215534568434,30834.4760199897
B23,HVE,ft,ft,tr_24::between_type_phoneme,-1.51253011190576,-0.0839405345552222,-0.192714202221871,0.0248331331114261,-1.2781347281913293,-2.18452972586375,-0.7856540463151959,30788.8147459937
B23,HVE,ft,ft,tr_24::between_type_sentence,-0.851566690251534,-0.0474968890949407,-0.156817631312542,0.0618238531226605,-0.7125586150198943,-1.11897612760938,-0.44705830021741094,30795.456381469
B23,HVE,ft,ft,tr_24::between_type_word,-0.587898778329159,-0.0328250452465072,-0.142260701612393,0.0766106111193788,-0.5225816268588547,-1.34721339649005,0.11437359929442599,30831.0785048197
B23,HVE,ft,ft,tr_24::mean_dissimilarity_phoneme,-0.403758902302479,-0.0225553121953111,-0.132047416643551,0.0869367922529287,-0.3350150206571187,-0.480664424218949,-0.212051523203337,30797.8855783201
B23,HVE,ft,ft,tr_24::mean_dissimilarity_word,0.467281834933517,0.0261055529569085,-0.0833934259683486,0.135604531882166,0.32688438177929235,-0.666779925658285,1.19154243048349,30864.1799416683
B23,HVE,ft,ft,tr_24::order_phoneme,-1.27081395698522,-0.0706648842607083,-0.179652649456145,0.038322880934728,-1.0982390257823884,-2.11227810090452,-0.29354640372113,30827.1187366518
B23,HVE,ft,ft,tr_24::order_sentence,-1.46879275601466,-0.0815358600369039,-0.190339695716181,0.0272679756423729,-1.2707668368708296,-2.43984572250506,-0.453805334357586,30829.2379186079
B23,HVE,ft,ft,tr_24::order_word,-1.42585985182771,-0.0791891625565637,-0.188043310046523,0.0296649849333956,-1.2498197001633877,-2.63146591991948,-0.380172647124616,30850.9605947312
B23,HVE,ft,ft,tr_24::overall,0.496374570195438,0.0277285726604853,-0.081761328067412,0.137218473388382,0.381095355755726,-0.269226150203708,0.91488721874037,30817.1931857783
B23,HVE,ft,ft,tr_24::overall_order_sensitive,-1.58538388200083,-0.122813644239223,-0.274647370721344,0.0290200822428982,-1.3790253993774062,-2.67889397209492,-0.599529930448008,17787.3212864662
B23,HVE,ft,ft,tr_24::within_token_phoneme,1.63867890249227,0.0907933705275219,-0.0178032593328437,0.199390000387887,1.3713845457029612,0.939487074671114,2.10827761233659,30777.349082031
B23,HVE,ft,ft,tr_24::within_token_sentence,0.883156409970825,0.049249131122419,-0.0600500778400456,0.158548340084884,0.7073125682875837,0.27743817161778,1.08593261657469,30796.4161517299
B23,HVE,ft,ft,tr_24::within_token_word,1.64190404757696,0.0909822622888375,-0.0176265412215044,0.199591065799179,1.3817753477277144,0.6902747303294229,2.04134905323116,30783.2616199931
B23,HVE,ft,ft,tr_24::within_type_phoneme,-0.531679231692703,-0.0296883942121445,-0.139132677883987,0.0797558894596976,-0.4685396740090677,-1.18143755386889,-0.0674303181260043,30818.9171348944
B23,HVE,ft,ft,tr_24::within_type_word,0.323622750980568,0.0180855699563546,-0.0914485002134634,0.127619640126173,0.2257987982629587,-0.497020689098237,1.00982567734579,30842.3656020009
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,mfcc_c0,1.15521138631645,0.108174516410422,-0.0753607695777893,0.291709802398633,1.6502343549847966,1.17266243440083,2.02492716307195,3828.48420579414
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,mfcc_delta13,2.35717649297312,0.283260718493704,0.0477285002220909,0.518792936765317,3.07295856227539,2.48116566064525,3.83922933426151,3667.04064003461
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,mfcc_delta_delta13,2.84722822318139,0.372749686619421,0.116152979749983,0.629346393488859,3.5278196135659066,3.13844905376001,4.06568718002365,3635.96190303862
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,mfcc_static13,1.76685420743945,0.152303355625675,-0.0166492244850144,0.321255935736364,2.0097777810363904,1.27582093050184,2.46513871665315,3831.71819556951
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,mfcc_static_spectral12,2.12210866560784,0.189557941317062,0.0144804012255784,0.364635481408546,2.069567733332993,1.53113744109665,2.51830724866287,3874.58217791763
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_direction_negative,2.27745861390386,0.171215256773045,0.0238659696218121,0.318564543924277,2.4932082921507233,2.06249265666915,2.7927313036283805,3796.93083039096
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_direction_positive,2.86883942618805,0.231281341109069,0.0732692110345358,0.389293471183602,2.9698263057351735,2.70533339838089,3.36898427671459,3779.00973368669
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_rate_16,1.59127999259332,0.176199997735255,-0.0408278020036688,0.393227797474178,2.3295058465453766,1.20682706246224,3.45383292466485,3730.08422617369
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_rate_2,1.84919005617052,0.131312154607099,-0.0078686841450323,0.27049299335923,1.8869356691806167,1.8403431262100003,1.97468295408537,3877.32134572209
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_rate_4,2.71256753241833,0.224806238449472,0.0623696457766472,0.387242831122296,2.9183797632344195,2.5389589078763,3.63127110149264,3762.4991392368
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_rate_8,1.93019502757743,0.176030654613441,-0.0027181651238967,0.354779474350779,2.2640943623161403,1.99231760201065,2.58733200386156,3795.57135550399
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_scale_0p25,2.74003186323578,0.213945568358695,0.0609059925751347,0.366985144142255,2.8383942459011764,2.55278553558565,3.06206799304007,3790.50245087109
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_scale_0p5,1.70809604123101,0.129136717260274,-0.0190446260134479,0.277318060533996,1.8487901264514097,1.32914877663146,2.53913437996698,3863.59326117194
AN19,ACOUSTIC_DIAGNOSTIC,diagnostic,diagnostic,strf_scale_1p0,1.67931620376326,0.151475704580256,-0.0253179095776859,0.328269318738198,1.64417095989318,1.15391798028458,2.2808335479229,3896.40088856423
