dataset_id,feature_key,scope,fold,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high
AN19,mfcc39,cv_train,0.0,M_null,(Intercept),1.16532865974739,0.295977032312791,3.9372266511405,8.24287444184646e-05,0.585213676414323,1.74544364308046
AN19,mfcc39,cv_train,0.0,M_predictor,(Intercept),1.16479975100437,0.301005904564316,3.86969070487281,0.0001089735127075,0.574828178058308,1.75477132395043
AN19,mfcc39,cv_train,0.0,M_predictor,similarity_z,0.623771661240362,0.238264612371127,2.61797862063024,0.008845234673541,0.156773020992953,1.09077030148777
AN19,mfcc39,cv_train,1.0,M_null,(Intercept),1.32634349196289,0.328232277571053,4.04086856350005,5.32536003071666e-05,0.683008227923628,1.96967875600216
AN19,mfcc39,cv_train,1.0,M_predictor,(Intercept),1.34401381391818,0.32515598496518,4.13344325820146,3.57368554145672e-05,0.706708083386428,1.98131954444993
AN19,mfcc39,cv_train,1.0,M_predictor,similarity_z,1.0146310098251,0.280541883617791,3.61668281662867,0.0002984025870888,0.464768917934234,1.56449310171598
AN19,mfcc39,cv_train,2.0,M_null,(Intercept),1.0400421222763,0.336486084231978,3.09089192990008,0.001995562499491,0.380529397181622,1.69955484737098
AN19,mfcc39,cv_train,2.0,M_predictor,(Intercept),1.04906298377179,0.347924753228797,3.01520076981107,0.0025680920054464,0.367130467443353,1.73099550010024
AN19,mfcc39,cv_train,2.0,M_predictor,similarity_z,0.59859342405371,0.275022062939834,2.17652873974937,0.0295157470840985,0.0595501806916352,1.13763666741579
AN19,mfcc39,full,,M_null,(Intercept),1.16166175572174,0.307836155996393,3.77363650465851,0.000160885124584,0.558302889968811,1.76502062147467
AN19,mfcc39,full,,M_predictor,(Intercept),1.16439313948687,0.312318066347851,3.7282285751283,0.0001928304437771,0.552249729445087,1.77653654952866
AN19,mfcc39,full,,M_predictor,similarity_z,0.709262129228982,0.237961851099258,2.98057073414316,0.0028771178396687,0.242856901074436,1.17566735738353
AN19,strf24_legacy,cv_train,0.0,M_null,(Intercept),1.16532865974739,0.295977032312791,3.9372266511405,8.24287444184646e-05,0.585213676414323,1.74544364308046
AN19,strf24_legacy,cv_train,0.0,M_predictor,(Intercept),1.15304277884674,0.286973593420454,4.01794034462739,5.87090547371784e-05,0.59057453574265,1.71551102195083
AN19,strf24_legacy,cv_train,0.0,M_predictor,similarity_z,0.865799649517657,0.227509909230813,3.80554698669976,0.0001414911493341,0.419880227425263,1.31171907161005
AN19,strf24_legacy,cv_train,1.0,M_null,(Intercept),1.32634349196289,0.328232277571053,4.04086856350005,5.32536003071666e-05,0.683008227923628,1.96967875600216
AN19,strf24_legacy,cv_train,1.0,M_predictor,(Intercept),1.36351076947678,0.325859378770625,4.18435330792355,2.85979043607387e-05,0.724826387086353,2.0021951518672
AN19,strf24_legacy,cv_train,1.0,M_predictor,similarity_z,1.23106112325526,0.287010139976361,4.28926003574877,1.79269385193193e-05,0.668521248901596,1.79360099760893
AN19,strf24_legacy,cv_train,2.0,M_null,(Intercept),1.0400421222763,0.336486084231978,3.09089192990008,0.001995562499491,0.380529397181622,1.69955484737098
AN19,strf24_legacy,cv_train,2.0,M_predictor,(Intercept),1.03418603572218,0.337194452022783,3.06703158820745,0.0021619600904778,0.373284909757523,1.69508716168683
AN19,strf24_legacy,cv_train,2.0,M_predictor,similarity_z,0.610805083127256,0.262966201068939,2.32275129139934,0.0201925171126849,0.0953913290321358,1.12621883722238
AN19,strf24_legacy,full,,M_null,(Intercept),1.16166175572174,0.307836155996393,3.77363650465851,0.000160885124584,0.558302889968811,1.76502062147467
AN19,strf24_legacy,full,,M_predictor,(Intercept),1.15608812349098,0.30117957367515,3.83853429827191,0.0001237709276274,0.565776159087682,1.74640008789427
AN19,strf24_legacy,full,,M_predictor,similarity_z,0.844749807754252,0.227564063935139,3.71214063040738,0.0002055137399407,0.39872424244138,1.29077537306713
