tau,status,file,wall_seconds
1.0,complete,tau_004_fits.csv,90.9297629
0.5,complete,tau_000_fits.csv,91.00483270000001
1.375,complete,tau_007_fits.csv,91.7459533
0.75,complete,tau_002_fits.csv,91.7820419
0.875,complete,tau_003_fits.csv,92.25757619999999
1.25,complete,tau_006_fits.csv,94.7447551
