"dataset_id","feature_key","held_out_fold","n_training_rows","n_held_out_rows","training_mean","training_sd"
"AN19","tr_10",0,3791,1894,15.3095162660091,4.90903086810595
"AN19","tr_10",1,3790,1895,15.284334529973,4.90570174454408
"AN19","tr_10",2,3789,1896,15.2870752831783,4.88431197535979
