dataset_id,model_variant,representation,layer,fold,type,k,z_train,z_test,poll_train,poll_test
X21,base,hubert_tsne_3d,cnn_2,0,diagnostic,0.010594974248772664,8.58647305452274,7.983928303925942,-0.23625284469753285,-0.2897733902611654
X21,base,hubert_tsne_3d,cnn_2,1,diagnostic,0.058763382720754986,8.669591941498412,7.5149687055402,-0.23708666262703684,-0.28104688597287975
X21,base,hubert_tsne_3d,cnn_2,2,diagnostic,0.04189334317467887,10.292772567292275,4.185141180897375,-0.23728926036384432,-0.2812753708950161
X21,base,hubert_tsne_3d,cnn_2,0,corrected,0.03708390004806884,8.256477487741044,7.731623786801258,-0.23625617599905185,-0.2897773007107054
X21,base,hubert_tsne_3d,cnn_2,1,corrected,0.03708390004806884,8.652172923160895,7.522625627787961,-0.23708358157522,-0.28104396416665384
X21,base,hubert_tsne_3d,cnn_2,2,corrected,0.03708390004806884,10.272180690395869,4.207219856919554,-0.23728890661141988,-0.28127448576245856
X21,base,hubert_tsne_3d,cnn_3,0,diagnostic,0.0681295752848515,7.694448031780894,7.394449851668651,-0.23668700851289984,-0.2902893195630469
X21,base,hubert_tsne_3d,cnn_3,1,diagnostic,0.04915711580488988,8.360422943627288,6.937939328764364,-0.23735575761603941,-0.28186030799573686
X21,base,hubert_tsne_3d,cnn_3,2,diagnostic,0.3488763829517172,9.658591845458902,3.8772068608543417,-0.23785025010226035,-0.281511505264707
X21,base,hubert_tsne_3d,cnn_3,0,corrected,0.15538769134715286,7.672211092237714,7.396099818833592,-0.23669248980098823,-0.2902670554844292
X21,base,hubert_tsne_3d,cnn_3,1,corrected,0.15538769134715286,8.318023742415482,6.947112735435987,-0.2373646596571906,-0.2818255307991564
X21,base,hubert_tsne_3d,cnn_3,2,corrected,0.15538769134715286,9.645494455491985,3.971985411090292,-0.2378833783668508,-0.2814442683933025
X21,base,hubert_tsne_3d,cnn_4,0,diagnostic,0.025599330071383625,7.37520399677738,7.2817348880785016,-0.23697214655344692,-0.2905241034227158
X21,base,hubert_tsne_3d,cnn_4,1,diagnostic,0.022555877181084493,8.1456079939784,6.796949279033571,-0.23758459598544515,-0.28213780900647834
X21,base,hubert_tsne_3d,cnn_4,2,diagnostic,0.26179554469345373,9.436554125909808,3.6101231083666305,-0.23806788493919417,-0.2817030979418855
X21,base,hubert_tsne_3d,cnn_4,0,corrected,0.10331691731530729,7.2920773112800426,7.219372665960596,-0.23697219790898755,-0.2905111783651443
X21,base,hubert_tsne_3d,cnn_4,1,corrected,0.10331691731530729,8.04269505407729,6.738449662341149,-0.23759409589553435,-0.2821095462683438
X21,base,hubert_tsne_3d,cnn_4,2,corrected,0.10331691731530729,9.427497140898476,3.6812257899757626,-0.2380937208496908,-0.28165608941601916
X21,base,hubert_tsne_3d,cnn_5,0,diagnostic,0.6902471237618747,7.034630465296479,7.036730261783713,-0.23714035667251226,-0.29070498061058314
X21,base,hubert_tsne_3d,cnn_5,1,diagnostic,0.27958135338744766,7.6036468972411475,6.86756315199694,-0.23793056138531302,-0.28193608184362884
X21,base,hubert_tsne_3d,cnn_5,2,diagnostic,0.4979860458414033,9.441559020737431,3.1609603256303993,-0.2380559802279262,-0.2819892885533592
X21,base,hubert_tsne_3d,cnn_5,0,corrected,0.48927150766357524,7.027362515517634,7.052674521528549,-0.23715099270599815,-0.290701494837662
X21,base,hubert_tsne_3d,cnn_5,1,corrected,0.48927150766357524,7.596236745997669,6.8854624977698515,-0.2379249025572173,-0.28189131624739927
X21,base,hubert_tsne_3d,cnn_5,2,corrected,0.48927150766357524,9.44135324260128,3.1619815333723773,-0.238056738294283,-0.2819887497317314
X21,base,hubert_tsne_3d,cnn_6,0,diagnostic,0.6115284373796187,7.120325805546029,7.267363914519018,-0.23708110700267174,-0.2903770007953155
X21,base,hubert_tsne_3d,cnn_6,1,diagnostic,0.04556573790829358,8.065427581315715,6.540573630520716,-0.23761500051035755,-0.28239696079963256
X21,base,hubert_tsne_3d,cnn_6,2,diagnostic,0.42073783850599444,9.583378616170224,3.3385440913671984,-0.23792604599474668,-0.2818805645357644
X21,base,hubert_tsne_3d,cnn_6,0,corrected,0.3592773379313023,7.098169584249483,7.32939720470853,-0.23710542399031828,-0.290322885651226
X21,base,hubert_tsne_3d,cnn_6,1,corrected,0.3592773379313023,7.997048126662169,6.701385693745762,-0.2376265107025433,-0.2821459615600409
X21,base,hubert_tsne_3d,cnn_6,2,corrected,0.3592773379313023,9.582476438320436,3.3528746620352323,-0.2379332654612967,-0.2818721458512922
X21,base,hubert_tsne_3d,tr_0,0,diagnostic,0.4517562087696113,7.347931675251336,7.796675278689273,-0.23694187441148543,-0.2896762883994254
X21,base,hubert_tsne_3d,tr_0,1,diagnostic,0.06472599194963533,8.291382766062055,7.00909060868911,-0.23744044528284414,-0.2818353863756744
X21,base,hubert_tsne_3d,tr_0,2,diagnostic,0.323652362080354,9.96987920798651,3.6472844986962722,-0.23760829192763597,-0.28168454005450727
X21,base,hubert_tsne_3d,tr_0,0,corrected,0.2800448542665335,7.340922760102966,7.833212444458701,-0.23695421450822265,-0.2896526134547384
X21,base,hubert_tsne_3d,tr_0,1,corrected,0.2800448542665335,8.2662243723957,7.057579698060994,-0.23743438686686635,-0.28172994399985946
X21,base,hubert_tsne_3d,tr_0,2,corrected,0.2800448542665335,9.967854625833544,3.657872321126504,-0.23761472463616376,-0.28167797884661827
X21,base,hubert_tsne_3d,tr_2,0,diagnostic,0.1862413330131728,8.47889674837799,8.57705871317315,-0.2361209938503169,-0.2885887707200868
X21,base,hubert_tsne_3d,tr_2,1,diagnostic,0.11000918108671545,9.37770207257441,7.69819839696888,-0.23654054457895124,-0.28091064261061444
X21,base,hubert_tsne_3d,tr_2,2,diagnostic,0.3067629466417419,10.89476364158531,4.533706280370081,-0.23672897499538026,-0.2810098973665621
X21,base,hubert_tsne_3d,tr_2,0,corrected,0.20100448691387673,8.477950886327989,8.574049210597156,-0.23611939943960455,-0.2885864085438318
X21,base,hubert_tsne_3d,tr_2,1,corrected,0.20100448691387673,9.359205189788018,7.719776895583733,-0.23653914835960346,-0.28086084152266455
X21,base,hubert_tsne_3d,tr_2,2,corrected,0.20100448691387673,10.890305860410828,4.568763694123268,-0.2367547327781403,-0.2809837527436317
X21,base,hubert_tsne_3d,tr_4,0,diagnostic,0.494945852575985,8.697896665984489,8.23672538684805,-0.2359233424454917,-0.2891087235034261
X21,base,hubert_tsne_3d,tr_4,1,diagnostic,0.3691101379339529,9.11934154182527,7.930421770520998,-0.23675158380330136,-0.2805349048577373
X21,base,hubert_tsne_3d,tr_4,2,diagnostic,0.5987523558042757,10.851423925761534,4.502110093426854,-0.23674887006822665,-0.2810324077168521
X21,base,hubert_tsne_3d,tr_4,0,corrected,0.4876027821047379,8.697334214378468,8.23761139861685,-0.23592406676588706,-0.2891093122595715
X21,base,hubert_tsne_3d,tr_4,1,corrected,0.4876027821047379,9.112940197004717,7.9506160247822795,-0.2367442473170843,-0.2804810119622537
X21,base,hubert_tsne_3d,tr_4,2,corrected,0.4876027821047379,10.845865892820242,4.52765397379937,-0.23677328084162275,-0.2810140061593899
X21,base,hubert_tsne_3d,tr_6,0,diagnostic,0.4339621144828419,8.638228306990515,8.039673957280796,-0.2359730410441198,-0.28942903940446657
X21,base,hubert_tsne_3d,tr_6,1,diagnostic,0.5468495187924594,9.041709907580117,7.6244440702659695,-0.2367998730894509,-0.2809495847209559
X21,base,hubert_tsne_3d,tr_6,2,diagnostic,0.7081205348780014,10.473980573838322,4.653799965689181,-0.23712129598385837,-0.2808959965730104
X21,base,hubert_tsne_3d,tr_6,0,corrected,0.5629773893844342,8.634552019224564,8.042126607232278,-0.23596623102634331,-0.28940006235978366
X21,base,hubert_tsne_3d,tr_6,1,corrected,0.5629773893844342,9.041571738499453,7.624712072032862,-0.23679831821698538,-0.28094692677359046
X21,base,hubert_tsne_3d,tr_6,2,corrected,0.5629773893844342,10.468956401575904,4.68226611162493,-0.23714519278032328,-0.28087505210032465
X21,base,hubert_tsne_3d,tr_8,0,diagnostic,0.04286337695854343,9.872488277003914,8.339989353000204,-0.23495710218086116,-0.28908259041161394
X21,base,hubert_tsne_3d,tr_8,1,diagnostic,0.3559743446288395,9.763403056628707,8.641450121411701,-0.23616506583414956,-0.27938928069343105
X21,base,hubert_tsne_3d,tr_8,2,diagnostic,0.4330955308909317,11.50274236433628,5.403949584013899,-0.23606488986241675,-0.28018984910632894
X21,base,hubert_tsne_3d,tr_8,0,corrected,0.2773110841594382,9.80687563766214,8.403691186087292,-0.2349429958078225,-0.28890454721514436
X21,base,hubert_tsne_3d,tr_8,1,corrected,0.2773110841594382,9.759521602702158,8.64844525387815,-0.23617622536392685,-0.27939636041645477
X21,base,hubert_tsne_3d,tr_8,2,corrected,0.2773110841594382,11.488756612152192,5.4654087964704505,-0.2361068515684719,-0.2801340376156155
X21,base,hubert_tsne_3d,tr_10,0,diagnostic,1.001186456249401,8.944347427561288,7.879406738337167,-0.23571711070752044,-0.28969484561803094
X21,base,hubert_tsne_3d,tr_10,1,diagnostic,0.9353286098051883,9.124135697195896,7.839847362692479,-0.2367499925950413,-0.28066530945284646
X21,base,hubert_tsne_3d,tr_10,2,diagnostic,1.3456651832417668,10.576023209567754,4.856493990830742,-0.23702883231343178,-0.2807156571809762
X21,base,hubert_tsne_3d,tr_10,0,corrected,1.0940600830987854,8.941089657812373,7.881402119083203,-0.2357138530476846,-0.28967826209409386
X21,base,hubert_tsne_3d,tr_10,1,corrected,1.0940600830987854,9.115624078161915,7.865694657448262,-0.23674575301925396,-0.2806054304539967
X21,base,hubert_tsne_3d,tr_10,2,corrected,1.0940600830987854,10.559539943573208,4.93700192961843,-0.23707245206966626,-0.2806476841802251
X21,base,hubert_tsne_3d,tr_12,0,diagnostic,1.1591616392188555,8.98874176529788,8.276711752285708,-0.23567286926364706,-0.2890668840810222
X21,base,hubert_tsne_3d,tr_12,1,diagnostic,1.125683319232243,9.309318013376584,7.987306787202499,-0.2365759591584545,-0.2804228468922588
X21,base,hubert_tsne_3d,tr_12,2,diagnostic,1.5429200577413582,10.976556980630388,4.708309646323029,-0.23659899006840593,-0.2808477843864653
X21,base,hubert_tsne_3d,tr_12,0,corrected,1.2759216720641522,8.985205242851825,8.280648504492593,-0.23566964478523214,-0.28904388967993977
X21,base,hubert_tsne_3d,tr_12,1,corrected,1.2759216720641522,9.30277242625086,8.008421905303608,-0.23657216775370646,-0.28037381256694394
X21,base,hubert_tsne_3d,tr_12,2,corrected,1.2759216720641522,10.958329409306323,4.788070014185067,-0.23664401805102006,-0.2807813277067514
X21,base,hubert_tsne_3d,tr_14,0,diagnostic,0.5819133102039077,9.987073194126214,8.61196930157864,-0.2348137921518111,-0.2886481223843408
X21,base,hubert_tsne_3d,tr_14,1,diagnostic,0.6672936007487734,10.01353341715435,8.702244168259796,-0.23597052103028981,-0.2793688823732823
X21,base,hubert_tsne_3d,tr_14,2,diagnostic,0.9037646792331057,11.642366143806768,5.544079980146972,-0.23596027125596916,-0.28005637698616564
X21,base,hubert_tsne_3d,tr_14,0,corrected,0.7176571967285956,9.978209911595401,8.629385885345762,-0.23480889804430882,-0.28859343768482076
X21,base,hubert_tsne_3d,tr_14,1,corrected,0.7176571967285956,10.01154730008794,8.706617321249933,-0.2359667698699104,-0.27935260421948527
X21,base,hubert_tsne_3d,tr_14,2,corrected,0.7176571967285956,11.629489370047501,5.60713703182815,-0.23600201790056624,-0.2799983100301542
X21,base,hubert_tsne_3d,tr_16,0,diagnostic,1.042120404214586,8.951789773642323,8.55341284634654,-0.2357087217505073,-0.2886023512367833
X21,base,hubert_tsne_3d,tr_16,1,diagnostic,0.8616434274484258,9.310454158071344,8.310467050456815,-0.2365841907117665,-0.27993511892549333
X21,base,hubert_tsne_3d,tr_16,2,diagnostic,1.004979705305554,11.428879917546833,4.415094719502161,-0.2361408268124567,-0.2811122425546446
X21,base,hubert_tsne_3d,tr_16,0,corrected,0.969581178989522,8.95035016189819,8.557794236099971,-0.2357135328137228,-0.28860625275822993
X21,base,hubert_tsne_3d,tr_16,1,corrected,0.969581178989522,9.30766875050163,8.320294144419794,-0.23657928985242266,-0.27990482108779335
X21,base,hubert_tsne_3d,tr_16,2,corrected,0.969581178989522,11.42844109717522,4.418382774812166,-0.2361450503952984,-0.2811102335912962
X21,base,hubert_tsne_3d,tr_18,0,diagnostic,0.5635203278440822,9.543300073648558,8.387467546748772,-0.2352160450161939,-0.2889560948509531
X21,base,hubert_tsne_3d,tr_18,1,diagnostic,0.605528608961193,9.685461168140442,8.324906364013987,-0.23626716292174976,-0.279940646433284
X21,base,hubert_tsne_3d,tr_18,2,diagnostic,0.8855548483857533,11.457483334896567,5.008476986817585,-0.23613556316945827,-0.28058720842705587
X21,base,hubert_tsne_3d,tr_18,0,corrected,0.6848679283970095,9.539420666476069,8.406589054447025,-0.2352098837940032,-0.28890853151022294
X21,base,hubert_tsne_3d,tr_18,1,corrected,0.6848679283970095,9.682300287178983,8.33783779871777,-0.23626282010620175,-0.27990944531194967
X21,base,hubert_tsne_3d,tr_18,2,corrected,0.6848679283970095,11.444301746744083,5.056715166475412,-0.23617515954301138,-0.280547670983054
X21,base,hubert_tsne_3d,tr_20,0,diagnostic,0.057169957615855124,10.888252021553269,8.619243668680868,-0.23403056527226063,-0.28872175746934453
X21,base,hubert_tsne_3d,tr_20,1,diagnostic,0.024297884235678698,11.118139867102794,8.727747772402223,-0.23529868422376485,-0.2793175394674845
X21,base,hubert_tsne_3d,tr_20,2,diagnostic,0.6962923365388913,12.130850529645913,6.058922371838692,-0.235414446304498,-0.2795013104548088
X21,base,hubert_tsne_3d,tr_20,0,corrected,0.25925339279680837,10.811747439069705,8.700412950952208,-0.23402168177135207,-0.28854150067009726
X21,base,hubert_tsne_3d,tr_20,1,corrected,0.25925339279680837,10.769917788892059,8.888677171691405,-0.2352647242923176,-0.279105966679119
X21,base,hubert_tsne_3d,tr_20,2,corrected,0.25925339279680837,12.048369559729519,6.3055798709778434,-0.23558698842123335,-0.2792493324516923
X21,base,hubert_tsne_3d,tr_22,0,diagnostic,0.022455014662615652,11.43697422594828,8.624027072379576,-0.2337375453030302,-0.2888306071819736
X21,base,hubert_tsne_3d,tr_22,1,diagnostic,0.01728808920405957,11.003116649777706,9.50941749127313,-0.23541823430379322,-0.27861159461421064
X21,base,hubert_tsne_3d,tr_22,2,diagnostic,0.38320660701110976,12.347589737327814,6.234117628506811,-0.23524885580236946,-0.27934487041164907
X21,base,hubert_tsne_3d,tr_22,0,corrected,0.14098323695926165,11.144730072682126,8.607059079566737,-0.23374173080251973,-0.2887288900468891
X21,base,hubert_tsne_3d,tr_22,1,corrected,0.14098323695926165,10.69584428719323,9.268820792653246,-0.23539598386052352,-0.2785315660405208
X21,base,hubert_tsne_3d,tr_22,2,corrected,0.14098323695926165,12.320570275253447,6.3489648831965875,-0.2353294470285943,-0.27924377773669856
X21,base,hubert_tsne_3d,tr_24,0,diagnostic,0.012976849193093791,11.588027883549737,8.266484489443373,-0.23440445043687935,-0.289692939296832
X21,base,hubert_tsne_3d,tr_24,1,diagnostic,0.5288050181819719,9.568883864169997,9.612892315949626,-0.236414626701073,-0.2778044328137349
X21,base,hubert_tsne_3d,tr_24,2,diagnostic,0.5317512805452205,12.146901469535603,5.3310980498159575,-0.23545992302359808,-0.280301061295778
