"k","kind","status","z","log_likelihood","coefficient","std_error","singular","var_participant","var_item","var_talker","n_rows","participants","n_word_responses","predictor_shifted_mean","predictor_sd","fit_seconds","warnings","convergence","lme4_version"
1e-06,"grid","ok",4.42523114367344,-3892.82174733785,0.214676478066558,0.0485119242581195,FALSE,0.883737163890233,2.60199616575494,NA,10969,213,10969,-9.4160146175378e-06,8.21942193325772e-06,5.47,"","ok","1.1.35.5"
1.43722826598624e-06,"grid","ok",4.42521141831272,-3892.82173503226,0.214676836018893,0.04851222138913,FALSE,0.883737130293193,2.60199503026371,NA,10969,213,10969,-1.35329132788569e-05,1.18131147951422e-05,5.16,"","ok","1.1.35.5"
2.06562508854983e-06,"grid","ok",4.42520202545998,-3892.82171727727,0.214677224964957,0.0485124122536851,FALSE,0.883736990446434,2.60199392330846,NA,10969,213,10969,-1.94497841004258e-05,1.69779963778245e-05,5.03,"","ok","1.1.35.5"
2.96877476419415e-06,"grid","ok",4.42522617899645,-3892.82169157065,0.21467795062973,0.0485123114494488,FALSE,0.88373657902983,2.60199442631331,NA,10969,213,10969,-2.79535700551537e-05,2.44009544805399e-05,5.86,"","ok","1.1.35.5"
4.26680700644649e-06,"grid","ok",4.4252372486422,-3892.82165506864,0.214679214407419,0.0485124756810021,FALSE,0.883735271325721,2.60199500210037,NA,10969,213,10969,-4.01752284393337e-05,3.50691180793716e-05,5.87,"","ok","1.1.35.5"
6.13237563517304e-06,"grid","ok",4.42521516785139,-3892.82160247018,0.214680725005144,0.0485130591083505,FALSE,0.883735871664036,2.60199346855449,NA,10969,213,10969,-5.77400803791322e-05,5.04010400695433e-05,6.28,"","ok","1.1.35.5"
8.81362360051604e-06,"grid","ok",4.42526761276959,-3892.82152698069,0.214683300077134,0.048513066070319,FALSE,0.883734516875893,2.60199156978308,NA,10969,213,10969,-8.2983829970268e-05,7.24351396676102e-05,5.1,"","ok","1.1.35.5"
1.26671889644251e-05,"grid","ok",4.42530471959859,-3892.82141821464,0.214686419838538,0.0485133642634244,FALSE,0.883733364260671,2.60199102376454,NA,10969,213,10969,-0.000119262893848043,0.000104100336552287,5.73,"","ok","1.1.35.5"
1.82056420302608e-05,"grid","ok",4.425329503077,-3892.82126189642,0.21469130042552,0.048514195446066,FALSE,0.883731962080731,2.6019882239252,NA,10969,213,10969,-0.000171400128059472,0.000149604599687589,4.96,"","ok","1.1.35.5"
2.61656633263181e-05,"grid","ok",4.42538242729957,-3892.82103752819,0.214698306973297,0.0485151985168225,FALSE,0.883729550211277,2.60198350528442,NA,10969,213,10969,-0.000246324845535918,0.000214992525548117,5.9,"","ok","1.1.35.5"
3.76060309308639e-05,"grid","ok",4.42543947739704,-3892.82071508306,0.214708009897754,0.048516765621669,FALSE,0.8837259760015,2.60198091322067,NA,10969,213,10969,-0.000353991441346276,0.000308944940372253,5.02,"","ok","1.1.35.5"
5.40484506253906e-05,"grid","ok",4.42556572117883,-3892.82025180448,0.214722578730236,0.0485186736020364,FALSE,0.883720894950099,2.60197113987707,NA,10969,213,10969,-0.000508697136281808,0.000443924469695699,6.28,"","ok","1.1.35.5"
7.76799609715734e-05,"grid","ok",4.42573390024037,-3892.81958660303,0.214742934721558,0.0485214293407688,FALSE,0.883712287327965,2.60195964884474,NA,10969,213,10969,-0.000730970653134242,0.000637814474084806,6.36999999999999,"","ok","1.1.35.5"
0.000111643835609054,"grid","ok",4.42595024199018,-3892.81863108174,0.214772328024877,0.0485256987273093,FALSE,0.883702678669368,2.60194633573419,NA,10969,213,10969,-0.00105027590428663,0.000916259100208391,5.33000000000001,"","ok","1.1.35.5"
0.000160457676260453,"grid","ok",4.42628474355301,-3892.81725929777,0.214814697846791,0.0485316038828442,FALSE,0.883687234414258,2.60192439059484,NA,10969,213,10969,-0.00150887560420392,0.00131599461648082,5.5,"","ok","1.1.35.5"
0.000230614307815994,"grid","ok",4.42675541413723,-3892.81529168019,0.214875453982847,0.0485401685615211,FALSE,0.88366517176698,2.6018901243526,NA,10969,213,10969,-0.00216733843364985,0.00188957183691435,5.75,"","ok","1.1.35.5"
0.000331445401733999,"grid","ok",4.42742456748982,-3892.81247092189,0.214962564628123,0.0485525075247073,FALSE,0.883633142124004,2.6018439188097,NA,10969,213,10969,-0.00311236003483947,0.00271200906350457,6.13,"","ok","1.1.35.5"
0.000476362700003269,"grid","ok",4.42839533168888,-3892.80843172076,0.215087969725914,0.0485701825640497,FALSE,0.883587662201734,2.60177703762806,NA,10969,213,10969,-0.00446781046803089,0.00389007941167232,5.7,"","ok","1.1.35.5"
0.000684641937306225,"grid","ok",4.42977520951665,-3892.80265717225,0.215267701852635,0.0485956265659185,FALSE,0.883522667549227,2.60168661245311,NA,10969,213,10969,-0.0064102165630223,0.00557510025338399,5.06,"","ok","1.1.35.5"
0.000983986744376088,"grid","ok",4.43172804165625,-3892.79442090581,0.215524500004261,0.0486321583766935,FALSE,0.883429582876187,2.60155252794395,NA,10969,213,10969,-0.00919020722698235,0.007980185320114,4.88,"","ok","1.1.35.5"
0.001,"grid","ok",4.43182370580252,-3892.79398242418,0.21553824630544,0.0486342103417243,FALSE,0.883424577026471,2.60154542584472,NA,10969,213,10969,-0.00933853394870798,0.0081082930683601,5.73,"","ok","1.1.35.5"
