"k","kind","status","z","log_likelihood","coefficient","std_error","singular","var_participant","var_item","var_talker","n_rows","participants","n_word_responses","predictor_shifted_mean","predictor_sd","fit_seconds","warnings","convergence","lme4_version"
1e-06,"grid","ok",4.30160900166499,-3893.3491734791,0.208928923923408,0.0485699476271646,FALSE,0.88408635957541,2.60369197611597,NA,10969,213,10969,-6.46894127928359e-06,5.60626334488358e-06,5.5,"","ok","1.1.35.5"
1.43722826598624e-06,"grid","ok",4.30159915355825,-3893.34916331985,0.208928810628308,0.0485700324855895,FALSE,0.88408569690859,2.60368788051088,NA,10969,213,10969,-9.29732223479045e-06,8.05744783471907e-06,5.29,"","ok","1.1.35.5"
2.06562508854983e-06,"grid","ok",4.30160889556095,-3893.34914864394,0.208929267330024,0.0485700286573306,FALSE,0.884085457266086,2.60368934823629,NA,10969,213,10969,-1.33623267575898e-05,1.15803250376775e-05,5.47,"","ok","1.1.35.5"
2.96877476419415e-06,"grid","ok",4.30162527170793,-3893.34912762398,0.20892987649586,0.0485699853657654,FALSE,0.884085639519327,2.60368799831965,NA,10969,213,10969,-1.92046154827224e-05,1.66434326109531e-05,7.02,"","ok","1.1.35.5"
4.26680700644649e-06,"grid","ok",4.30162778504395,-3893.34909762751,0.208930507292976,0.0485701036290014,FALSE,0.884085852839262,2.60368905209122,NA,10969,213,10969,-2.76012132995151e-05,2.39201270240919e-05,5.15,"","ok","1.1.35.5"
6.13237563517304e-06,"grid","ok",4.30162247494462,-3893.3490539478,0.20893178102516,0.0485704596909913,FALSE,0.884084523839137,2.6036870506131,NA,10969,213,10969,-3.966882480065e-05,3.43780944766813e-05,4.8,"","ok","1.1.35.5"
8.81362360051604e-06,"grid","ok",4.30163728373293,-3893.34899149821,0.208933548891828,0.048570703457944,FALSE,0.884084675276248,2.6036877807207,NA,10969,213,10969,-5.70122905375311e-05,4.94079541374353e-05,5.83000000000001,"","ok","1.1.35.5"
1.26671889644251e-05,"grid","ok",4.30165799330561,-3893.34890193019,0.208935894595784,0.0485710149251608,FALSE,0.88408395627393,2.60368539679612,NA,10969,213,10969,-8.1937887221611e-05,7.10079986943159e-05,5.33,"","ok","1.1.35.5"
1.82056420302608e-05,"grid","ok",4.30169962035326,-3893.34877303637,0.208939507856394,0.0485713848702517,FALSE,0.884082525927513,2.6036838776247,NA,10969,213,10969,-0.000117759753886869,0.000102049519407679,5.61,"","ok","1.1.35.5"
2.61656633263181e-05,"grid","ok",4.3017363879283,-3893.34858802026,0.208944479836316,0.0485721255311376,FALSE,0.884081050848582,2.6036825279979,NA,10969,213,10969,-0.000169240017609177,0.000146657747922732,5.31,"","ok","1.1.35.5"
3.76060309308639e-05,"grid","ok",4.30180998386284,-3893.34832166651,0.208951824005247,0.0485730017804313,FALSE,0.884078299528069,2.60367689031832,NA,10969,213,10969,-0.000243220779287836,0.00021075854967785,5.11,"","ok","1.1.35.5"
