"dataset_id","feature_key","model_id","formula","optimizer","random_structure","structure_reason","n_rows","total_trials","fit_ok","singular","convergence","warnings","error","log_likelihood","deviance","AIC","n_observations"
"X21","tr_22","M_condition","cbind(response_correct, response_incorrect) ~ condition_id + outer_fold + test_talker_id + (1 | participant_id) + (1 | analysis_item_id)","bobyqa","participant_item_intercepts_with_fixed_talker_block","primary registered structure accepted",16477,16477,TRUE,FALSE,"ok","",,-5484.31138836264,9033.75786082986,10990.6227767253,16477
"X21","tr_22","M_predictor","cbind(response_correct, response_incorrect) ~ similarity_z + outer_fold + test_talker_id + (1 | participant_id) + (1 | analysis_item_id)","bobyqa","participant_item_intercepts_with_fixed_talker_block","primary registered structure accepted",16477,16477,TRUE,FALSE,"ok","",,-5495.7784532688,9044.62261669515,11009.5569065376,16477
"X21","tr_22","M_joint","cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + outer_fold + test_talker_id + (1 | participant_id) + (1 | analysis_item_id)","bobyqa","participant_item_intercepts_with_fixed_talker_block","primary registered structure accepted",16477,16477,TRUE,FALSE,"ok","",,-5481.90868876226,9040.95904040849,10987.8173775245,16477
