"dataset_id","feature_key","model_id","formula","optimizer","random_structure","structure_reason","n_rows","total_trials","fit_ok","singular","convergence","warnings","error","log_likelihood","deviance","AIC","n_observations"
"AN19","cnn_3::overall_order_sensitive","M_condition","cbind(response_correct, response_incorrect) ~ condition_id + outer_fold + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)","bobyqa","participant_item_talker_intercepts","primary registered structure accepted",5760,5760,TRUE,FALSE,"ok","",,-2193.4091440175,3589.74682831656,4408.81828803501,5760
"AN19","cnn_3::overall_order_sensitive","M_predictor","cbind(response_correct, response_incorrect) ~ variability_z + outer_fold + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)","bobyqa","participant_item_talker_intercepts","primary registered structure accepted",5760,5760,TRUE,FALSE,"ok","",,-2201.82177459995,3581.9883836488,4417.64354919989,5760
"AN19","cnn_3::overall_order_sensitive","M_joint","cbind(response_correct, response_incorrect) ~ condition_id + variability_z + outer_fold + (1 | participant_id) + (1 | analysis_item_id) + (1 | test_talker_id)","bobyqa","participant_item_talker_intercepts","primary registered structure accepted",5760,5760,TRUE,FALSE,"ok","",,-2192.37810608186,3591.03154117596,4408.75621216372,5760
