InventoryID,ISO6393,LanguageName,Phoneme,SegmentClass,Source
2405,nld,Dutch,øː,vowel,ea
2405,nld,Dutch,œː,vowel,ea
2405,nld,Dutch,œy,vowel,ea
2405,nld,Dutch,ɔ,vowel,ea
2405,nld,Dutch,ɔ̃,vowel,ea
2405,nld,Dutch,ɔː,vowel,ea
2405,nld,Dutch,p,consonant,ea
2405,nld,Dutch,ɾ,consonant,ea
2405,nld,Dutch,s,consonant,ea
2405,nld,Dutch,t,consonant,ea
2405,nld,Dutch,u,vowel,ea
2405,nld,Dutch,uː,vowel,ea
2405,nld,Dutch,v,consonant,ea
2405,nld,Dutch,ʋ,consonant,ea
2405,nld,Dutch,ʌu,vowel,ea
2405,nld,Dutch,y,vowel,ea
2405,nld,Dutch,yː,vowel,ea
2405,nld,Dutch,ʏ,vowel,ea
2405,nld,Dutch,z,consonant,ea
2405,nld,Dutch,χ,consonant,ea
2416,tur,Turkish,ä,vowel,ea
2416,tur,Turkish,äː,vowel,ea
2416,tur,Turkish,æ,vowel,ea
2416,tur,Turkish,b,consonant,ea
2416,tur,Turkish,cʰ,consonant,ea
2416,tur,Turkish,d̻,consonant,ea
2416,tur,Turkish,d̠ʒ,consonant,ea
2416,tur,Turkish,e̞,vowel,ea
2416,tur,Turkish,e̞ː,vowel,ea
2416,tur,Turkish,f,consonant,ea
2416,tur,Turkish,ɡ,consonant,ea
2416,tur,Turkish,h,consonant,ea
2416,tur,Turkish,i,vowel,ea
2416,tur,Turkish,iː,vowel,ea
2416,tur,Turkish,j,consonant,ea
2416,tur,Turkish,ɟ,consonant,ea
2416,tur,Turkish,kʰ,consonant,ea
2416,tur,Turkish,l̻,consonant,ea
2416,tur,Turkish,ɫ̻,consonant,ea
2416,tur,Turkish,m,consonant,ea
2416,tur,Turkish,n̻,consonant,ea
2416,tur,Turkish,ø̞,vowel,ea
2416,tur,Turkish,o̞,vowel,ea
2416,tur,Turkish,o̞ː,vowel,ea
2416,tur,Turkish,pʰ,consonant,ea
2416,tur,Turkish,ɾ̻,consonant,ea
2416,tur,Turkish,s̻,consonant,ea
2416,tur,Turkish,ʃ,consonant,ea
2416,tur,Turkish,t̻ʰ,consonant,ea
2416,tur,Turkish,t̠ʃʰ,consonant,ea
2416,tur,Turkish,u,vowel,ea
2416,tur,Turkish,uː,vowel,ea
2416,tur,Turkish,ɯ,vowel,ea
2416,tur,Turkish,ɯː,vowel,ea
2416,tur,Turkish,ʋ,consonant,ea
2416,tur,Turkish,y,vowel,ea
2416,tur,Turkish,z̻,consonant,ea
2416,tur,Turkish,ʒ,consonant,ea
2443,ron,Romanian,ä,vowel,ea
2443,ron,Romanian,b,consonant,ea
2443,ron,Romanian,bʲ,consonant,ea
2443,ron,Romanian,ç,consonant,ea
2443,ron,Romanian,d̪,consonant,ea
2443,ron,Romanian,dʲ,consonant,ea
2443,ron,Romanian,d̠ʒ,consonant,ea
2443,ron,Romanian,d̠ʒʲ,consonant,ea
2443,ron,Romanian,e̞,vowel,ea
2443,ron,Romanian,e̯ä,vowel,ea
2443,ron,Romanian,ə,vowel,ea
2443,ron,Romanian,f,consonant,ea
2443,ron,Romanian,fʲ,consonant,ea
2443,ron,Romanian,ɡ,consonant,ea
2443,ron,Romanian,ɡʲ,consonant,ea
2443,ron,Romanian,h,consonant,ea
2443,ron,Romanian,i,vowel,ea
2443,ron,Romanian,i̯,vowel,ea
2443,ron,Romanian,ɨ,vowel,ea
2443,ron,Romanian,k,consonant,ea
2443,ron,Romanian,kʲ,consonant,ea
2443,ron,Romanian,l,consonant,ea
2443,ron,Romanian,lʲ,consonant,ea
2443,ron,Romanian,m,consonant,ea
2443,ron,Romanian,mʲ,consonant,ea
2443,ron,Romanian,n̪,consonant,ea
2443,ron,Romanian,nʲ,consonant,ea
2443,ron,Romanian,o̞,vowel,ea
2443,ron,Romanian,o̯ä,vowel,ea
2443,ron,Romanian,p,consonant,ea
2443,ron,Romanian,pʲ,consonant,ea
2443,ron,Romanian,ɾ̪,consonant,ea
2443,ron,Romanian,ɾʲ,consonant,ea
2443,ron,Romanian,s̪,consonant,ea
2443,ron,Romanian,sʲ,consonant,ea
2443,ron,Romanian,ʃ,consonant,ea
2443,ron,Romanian,ʃʲ,consonant,ea
2443,ron,Romanian,t̪,consonant,ea
2443,ron,Romanian,tʲ,consonant,ea
2443,ron,Romanian,t̪s̪,consonant,ea
2443,ron,Romanian,tsʲ,consonant,ea
2443,ron,Romanian,t̠ʃ,consonant,ea
2443,ron,Romanian,t̠ʃʲ,consonant,ea
2443,ron,Romanian,u,vowel,ea
2443,ron,Romanian,u̯,vowel,ea
2443,ron,Romanian,v,consonant,ea
2443,ron,Romanian,vʲ,consonant,ea
2443,ron,Romanian,z̪,consonant,ea
2443,ron,Romanian,zʲ,consonant,ea
2443,ron,Romanian,ʒ,consonant,ea
2443,ron,Romanian,ʒʲ,consonant,ea
2457,cmn,Standard Chinese,a,vowel,ea
2457,cmn,Standard Chinese,ai,vowel,ea
2457,cmn,Standard Chinese,au,vowel,ea
2457,cmn,Standard Chinese,ɕ,consonant,ea
2457,cmn,Standard Chinese,ei,vowel,ea
2457,cmn,Standard Chinese,ə,vowel,ea
2457,cmn,Standard Chinese,ɤ,vowel,ea
2457,cmn,Standard Chinese,f,consonant,ea
2457,cmn,Standard Chinese,i,vowel,ea
2457,cmn,Standard Chinese,ia,vowel,ea
2457,cmn,Standard Chinese,iau,vowel,ea
2457,cmn,Standard Chinese,ie,vowel,ea
2457,cmn,Standard Chinese,iou,vowel,ea
2457,cmn,Standard Chinese,iu,vowel,ea
2457,cmn,Standard Chinese,j,consonant,ea
2457,cmn,Standard Chinese,k,consonant,ea
2457,cmn,Standard Chinese,kʰ,consonant,ea
2457,cmn,Standard Chinese,l,consonant,ea
2457,cmn,Standard Chinese,m,consonant,ea
2457,cmn,Standard Chinese,n,consonant,ea
2457,cmn,Standard Chinese,ŋ,consonant,ea
2457,cmn,Standard Chinese,ou,vowel,ea
2457,cmn,Standard Chinese,p,consonant,ea
2457,cmn,Standard Chinese,pʰ,consonant,ea
2457,cmn,Standard Chinese,ɹ̺,consonant,ea
2457,cmn,Standard Chinese,s,consonant,ea
2457,cmn,Standard Chinese,ʃ̺,consonant,ea
2457,cmn,Standard Chinese,t,consonant,ea
2457,cmn,Standard Chinese,tɕ,consonant,ea
2457,cmn,Standard Chinese,tɕʰ,consonant,ea
2457,cmn,Standard Chinese,tʰ,consonant,ea
2457,cmn,Standard Chinese,ts,consonant,ea
2457,cmn,Standard Chinese,tsʰ,consonant,ea
2457,cmn,Standard Chinese,t̠ʃ̺,consonant,ea
2457,cmn,Standard Chinese,t̠ʃ̺ʰ,consonant,ea
2457,cmn,Standard Chinese,u,vowel,ea
2457,cmn,Standard Chinese,ua,vowel,ea
2457,cmn,Standard Chinese,uai,vowel,ea
2457,cmn,Standard Chinese,uei,vowel,ea
2457,cmn,Standard Chinese,uə,vowel,ea
2457,cmn,Standard Chinese,uo,vowel,ea
2457,cmn,Standard Chinese,w,consonant,ea
2457,cmn,Standard Chinese,x,consonant,ea
2457,cmn,Standard Chinese,y,vowel,ea
2457,cmn,Standard Chinese,ye,vowel,ea
2457,cmn,Standard Chinese,z̩,consonant,ea
2515,eng,English,a,vowel,ea
2515,eng,English,aɪ,vowel,ea
2515,eng,English,aʊ,vowel,ea
2515,eng,English,ɑː,vowel,ea
2515,eng,English,ɒ,vowel,ea
2515,eng,English,b,consonant,ea
2515,eng,English,d,consonant,ea
2515,eng,English,ð,consonant,ea
2515,eng,English,d̠ʒ,consonant,ea
2515,eng,English,eː,vowel,ea
2515,eng,English,eɪ,vowel,ea
2515,eng,English,ə,vowel,ea
2515,eng,English,ɛ,vowel,ea
2515,eng,English,ɛʉ,vowel,ea
2515,eng,English,f,consonant,ea
2515,eng,English,ɡ,consonant,ea
2515,eng,English,h,consonant,ea
2515,eng,English,iː,vowel,ea
2515,eng,English,iɛ,vowel,ea
2515,eng,English,ɪ,vowel,ea
2515,eng,English,j,consonant,ea
2515,eng,English,k,consonant,ea
2515,eng,English,l,consonant,ea
2515,eng,English,m,consonant,ea
2515,eng,English,n,consonant,ea
2515,eng,English,ŋ,consonant,ea
2515,eng,English,ɔɪ,vowel,ea
2515,eng,English,p,consonant,ea
2515,eng,English,r,consonant,ea
2515,eng,English,s,consonant,ea
2515,eng,English,ʃ,consonant,ea
2515,eng,English,t,consonant,ea
2515,eng,English,t̠ʃ,consonant,ea
2515,eng,English,ʉː,vowel,ea
2515,eng,English,ʊ,vowel,ea
2515,eng,English,v,consonant,ea
2515,eng,English,w,consonant,ea
2515,eng,English,z,consonant,ea
2515,eng,English,ʒ,consonant,ea
2515,eng,English,θ,consonant,ea
2520,pes,Farsi,æ,vowel,ea
2520,pes,Farsi,ɒː,vowel,ea
2520,pes,Farsi,b,consonant,ea
2520,pes,Farsi,d,consonant,ea
2520,pes,Farsi,d̠ʒ,consonant,ea
2520,pes,Farsi,e̞,vowel,ea
2520,pes,Farsi,f,consonant,ea
2520,pes,Farsi,ɡ,consonant,ea
2520,pes,Farsi,ɢʁ,consonant,ea
2520,pes,Farsi,h,consonant,ea
2520,pes,Farsi,iː,vowel,ea
2520,pes,Farsi,j,consonant,ea
2520,pes,Farsi,kʰ,consonant,ea
2520,pes,Farsi,l̪,consonant,ea
2520,pes,Farsi,m,consonant,ea
2520,pes,Farsi,n,consonant,ea
2520,pes,Farsi,o̞,vowel,ea
2520,pes,Farsi,pʰ,consonant,ea
2520,pes,Farsi,r̪,consonant,ea
2520,pes,Farsi,s,consonant,ea
2520,pes,Farsi,ʃ,consonant,ea
2520,pes,Farsi,tʰ,consonant,ea
2520,pes,Farsi,t̠ʃʰ,consonant,ea
2520,pes,Farsi,uː,vowel,ea
2520,pes,Farsi,v,consonant,ea
2520,pes,Farsi,z,consonant,ea
2520,pes,Farsi,ʒ,consonant,ea
2520,pes,Farsi,ʔ,consonant,ea
2520,pes,Farsi,χ,consonant,ea
2542,hin,Hindi,äː,vowel,ea
2542,hin,Hindi,ã̈ː,vowel,ea
2542,hin,Hindi,æ,vowel,ea
2542,hin,Hindi,b,consonant,ea
2542,hin,Hindi,b̤ʱ,consonant,ea
2542,hin,Hindi,d̻,consonant,ea
2542,hin,Hindi,d̻̤ʱ,consonant,ea
2542,hin,Hindi,d̠ʒ,consonant,ea
2542,hin,Hindi,d̤ʒ̤ʱ,consonant,ea
2542,hin,Hindi,ɖ,consonant,ea
2542,hin,Hindi,ɖ̤ʱ,consonant,ea
2542,hin,Hindi,eː,vowel,ea
2542,hin,Hindi,ẽː,vowel,ea
2542,hin,Hindi,ə,vowel,ea
2542,hin,Hindi,ə̃,vowel,ea
2542,hin,Hindi,ɛː,vowel,ea
2542,hin,Hindi,ɛ̃ː,vowel,ea
2542,hin,Hindi,f,consonant,ea
2542,hin,Hindi,ɡ,consonant,ea
2542,hin,Hindi,ɡ̤ʱ,consonant,ea
2542,hin,Hindi,ɦ,consonant,ea
2542,hin,Hindi,iː,vowel,ea
2542,hin,Hindi,ĩː,vowel,ea
2542,hin,Hindi,ɪ,vowel,ea
2542,hin,Hindi,ɪ̃,vowel,ea
2542,hin,Hindi,j,consonant,ea
2542,hin,Hindi,k,consonant,ea
2542,hin,Hindi,kʰ,consonant,ea
2542,hin,Hindi,l̻,consonant,ea
2542,hin,Hindi,m,consonant,ea
2542,hin,Hindi,n̻,consonant,ea
2542,hin,Hindi,oː,vowel,ea
2542,hin,Hindi,õː,vowel,ea
2542,hin,Hindi,ɔː,vowel,ea
2542,hin,Hindi,ɔ̃ː,vowel,ea
2542,hin,Hindi,p,consonant,ea
2542,hin,Hindi,pʰ,consonant,ea
2542,hin,Hindi,r,consonant,ea
2542,hin,Hindi,ɽ,consonant,ea
2542,hin,Hindi,ɽ̤ʱ,consonant,ea
2542,hin,Hindi,s,consonant,ea
2542,hin,Hindi,ʂ,consonant,ea
2542,hin,Hindi,ʃ,consonant,ea
2542,hin,Hindi,t̻,consonant,ea
2542,hin,Hindi,t̻ʰ,consonant,ea
2542,hin,Hindi,t̠ʃ,consonant,ea
2542,hin,Hindi,t̠ʃʰ,consonant,ea
2542,hin,Hindi,ʈ,consonant,ea
2542,hin,Hindi,ʈʰ,consonant,ea
2542,hin,Hindi,uː,vowel,ea
2542,hin,Hindi,ũː,vowel,ea
2542,hin,Hindi,ʊ,vowel,ea
2542,hin,Hindi,ʊ̃,vowel,ea
2542,hin,Hindi,ʋ,consonant,ea
2542,hin,Hindi,z,consonant,ea
2592,als,Tosk Albanian,ä,vowel,ea
2592,als,Tosk Albanian,b,consonant,ea
2592,als,Tosk Albanian,c,consonant,ea
2592,als,Tosk Albanian,d,consonant,ea
2592,als,Tosk Albanian,ð͇ˠ,consonant,ea
2592,als,Tosk Albanian,dz,consonant,ea
2592,als,Tosk Albanian,d̠ʒ,consonant,ea
2592,als,Tosk Albanian,e,vowel,ea
2592,als,Tosk Albanian,ə,vowel,ea
2592,als,Tosk Albanian,f,consonant,ea
2592,als,Tosk Albanian,ɡ,consonant,ea
2592,als,Tosk Albanian,h,consonant,ea
2592,als,Tosk Albanian,i,vowel,ea
2592,als,Tosk Albanian,i̯,vowel,ea
2592,als,Tosk Albanian,j,consonant,ea
2592,als,Tosk Albanian,ɟ,consonant,ea
2592,als,Tosk Albanian,k,consonant,ea
2592,als,Tosk Albanian,l,consonant,ea
2592,als,Tosk Albanian,ɫ,consonant,ea
2592,als,Tosk Albanian,m,consonant,ea
2592,als,Tosk Albanian,n,consonant,ea
2592,als,Tosk Albanian,ɲ,consonant,ea
2592,als,Tosk Albanian,o,vowel,ea
2592,als,Tosk Albanian,p,consonant,ea
2592,als,Tosk Albanian,r,consonant,ea
2592,als,Tosk Albanian,ɾ,consonant,ea
2592,als,Tosk Albanian,s,consonant,ea
2592,als,Tosk Albanian,ʃ,consonant,ea
2592,als,Tosk Albanian,t,consonant,ea
2592,als,Tosk Albanian,ts,consonant,ea
2592,als,Tosk Albanian,t̠ʃ,consonant,ea
2592,als,Tosk Albanian,u,vowel,ea
2592,als,Tosk Albanian,u̯,vowel,ea
2592,als,Tosk Albanian,v,consonant,ea
2592,als,Tosk Albanian,y,vowel,ea
2592,als,Tosk Albanian,z,consonant,ea
2592,als,Tosk Albanian,ʒ,consonant,ea
2592,als,Tosk Albanian,θ,consonant,ea
2623,por,Portuguese,ä,vowel,ea
2623,por,Portuguese,ã̈,vowel,ea
2623,por,Portuguese,ɐ,vowel,ea
2623,por,Portuguese,ɐ̃,vowel,ea
2623,por,Portuguese,b,consonant,ea
2623,por,Portuguese,d̪,consonant,ea
2623,por,Portuguese,e,vowel,ea
2623,por,Portuguese,ẽ,vowel,ea
2623,por,Portuguese,ə,vowel,ea
2623,por,Portuguese,ɛ,vowel,ea
2623,por,Portuguese,f,consonant,ea
2623,por,Portuguese,ɡ,consonant,ea
2623,por,Portuguese,i,vowel,ea
2623,por,Portuguese,ĩ,vowel,ea
2623,por,Portuguese,i̯,vowel,ea
2623,por,Portuguese,ĩ̯,vowel,ea
2623,por,Portuguese,j,consonant,ea
2623,por,Portuguese,k,consonant,ea
2623,por,Portuguese,ɫ,consonant,ea
2623,por,Portuguese,ʎ,consonant,ea
2623,por,Portuguese,m,consonant,ea
2623,por,Portuguese,n̪,consonant,ea
2623,por,Portuguese,ɲ,consonant,ea
2623,por,Portuguese,o,vowel,ea
2623,por,Portuguese,õ,vowel,ea
2623,por,Portuguese,ɔ,vowel,ea
2623,por,Portuguese,p,consonant,ea
2623,por,Portuguese,ɾ,consonant,ea
2623,por,Portuguese,ʁ,consonant,ea
2623,por,Portuguese,s̻,consonant,ea
2623,por,Portuguese,ʃ,consonant,ea
2623,por,Portuguese,t̪,consonant,ea
2623,por,Portuguese,u,vowel,ea
2623,por,Portuguese,ũ,vowel,ea
2623,por,Portuguese,u̯,vowel,ea
2623,por,Portuguese,ũ̯,vowel,ea
2623,por,Portuguese,ɯ̽,vowel,ea
2623,por,Portuguese,v,consonant,ea
2623,por,Portuguese,w,consonant,ea
2623,por,Portuguese,z̻,consonant,ea
2623,por,Portuguese,ʒ,consonant,ea
2624,ben,Bengali,æ,vowel,ea
2624,ben,Bengali,æ̃,vowel,ea
2624,ben,Bengali,æi̯,vowel,ea
2624,ben,Bengali,ɑ,vowel,ea
2624,ben,Bengali,ɑ̃,vowel,ea
2624,ben,Bengali,ɑi̯,vowel,ea
2624,ben,Bengali,b,consonant,ea
2624,ben,Bengali,bʱ,consonant,ea
2624,ben,Bengali,c,consonant,ea
2624,ben,Bengali,cʰ,consonant,ea
2624,ben,Bengali,d,consonant,ea
2624,ben,Bengali,d̪,consonant,ea
2624,ben,Bengali,dʱ,consonant,ea
2624,ben,Bengali,d̪ʱ,consonant,ea
2624,ben,Bengali,e̞,vowel,ea
2624,ben,Bengali,ẽ̞,vowel,ea
2624,ben,Bengali,ɡ,consonant,ea
2624,ben,Bengali,ɡʱ,consonant,ea
2624,ben,Bengali,h,consonant,ea
2624,ben,Bengali,i,vowel,ea
2624,ben,Bengali,ĩ,vowel,ea
2624,ben,Bengali,j,consonant,ea
2624,ben,Bengali,ɟ,consonant,ea
2624,ben,Bengali,ɟʱ,consonant,ea
2624,ben,Bengali,k,consonant,ea
2624,ben,Bengali,kʰ,consonant,ea
2624,ben,Bengali,l,consonant,ea
2624,ben,Bengali,m,consonant,ea
2624,ben,Bengali,n,consonant,ea
2624,ben,Bengali,ŋ,consonant,ea
2624,ben,Bengali,o,vowel,ea
2624,ben,Bengali,õ,vowel,ea
2624,ben,Bengali,ɔ,vowel,ea
2624,ben,Bengali,ɔ̃,vowel,ea
2624,ben,Bengali,ɔi̯,vowel,ea
2624,ben,Bengali,p,consonant,ea
2624,ben,Bengali,pʰ,consonant,ea
2624,ben,Bengali,r,consonant,ea
2624,ben,Bengali,s,consonant,ea
2624,ben,Bengali,ʃ,consonant,ea
2624,ben,Bengali,t,consonant,ea
2624,ben,Bengali,t̪,consonant,ea
2624,ben,Bengali,tʰ,consonant,ea
2624,ben,Bengali,t̪ʰ,consonant,ea
2624,ben,Bengali,u,vowel,ea
2624,ben,Bengali,ũ,vowel,ea
2624,ben,Bengali,w,consonant,ea
