frame,time_seconds,x,y,z
0,0.0,-26.781593322753906,7.627202987670898,-17.808055877685547
1,0.020149253731343283,-24.275436401367188,9.972597122192383,-27.386568069458008
2,0.04029850746268657,-19.365692138671875,17.849428176879883,-23.41139793395996
3,0.060447761194029864,-0.11021935939788818,13.088354110717773,-19.041460037231445
4,0.08059701492537313,-1.2114121913909912,12.174788475036621,-19.17005157470703
5,0.10074626865671642,-2.2228267192840576,11.75413990020752,-20.01508331298828
6,0.12089552238805973,-9.11667251586914,28.65402603149414,-6.081711769104004
7,0.141044776119403,-14.3844633102417,28.798742294311523,-4.87831449508667
8,0.16119402985074627,-20.396648406982422,1.5998173952102661,13.49443244934082
9,0.18134328358208956,-22.175369262695312,1.4538172483444214,15.411123275756836
10,0.20149253731343283,1.293195128440857,16.90549659729004,15.116683006286621
11,0.22164179104477613,21.804553985595703,17.214447021484375,13.659892082214355
12,0.24179104477611946,23.06615447998047,17.349485397338867,16.690814971923828
13,0.2619402985074627,23.23444366455078,17.294113159179688,16.85832977294922
14,0.282089552238806,25.158262252807617,15.998611450195312,18.24671173095703
15,0.30223880597014924,26.37779426574707,15.06202507019043,18.827194213867188
16,0.32238805970149254,27.29178237915039,14.314263343811035,18.969938278198242
17,0.3425373134328359,15.215065956115723,0.5747655034065247,-24.877010345458984
18,0.36268656716417913,14.981761932373047,1.8896987438201904,-26.228334426879883
19,0.3828358208955224,13.882285118103027,3.1320269107818604,-27.59336280822754
20,0.40298507462686567,-15.256034851074219,2.5909905433654785,22.36711311340332
21,0.42313432835820897,-15.775028228759766,-0.6578447222709656,25.978452682495117
22,0.44328358208955226,-29.9826602935791,-2.7204511165618896,19.65077018737793
23,0.4634328358208955,-9.084752082824707,-2.917966604232788,29.397146224975586
24,0.4835820895522389,-5.492804527282715,-7.226069450378418,30.52035903930664
25,0.503731343283582,18.052658081054688,10.108962059020996,9.506733894348145
26,0.5238805970149254,18.608474731445312,9.802096366882324,9.53538990020752
27,0.5440298507462688,19.53601837158203,9.089653968811035,9.856470108032227
28,0.564179104477612,19.941452026367188,8.146869659423828,10.374341011047363
29,0.5843283582089553,8.76024055480957,6.05959939956665,6.717396259307861
30,0.6044776119402985,-14.558670997619629,4.847066879272461,23.857662200927734
31,0.6246268656716418,-15.742602348327637,-0.9568479061126709,26.19014549255371
32,0.6447761194029851,-12.657466888427734,-2.1487762928009033,28.720134735107422
33,0.6649253731343284,-7.8742170333862305,-0.06797955930233002,32.97021484375
34,0.6850746268656718,14.479466438293457,-32.14813232421875,13.061761856079102
35,0.7052238805970149,14.818665504455566,-32.04880905151367,11.38595962524414
36,0.7253731343283583,14.80086898803711,-32.06956100463867,11.053473472595215
37,0.7455223880597015,14.820427894592285,-32.319210052490234,7.528684616088867
38,0.7656716417910449,12.482660293579102,-32.2462272644043,5.149194717407227
39,0.7858208955223881,10.868807792663574,-16.82505989074707,-15.434782028198242
40,0.8059701492537313,10.495356559753418,-16.54878044128418,-15.526692390441895
41,0.8261194029850747,-9.364266395568848,17.821611404418945,30.854347229003906
42,0.8462686567164179,-7.6434645652771,4.726512432098389,-14.256688117980957
43,0.8664179104477613,-2.960451364517212,19.385011672973633,-14.499594688415527
44,0.8865671641791045,-3.3824520111083984,19.772472381591797,-14.814630508422852
45,0.9067164179104479,8.120870590209961,-17.44774627685547,17.64424705505371
46,0.926865671641791,10.215935707092285,-17.084075927734375,10.412459373474121
47,0.9470149253731344,12.738072395324707,-17.307382583618164,6.919738292694092
48,0.9671641791044778,14.07265853881836,-17.570207595825195,3.7718725204467773
49,0.987313432835821,14.80982494354248,-17.551990509033203,0.8622840046882629
50,1.007462686567164,14.47623348236084,-17.667524337768555,-1.6028929948806763
51,1.0276119402985076,12.279711723327637,-19.846986770629883,-4.9609761238098145
52,1.0477611940298508,11.882515907287598,-24.64319610595703,-4.918831825256348
53,1.0679104477611943,12.358442306518555,-25.564477920532227,-4.880306720733643
54,1.0880597014925375,12.731348037719727,-26.371984481811523,-4.785417079925537
55,1.1082089552238805,3.9067625999450684,-0.6192343235015869,5.078558444976807
56,1.128358208955224,-16.05323028564453,2.5992379188537598,10.534303665161133
57,1.1485074626865672,7.8260273933410645,12.929888725280762,12.236759185791016
58,1.1686567164179107,8.952391624450684,11.054675102233887,14.121522903442383
59,1.1888059701492537,9.122608184814453,10.457725524902344,14.315535545349121
60,1.208955223880597,9.19566535949707,10.074906349182129,14.375969886779785
61,1.2291044776119404,9.305655479431152,9.604034423828125,14.4863862991333
62,1.2492537313432837,9.260258674621582,9.288507461547852,14.583110809326172
63,1.2694029850746271,9.109819412231445,8.63221263885498,14.802932739257812
64,1.2895522388059701,8.808466911315918,7.694355010986328,15.23958969116211
65,1.3097014925373134,8.588579177856445,6.7644147872924805,16.057615280151367
66,1.3298507462686568,7.321569919586182,4.5080695152282715,17.69870376586914
