pair_id,HuBERT base Tr-24,HuBERT ASR-FT Tr-24,MFCC39,STRF24
AN19P:0942be8d8128e81f,12.824341161552,6.357383746424713,7.149953624704573,4.631184297196405
AN19P:094cd408ff8dbd0f,18.560363491517432,7.649546683762634,8.23808268537932,5.725565325299829
AN19P:094f2bc3c4da1a3e,10.779371069245462,4.719557491958467,6.08530066716994,3.3059075397510007
AN19P:09575a631ba205b5,20.75977906659349,27.1210612136291,9.508256850466994,8.657326024328045
AN19P:096d9871beda2be6,19.92263588387356,10.604837266910188,8.607615376926347,5.383087715788623
AN19P:097e7eb18ea3536b,31.26145376964323,28.673283795391992,10.4226215584794,9.81401447863056
AN19P:09a3520b1c68dd3f,19.178907998443933,4.761196256597913,10.278146662784115,7.186626820920468
AN19P:09bc07221502e8fa,13.84594199878235,4.771782321832252,6.866369951372928,4.049624551161835
AN19P:09c116b18bd12846,9.186115378874684,6.010321491029488,7.849249503971556,4.457857477691485
AN19P:09e9b583e429bbdd,19.63941850674495,4.683361869150588,7.814172631400877,5.161677178728738
AN19P:09fd20da1f140985,13.840122243398095,4.581903627895609,8.770887822692048,5.81098475081675
AN19P:0a049928b5e522dc,14.74838032595937,4.324248564860502,6.349389309777379,4.463260976437893
AN19P:0a04a5621a45e601,28.881507151996335,18.63062769982588,8.294848555778893,7.738396837442245
AN19P:0a18b06f9538b267,14.698321844643864,2.503992227874376,7.620501848995588,4.973174484681921
AN19P:0a34d81e751aec77,20.929475393667836,32.74588703174357,8.029046794119482,6.151707791451808
AN19P:0a3746f2e46b407d,17.573596137208852,7.527229200055163,7.568575674915354,4.857752994449519
AN19P:0a691433418074eb,9.795076453615655,9.566237031505263,7.651831489296049,4.669515539299592
AN19P:0a7fc995c26ea92e,9.392177614739207,2.681983948960822,6.856212706852415,5.318217658100129
AN19P:0a80d71d64379e33,18.958898461380784,5.966427961024415,7.042920748834105,4.160274301128338
AN19P:0a863ffcd8359cf2,10.394445450841449,4.850033800440819,6.831927933004483,4.125896766503069
AN19P:0aa1828be2c54c7a,14.64759212956188,6.666236092261154,7.907973819070368,5.366609375471416
AN19P:0aa6f9c6c36d6eb5,14.094515913079162,5.061152592008497,7.5116321574337155,4.676864916578475
AN19P:0aa7e651f8e541ec,12.133098414007252,7.926630909659459,6.471523976008824,4.868732810873794
AN19P:0ab0320a36cccbf7,19.75089146530431,9.231365019465644,7.9417528819147645,4.778879929241057
AN19P:0ab52f5ae1ae9e31,20.1167749400102,9.366605443117466,7.738714219978226,5.522905100749877
AN19P:0ac3dfa2f66c1d34,20.180700162661864,13.147257025231731,8.098853031006723,5.673568381739703
AN19P:0ae1b95574ab9828,17.21170981277265,7.137339238889807,8.024980636735933,4.880530021485949
AN19P:0ae2cf52306a2695,20.01528015877634,8.761051540234423,9.442277867565371,8.499370098640599
AN19P:0b171d23fcea9cd3,15.14982254037129,1.4489149817882887,6.056566345072537,4.08813009849221
AN19P:0b1a884ad6eeebe6,18.603147058408386,5.773297448206773,7.734063096633722,5.390150048546108
AN19P:0b1d2c79725fafc3,21.76461131333411,5.884945094838604,7.906043598218623,6.320167939425176
AN19P:0b2df5ee58efe8a8,11.371368393517008,4.598526883192578,6.8239453087637445,4.688070627631171
AN19P:0b339186d9321659,7.433311902554138,4.074111669318582,6.80243832899043,3.083745364210537
AN19P:0b43a3b9b9f780b0,14.151201848088077,3.999434857784231,6.884374982881538,3.87822128330264
AN19P:0b5a83383a91ddf7,20.98187644226877,9.42253799326565,8.490984255320207,5.76034867635452
AN19P:0b5edb6a4a06789c,33.67307757564928,10.108761952784867,7.885984042660023,5.03114182034154
AN19P:0b6243613d6f2ce3,8.579268135436216,4.93699301998957,7.136274305031997,3.747152431003843
AN19P:0b784a73417d47ef,30.14454487047752,15.467785038038729,8.272089827188243,4.55637854721964
AN19P:0b78fab6dd6a88f5,18.51443932076996,6.409944254762727,7.578057522089605,6.7567445946842986
AN19P:0b79037727eedf46,16.730469825009415,3.129433338402867,7.336628029784774,4.472798144938935
AN19P:0b7b697704f62e07,24.7506882078384,12.959600246462058,8.085584405476801,5.175270610039298
AN19P:0ba2a9c83ec1951b,7.698388451947919,3.670847289169057,7.509674269740653,5.998686376816154
AN19P:0badc39c6d1c3255,22.708945815252264,11.99223347516182,9.272546092467817,6.8009273601878455
AN19P:0bb42b911d84ebfe,20.60087016571962,11.296573458074946,9.538535697445631,7.000619909091783
AN19P:0bc8f0e2420d32e3,52.29391595647414,21.743894875811343,10.12049738345927,8.831607813139161
AN19P:0bf1d15bccd04999,16.86925082755916,20.30831670252801,8.574276860259259,7.3228745802026864
AN19P:0bf3c3b567994509,17.28749335903794,9.352932087376312,9.577611778916877,8.884005439026547
