"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.31424671902596,-1536.22588564421,0.451024686469361,0.104543090797364,FALSE,"ok",3791,80,3791,0.292423642114863,0.0964125162501117,1.74,"","1.1.35.5"
