"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.26842138922039,-1536.44663049066,0.46746020760044,0.109515946288944,FALSE,"ok",3791,80,3791,0.822197075789893,0.0453642955217136,1.56,"","1.1.35.5"
