"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.21447657886909,-1536.63195018762,0.446825849697023,0.10602167109846,FALSE,"ok",3791,80,3791,0.432933666467885,0.0984932491387403,1.56,"","1.1.35.5"
