"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.52635762194875,-1535.41247851594,0.496608516650647,0.109714821083192,FALSE,"ok",3791,80,3791,0.866309191118585,0.0349916116842727,1.45,"","1.1.35.5"
