"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",3.36321896062268,-1539.5372564904,0.354243856116492,0.105328811553473,FALSE,"ok",3791,80,3791,0.0398121002900341,0.0362186831353466,1.88,"","1.1.35.5"
