"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.62950006731866,-1534.98398975455,0.510242966985459,0.110215565302062,FALSE,"ok",3791,80,3791,0.933557718932781,0.0181627997925677,1.42,"","1.1.35.5"
