dataset_id,feature_key,scope,fold,model_id,n_rows,total_trials,total_log_loss,mean_log_loss,layer,measure,variant,held_out_log_likelihood_per_trial,sample_stratum
AN19,tr_0::order_word,oof_fold,2.0,M_predictor,1920,1920,1325.05904681537,0.690134920216338,tr_0,order_word,base,-0.6901349202163386,all exposure participants
AN19,tr_0::overall,oof_fold,0.0,M_predictor,1920,1920,1331.01536966912,0.693237171702666,tr_0,overall,base,-0.6932371717026666,all exposure participants
AN19,tr_0::overall,oof_fold,1.0,M_predictor,1920,1920,1325.04331473311,0.690126726423496,tr_0,overall,base,-0.6901267264234948,all exposure participants
AN19,tr_0::overall,oof_fold,2.0,M_predictor,1920,1920,1322.57103703202,0.688839081787509,tr_0,overall,base,-0.6888390817875104,all exposure participants
AN19,tr_0::overall_order_sensitive,oof_fold,0.0,M_predictor,1920,1920,1331.36174627092,0.693417576182772,tr_0,overall_order_sensitive,base,-0.6934175761827709,all exposure participants
AN19,tr_0::overall_order_sensitive,oof_fold,1.0,M_predictor,1920,1920,1322.9080690763,0.689014619310574,tr_0,overall_order_sensitive,base,-0.689014619310573,all exposure participants
AN19,tr_0::overall_order_sensitive,oof_fold,2.0,M_predictor,1920,1920,1323.60812051467,0.689379229434723,tr_0,overall_order_sensitive,base,-0.689379229434724,all exposure participants
AN19,tr_0::within_token_word,oof_fold,0.0,M_predictor,1920,1920,1331.16240466011,0.69331375242714,tr_0,within_token_word,base,-0.6933137524271407,all exposure participants
AN19,tr_0::within_token_word,oof_fold,1.0,M_predictor,1920,1920,1324.65392541028,0.689923919484521,tr_0,within_token_word,base,-0.6899239194845208,all exposure participants
AN19,tr_0::within_token_word,oof_fold,2.0,M_predictor,1920,1920,1322.3372278374,0.688717306165312,tr_0,within_token_word,base,-0.6887173061653125,all exposure participants
AN19,tr_0::within_type_word,oof_fold,0.0,M_predictor,1920,1920,1331.3232052335,0.693397502725781,tr_0,within_type_word,base,-0.6933975027257813,all exposure participants
