dataset,accent,similarity,accuracy,ci_low,ci_high
AN19,SPA,0.3654692650948917,0.4655765201922588,0.4325648838630808,0.4968869656888796
AN19,SPA,0.3709276020719303,0.4760182547213616,0.4436058536268233,0.5070465332957667
AN19,SPA,0.376385939048969,0.4864809974682714,0.454825849368499,0.5176198123314846
AN19,SPA,0.3818442760260076,0.4969556016004083,0.4659124300380959,0.5283251793147261
AN19,SPA,0.3873026130030463,0.5074328786996976,0.4767013999439397,0.5386125058875872
AN19,SPA,0.3927609499800849,0.5179036309670062,0.4870814693722543,0.548997789875044
AN19,SPA,0.3982192869571236,0.5283586834964725,0.4977902916830969,0.5589943832092231
AN19,SPA,0.4036776239341622,0.5387889163793372,0.5081808705225719,0.5691856998993438
AN19,SPA,0.4091359609112009,0.5491852963990643,0.5185172819802453,0.5796217168402519
AN19,SPA,0.4145942978882395,0.5595389080847412,0.5285406567804765,0.59022021043906
AN19,SPA,0.4200526348652782,0.5698409838978757,0.5388942463612186,0.5999689704165412
AN19,SPA,0.4255109718423168,0.5800829333386008,0.5495454248360695,0.6100093621848429
AN19,SPA,0.4309693088193555,0.5902563707707572,0.5598128340566294,0.6201083876172826
AN19,SPA,0.4364276457963941,0.6003531417810849,0.5704547348666654,0.6304233533265718
AN19,SPA,0.4418859827734328,0.610365347905528,0.5801871337337566,0.6405722233426728
AN19,SPA,0.4473443197504715,0.6202853695751223,0.5895408413646217,0.6505679814634968
AN19,SPA,0.4528026567275101,0.6301058871547349,0.5991597278602736,0.6603497480370205
AN19,SPA,0.4582609937045488,0.639819899969708,0.6096146215256661,0.6701579367036015
AN19,SPA,0.4637193306815874,0.6494207432378406,0.6185508889150726,0.6799638514361599
AN19,SPA,0.4691776676586261,0.6589021028467837,0.6276880708714556,0.6893802606228573
AN19,SPA,0.4746360046356647,0.6682580279394307,0.6372076836091197,0.6984538922059005
AN19,SPA,0.4800943416127034,0.6774829412919678,0.6463031541118244,0.7074395597784379
AN19,SPA,0.485552678589742,0.6865716474905464,0.6553746902379992,0.716488917762204
AN19,SPA,0.4910110155667807,0.6955193389328181,0.6640951744230659,0.7253626767160578
AN19,SPA,0.4964693525438193,0.7043215996995359,0.6725845100531068,0.7340648139571216
AN19,SPA,0.501927689520858,0.7129744073589139,0.6809623668578798,0.7426181831015517
AN19,SPA,0.5073860264978967,0.7214741327822314,0.6892250511227807,0.751144578212874
AN19,SPA,0.5128443634749353,0.7298175380631862,0.6977175064331578,0.7594870678838779
AN19,SPA,0.518302700451974,0.7380017726456141,0.7055030254448197,0.7675541003008894
AN19,SPA,0.5237610374290127,0.746024367774376,0.7134749646994435,0.7753872416437172
AN19,SPA,0.5292193744060513,0.7538832293924522,0.721193821924345,0.7829118827941983
AN19,SPA,0.53467771138309,0.7615766296135905,0.7290257915672008,0.7906938693784131
AN19,SPA,0.5401360483601286,0.7691031969042899,0.736741650513584,0.7980904054375512
