k,kind,status,z,log_likelihood,coefficient,std_error,singular,var_participant,var_item,var_talker,n_rows,participants,n_word_responses,predictor_shifted_mean,predictor_sd,fit_seconds,warnings,convergence,lme4_version,tau,eligible,scope,objective,tau_at_search_boundary,k_at_search_boundary
0.0060341763365451,grid,ok,4.14774602569034,-3161.87979942612,0.228048300680247,0.0549812595245127,False,0.810891663275832,2.4155912303954,,8290,161,8290,0.815462500553801,0.096540651479617,4.56999999999999,,ok,1.1.35.5,0.5,True,expanded,z,True,False
0.0060341763365451,grid,ok,4.14774602569034,-3161.87979942612,0.228048300680247,0.0549812595245127,False,0.810891663275832,2.4155912303954,,8290,161,8290,0.815462500553801,0.096540651479617,4.56999999999999,,ok,1.1.35.5,0.5,True,expanded,log_likelihood,True,False
0.0179141104306328,grid,ok,4.09271884612092,-3162.09699209084,0.225178758986676,0.0550193569245783,False,0.811176039754998,2.41535325788611,,8290,161,8290,0.796626139669875,0.103408594527386,4.94,,ok,1.1.35.5,1.0,True,metric_tau_ge_1,z,True,False
0.0179141104306328,grid,ok,4.09271884612092,-3162.09699209084,0.225178758986676,0.0550193569245783,False,0.811176039754998,2.41535325788611,,8290,161,8290,0.796626139669875,0.103408594527386,4.94,,ok,1.1.35.5,1.0,True,metric_tau_ge_1,log_likelihood,True,False
