"k","kind","status","z","log_likelihood","coefficient","std_error","singular","var_participant","var_item","var_talker","n_rows","participants","n_word_responses","predictor_shifted_mean","predictor_sd","fit_seconds","warnings","convergence","lme4_version"
1e-06,"grid","ok",3.88498626150751,-3162.88870388193,0.209615582252333,0.0539552956285088,FALSE,0.812332623796658,2.4323553220604,NA,8290,161,8290,-7.93139297377474e-06,4.68187548362393e-06,3.86,"","ok","1.1.35.5"
1.43722826598624e-06,"grid","ok",3.88497313372721,-3162.88869799202,0.209615706528548,0.053955509938738,FALSE,0.81233310786734,2.43235378192828,NA,8290,161,8290,-1.13991955188226e-05,6.72889129923809e-06,4,"","ok","1.1.35.5"
2.06562508854983e-06,"grid","ok",3.88498225277275,-3162.88868957881,0.20961599714119,0.0539554580954869,FALSE,0.812332834377228,2.43235519668615,NA,8290,161,8290,-1.63831909569379e-05,9.67088567550974e-06,4.1,"","ok","1.1.35.5"
2.96877476419415e-06,"grid","ok",3.88499459360393,-3162.8886771756,0.209616258314149,0.0539553539300289,FALSE,0.812331776926273,2.43235280762732,NA,8290,161,8290,-2.35462714139108e-05,1.38991316512344e-05,4.03,"","ok","1.1.35.5"
4.26680700644649e-06,"grid","ok",3.88497916479475,-3162.8886596589,0.209616782135089,0.05395570304073,FALSE,0.812332266722609,2.43235366013841,NA,8290,161,8290,-3.38411319414536e-05,1.99759385936257e-05,4.32,"","ok","1.1.35.5"
6.13237563517304e-06,"grid","ok",3.88500832893647,-3162.88863424018,0.20961738759399,0.0539554538487625,FALSE,0.812332632160397,2.4323519168137,NA,8290,161,8290,-4.86369461849116e-05,2.87093922366031e-05,4.09,"","ok","1.1.35.5"
8.81362360051604e-06,"grid","ok",3.88500518912467,-3162.88859799592,0.20961827341373,0.0539557254647991,FALSE,0.81233224681227,2.4323507262206,NA,8290,161,8290,-6.99013916193698e-05,4.1260728557316e-05,4.39,"","ok","1.1.35.5"
1.26671889644251e-05,"grid","ok",3.88500573273515,-3162.88854583531,0.209619525609983,0.0539560402301916,FALSE,0.812332230402159,2.43234878484372,NA,8290,161,8290,-0.000100462185740908,5.92985623963444e-05,4.41,"","ok","1.1.35.5"
1.82056420302608e-05,"grid","ok",3.88503878471342,-3162.88847050864,0.209621468850034,0.0539560813845251,FALSE,0.812331808923749,2.4323454730493,NA,8290,161,8290,-0.000144382817087478,8.52203588903873e-05,4.14,"","ok","1.1.35.5"
2.6165663326318e-05,"grid","ok",3.88507749877367,-3162.88836302792,0.209624234957,0.0539562557048524,FALSE,0.812331513365221,2.4323412744854,NA,8290,161,8290,-0.00020750223393076,0.000122470345530115,4.66999999999999,"","ok","1.1.35.5"
3.76060309308639e-05,"grid","ok",3.88513539268441,-3162.88820732724,0.209628089312037,0.0539564437591441,FALSE,0.81233124448795,2.43233594284857,NA,8290,161,8290,-0.00029820983405417,0.000175995613100992,4.42,"","ok","1.1.35.5"
5.40484506253906e-05,"grid","ok",3.8851750489013,-3162.88798510304,0.20963385856973,0.0539573779639642,FALSE,0.812330267849124,2.43232968425193,NA,8290,161,8290,-0.00042855792673974,0.000252899962354119,4.42,"","ok","1.1.35.5"
7.76799609715734e-05,"grid","ok",3.88526781661545,-3162.88766498682,0.209642191304226,0.0539582343352717,FALSE,0.812329346377213,2.43231330740215,NA,8290,161,8290,-0.000615857755691624,0.00036338017577023,4.52,"","ok","1.1.35.5"
0.000111643835609,"grid","ok",3.88539687400189,-3162.88720539362,0.209653606801216,0.0539593801096762,FALSE,0.812328311029746,2.43229597041514,NA,8290,161,8290,-0.000884967489603766,0.000522064527793514,4.5,"","ok","1.1.35.5"
0.0001604576762604,"grid","ok",3.88556446974768,-3162.88654514874,0.209670545692207,0.0539614121254878,FALSE,0.812325661213524,2.43226956932333,NA,8290,161,8290,-0.00127156850100485,0.000749921842640917,4.36000000000001,"","ok","1.1.35.5"
0.0002306143078159,"grid","ok",3.8858185548795,-3162.88559810581,0.209694412119466,0.0539640256378282,FALSE,0.812322674637721,2.43223164168705,NA,8290,161,8290,-0.0018268492093269,0.00107697500540982,4.33,"","ok","1.1.35.5"
