speaker_id,canonical_phone,mean_distance,n_word_types,n_phone_intervals,language,branch,analysis
AN19.KOR.km6,ao,34.98586398515548,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,ay,46.879383100780174,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,b,35.31713883824782,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,ch,24.655724177835573,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,d,36.27649018518647,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,eh,40.60472516904885,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,er,29.120549690264124,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,ey,21.229556592405608,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,f,45.58144499047146,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,g,38.54994477109168,9,9,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,hh,27.963764643932386,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,ih,39.75901246679932,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,iy,25.011520902796054,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,jh,33.47702986822315,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,k,51.21354536008177,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,l,29.580311247445792,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,m,30.662360951131117,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,ng,20.1518287237405,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,ow,86.68999801987505,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,oy,33.25140940100731,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,p,29.271608742408112,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,r,32.2774617071909,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,s,25.370734754569828,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,sh,18.62743602528251,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,t,38.09620707769152,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,th,38.89907723495962,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,uh,40.2220117796781,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,uw,20.1134537271448,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,v,19.933402874788985,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,w,67.67572669621158,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km6,y,33.56825879788014,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,aa,35.10021952818964,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ae,23.96664553739464,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ah,58.37119409040926,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ao,34.929646228539355,3,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ay,40.36500275602682,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,b,32.21936140258434,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ch,28.785197178540137,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,d,25.889925220675664,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,eh,41.68006077489858,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,er,19.12957946769279,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ey,24.002139241660664,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,f,40.186234714174375,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,g,32.4516355961503,10,10,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,hh,39.96937263383453,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ih,41.348748749357526,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,iy,30.58929979580073,8,8,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,jh,32.01918132393691,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,k,37.735140618625245,8,8,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,l,23.90129873484217,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,m,32.27053383070954,8,8,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,n,25.904923747724094,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ng,38.2622375342215,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,ow,25.62619219345825,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,oy,36.030573365637245,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,p,32.57733146688448,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,r,25.737406310198143,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,s,25.402778146740918,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,sh,14.503460460703504,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,t,36.8530196911664,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,th,43.016710041186194,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,uh,28.08578113805635,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,uw,27.815410957977956,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,v,31.526721908547994,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km7,w,40.822454477538145,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,aa,41.235770775522376,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ae,16.46512052853405,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ah,36.55714090531538,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ao,35.35218447977859,3,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ay,30.559162721123936,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,b,34.81140929579444,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ch,20.980898221844864,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,d,33.82555812366771,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,eh,44.30856317853631,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,er,21.659052352931877,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ey,28.114151311459157,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,f,64.00647160710463,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,g,38.64858195277706,9,9,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,hh,31.39834208189688,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ih,37.0981199050494,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,iy,34.94284753797578,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,jh,38.85410823448212,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,k,26.813511374634974,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,l,36.441196556288276,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,m,32.74432375578689,9,9,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,n,37.7480633039221,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ng,14.824255109192729,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,ow,31.565118495460837,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,oy,26.60851505765662,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,p,39.91638818579662,8,8,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,r,22.702595785045872,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,s,25.345379175124908,7,7,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,sh,15.683236260465684,4,4,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,t,49.36564043153232,5,5,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,th,35.42632322429248,6,6,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,uh,48.13767929258469,1,1,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,uw,18.32969100240722,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,v,35.80076462136412,3,3,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,w,38.77666920849963,2,2,Korean,Koreanic,six_reference_complete
AN19.KOR.km8,y,22.5799072806394,1,1,Korean,Koreanic,six_reference_complete
AN19.MIX.if1,aa,37.2171124732919,6,6,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ae,25.132507102023848,5,5,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ah,41.74587625708231,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ao,32.79997186064912,1,1,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ay,32.28817700061954,6,6,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,b,43.96603163387715,5,5,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ch,31.690932408419425,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,d,32.585096839215055,4,4,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,eh,63.81558383509494,4,4,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,er,46.39833828233518,1,1,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ey,30.112098687101366,6,6,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,f,34.775417209621395,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,g,40.57924919643657,10,10,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,hh,43.25227813791105,2,2,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ih,27.12953557503734,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,iy,21.12353370133808,6,6,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,jh,40.22540255053507,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,k,41.63072599893561,6,6,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,l,29.479146868255857,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,m,35.216270371114106,8,8,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,n,29.145128679910385,2,2,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ng,19.31604254244243,1,1,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,ow,49.26916560186845,2,2,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,oy,39.27398948709989,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,p,36.61610513315585,7,7,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,r,38.262694191619396,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,s,22.706669653951156,7,7,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,sh,20.20604136309132,4,4,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,t,39.93299359726237,6,6,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,th,48.032217037683345,7,7,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,uh,33.539243578277436,2,2,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,uw,32.420374427609026,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,v,22.932022777688204,3,3,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,w,77.72709412217537,2,2,Albanian,Albanian,six_reference_complete
AN19.MIX.if1,y,27.33368278949347,1,1,Albanian,Albanian,six_reference_complete
AN19.MIX.if2,aa,49.646458189131,6,6,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ae,34.69663559477367,5,5,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ah,37.62521983756588,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ao,28.88018422544852,1,1,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ay,35.649827178564784,6,6,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,b,49.43572889338774,4,4,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ch,30.199488044935634,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,d,35.23394256096239,6,6,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,eh,42.94143666415443,4,4,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ey,30.27612457769563,6,6,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,f,40.02979346856447,4,4,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,g,44.86277389218856,10,10,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,hh,29.656595474931695,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ih,42.106170057894104,4,4,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,iy,47.396656865915894,5,5,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,jh,55.98366444854827,4,4,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,k,54.42354671945011,6,6,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,l,43.38966939252126,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,m,32.30474244424399,7,7,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,n,44.93818103379821,2,2,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ng,20.96077712995521,2,2,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,ow,35.22891216102481,2,2,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,oy,38.07988603952803,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,p,46.02539296506378,8,8,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,r,48.0676928787202,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,s,25.574606616892336,7,7,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,sh,25.1808463313771,2,2,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,t,32.90531382785006,7,7,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,th,55.53627997188463,7,7,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,uh,33.85989846616776,2,2,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,uw,28.79531962415159,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,v,32.45428404615166,3,3,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,w,67.14302691328118,2,2,Dutch,Germanic,six_reference_complete
AN19.MIX.if2,y,23.381615729258584,1,1,Dutch,Germanic,six_reference_complete
AN19.MIX.if3,aa,53.88954717917105,5,5,French,Romance,six_reference_complete
AN19.MIX.if3,ae,29.73693746315564,3,3,French,Romance,six_reference_complete
AN19.MIX.if3,ah,46.5733613575992,3,3,French,Romance,six_reference_complete
AN19.MIX.if3,ao,31.62072828234156,1,1,French,Romance,six_reference_complete
AN19.MIX.if3,ay,35.65450850930597,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,b,52.007593607619846,5,5,French,Romance,six_reference_complete
AN19.MIX.if3,ch,36.82604637389216,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,d,35.77411124153637,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,eh,43.80480693206888,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,er,21.23460355541377,1,1,French,Romance,six_reference_complete
AN19.MIX.if3,ey,25.72007871736241,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,f,51.41910988288973,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,g,47.57743184481413,8,8,French,Romance,six_reference_complete
AN19.MIX.if3,hh,23.476316079999243,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,ih,47.73249115746061,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,iy,46.9322241376876,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,jh,71.41050070169409,3,3,French,Romance,six_reference_complete
AN19.MIX.if3,k,48.34178594005987,7,7,French,Romance,six_reference_complete
AN19.MIX.if3,l,35.97442207720577,3,3,French,Romance,six_reference_complete
AN19.MIX.if3,m,36.775431379665946,8,8,French,Romance,six_reference_complete
AN19.MIX.if3,n,29.104201395189133,1,1,French,Romance,six_reference_complete
AN19.MIX.if3,ng,45.20896376139415,2,2,French,Romance,six_reference_complete
AN19.MIX.if3,ow,42.75617123422284,2,2,French,Romance,six_reference_complete
AN19.MIX.if3,oy,36.08577237477884,3,3,French,Romance,six_reference_complete
AN19.MIX.if3,p,43.712323946795735,8,8,French,Romance,six_reference_complete
AN19.MIX.if3,r,64.6945482264502,2,2,French,Romance,six_reference_complete
AN19.MIX.if3,s,25.112394740590833,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,sh,16.757523911906887,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,t,56.5449123074921,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,th,41.59134862838297,6,6,French,Romance,six_reference_complete
AN19.MIX.if3,uh,30.84432336841041,2,2,French,Romance,six_reference_complete
AN19.MIX.if3,uw,30.15293844784873,3,3,French,Romance,six_reference_complete
AN19.MIX.if3,v,36.74545215557801,4,4,French,Romance,six_reference_complete
AN19.MIX.if3,w,44.25427881795576,2,2,French,Romance,six_reference_complete
AN19.MIX.if3,y,24.528470445444174,1,1,French,Romance,six_reference_complete
AN19.MIX.if4,aa,49.51113578080135,7,7,German,Germanic,six_reference_complete
AN19.MIX.if4,ae,38.69686699924128,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,ah,39.06311399500807,2,2,German,Germanic,six_reference_complete
AN19.MIX.if4,ao,48.89984819799685,2,2,German,Germanic,six_reference_complete
AN19.MIX.if4,ay,28.01641638038548,6,6,German,Germanic,six_reference_complete
AN19.MIX.if4,b,40.310651093534574,4,4,German,Germanic,six_reference_complete
AN19.MIX.if4,ch,31.066339421097783,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,d,32.92960208682132,5,5,German,Germanic,six_reference_complete
AN19.MIX.if4,eh,56.49665659738828,4,4,German,Germanic,six_reference_complete
AN19.MIX.if4,er,24.60228494271368,1,1,German,Germanic,six_reference_complete
AN19.MIX.if4,ey,32.814344707105995,6,6,German,Germanic,six_reference_complete
AN19.MIX.if4,f,35.060227632769696,4,4,German,Germanic,six_reference_complete
AN19.MIX.if4,g,35.1562902116791,9,9,German,Germanic,six_reference_complete
AN19.MIX.if4,hh,31.416305654970202,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,ih,34.18157736312901,4,4,German,Germanic,six_reference_complete
AN19.MIX.if4,iy,23.761979338992774,4,4,German,Germanic,six_reference_complete
AN19.MIX.if4,jh,49.679493187180505,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,k,50.74258614096364,5,5,German,Germanic,six_reference_complete
AN19.MIX.if4,l,27.4021445821579,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,m,36.3920930893881,8,8,German,Germanic,six_reference_complete
AN19.MIX.if4,n,32.495207778368226,1,1,German,Germanic,six_reference_complete
AN19.MIX.if4,ng,27.071773530236303,2,2,German,Germanic,six_reference_complete
AN19.MIX.if4,ow,26.998937168465446,2,2,German,Germanic,six_reference_complete
AN19.MIX.if4,oy,30.365791519717174,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,p,29.34028584370565,8,8,German,Germanic,six_reference_complete
AN19.MIX.if4,r,48.82375092484199,2,2,German,Germanic,six_reference_complete
AN19.MIX.if4,s,25.346067668870372,6,6,German,Germanic,six_reference_complete
AN19.MIX.if4,sh,11.00676536363499,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,t,39.90505059444995,7,7,German,Germanic,six_reference_complete
AN19.MIX.if4,th,40.812020142792385,7,7,German,Germanic,six_reference_complete
AN19.MIX.if4,uh,26.514762874367534,2,2,German,Germanic,six_reference_complete
AN19.MIX.if4,uw,19.274246509074764,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,v,27.526477736133206,3,3,German,Germanic,six_reference_complete
AN19.MIX.if4,w,45.432865476857145,2,2,German,Germanic,six_reference_complete
AN19.MIX.if5,aa,48.21028216883264,5,5,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ae,31.553681547074927,5,5,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ah,62.852843260279315,3,3,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ao,47.56077110699766,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ay,32.7148905939699,6,6,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,b,44.000491575928365,5,5,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ch,49.03582480610403,4,4,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,d,56.195367153227124,6,6,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,eh,56.538204020833064,4,4,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,er,73.13851061532283,1,1,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ey,32.6908774892999,6,6,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,f,67.6684095255115,3,3,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,g,50.152616299989084,8,8,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,hh,39.998282910984884,4,4,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ih,48.37543545950478,5,5,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,iy,33.96883711268402,8,8,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,jh,51.25382176258802,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,k,51.786186783769224,8,8,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,l,44.06066148901765,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,m,38.830872249880635,9,9,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,n,73.93774952874234,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ng,41.50520676431914,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,ow,55.5395298836995,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,oy,40.66483416376033,3,3,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,p,34.17686345475305,7,7,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,r,39.788699071385956,3,3,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,s,25.809674065105206,7,7,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,sh,18.162715397704034,4,4,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,t,72.01057127389598,5,5,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,th,44.382594362940395,7,7,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,uh,42.2006912945613,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,uw,23.660052186814948,3,3,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,v,38.473291003173415,3,3,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,w,57.622574259218155,2,2,Japanese,Japonic,six_reference_complete
AN19.MIX.if5,y,28.84974475624364,1,1,Japanese,Japonic,six_reference_complete
AN19.MIX.if6,aa,50.23359133468839,5,5,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ae,10.933244391453169,2,2,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ah,76.58759313431456,1,1,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ao,48.636649474682685,2,2,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ay,41.36770296239596,6,6,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,b,30.680492949811843,5,5,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ch,62.85762610901931,2,2,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,d,30.118489136799873,5,5,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,eh,69.19434561288104,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ey,25.014388806871306,6,6,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,f,40.44709750890042,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,g,37.5224647674658,8,8,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,hh,20.206680333940724,4,4,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ih,35.90658741595158,5,5,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,iy,30.915064470446755,9,9,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,jh,38.56478552344307,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,k,30.737093243903633,6,6,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,l,23.479369236093888,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,m,33.46345670119241,9,9,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,n,28.16361810330154,1,1,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ng,28.95532098797792,2,2,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,ow,24.08856084887066,1,1,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,oy,42.401288369814765,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,p,27.99661072157269,8,8,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,r,37.023416879860825,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,s,33.651465266904985,7,7,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,sh,11.215514619373288,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,t,40.15654269013145,7,7,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,th,40.87192276116552,5,5,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,uh,31.704523629370016,2,2,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,uw,23.964196404956947,3,3,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,v,33.27786222367989,4,4,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.if6,w,57.10861864831933,2,2,Somali,Afro-Asiatic,six_reference_complete
AN19.MIX.im1,aa,55.06024897197318,5,5,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ae,24.70483313255611,5,5,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ah,65.30385212387388,3,3,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ao,50.78259070749512,2,2,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ay,33.421319151523015,6,6,Romanian,Romance,six_reference_complete
AN19.MIX.im1,b,41.3769915642426,5,5,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ch,27.515193130677606,4,4,Romanian,Romance,six_reference_complete
AN19.MIX.im1,d,53.179550459592754,6,6,Romanian,Romance,six_reference_complete
AN19.MIX.im1,eh,58.700247163833524,3,3,Romanian,Romance,six_reference_complete
AN19.MIX.im1,er,22.518785180662935,1,1,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ey,25.033618161680312,6,6,Romanian,Romance,six_reference_complete
AN19.MIX.im1,f,42.11979433818214,3,3,Romanian,Romance,six_reference_complete
AN19.MIX.im1,g,59.56859284065168,8,8,Romanian,Romance,six_reference_complete
AN19.MIX.im1,hh,69.53942985529567,3,3,Romanian,Romance,six_reference_complete
AN19.MIX.im1,ih,35.61392584891645,4,4,Romanian,Romance,six_reference_complete
AN19.MIX.im1,iy,39.42758324086928,8,8,Romanian,Romance,six_reference_complete
AN19.MIX.im1,jh,41.560782515721854,4,4,Romanian,Romance,six_reference_complete
