recording_id,speaker_id,word,accent,source_l1_language,source_filename,source_wav_relpath,legacy_key_collision,config_sha256,human_verified,status,sha256,source_rate,source_channels,decoded_samples,duration_seconds,resampled_samples,chosen_dictionary_variant,model_frames,lexical_identity_unresolved,short_phone_count,low_posterior_phone_count,annotation_word
AN19-rec-42f9635ef1963d09142b,AN19.ENG.ef1,was,ENG,English,ef1ew01 was.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew01 was.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,2ef5a8cb18897c630894cdddd4882a0b4fbed4c9462c573f7ee60c93f2dbd982,22050,1,16896,0.7662585034013606,12261,0,74,False,2,2,was
AN19-rec-35264dd3388b3afc06dd,AN19.ENG.ef1,down,ENG,English,ef1ew02 down.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew02 down.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,15355d36f4da9cffaa5c98914969982eb129641b8745185e1b91a17910d8a3a3,22050,1,15296,0.6936961451247166,11100,0,67,False,1,2,down
AN19-rec-0555ed8b26decd68d6db,AN19.ENG.ef1,work,ENG,English,ef1ew03 work.wav,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew03 work.wav,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,131e6fe2442e61972f8d3c26ae4156470fc5b7a83c2ab2fbe1b6e3f32d873373,22050,1,15040,0.6820861678004535,10914,0,66,False,1,2,work
AN19-rec-ad3b4d36121fe64f5d46,AN19.ENG.ef1,long,ENG,English,ef1ew04 long.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew04 long.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,418eef150ba4900510f43f072df8c63f13b9e0064a3d3358ec1a13d10627e228,22050,1,19648,0.8910657596371883,14258,0,87,False,1,1,long
AN19-rec-858bdf99be07439d3783,AN19.ENG.ef1,both,ENG,English,ef1ew05 both.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew05 both.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,98eec2784b4e6dbe6a70c0d96256319e9f868419154d026e4a77f42317de6a5b,22050,1,13248,0.6008163265306122,9614,0,58,False,0,1,both
AN19-rec-9d9464a4870d17e5ba67,AN19.ENG.ef1,thought,ENG,English,ef1ew06 thought.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew06 thought.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,0e54a0a820a3c7b799db34e3959b59fd46959c3eec04d481138ee67819eb9f3b,22050,1,16640,0.7546485260770975,12075,0,73,False,1,2,thought
AN19-rec-1d4933604c330432deb3,AN19.ENG.ef1,does,ENG,English,ef1ew07 does.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew07 does.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,cb9aefd99036adfa3f2498e48faed6d49066a64913a3244556f786fc05d45f19,22050,1,16192,0.7343310657596371,11750,0,71,False,1,2,does
AN19-rec-d9e0eacdf2ba4e5c24e7,AN19.ENG.ef1,put,ENG,English,ef1ew08 put.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew08 put.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,21bd1929cbed02e9e57cb8bad9a58c9270ead454679f924a7328a042b2f2d907,22050,1,13184,0.5979138321995465,9567,0,57,False,2,3,put
AN19-rec-0e3887b559ae567640a9,AN19.ENG.ef1,give,ENG,English,ef1ew09 give.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew09 give.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,6bc08f230000c9cd79489067871c67c6c39e4aeb91d9f9a9f2eedfdcbf583c63,22050,1,14016,0.6356462585034014,10171,0,61,False,1,2,give
AN19-rec-904fa318974f184cf3cf,AN19.ENG.ef1,young,ENG,English,ef1ew10 young.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew10 young.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,b5e0f9dc4abc2b464e894fb725e1205be8e37d1221fe310b2e513bed265a2187,22050,1,16256,0.737233560090703,11796,0,71,False,2,3,young
AN19-rec-a7223c84fe3c978bddd0,AN19.ENG.ef1,thing,ENG,English,ef1ew11 thing.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew11 thing.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,63fc024071f302079ddcf5e3f9f40ca2bccbba13bbc0db7084db39e85f51216f,22050,1,16832,0.7633560090702948,12214,0,74,False,0,3,thing
AN19-rec-dfa3f971b717a69fd24d,AN19.ENG.ef1,peace,ENG,English,ef1ew12 peace.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew12 peace.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,b4af9ffcc9cab5980ae0370f79ff32c9b2e6853f1558aa262a0e0e2f5ce0c1ae,22050,1,14528,0.6588662131519274,10542,0,63,False,0,1,peace
AN19-rec-e9e31e4d2f92d83141bb,AN19.ENG.ef1,god,ENG,English,ef1ew13 god.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew13 god.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,863a25694cdb4a783a78825d3aa08e249581dfe693ceac61fe5566c8b5365e12,22050,1,13504,0.6124263038548753,9799,0,59,False,1,2,god
AN19-rec-0f9a1947cd564d38a76d,AN19.ENG.ef1,five,ENG,English,ef1ew14 five.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew14 five.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,3e9d566c7ec5c2825d8a668d8e08064c0fd5573ea91b438ce82880db5835a207,22050,1,17920,0.8126984126984127,13004,0,79,False,0,2,five
AN19-rec-1e4ae66a2ae8b6319884,AN19.ENG.ef1,gave,ENG,English,ef1ew15 gave.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew15 gave.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,e2139a6c1924d75f23d9ec93d547ebde4bb8caa4524f5b512393d68de4f82378,22050,1,15680,0.7111111111111111,11378,0,69,False,1,2,gave
AN19-rec-f40889de21d14c6e22f1,AN19.ENG.ef1,death,ENG,English,ef1ew16 death.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew16 death.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,bffaaaed4142cd945ed8d3537b9e0d3f4d097b40a462cb060dee0e0cfad9b7a4,22050,1,12864,0.5834013605442177,9335,0,56,False,1,3,death
AN19-rec-8ae6aba7d9893aa6607f,AN19.ENG.ef1,shall,ENG,English,ef1ew17 shall.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew17 shall.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,0589ab1f171eb4e5388deb945cd97ffbe75d944e0f3c9521ae0e2aeb94aee160,22050,1,18816,0.8533333333333334,13654,0,83,False,0,1,shall
AN19-rec-83d327edb6a2f648a9c6,AN19.ENG.ef1,real,ENG,English,ef1ew18 real.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew18 real.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,ef04830fd64a1a186764a902e803e55993b5bdad8a2ef194dc2bcf9e8bf7ff05,22050,1,12864,0.5834013605442177,9335,0,56,False,0,2,real
AN19-rec-0ad43e2737660fcb4f81,AN19.ENG.ef1,south,ENG,English,ef1ew19 south.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew19 south.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,de3808327b9b2e7a4fc1617f478062dcea1708907043679b1aa2fe75827bc5cd,22050,1,17792,0.8068934240362812,12911,0,78,False,3,2,south
AN19-rec-a6ec9da84442879dabba,AN19.ENG.ef1,job,ENG,English,ef1ew20 job.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew20 job.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,b66df63ef432b52f660c89418174195f4ac82c890de33e7115fd178c6db95eff,22050,1,13952,0.6327437641723356,10124,0,61,False,0,2,job
AN19-rec-6427015f1d0b31a6061a,AN19.ENG.ef1,love,ENG,English,ef1ew21 love.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew21 love.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,34cf6928e0be267bbbb54290679cffaa3bb587a74875f9df486e770f91405a08,22050,1,14400,0.6530612244897959,10449,0,63,False,1,2,love
AN19-rec-fa882a645c843457a098,AN19.ENG.ef1,full,ENG,English,ef1ew22 full.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew22 full.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,ef534f1ca0d7c95566e332863f4734a935b185c13c3ca0eba5e3d6b088712342,22050,1,17408,0.7894784580498866,12632,0,77,False,0,1,full
AN19-rec-a2dc7acdf2e03130abcc,AN19.ENG.ef1,wife,ENG,English,ef1ew23 wife.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew23 wife.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,b6a2b05e2e72d923e334b468ecb79902fe8d546245ccc5dcb718f0fd98e9dcbc,22050,1,16512,0.748843537414966,11982,0,72,False,1,1,wife
AN19-rec-92eea74a8d7d89da9b25,AN19.ENG.ef1,voice,ENG,English,ef1ew24 voice.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew24 voice.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,847fc71871419be9f532592edb8336c98540335845e15999c89d28c879b1e262,22050,1,18496,0.8388208616780045,13422,0,81,False,0,2,voice
AN19-rec-e85808917c1a7b2313b4,AN19.ENG.ef1,girl,ENG,English,ef1ew25 girl.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew25 girl.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,7119aae672680d143ace60f2ab021631ca058415d995b1b2a21de95ea42d20a6,22050,1,15552,0.7053061224489796,11285,0,68,False,0,2,girl
AN19-rec-761f706b238fdffb56e5,AN19.ENG.ef1,live,ENG,English,ef1ew26 live.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew26 live.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,337c1ff23a7d5cd16d844ae2c32780efa23492fe0ec9ac030cb84b199fd38f84,22050,1,17728,0.8039909297052155,12864,0,78,False,0,2,live
AN19-rec-268bbb56eaabb15fa767,AN19.ENG.ef1,move,ENG,English,ef1ew27 move.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew27 move.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,3cc43cd605e563136efb861bdd6d3fbd50fb6934ad5e33655bb690797947d904,22050,1,17600,0.7981859410430839,12771,0,77,False,0,2,move
AN19-rec-78f5f3dd941558687ef0,AN19.ENG.ef1,food,ENG,English,ef1ew28 food.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew28 food.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,5599aec68c19b6e3c1081ab775463e4f1808e4a375fe427054be9331816a5919,22050,1,19584,0.8881632653061224,14211,0,86,False,1,2,food
AN19-rec-eca7f534d637910b5110,AN19.ENG.ef1,size,ENG,English,ef1ew29 size.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew29 size.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,c0b7e7c3f45a140834d622d9a52a76bd2fd900b78fe506cc308b8cd43a02818c,22050,1,20864,0.9462131519274376,15140,0,92,False,1,0,size
AN19-rec-d8b16d15ce6c4bbeb98c,AN19.ENG.ef1,cause,ENG,English,ef1ew30 cause.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew30 cause.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,8976c664aa01353e5b215ddde090d961f8dcd0f21481e0ae13dc8c6f2dc9ffc6,22050,1,19008,0.8620408163265306,13793,0,84,False,1,2,cause
AN19-rec-7a1a55411dea6c1c5032,AN19.ENG.ef1,wrong,ENG,English,ef1ew31 wrong.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew31 wrong.WAV,True,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,59e0c11c3b79db8d51b99d6d10582aaade74bd2b5f83b063aa3d26a9fe261c9e,22050,1,17984,0.8156009070294784,13050,0,79,False,1,1,wrong
AN19-rec-67bc0ad2156be18169ef,AN19.ENG.ef1,chief,ENG,English,ef1ew32 chief.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew32 chief.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,c8d76b1bd4674c9f807459decda748e99609c9744c1022da140aecd5ff121bf7,22050,1,14656,0.6646712018140589,10635,0,64,False,1,2,chief
AN19-rec-50f7945340fcb026c433,AN19.ENG.ef1,faith,ENG,English,ef1ew33 faith.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew33 faith.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,bb80098dcadc333d68c4ad9194abb7118b7ba8675d6b18dbf0fda36ef7e9762f,22050,1,15744,0.7140136054421768,11425,0,69,False,1,2,faith
AN19-rec-f40891ffae36f8e9d83e,AN19.ENG.ef1,pool,ENG,English,ef1ew34 pool.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew34 pool.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,b587d304b614db389107268dc6f8cee0de696083287d1d30482ae8088457fc7b,22050,1,12736,0.5775963718820861,9242,0,55,False,0,2,pool
AN19-rec-7965b89732242dd4b45c,AN19.ENG.ef1,deep,ENG,English,ef1ew35 deep.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew35 deep.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,2d167f532ea1f5940234d7175f4da05e8a538de18acabb3b1b3a5312c8ace084,22050,1,13184,0.5979138321995465,9567,0,57,False,1,2,deep
AN19-rec-f25b9174be1507c8ce31,AN19.ENG.ef1,firm,ENG,English,ef1ew36 firm.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew36 firm.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,f31b3bdd7f48832c2055a29bfc7af9bf30f3c959108320ccaaaf48cc4129122c,22050,1,19456,0.8823582766439909,14118,0,86,False,1,3,firm
AN19-rec-ad0bf191bb01e16594ac,AN19.ENG.ef1,serve,ENG,English,ef1ew37 serve.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew37 serve.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,468df4bbf1a0a424350ee8bd3e7727d5811c29cc40501273efbdd9beed5dd20d,22050,1,21888,0.9926530612244898,15883,0,97,False,0,1,serve
AN19-rec-aaf6924204552a1009eb,AN19.ENG.ef1,reach,ENG,English,ef1ew38 reach.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew38 reach.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,0f2247b0ed5f9de33dd9caa8df0042c4b47ac22512d1abefabb0babfae7ca5a1,22050,1,18816,0.8533333333333334,13654,0,83,False,1,2,reach
AN19-rec-bc6af1792515f99924fc,AN19.ENG.ef1,mouth,ENG,English,ef1ew39 mouth.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew39 mouth.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,f65e19bbe491a5df78c65d855d7ff05dc46d6e1000e716a31b2699744618ed15,22050,1,17408,0.7894784580498866,12632,0,77,False,0,2,mouth
AN19-rec-70a3e29438826cc3e909,AN19.ENG.ef1,teeth,ENG,English,ef1ew40 teeth.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew40 teeth.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,c9821e0aff7f771037effaab18e0db1e028ef027666ecd9d425f8ffc7248d093,22050,1,14912,0.676281179138322,10821,0,65,False,1,2,teeth
AN19-rec-991279f9a8c8e801a1d8,AN19.ENG.ef1,gas,ENG,English,ef1ew41 gas.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew41 gas.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,df28e3eaeb8bb348bb29337959305572ff0068178292a176eaa80dc3ef734d4c,22050,1,16064,0.7285260770975057,11657,0,70,False,1,1,gas
AN19-rec-f501e3555ec6eccf06d2,AN19.ENG.ef1,jack,ENG,English,ef1ew42 jack.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew42 jack.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,06ec162acfd9a76725370f7f29b54d34f95378c850171f93f0f48f19a4699c08,22050,1,15936,0.7227210884353742,11564,0,70,False,1,3,jack
AN19-rec-2e6d61f6efb8f1ac5c99,AN19.ENG.ef1,check,ENG,English,ef1ew43 check.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew43 check.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,a60f52970db778cb02c990418712475f9fd473424c8d9a3fd76210374b7c7962,22050,1,14656,0.6646712018140589,10635,0,64,False,1,3,check
AN19-rec-ff5004fb42a5113bfdae,AN19.ENG.ef1,king,ENG,English,ef1ew44 king.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew44 king.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,a6d29d3d8ee277c1fa5f37cff5114e011df8a85c6047334507f74f650e76fe9e,22050,1,15488,0.7024036281179138,11239,0,68,False,1,2,king
AN19-rec-7f38f0b7be9f1cec35e6,AN19.ENG.ef1,shape,ENG,English,ef1ew45 shape.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew45 shape.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,2acde3abe476cd84f6d892343b3ba335aaaa98a94bf1e5fe8fe0bd6e110c84f5,22050,1,17920,0.8126984126984127,13004,0,79,False,0,1,shape
AN19-rec-44a73c54bf04517f43f7,AN19.ENG.ef1,learn,ENG,English,ef1ew46 learn.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew46 learn.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,bfa34b8deaaa2590fc7c5ab5ce0ca369f3ca6ce4204ac56e2b278ba590af48f5,22050,1,18112,0.8214058956916099,13143,0,80,False,1,1,learn
AN19-rec-aa01366537a845280feb,AN19.ENG.ef1,ship,ENG,English,ef1ew47 ship.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew47 ship.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,7fafc33c51d47e0ecd7e92b9c53743079d04b26c0605aedf4cda84f493488102,22050,1,15040,0.6820861678004535,10914,0,66,False,0,2,ship
AN19-rec-cf45b2511eaac2a31ab4,AN19.ENG.ef1,neck,ENG,English,ef1ew48 neck.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew48 neck.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,a46fc069e45f4a9f385da8feb07686696419a4f6c20b3974182cea26e81d3b22,22050,1,13696,0.6211337868480725,9939,0,60,False,3,2,neck
AN19-rec-c6a8650dc0fed842258f,AN19.ENG.ef1,watch,ENG,English,ef1ew49 watch.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew49 watch.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,1a453175bf87553bf93dc2c2868db9f488bdf127ea87e76161bd8f41dfa28b09,22050,1,19264,0.8736507936507937,13979,0,85,False,0,2,watch
AN19-rec-b2a51e909818a9bb6b67,AN19.ENG.ef1,judge,ENG,English,ef1ew50 judge.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew50 judge.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,10f589834dbab60c7f73b849b4602bcf829457c670d3004feb06936ffb9ae5ac,22050,1,17024,0.7720634920634921,12354,0,75,False,2,2,judge
AN19-rec-660c064e8006d6cc24dc,AN19.ENG.ef1,dog,ENG,English,ef1ew51 dog.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew51 dog.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,427167eebc2a8e784236960a5f675dc2662bb100222abccf92e6f00c7bc13d7f,22050,1,15680,0.7111111111111111,11378,0,69,False,1,2,dog
AN19-rec-c90a2f90c862036b5b14,AN19.ENG.ef1,vote,ENG,English,ef1ew52 vote.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew52 vote.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,9f7c4965d1321de1aa25ccec00076d5c38ceaa98d1798f2b19114c6b6b63e328,22050,1,14528,0.6588662131519274,10542,0,63,False,1,1,vote
AN19-rec-96af9aae79bf7e2383fa,AN19.ENG.ef1,league,ENG,English,ef1ew53 league.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew53 league.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,845594655a1a26036515fec54c8101a50ee2c0e8641323a7ef36293f7d840a01,22050,1,15360,0.6965986394557823,11146,0,67,False,0,1,league
AN19-rec-4d7baed1f6475f81d679,AN19.ENG.ef1,thick,ENG,English,ef1ew54 thick.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew54 thick.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,c2b1adccfd73c66a414dc9de782c2a84a7132aaa83d8a83ccfb67ebd799d8b73,22050,1,14592,0.6617687074829932,10589,0,64,False,0,2,thick
AN19-rec-39d58c4b858481d8f7e0,AN19.ENG.ef1,page,ENG,English,ef1ew55 page.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew55 page.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,85ba4286d51290904aa578bb0f73e8b78a52ad967d32b827f1fcf8cea060e549,22050,1,17664,0.8010884353741496,12818,0,78,False,0,1,page
AN19-rec-9d5bfef81a490180f7db,AN19.ENG.ef1,hung,ENG,English,ef1ew56 hung.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew56 hung.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,24b5e5a4ffc1860516a2e97608c95e0165b4b453a7b7205485ddd6ef37c5b5b7,22050,1,15552,0.7053061224489796,11285,0,68,False,1,1,hung
AN19-rec-cbcbaec1eab1437cc946,AN19.ENG.ef1,join,ENG,English,ef1ew57 join.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew57 join.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,f4f2db9434587e20df59f34beed32a31924cbaebdca4d7b0eac7f937390e9379,22050,1,16256,0.737233560090703,11796,0,71,False,1,2,join
AN19-rec-a0c5199e6590a449e9f2,AN19.ENG.ef1,shop,ENG,English,ef1ew58 shop.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew58 shop.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,7af85e55e964fa65140db3e79bc7e430084118f5f4ee657f62af491a610b3073,22050,1,16512,0.748843537414966,11982,0,72,False,1,0,shop
AN19-rec-c8fbae6b079a3ba88354,AN19.ENG.ef1,roof,ENG,English,ef1ew59 roof.WAV,data/raw_data/alexander_nygaard19/sound_stimuli/L1-English/ef1/ef1ew59 roof.WAV,False,cfaee04c2fc09bfd72583ac4f7d864f21c40994d9f3e40281baea4d0fd078ac0,False,aligned,7b38c579f8f5d8602e6eac46820082538e44e152f412fd47905121c937645d0b,22050,1,13952,0.6327437641723356,10124,0,61,False,2,2,roof
