speaker_id,canonical_phone,comparison_word,mean_distance,n_phone_intervals,analysis
AN19.KOR.kf3,aa,caught,46.33016610689526,1,six_reference_complete
AN19.KOR.kf3,aa,cod,71.14103567925595,1,six_reference_complete
AN19.KOR.kf3,aa,con,35.23909175228205,1,six_reference_complete
AN19.KOR.kf3,aa,shop,19.036910355098456,1,six_reference_complete
AN19.KOR.kf3,aa,wash,24.431380729876036,1,six_reference_complete
AN19.KOR.kf3,aa,watch,47.674802448795454,1,six_reference_complete
AN19.KOR.kf3,ae,ban,25.968736864285603,1,six_reference_complete
AN19.KOR.kf3,ae,lad,98.8835424239049,1,six_reference_complete
AN19.KOR.kf3,ae,mat,30.9489982999024,1,six_reference_complete
AN19.KOR.kf3,ae,rat,20.294252095137093,1,six_reference_complete
AN19.KOR.kf3,ae,shall,63.457785832932444,1,six_reference_complete
AN19.KOR.kf3,ah,bun,64.95855480064357,1,six_reference_complete
AN19.KOR.kf3,ah,rut,27.05661449302977,1,six_reference_complete
AN19.KOR.kf3,ao,long,40.94707624141565,1,six_reference_complete
AN19.KOR.kf3,ao,wrong,38.59660932924393,2,six_reference_complete
AN19.KOR.kf3,ay,lice,23.015098599100114,1,six_reference_complete
AN19.KOR.kf3,ay,live,56.92731338516435,1,six_reference_complete
AN19.KOR.kf3,ay,rhyme,87.96829932014145,1,six_reference_complete
AN19.KOR.kf3,ay,size,20.401447963227955,1,six_reference_complete
AN19.KOR.kf3,ay,vice,30.195695795511984,1,six_reference_complete
AN19.KOR.kf3,ay,wife,18.190346894088275,1,six_reference_complete
AN19.KOR.kf3,b,balm,33.7967316429382,1,six_reference_complete
AN19.KOR.kf3,b,both,23.121195339378982,1,six_reference_complete
AN19.KOR.kf3,b,bug,49.34865177959461,1,six_reference_complete
AN19.KOR.kf3,b,job,43.86602674765437,1,six_reference_complete
AN19.KOR.kf3,ch,chain,32.47676794326124,1,six_reference_complete
AN19.KOR.kf3,ch,check,20.52914347668423,1,six_reference_complete
AN19.KOR.kf3,ch,cheer,15.562307637348928,1,six_reference_complete
AN19.KOR.kf3,ch,chief,28.316834161532423,1,six_reference_complete
AN19.KOR.kf3,d,bead,72.27792266586823,1,six_reference_complete
AN19.KOR.kf3,d,den,75.55041378414542,1,six_reference_complete
AN19.KOR.kf3,d,doom,43.213980403592615,1,six_reference_complete
AN19.KOR.kf3,d,dune,65.55256491769204,1,six_reference_complete
AN19.KOR.kf3,d,pad,17.818425182355764,1,six_reference_complete
AN19.KOR.kf3,eh,leg,50.77921612316597,1,six_reference_complete
AN19.KOR.kf3,eh,neck,57.49456294617119,1,six_reference_complete
AN19.KOR.kf3,eh,wed,32.740243185023864,1,six_reference_complete
AN19.KOR.kf3,er,learn,22.084004389604548,1,six_reference_complete
AN19.KOR.kf3,ey,fade,29.62645315428966,1,six_reference_complete
AN19.KOR.kf3,ey,lace,17.19786238525319,1,six_reference_complete
AN19.KOR.kf3,ey,mace,16.869944966515945,1,six_reference_complete
AN19.KOR.kf3,ey,sane,20.808876036071535,1,six_reference_complete
AN19.KOR.kf3,ey,shape,18.89191463013093,1,six_reference_complete
AN19.KOR.kf3,f,fig,36.07988208005772,1,six_reference_complete
AN19.KOR.kf3,g,dog,53.93664162602576,1,six_reference_complete
AN19.KOR.kf3,g,fig,46.74614976293392,1,six_reference_complete
AN19.KOR.kf3,g,gave,20.464039068246155,1,six_reference_complete
AN19.KOR.kf3,g,girl,46.230639285846166,1,six_reference_complete
AN19.KOR.kf3,g,give,39.04796055896358,1,six_reference_complete
AN19.KOR.kf3,g,goat,37.22127261141669,1,six_reference_complete
AN19.KOR.kf3,g,god,58.53553882196481,1,six_reference_complete
AN19.KOR.kf3,g,gut,55.466733637651025,1,six_reference_complete
AN19.KOR.kf3,g,hag,62.67354821740184,1,six_reference_complete
AN19.KOR.kf3,g,league,16.540870595025567,1,six_reference_complete
AN19.KOR.kf3,hh,hack,13.824853911832228,1,six_reference_complete
AN19.KOR.kf3,hh,hag,76.74259968440276,1,six_reference_complete
AN19.KOR.kf3,hh,hoot,35.60167616509174,1,six_reference_complete
AN19.KOR.kf3,ih,mid,44.53352944456797,1,six_reference_complete
AN19.KOR.kf3,ih,sill,57.999596394248236,1,six_reference_complete
AN19.KOR.kf3,ih,thick,74.2513479924904,1,six_reference_complete
AN19.KOR.kf3,ih,thing,32.5361570616029,1,six_reference_complete
AN19.KOR.kf3,iy,bean,19.90707680792507,1,six_reference_complete
AN19.KOR.kf3,iy,deep,27.49335009326863,1,six_reference_complete
AN19.KOR.kf3,iy,league,15.097461137446553,1,six_reference_complete
AN19.KOR.kf3,iy,teeth,41.829874077849816,1,six_reference_complete
AN19.KOR.kf3,iy,theme,21.117161282918556,1,six_reference_complete
AN19.KOR.kf3,iy,weed,36.11120806436337,1,six_reference_complete
AN19.KOR.kf3,jh,jack,13.924366792678951,1,six_reference_complete
AN19.KOR.kf3,jh,job,62.74623611258993,1,six_reference_complete
AN19.KOR.kf3,jh,join,63.17782257072125,1,six_reference_complete
AN19.KOR.kf3,jh,page,79.52999751050665,1,six_reference_complete
AN19.KOR.kf3,k,beak,28.26049222671504,1,six_reference_complete
AN19.KOR.kf3,k,curve,37.93945232348828,1,six_reference_complete
AN19.KOR.kf3,k,hack,114.58801228673008,1,six_reference_complete
AN19.KOR.kf3,k,jack,60.68253323272386,1,six_reference_complete
AN19.KOR.kf3,k,king,23.417987843753597,1,six_reference_complete
AN19.KOR.kf3,k,suck,50.39290782698772,1,six_reference_complete
AN19.KOR.kf3,k,thick,46.47354066075281,1,six_reference_complete
AN19.KOR.kf3,l,hurl,29.165992966989148,1,six_reference_complete
