"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.51570256189848,-1535.45502613485,0.494304353882254,0.109463443862086,FALSE,"ok",3791,80,3791,0.8379541390756,0.0415893863289193,1.62,"","1.1.35.5"
