"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.32117818257363,-1536.24740153163,0.479524287474259,0.110970727707567,FALSE,"ok",3791,80,3791,0.984468662520715,0.00440620514202407,1.47,"","1.1.35.5"
