"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",2.59377629825988,-1541.59390836228,0.285813070061107,0.110191873621813,FALSE,"ok",3791,80,3791,0.00599240333535581,0.00992062256946924,1.86,"","1.1.35.5"
