"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.4373754550028,-1535.76487049566,0.478833560586036,0.107909183129002,FALSE,"ok",3791,80,3791,0.661903449324792,0.0754917843682942,1.56,"","1.1.35.5"
