"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",3.64990464233997,-1538.62896743159,0.380891028970171,0.104356432919294,FALSE,"ok",3791,80,3791,0.082627328803241,0.0563180122769004,1.65,"","1.1.35.5"
