"status","z","log_likelihood","coefficient","std_error","singular","convergence","n_rows","participants","n_word_responses","similarity_mean","similarity_sd","fit_seconds","warnings","lme4_version"
"ok",4.57020665278177,-1535.23628554298,0.505946636063597,0.110705417610742,FALSE,"ok",3791,80,3791,0.979202238042481,0.00585047493604406,1.7,"","1.1.35.5"
