dataset_id,mean_z,mean_percent,ci_low_percent,ci_high_percent,significance_percent
AN19,22.159843189024333,100,90.50413338829202,110.01675082382636,8.844827931683104
X21,21.73735479643067,100,94.4667293432698,104.18044909862328,9.016736481302855
B23,4.64163540607918,100,88.19420664805135,115.84111749233848,42.22649623520571
