canonical_phone,language,branch,mean_similarity,ci_low,ci_high,n_talkers,n_instances
uw,Albanian,Albanian,7.079409241560093e-05,,,1,3
uw,Bengali,Indo-Aryan,0.0008110442461972334,,,1,3
uw,Dutch,Germanic,0.00013464099393867407,,,1,3
uw,French,Romance,3.994200399875934e-05,,,1,3
uw,German,Germanic,0.007061045298243167,,,1,3
uw,Hindi,Indo-Aryan,6.908088694304324e-05,,,1,3
uw,Japanese,Japonic,4.787214781364182e-06,,,1,3
uw,Korean,Koreanic,0.0011921538223151338,0.00012958220299084835,0.002524690178717731,12,33
uw,Mandarin,Sino-Tibetan,1.3977295203481597e-07,,,1,3
uw,Romanian,Romance,0.008413040371899248,,,1,3
uw,Russian,Slavic,3.603787678411287e-05,,,1,3
uw,Somali,Afro-Asiatic,5.104245937830475e-05,,,1,3
uw,Spanish,Romance,0.00048647948806830073,0.00010172771899544982,0.0011214677147049798,12,33
uw,Turkish,Turkic,3.4746902386124674e-06,,,1,3
v,Albanian,Albanian,0.00012353380018736377,,,1,3
v,Bengali,Indo-Aryan,6.918176892571029e-07,,,1,3
v,Dutch,Germanic,1.3387379492179927e-07,,,1,3
v,French,Romance,5.05108206465183e-05,,,1,4
v,German,Germanic,0.00039160656666268045,,,1,3
v,Hindi,Indo-Aryan,2.428936128347951e-10,,,1,4
v,Japanese,Japonic,1.4639184360101006e-05,,,1,3
v,Korean,Koreanic,0.00045203400189151524,0.00010822856792573206,0.0009127769455259626,12,39
v,Mandarin,Sino-Tibetan,8.650712458424549e-06,,,1,3
v,Romanian,Romance,0.0014054973969125388,,,1,4
v,Russian,Slavic,0.003092746191632015,,,1,2
v,Somali,Afro-Asiatic,1.2826895254548353e-07,,,1,4
v,Spanish,Romance,0.0006397535119355807,0.0002223348756886958,0.0011849218358081003,12,38
v,Turkish,Turkic,1.2971444673644948e-05,,,1,3
w,Albanian,Albanian,6.395592749449885e-14,,,1,2
w,Bengali,Indo-Aryan,1.9772743288579147e-08,,,1,2
w,Dutch,Germanic,0.0292930868824544,,,1,2
w,French,Romance,0.09423908916402683,,,1,2
w,German,Germanic,4.277275538091321e-05,,,1,2
w,Hindi,Indo-Aryan,0.0005498711376751007,,,1,2
w,Japanese,Japonic,1.3109972026321222e-16,,,1,2
w,Korean,Koreanic,0.003762891669436835,2.029595113454856e-05,0.010596244513346237,12,22
w,Mandarin,Sino-Tibetan,0.00342930167610729,,,1,2
w,Romanian,Romance,9.909722104922764e-06,,,1,2
w,Russian,Slavic,0.0012607342706413172,,,1,2
w,Somali,Afro-Asiatic,2.461631191365987e-12,,,1,2
w,Spanish,Romance,1.2140639885280453e-05,3.733815108734449e-07,2.8863565985991318e-05,12,19
w,Turkish,Turkic,1.614291697304965e-08,,,1,2
y,Albanian,Albanian,2.6720155683761077e-08,,,1,1
y,Bengali,Indo-Aryan,0.0001070056496992,,,1,1
y,Dutch,Germanic,0.0005077927759315,,,1,1
y,French,Romance,8.661854360338418e-07,,,1,1
y,Japanese,Japonic,1.4816140748983178e-08,,,1,1
y,Korean,Koreanic,0.018339290899313528,4.9255382187341814e-05,0.04976206890499711,7,7
y,Romanian,Romance,1.9427489797688454e-08,,,1,1
y,Spanish,Romance,0.0016201302400638575,4.8261788742971006e-05,0.003516637621209667,9,9
y,Turkish,Turkic,0.1695405011509792,,,1,1
