canonical_phone,speaker_id,language,branch,mean_similarity,n_instances
ey,AN19.MIX.im4,Mandarin,Sino-Tibetan,0.0001188030437277207,4
ey,AN19.MIX.im5,Turkish,Turkic,0.0009705991508095124,6
ey,AN19.MIX.im6,Hindi,Indo-Aryan,8.629697613455924e-05,6
ey,AN19.SPA.sf1,Spanish,Romance,3.373640586474495e-05,6
ey,AN19.SPA.sf2,Spanish,Romance,4.272440566983752e-07,5
ey,AN19.SPA.sf3,Spanish,Romance,0.0012046594432013505,6
ey,AN19.SPA.sf4,Spanish,Romance,0.00016063335533499762,6
ey,AN19.SPA.sf5,Spanish,Romance,0.006133912380159497,6
ey,AN19.SPA.sf6,Spanish,Romance,0.00010134824041948508,6
ey,AN19.SPA.sm2,Spanish,Romance,4.115040349525551e-06,5
ey,AN19.SPA.sm3,Spanish,Romance,6.83209005736717e-05,5
ey,AN19.SPA.sm4,Spanish,Romance,0.000725730767080578,4
ey,AN19.SPA.sm5,Spanish,Romance,0.00035610833829509566,6
ey,AN19.SPA.sm6,Spanish,Romance,0.007250280814196773,6
ey,AN19.SPA.sm7,Spanish,Romance,0.00012751832002350145,6
f,AN19.KOR.kf1,Korean,Koreanic,1.5651103636481584e-07,4
f,AN19.KOR.kf2,Korean,Koreanic,1.7346233040353335e-07,3
f,AN19.KOR.kf3,Korean,Koreanic,1.974675748420408e-06,1
f,AN19.KOR.kf4,Korean,Koreanic,0.00012429507756639898,4
f,AN19.KOR.kf5,Korean,Koreanic,1.0022087235001659e-05,4
f,AN19.KOR.kf6,Korean,Koreanic,5.822524940930299e-05,4
f,AN19.KOR.km1,Korean,Koreanic,4.0621593247877075e-05,3
f,AN19.KOR.km2,Korean,Koreanic,0.0045792824114919825,4
f,AN19.KOR.km3,Korean,Koreanic,2.167729046380443e-09,3
f,AN19.KOR.km6,Korean,Koreanic,8.625861703850723e-07,4
f,AN19.KOR.km7,Korean,Koreanic,0.0002449925559327578,4
f,AN19.KOR.km8,Korean,Koreanic,3.1818723468196537e-06,4
f,AN19.MIX.if1,Albanian,Albanian,1.0314824243093553e-08,3
f,AN19.MIX.if2,Dutch,Germanic,1.2989986980838727e-07,4
f,AN19.MIX.if3,French,Romance,1.2372417543221288e-07,4
f,AN19.MIX.if4,German,Germanic,0.0005519530277416489,4
f,AN19.MIX.if5,Japanese,Japonic,1.043949833589549e-10,3
f,AN19.MIX.if6,Somali,Afro-Asiatic,3.741800853693434e-06,3
f,AN19.MIX.im1,Romanian,Romance,5.3538322211231425e-08,3
f,AN19.MIX.im2,Bengali,Indo-Aryan,3.8152801018243915e-08,2
f,AN19.MIX.im3,Russian,Slavic,6.756808528156097e-08,4
f,AN19.MIX.im4,Mandarin,Sino-Tibetan,1.683984527537469e-08,4
f,AN19.MIX.im5,Turkish,Turkic,6.750289511110226e-06,3
f,AN19.MIX.im6,Hindi,Indo-Aryan,2.3819160833863178e-06,4
f,AN19.SPA.sf1,Spanish,Romance,7.23412842192136e-10,4
f,AN19.SPA.sf2,Spanish,Romance,8.011840198326381e-13,3
f,AN19.SPA.sf3,Spanish,Romance,4.732022713423527e-08,4
f,AN19.SPA.sf4,Spanish,Romance,1.7946670766425303e-09,4
f,AN19.SPA.sf5,Spanish,Romance,1.2422675233754612e-07,4
f,AN19.SPA.sf6,Spanish,Romance,1.1189404266494356e-08,4
f,AN19.SPA.sm2,Spanish,Romance,2.572660094125238e-06,3
f,AN19.SPA.sm3,Spanish,Romance,1.299216894506292e-07,3
f,AN19.SPA.sm4,Spanish,Romance,8.164048623069309e-08,3
f,AN19.SPA.sm5,Spanish,Romance,1.2753610924461159e-05,4
f,AN19.SPA.sm6,Spanish,Romance,3.8596921372277964e-08,4
f,AN19.SPA.sm7,Spanish,Romance,3.5245996219349383e-06,3
g,AN19.KOR.kf1,Korean,Koreanic,5.122068344724422e-06,10
g,AN19.KOR.kf2,Korean,Koreanic,1.0990932511754171e-07,10
g,AN19.KOR.kf3,Korean,Koreanic,2.2285966982146617e-06,10
g,AN19.KOR.kf4,Korean,Koreanic,2.31101251658109e-05,10
g,AN19.KOR.kf5,Korean,Koreanic,3.236031312685699e-05,8
g,AN19.KOR.kf6,Korean,Koreanic,1.2936265140702308e-05,9
g,AN19.KOR.km1,Korean,Koreanic,1.2875598511150997e-07,7
g,AN19.KOR.km2,Korean,Koreanic,0.0007710933562405269,10
g,AN19.KOR.km3,Korean,Koreanic,8.505691767771423e-08,9
g,AN19.KOR.km6,Korean,Koreanic,9.398394023969232e-06,9
g,AN19.KOR.km7,Korean,Koreanic,0.0003240493614806158,10
g,AN19.KOR.km8,Korean,Koreanic,0.0036125702448058785,9
g,AN19.MIX.if1,Albanian,Albanian,0.00034424428991803094,10
g,AN19.MIX.if2,Dutch,Germanic,3.7195455327570684e-06,10
g,AN19.MIX.if3,French,Romance,0.00028230850086097097,8
g,AN19.MIX.if4,German,Germanic,0.00010452213395671146,9
g,AN19.MIX.if5,Japanese,Japonic,3.014892978786207e-06,8
g,AN19.MIX.if6,Somali,Afro-Asiatic,0.000328697749846142,8
g,AN19.MIX.im1,Romanian,Romance,7.66532857925778e-08,8
g,AN19.MIX.im2,Bengali,Indo-Aryan,0.0002020507336023269,8
g,AN19.MIX.im3,Russian,Slavic,4.962131064857989e-06,9
g,AN19.MIX.im4,Mandarin,Sino-Tibetan,0.0025054926575662035,10
g,AN19.MIX.im5,Turkish,Turkic,0.003476599578534662,8
g,AN19.MIX.im6,Hindi,Indo-Aryan,0.0012484386310669237,10
g,AN19.SPA.sf1,Spanish,Romance,8.27645271922716e-10,8
g,AN19.SPA.sf2,Spanish,Romance,6.297501927959848e-07,7
g,AN19.SPA.sf3,Spanish,Romance,7.597352645830576e-08,7
g,AN19.SPA.sf4,Spanish,Romance,0.004569869492103823,6
g,AN19.SPA.sf5,Spanish,Romance,1.878025781646922e-07,8
g,AN19.SPA.sf6,Spanish,Romance,0.00013750810696462333,8
g,AN19.SPA.sm2,Spanish,Romance,3.182304858161483e-07,6
g,AN19.SPA.sm3,Spanish,Romance,2.500355649238947e-08,6
g,AN19.SPA.sm4,Spanish,Romance,4.026088224357563e-05,8
g,AN19.SPA.sm5,Spanish,Romance,0.002023340128341151,10
g,AN19.SPA.sm6,Spanish,Romance,7.574960037709975e-07,10
g,AN19.SPA.sm7,Spanish,Romance,0.00017175615300122642,7
hh,AN19.KOR.kf1,Korean,Koreanic,5.567245046910904e-07,3
hh,AN19.KOR.kf2,Korean,Koreanic,0.020588077267805174,4
hh,AN19.KOR.kf3,Korean,Koreanic,8.704536188228456e-05,3
hh,AN19.KOR.kf4,Korean,Koreanic,2.988324175458241e-08,3
hh,AN19.KOR.kf5,Korean,Koreanic,0.0007107763146905238,4
hh,AN19.KOR.kf6,Korean,Koreanic,0.015195831879626302,4
hh,AN19.KOR.km1,Korean,Koreanic,4.0391335065179126e-06,3
hh,AN19.KOR.km2,Korean,Koreanic,0.0055275545115791,3
hh,AN19.KOR.km3,Korean,Koreanic,0.026734296787647535,4
hh,AN19.KOR.km6,Korean,Koreanic,0.0033252205150663895,4
hh,AN19.KOR.km7,Korean,Koreanic,0.034960718899420075,4
hh,AN19.KOR.km8,Korean,Koreanic,0.004706408577422417,4
hh,AN19.MIX.if1,Albanian,Albanian,3.899264090106951e-09,2
hh,AN19.MIX.if2,Dutch,Germanic,0.015328203637838982,3
hh,AN19.MIX.if3,French,Romance,0.00895849387908685,4
hh,AN19.MIX.if4,German,Germanic,0.0020245457299184664,3
hh,AN19.MIX.if5,Japanese,Japonic,0.0003521613806437845,4
hh,AN19.MIX.if6,Somali,Afro-Asiatic,0.014934301700609581,4
hh,AN19.MIX.im1,Romanian,Romance,2.197374464559024e-13,3
hh,AN19.MIX.im2,Bengali,Indo-Aryan,0.0004964039990440576,4
hh,AN19.MIX.im3,Russian,Slavic,0.0002458143474487014,4
hh,AN19.MIX.im4,Mandarin,Sino-Tibetan,0.005943958814544067,4
hh,AN19.MIX.im5,Turkish,Turkic,0.009295427305763432,3
hh,AN19.MIX.im6,Hindi,Indo-Aryan,0.006279653032765718,4
hh,AN19.SPA.sf1,Spanish,Romance,3.2393049940167536e-06,4
hh,AN19.SPA.sf2,Spanish,Romance,0.0006722031515944575,2
hh,AN19.SPA.sf3,Spanish,Romance,0.00039152378635091137,2
hh,AN19.SPA.sf4,Spanish,Romance,2.131699849079392e-08,3
hh,AN19.SPA.sf5,Spanish,Romance,0.0007192729972593556,4
hh,AN19.SPA.sf6,Spanish,Romance,0.0032263202242165737,4
hh,AN19.SPA.sm2,Spanish,Romance,3.9434211328425024e-05,4
hh,AN19.SPA.sm3,Spanish,Romance,1.9077729929888794e-08,2
hh,AN19.SPA.sm4,Spanish,Romance,0.0014120681848340264,4
hh,AN19.SPA.sm5,Spanish,Romance,3.5394520667016575e-05,4
hh,AN19.SPA.sm6,Spanish,Romance,0.008396561504373602,4
hh,AN19.SPA.sm7,Spanish,Romance,3.187373229798302e-09,2
ih,AN19.KOR.kf1,Korean,Koreanic,4.074411549863308e-05,5
ih,AN19.KOR.kf2,Korean,Koreanic,3.4961518182247395e-05,5
ih,AN19.KOR.kf3,Korean,Koreanic,7.224907546973145e-08,4
ih,AN19.KOR.kf4,Korean,Koreanic,5.733641010482532e-16,1
ih,AN19.KOR.kf5,Korean,Koreanic,1.349355829797475e-05,5
ih,AN19.KOR.kf6,Korean,Koreanic,0.0004332302047912647,3
ih,AN19.KOR.km1,Korean,Koreanic,1.167759968977343e-06,3
ih,AN19.KOR.km2,Korean,Koreanic,0.008730967708463475,4
ih,AN19.KOR.km3,Korean,Koreanic,9.821910870840426e-09,5
ih,AN19.KOR.km6,Korean,Koreanic,1.591946309871712e-05,5
ih,AN19.KOR.km7,Korean,Koreanic,0.023348860355340097,5
ih,AN19.KOR.km8,Korean,Koreanic,0.007727943208245716,6
ih,AN19.MIX.if1,Albanian,Albanian,4.863917347783817e-07,3
ih,AN19.MIX.if2,Dutch,Germanic,8.835219579782771e-08,4
ih,AN19.MIX.if3,French,Romance,2.1060433812187348e-06,4
ih,AN19.MIX.if4,German,Germanic,7.611673227361496e-06,4
ih,AN19.MIX.if5,Japanese,Japonic,0.0012547493253564838,5
ih,AN19.MIX.if6,Somali,Afro-Asiatic,0.008652358533584037,5
ih,AN19.MIX.im1,Romanian,Romance,2.359439323202646e-05,4
ih,AN19.MIX.im2,Bengali,Indo-Aryan,2.0508118566707797e-05,4
ih,AN19.MIX.im3,Russian,Slavic,0.01423561805341396,3
ih,AN19.MIX.im4,Mandarin,Sino-Tibetan,0.008105814101877362,5
ih,AN19.MIX.im5,Turkish,Turkic,0.001854013461627145,4
ih,AN19.MIX.im6,Hindi,Indo-Aryan,2.100535230644686e-05,5
ih,AN19.SPA.sf1,Spanish,Romance,3.005172881114492e-08,5
ih,AN19.SPA.sf2,Spanish,Romance,2.9821459553038626e-07,4
ih,AN19.SPA.sf3,Spanish,Romance,6.299634782651691e-08,4
ih,AN19.SPA.sf4,Spanish,Romance,1.4515418783819147e-08,3
ih,AN19.SPA.sf5,Spanish,Romance,0.010152003264193707,6
ih,AN19.SPA.sf6,Spanish,Romance,1.4989330947396149e-09,5
ih,AN19.SPA.sm2,Spanish,Romance,0.017454027639642152,6
ih,AN19.SPA.sm3,Spanish,Romance,4.298044425084909e-15,5
ih,AN19.SPA.sm4,Spanish,Romance,1.3643143517936948e-08,5
ih,AN19.SPA.sm5,Spanish,Romance,0.0014384733478931412,6
ih,AN19.SPA.sm6,Spanish,Romance,4.278438591091934e-16,3
ih,AN19.SPA.sm7,Spanish,Romance,6.260130914400688e-10,5
iy,AN19.KOR.kf1,Korean,Koreanic,0.0005560036568183134,6
iy,AN19.KOR.kf2,Korean,Koreanic,0.0015138834652612839,7
iy,AN19.KOR.kf3,Korean,Koreanic,0.0015247637832950082,6
iy,AN19.KOR.kf4,Korean,Koreanic,0.0010652710970949454,4
iy,AN19.KOR.kf5,Korean,Koreanic,0.00017809514902825392,7
iy,AN19.KOR.kf6,Korean,Koreanic,0.0007229207750519082,9
iy,AN19.KOR.km1,Korean,Koreanic,3.555156654605605e-06,7
iy,AN19.KOR.km2,Korean,Koreanic,0.002755537207920461,9
iy,AN19.KOR.km3,Korean,Koreanic,4.6216988013966545e-05,8
iy,AN19.KOR.km6,Korean,Koreanic,0.0002514105608145251,7
iy,AN19.KOR.km7,Korean,Koreanic,0.0033294107163805145,8
iy,AN19.KOR.km8,Korean,Koreanic,0.00010518484911143969,7
iy,AN19.MIX.if1,Albanian,Albanian,0.008625931752336249,6
iy,AN19.MIX.if2,Dutch,Germanic,3.94850100275784e-07,5
iy,AN19.MIX.if3,French,Romance,2.251962958264183e-08,6
iy,AN19.MIX.if4,German,Germanic,0.025052524313849158,4
iy,AN19.MIX.if5,Japanese,Japonic,2.7645109881238708e-05,8
iy,AN19.MIX.if6,Somali,Afro-Asiatic,0.006836667149038435,9
iy,AN19.MIX.im1,Romanian,Romance,0.0003120124398305726,8
iy,AN19.MIX.im2,Bengali,Indo-Aryan,9.306919489699585e-08,6
iy,AN19.MIX.im3,Russian,Slavic,0.0006549378061788092,9
iy,AN19.MIX.im4,Mandarin,Sino-Tibetan,5.579862835410077e-05,7
iy,AN19.MIX.im5,Turkish,Turkic,0.004303394920064129,8
iy,AN19.MIX.im6,Hindi,Indo-Aryan,0.000338993768210992,8
iy,AN19.SPA.sf1,Spanish,Romance,3.3286644246122487e-05,6
iy,AN19.SPA.sf2,Spanish,Romance,0.00026973530808109807,8
iy,AN19.SPA.sf3,Spanish,Romance,0.00023487392851593162,8
iy,AN19.SPA.sf4,Spanish,Romance,3.999869827522373e-06,6
iy,AN19.SPA.sf5,Spanish,Romance,5.318944359272891e-06,6
iy,AN19.SPA.sf6,Spanish,Romance,0.00057066691406415,8
iy,AN19.SPA.sm2,Spanish,Romance,0.00347787389454442,7
iy,AN19.SPA.sm3,Spanish,Romance,0.00028076546186440917,8
iy,AN19.SPA.sm4,Spanish,Romance,0.00047206331283360716,7
iy,AN19.SPA.sm5,Spanish,Romance,0.002486375455693558,7
iy,AN19.SPA.sm6,Spanish,Romance,0.0011979896855833776,8
iy,AN19.SPA.sm7,Spanish,Romance,4.0165660810121526e-05,9
jh,AN19.KOR.kf1,Korean,Koreanic,0.026897088584006714,4
jh,AN19.KOR.kf2,Korean,Koreanic,0.0008688638009298562,2
jh,AN19.KOR.kf3,Korean,Koreanic,2.8027605456482114e-05,4
jh,AN19.KOR.kf4,Korean,Koreanic,1.9239243229806735e-05,2
jh,AN19.KOR.kf5,Korean,Koreanic,0.010658058463549,4
jh,AN19.KOR.kf6,Korean,Koreanic,2.0649899196595148e-06,3
jh,AN19.KOR.km1,Korean,Koreanic,0.016195491068606155,4
jh,AN19.KOR.km2,Korean,Koreanic,0.026345714489864825,4
jh,AN19.KOR.km3,Korean,Koreanic,0.03473447914722743,4
jh,AN19.KOR.km6,Korean,Koreanic,0.002244232104768308,4
jh,AN19.KOR.km7,Korean,Koreanic,0.028760260796212658,3
jh,AN19.KOR.km8,Korean,Koreanic,2.16454535448305e-06,3
jh,AN19.MIX.if1,Albanian,Albanian,0.00012336221599666672,3
jh,AN19.MIX.if2,Dutch,Germanic,0.00026119127070580556,4
jh,AN19.MIX.if3,French,Romance,0.00010888792865852053,3
jh,AN19.MIX.if4,German,Germanic,0.03598552784239863,3
jh,AN19.MIX.if5,Japanese,Japonic,3.096438316131664e-09,2
jh,AN19.MIX.if6,Somali,Afro-Asiatic,0.0015204424618548804,3
jh,AN19.MIX.im1,Romanian,Romance,1.2774652001764878e-05,4
jh,AN19.MIX.im2,Bengali,Indo-Aryan,1.8793827290964807e-10,3
jh,AN19.MIX.im3,Russian,Slavic,3.612651239684815e-05,4
jh,AN19.MIX.im4,Mandarin,Sino-Tibetan,0.02799113757720987,4
jh,AN19.MIX.im5,Turkish,Turkic,0.0023731898278898725,4
jh,AN19.MIX.im6,Hindi,Indo-Aryan,1.3284195754583e-09,3
jh,AN19.SPA.sf1,Spanish,Romance,0.011756921530256094,4
jh,AN19.SPA.sf2,Spanish,Romance,6.155043756226329e-07,3
jh,AN19.SPA.sf3,Spanish,Romance,2.516310134393465e-06,3
jh,AN19.SPA.sf4,Spanish,Romance,3.2600148332968385e-05,4
jh,AN19.SPA.sf5,Spanish,Romance,0.04832482669145847,4
jh,AN19.SPA.sf6,Spanish,Romance,0.02819726725168285,4
jh,AN19.SPA.sm2,Spanish,Romance,0.0011600929814350766,3
jh,AN19.SPA.sm3,Spanish,Romance,4.974424914425997e-10,4
jh,AN19.SPA.sm4,Spanish,Romance,0.04090073443611706,3
jh,AN19.SPA.sm5,Spanish,Romance,2.8239811381000164e-11,4
jh,AN19.SPA.sm6,Spanish,Romance,4.9781131657264434e-06,4
jh,AN19.SPA.sm7,Spanish,Romance,0.014291437818168391,3
k,AN19.KOR.kf1,Korean,Koreanic,4.520258373336221e-05,5
k,AN19.KOR.kf2,Korean,Koreanic,0.0005498571307115453,7
k,AN19.KOR.kf3,Korean,Koreanic,1.7383390195660355e-05,7
k,AN19.KOR.kf4,Korean,Koreanic,1.5238173770370816e-07,7
k,AN19.KOR.kf5,Korean,Koreanic,0.0006385553096664516,8
k,AN19.KOR.kf6,Korean,Koreanic,3.438289305405231e-05,6
k,AN19.KOR.km1,Korean,Koreanic,7.600957579899126e-08,7
k,AN19.KOR.km2,Korean,Koreanic,0.008414288323307682,8
k,AN19.KOR.km3,Korean,Koreanic,0.005712301549850461,6
k,AN19.KOR.km6,Korean,Koreanic,0.0003925692839437095,7
k,AN19.KOR.km7,Korean,Koreanic,7.149710941225907e-06,8
k,AN19.KOR.km8,Korean,Koreanic,0.005328350720370274,6
k,AN19.MIX.if1,Albanian,Albanian,4.1465578265708663e-05,6
k,AN19.MIX.if2,Dutch,Germanic,1.7396702663495127e-06,6
k,AN19.MIX.if3,French,Romance,1.4092321637569986e-05,7
k,AN19.MIX.if4,German,Germanic,0.00042117512304231915,5
k,AN19.MIX.if5,Japanese,Japonic,1.7342018214711455e-05,8
k,AN19.MIX.if6,Somali,Afro-Asiatic,0.006693149456133988,6
k,AN19.MIX.im1,Romanian,Romance,5.707962371173302e-06,8
k,AN19.MIX.im2,Bengali,Indo-Aryan,0.0001040648085169382,6
k,AN19.MIX.im3,Russian,Slavic,9.447349302491973e-07,7
k,AN19.MIX.im4,Mandarin,Sino-Tibetan,0.0013428486798681156,8
k,AN19.MIX.im5,Turkish,Turkic,1.5160834161644119e-05,8
k,AN19.MIX.im6,Hindi,Indo-Aryan,0.00015518261191259201,8
k,AN19.SPA.sf1,Spanish,Romance,0.000304434728585511,7
k,AN19.SPA.sf2,Spanish,Romance,0.00131411680330191,7
k,AN19.SPA.sf3,Spanish,Romance,2.8598646494709752e-05,7
k,AN19.SPA.sf4,Spanish,Romance,5.195420582108968e-09,8
k,AN19.SPA.sf5,Spanish,Romance,0.0005021794258028001,5
k,AN19.SPA.sf6,Spanish,Romance,0.001042586621462646,5
k,AN19.SPA.sm2,Spanish,Romance,9.528108277009754e-05,7
k,AN19.SPA.sm3,Spanish,Romance,1.4228835027435306e-05,6
k,AN19.SPA.sm4,Spanish,Romance,5.606866993738141e-06,6
k,AN19.SPA.sm5,Spanish,Romance,0.00015925731073108585,6
k,AN19.SPA.sm6,Spanish,Romance,0.000484100296411511,7
k,AN19.SPA.sm7,Spanish,Romance,0.001090183818073885,7
l,AN19.KOR.kf1,Korean,Koreanic,8.310154604514456e-05,3
l,AN19.KOR.kf2,Korean,Koreanic,0.0014652921000957565,3
l,AN19.KOR.kf3,Korean,Koreanic,0.0008898478521484751,3
l,AN19.KOR.kf4,Korean,Koreanic,5.800432850756407e-06,3
l,AN19.KOR.kf5,Korean,Koreanic,0.0014501982996906974,3
l,AN19.KOR.kf6,Korean,Koreanic,0.00171389220065505,2
l,AN19.KOR.km1,Korean,Koreanic,5.279309694738139e-10,2
l,AN19.KOR.km2,Korean,Koreanic,0.0007799811883707581,2
l,AN19.KOR.km3,Korean,Koreanic,0.000292528810197818,3
l,AN19.KOR.km6,Korean,Koreanic,0.00032384669415538164,3
l,AN19.KOR.km7,Korean,Koreanic,0.0023115392306873026,3
l,AN19.KOR.km8,Korean,Koreanic,9.559412456008337e-08,3
l,AN19.MIX.if1,Albanian,Albanian,0.00030938012124574234,3
l,AN19.MIX.if2,Dutch,Germanic,0.0007575361293352334,3
l,AN19.MIX.if3,French,Romance,6.434655177134752e-05,3
l,AN19.MIX.if4,German,Germanic,0.0032677388272026576,3
l,AN19.MIX.if5,Japanese,Japonic,9.827232299572433e-09,2
l,AN19.MIX.if6,Somali,Afro-Asiatic,0.012404017702818912,3
l,AN19.MIX.im1,Romanian,Romance,1.4070894153082028e-17,2
l,AN19.MIX.im2,Bengali,Indo-Aryan,0.0018621521741465986,3
l,AN19.MIX.im3,Russian,Slavic,7.249653690923948e-06,3
l,AN19.MIX.im4,Mandarin,Sino-Tibetan,5.330908429206935e-07,2
l,AN19.MIX.im5,Turkish,Turkic,5.822662539460953e-05,3
l,AN19.MIX.im6,Hindi,Indo-Aryan,0.00042661627367035254,3
l,AN19.SPA.sf1,Spanish,Romance,0.0001577683104831335,3
l,AN19.SPA.sf3,Spanish,Romance,1.3666649275495326e-05,2
l,AN19.SPA.sf4,Spanish,Romance,0.00038884144361278665,3
l,AN19.SPA.sf5,Spanish,Romance,0.0002433709335823649,3
l,AN19.SPA.sf6,Spanish,Romance,8.355279194100786e-05,2
l,AN19.SPA.sm2,Spanish,Romance,0.004217400547719048,3
l,AN19.SPA.sm3,Spanish,Romance,0.0029132901101349,2
l,AN19.SPA.sm4,Spanish,Romance,8.634424445635723e-05,2
l,AN19.SPA.sm5,Spanish,Romance,3.01122321971361e-09,2
l,AN19.SPA.sm6,Spanish,Romance,3.3715336993346705e-05,3
l,AN19.SPA.sm7,Spanish,Romance,0.00013414196767241862,3
m,AN19.KOR.kf1,Korean,Koreanic,0.0016503047646809713,7
m,AN19.KOR.kf2,Korean,Koreanic,7.910163594537885e-06,8
m,AN19.KOR.kf3,Korean,Koreanic,1.1086971843800511e-07,8
m,AN19.KOR.kf4,Korean,Koreanic,0.015713075580320313,6
m,AN19.KOR.kf5,Korean,Koreanic,4.710596045944757e-06,7
m,AN19.KOR.kf6,Korean,Koreanic,1.991066652694607e-06,7
m,AN19.KOR.km1,Korean,Koreanic,1.1645844877312726e-08,9
m,AN19.KOR.km2,Korean,Koreanic,4.816165081962471e-05,7
m,AN19.KOR.km3,Korean,Koreanic,0.01070984641453729,7
m,AN19.KOR.km6,Korean,Koreanic,5.398957029790372e-07,7
m,AN19.KOR.km7,Korean,Koreanic,2.0122259168453904e-05,8
m,AN19.KOR.km8,Korean,Koreanic,0.00015830616979633445,9
m,AN19.MIX.if1,Albanian,Albanian,0.0030450437254922517,8
m,AN19.MIX.if2,Dutch,Germanic,0.0028859657844457725,7
m,AN19.MIX.if3,French,Romance,0.008383631342527583,8
m,AN19.MIX.if4,German,Germanic,0.01571268123841896,8
m,AN19.MIX.if5,Japanese,Japonic,4.78459053580586e-05,9
m,AN19.MIX.if6,Somali,Afro-Asiatic,0.001677056017015602,9
m,AN19.MIX.im1,Romanian,Romance,0.0008345694496555772,9
m,AN19.MIX.im2,Bengali,Indo-Aryan,6.6627638442024e-10,6
m,AN19.MIX.im3,Russian,Slavic,8.552311541375157e-05,8
m,AN19.MIX.im4,Mandarin,Sino-Tibetan,3.896864675875936e-06,8
m,AN19.MIX.im5,Turkish,Turkic,0.0004942733998476894,8
m,AN19.MIX.im6,Hindi,Indo-Aryan,0.005743125426176832,9
m,AN19.SPA.sf1,Spanish,Romance,6.457720215872868e-07,7
m,AN19.SPA.sf2,Spanish,Romance,5.487858088165302e-05,9
m,AN19.SPA.sf3,Spanish,Romance,1.6618473350149518e-06,8
m,AN19.SPA.sf4,Spanish,Romance,5.821468734336128e-07,8
m,AN19.SPA.sf5,Spanish,Romance,0.019688983990171386,8
m,AN19.SPA.sf6,Spanish,Romance,0.00029319258938359565,7
m,AN19.SPA.sm2,Spanish,Romance,0.0032106537264974585,8
m,AN19.SPA.sm3,Spanish,Romance,4.033795252802199e-06,9
m,AN19.SPA.sm4,Spanish,Romance,0.00012650213313833233,8
m,AN19.SPA.sm5,Spanish,Romance,0.0001097414405868956,6
m,AN19.SPA.sm6,Spanish,Romance,0.00036361971835296834,7
m,AN19.SPA.sm7,Spanish,Romance,0.017585582984040345,8
n,AN19.KOR.kf1,Korean,Koreanic,7.04715387698822e-07,1
n,AN19.KOR.kf2,Korean,Koreanic,0.0007451152159016,1
n,AN19.KOR.kf3,Korean,Koreanic,4.878918397742776e-14,2
n,AN19.KOR.kf4,Korean,Koreanic,0.006971884327675542,2
n,AN19.KOR.kf5,Korean,Koreanic,0.0100065243886233,1
n,AN19.KOR.kf6,Korean,Koreanic,1.0218695869942684e-11,1
n,AN19.KOR.km1,Korean,Koreanic,3.931594100613093e-06,2
n,AN19.KOR.km2,Korean,Koreanic,8.044971252598907e-07,2
n,AN19.KOR.km3,Korean,Koreanic,0.00013579061013306871,2
n,AN19.KOR.km7,Korean,Koreanic,0.0055766850563154,1
n,AN19.KOR.km8,Korean,Koreanic,2.0972168882473284e-06,1
n,AN19.MIX.if1,Albanian,Albanian,0.00035990598441506345,2
n,AN19.MIX.if2,Dutch,Germanic,6.37706413137925e-14,2
n,AN19.MIX.if3,French,Romance,3.382439330197172e-07,1
n,AN19.MIX.if4,German,Germanic,0.0213522215401722,1
n,AN19.MIX.if5,Japanese,Japonic,5.894929702023346e-16,2
n,AN19.MIX.if6,Somali,Afro-Asiatic,2.4010493804114995e-05,1
n,AN19.MIX.im1,Romanian,Romance,0.0008982905586849,2
n,AN19.MIX.im3,Russian,Slavic,2.968451830753512e-06,1
n,AN19.MIX.im4,Mandarin,Sino-Tibetan,9.6837490501781e-07,2
n,AN19.MIX.im5,Turkish,Turkic,7.245913447528418e-20,1
n,AN19.MIX.im6,Hindi,Indo-Aryan,5.56022638294714e-06,2
n,AN19.SPA.sf1,Spanish,Romance,1.036901563261519e-08,1
n,AN19.SPA.sf2,Spanish,Romance,4.928385836334141e-19,1
n,AN19.SPA.sf4,Spanish,Romance,2.6077423914880037e-11,2
n,AN19.SPA.sf5,Spanish,Romance,1.80901982423867e-18,1
n,AN19.SPA.sf6,Spanish,Romance,2.31785761357798e-06,1
n,AN19.SPA.sm3,Spanish,Romance,2.93049071273584e-14,1
n,AN19.SPA.sm4,Spanish,Romance,1.3539751952464565e-06,2
n,AN19.SPA.sm5,Spanish,Romance,5.076942313031969e-05,1
n,AN19.SPA.sm6,Spanish,Romance,3.3080340774260625e-05,2
ng,AN19.KOR.kf1,Korean,Koreanic,1.7879066366763362e-08,1
ng,AN19.KOR.kf2,Korean,Koreanic,1.1700167547524147e-30,2
ng,AN19.KOR.kf3,Korean,Koreanic,2.7299683859914496e-09,2
ng,AN19.KOR.kf4,Korean,Koreanic,0.001458992062859428,2
ng,AN19.KOR.kf5,Korean,Koreanic,2.908113778773105e-07,1
ng,AN19.KOR.kf6,Korean,Koreanic,1.4398314306617333e-07,2
ng,AN19.KOR.km1,Korean,Koreanic,2.5999989132098324e-06,2
ng,AN19.KOR.km2,Korean,Koreanic,1.1617864485409964e-06,2
ng,AN19.KOR.km3,Korean,Koreanic,9.061864890842618e-07,2
ng,AN19.KOR.km6,Korean,Koreanic,1.8986891298137924e-07,1
ng,AN19.KOR.km7,Korean,Koreanic,4.924729341816469e-10,1
ng,AN19.KOR.km8,Korean,Koreanic,1.7471785567823786e-06,1
ng,AN19.MIX.if1,Albanian,Albanian,3.1608612326077072e-06,1
ng,AN19.MIX.if2,Dutch,Germanic,1.5606486539318453e-05,2
