R_version,lme4_version,input_path,n_input_rows,dataset_id,talker_strategy,predictor_column,predictor_direction,predictor_term,model_set,parallel_jobs,feature_count
R version 4.4.1 (2024-06-14 ucrt),1.1.35.5,C:\Users\Alex\Documents\GitHub\cross-talker-generalization-final-review-2026-08-21\cross_talker_generalization\analysis_update_2026-09-17\acoustic_diagnostic\within_condition\c1\m\r\f-5370270988\model_input.csv,955,AN19,random_intercept,raw_distance,-1,similarity_z,predictor_only,2,2
