dataset_id,participant_id,presentation_index,segment_id,source_filename,source_condition,source_list,source_trial,order_status
X21,X21.1de673c83b35f6c2d0fd066baef200ae,62,X21.CMN.CMN_M_021.HT1_S025,talker_CMN_M_021/ALL_021_M_CMN_ENG_HT1_S025,Multi-talker,a_rev,62,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,63,X21.CMN.CMN_M_032.HT1_S041,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S041,Multi-talker,a_rev,63,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,64,X21.CMN.CMN_M_037.HT1_S023,talker_CMN_M_037/ALL_037_M_CMN_ENG_HT1_S023,Multi-talker,a_rev,64,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,65,X21.CMN.CMN_M_021.HT1_S041,talker_CMN_M_021/ALL_021_M_CMN_ENG_HT1_S041,Multi-talker,a_rev,65,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,66,X21.CMN.CMN_M_016.HT1_S031,talker_CMN_M_016/ALL_016_M_CMN_ENG_HT1_S031,Multi-talker,a_rev,66,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,67,X21.CMN.CMN_M_043.HT1_S027,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S027,Multi-talker,a_rev,67,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,68,X21.CMN.CMN_M_021.HT1_S019,talker_CMN_M_021/ALL_021_M_CMN_ENG_HT1_S019,Multi-talker,a_rev,68,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,69,X21.CMN.CMN_M_037.HT1_S032,talker_CMN_M_037/ALL_037_M_CMN_ENG_HT1_S032,Multi-talker,a_rev,69,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,70,X21.CMN.CMN_M_043.HT1_S018,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S018,Multi-talker,a_rev,70,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,71,X21.CMN.CMN_M_037.HT1_S038,talker_CMN_M_037/ALL_037_M_CMN_ENG_HT1_S038,Multi-talker,a_rev,71,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,72,X21.CMN.CMN_M_032.HT1_S022,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S022,Multi-talker,a_rev,72,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,73,X21.CMN.CMN_M_037.HT1_S029,talker_CMN_M_037/ALL_037_M_CMN_ENG_HT1_S029,Multi-talker,a_rev,73,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,74,X21.CMN.CMN_M_032.HT1_S020,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S020,Multi-talker,a_rev,74,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,75,X21.CMN.CMN_M_021.HT1_S023,talker_CMN_M_021/ALL_021_M_CMN_ENG_HT1_S023,Multi-talker,a_rev,75,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,76,X21.CMN.CMN_M_032.HT1_S025,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S025,Multi-talker,a_rev,76,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,77,X21.CMN.CMN_M_016.HT1_S021,talker_CMN_M_016/ALL_016_M_CMN_ENG_HT1_S021,Multi-talker,a_rev,77,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,78,X21.CMN.CMN_M_037.HT1_S030,talker_CMN_M_037/ALL_037_M_CMN_ENG_HT1_S030,Multi-talker,a_rev,78,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,79,X21.CMN.CMN_M_016.HT1_S026,talker_CMN_M_016/ALL_016_M_CMN_ENG_HT1_S026,Multi-talker,a_rev,79,available
X21,X21.1de673c83b35f6c2d0fd066baef200ae,80,X21.CMN.CMN_M_043.HT1_S028,talker_CMN_M_043/ALL_043_M_CMN_ENG_HT1_S028,Multi-talker,a_rev,80,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,1,X21.CMN.CMN_M_032.HT1_S025,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S025,Talker-specific,a_rev,1,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,2,X21.CMN.CMN_M_032.HT1_S018,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,2,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,3,X21.CMN.CMN_M_032.HT1_S020,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,3,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,4,X21.CMN.CMN_M_032.HT1_S023,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S023,Talker-specific,a_rev,4,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,5,X21.CMN.CMN_M_032.HT1_S029,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S029,Talker-specific,a_rev,5,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,6,X21.CMN.CMN_M_032.HT1_S026,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,6,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,7,X21.CMN.CMN_M_032.HT1_S028,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,7,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,8,X21.CMN.CMN_M_032.HT1_S021,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,8,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,9,X21.CMN.CMN_M_032.HT1_S019,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,9,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,10,X21.CMN.CMN_M_032.HT1_S032,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,10,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,11,X21.CMN.CMN_M_032.HT1_S031,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,11,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,12,X21.CMN.CMN_M_032.HT1_S038,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,12,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,13,X21.CMN.CMN_M_032.HT1_S030,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S030,Talker-specific,a_rev,13,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,14,X21.CMN.CMN_M_032.HT1_S022,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S022,Talker-specific,a_rev,14,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,15,X21.CMN.CMN_M_032.HT1_S041,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S041,Talker-specific,a_rev,15,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,16,X21.CMN.CMN_M_032.HT1_S027,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S027,Talker-specific,a_rev,16,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,17,X21.CMN.CMN_M_032.HT1_S026,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,17,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,18,X21.CMN.CMN_M_032.HT1_S019,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,18,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,19,X21.CMN.CMN_M_032.HT1_S031,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,19,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,20,X21.CMN.CMN_M_032.HT1_S028,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,20,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,21,X21.CMN.CMN_M_032.HT1_S020,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,21,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,22,X21.CMN.CMN_M_032.HT1_S032,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,22,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,23,X21.CMN.CMN_M_032.HT1_S018,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,23,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,24,X21.CMN.CMN_M_032.HT1_S038,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,24,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,25,X21.CMN.CMN_M_032.HT1_S021,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,25,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,26,X21.CMN.CMN_M_032.HT1_S041,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S041,Talker-specific,a_rev,26,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,27,X21.CMN.CMN_M_032.HT1_S025,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S025,Talker-specific,a_rev,27,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,28,X21.CMN.CMN_M_032.HT1_S027,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S027,Talker-specific,a_rev,28,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,29,X21.CMN.CMN_M_032.HT1_S030,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S030,Talker-specific,a_rev,29,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,30,X21.CMN.CMN_M_032.HT1_S029,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S029,Talker-specific,a_rev,30,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,31,X21.CMN.CMN_M_032.HT1_S022,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S022,Talker-specific,a_rev,31,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,32,X21.CMN.CMN_M_032.HT1_S023,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S023,Talker-specific,a_rev,32,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,33,X21.CMN.CMN_M_032.HT1_S020,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,33,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,34,X21.CMN.CMN_M_032.HT1_S029,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S029,Talker-specific,a_rev,34,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,35,X21.CMN.CMN_M_032.HT1_S031,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,35,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,36,X21.CMN.CMN_M_032.HT1_S021,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,36,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,37,X21.CMN.CMN_M_032.HT1_S032,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,37,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,38,X21.CMN.CMN_M_032.HT1_S028,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,38,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,39,X21.CMN.CMN_M_032.HT1_S026,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,39,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,40,X21.CMN.CMN_M_032.HT1_S038,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,40,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,41,X21.CMN.CMN_M_032.HT1_S027,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S027,Talker-specific,a_rev,41,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,42,X21.CMN.CMN_M_032.HT1_S019,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,42,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,43,X21.CMN.CMN_M_032.HT1_S041,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S041,Talker-specific,a_rev,43,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,44,X21.CMN.CMN_M_032.HT1_S023,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S023,Talker-specific,a_rev,44,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,45,X21.CMN.CMN_M_032.HT1_S018,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,45,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,46,X21.CMN.CMN_M_032.HT1_S025,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S025,Talker-specific,a_rev,46,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,47,X21.CMN.CMN_M_032.HT1_S022,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S022,Talker-specific,a_rev,47,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,48,X21.CMN.CMN_M_032.HT1_S030,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S030,Talker-specific,a_rev,48,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,49,X21.CMN.CMN_M_032.HT1_S031,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,49,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,50,X21.CMN.CMN_M_032.HT1_S029,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S029,Talker-specific,a_rev,50,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,51,X21.CMN.CMN_M_032.HT1_S022,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S022,Talker-specific,a_rev,51,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,52,X21.CMN.CMN_M_032.HT1_S027,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S027,Talker-specific,a_rev,52,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,53,X21.CMN.CMN_M_032.HT1_S028,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,53,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,54,X21.CMN.CMN_M_032.HT1_S021,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,54,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,55,X21.CMN.CMN_M_032.HT1_S020,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,55,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,56,X21.CMN.CMN_M_032.HT1_S030,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S030,Talker-specific,a_rev,56,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,57,X21.CMN.CMN_M_032.HT1_S019,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,57,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,58,X21.CMN.CMN_M_032.HT1_S026,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,58,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,59,X21.CMN.CMN_M_032.HT1_S032,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,59,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,60,X21.CMN.CMN_M_032.HT1_S038,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,60,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,61,X21.CMN.CMN_M_032.HT1_S018,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,61,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,62,X21.CMN.CMN_M_032.HT1_S025,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S025,Talker-specific,a_rev,62,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,63,X21.CMN.CMN_M_032.HT1_S041,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S041,Talker-specific,a_rev,63,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,64,X21.CMN.CMN_M_032.HT1_S023,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S023,Talker-specific,a_rev,64,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,65,X21.CMN.CMN_M_032.HT1_S041,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S041,Talker-specific,a_rev,65,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,66,X21.CMN.CMN_M_032.HT1_S031,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S031,Talker-specific,a_rev,66,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,67,X21.CMN.CMN_M_032.HT1_S027,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S027,Talker-specific,a_rev,67,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,68,X21.CMN.CMN_M_032.HT1_S019,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S019,Talker-specific,a_rev,68,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,69,X21.CMN.CMN_M_032.HT1_S032,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S032,Talker-specific,a_rev,69,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,70,X21.CMN.CMN_M_032.HT1_S018,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S018,Talker-specific,a_rev,70,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,71,X21.CMN.CMN_M_032.HT1_S038,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S038,Talker-specific,a_rev,71,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,72,X21.CMN.CMN_M_032.HT1_S022,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S022,Talker-specific,a_rev,72,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,73,X21.CMN.CMN_M_032.HT1_S029,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S029,Talker-specific,a_rev,73,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,74,X21.CMN.CMN_M_032.HT1_S020,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S020,Talker-specific,a_rev,74,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,75,X21.CMN.CMN_M_032.HT1_S023,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S023,Talker-specific,a_rev,75,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,76,X21.CMN.CMN_M_032.HT1_S025,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S025,Talker-specific,a_rev,76,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,77,X21.CMN.CMN_M_032.HT1_S021,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S021,Talker-specific,a_rev,77,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,78,X21.CMN.CMN_M_032.HT1_S030,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S030,Talker-specific,a_rev,78,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,79,X21.CMN.CMN_M_032.HT1_S026,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S026,Talker-specific,a_rev,79,available
X21,X21.1e5b66155efe1f5bde504c741b6eb9f4,80,X21.CMN.CMN_M_032.HT1_S028,talker_CMN_M_032/ALL_032_M_CMN_ENG_HT1_S028,Talker-specific,a_rev,80,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,1,X21.ENG.ENG_M_133.HT1_S025,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S025,Control,a_rev,1,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,2,X21.ENG.ENG_M_066.HT1_S018,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S018,Control,a_rev,2,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,3,X21.ENG.ENG_M_055.HT1_S020,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S020,Control,a_rev,3,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,4,X21.ENG.ENG_M_070.HT1_S023,talker_ENG_M_070/ALL_070_M_ENG_ENG_HT1_S023,Control,a_rev,4,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,5,X21.ENG.ENG_M_066.HT1_S029,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S029,Control,a_rev,5,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,6,X21.ENG.ENG_M_055.HT1_S026,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S026,Control,a_rev,6,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,7,X21.ENG.ENG_M_133.HT1_S028,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S028,Control,a_rev,7,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,8,X21.ENG.ENG_M_131.HT1_S021,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S021,Control,a_rev,8,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,9,X21.ENG.ENG_M_133.HT1_S019,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S019,Control,a_rev,9,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,10,X21.ENG.ENG_M_131.HT1_S032,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S032,Control,a_rev,10,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,11,X21.ENG.ENG_M_070.HT1_S031,talker_ENG_M_070/ALL_070_M_ENG_ENG_HT1_S031,Control,a_rev,11,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,12,X21.ENG.ENG_M_131.HT1_S038,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S038,Control,a_rev,12,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,13,X21.ENG.ENG_M_055.HT1_S030,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S030,Control,a_rev,13,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,14,X21.ENG.ENG_M_131.HT1_S022,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S022,Control,a_rev,14,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,15,X21.ENG.ENG_M_066.HT1_S041,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S041,Control,a_rev,15,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,16,X21.ENG.ENG_M_070.HT1_S027,talker_ENG_M_070/ALL_070_M_ENG_ENG_HT1_S027,Control,a_rev,16,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,17,X21.ENG.ENG_M_070.HT1_S026,talker_ENG_M_070/ALL_070_M_ENG_ENG_HT1_S026,Control,a_rev,17,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,18,X21.ENG.ENG_M_131.HT1_S019,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S019,Control,a_rev,18,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,19,X21.ENG.ENG_M_055.HT1_S031,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S031,Control,a_rev,19,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,20,X21.ENG.ENG_M_070.HT1_S028,talker_ENG_M_070/ALL_070_M_ENG_ENG_HT1_S028,Control,a_rev,20,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,21,X21.ENG.ENG_M_133.HT1_S020,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S020,Control,a_rev,21,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,22,X21.ENG.ENG_M_055.HT1_S032,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S032,Control,a_rev,22,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,23,X21.ENG.ENG_M_133.HT1_S018,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S018,Control,a_rev,23,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,24,X21.ENG.ENG_M_066.HT1_S038,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S038,Control,a_rev,24,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,25,X21.ENG.ENG_M_055.HT1_S021,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S021,Control,a_rev,25,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,26,X21.ENG.ENG_M_131.HT1_S041,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S041,Control,a_rev,26,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,27,X21.ENG.ENG_M_066.HT1_S025,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S025,Control,a_rev,27,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,28,X21.ENG.ENG_M_133.HT1_S027,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S027,Control,a_rev,28,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,29,X21.ENG.ENG_M_066.HT1_S030,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S030,Control,a_rev,29,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,30,X21.ENG.ENG_M_070.HT1_S029,talker_ENG_M_070/ALL_070_M_ENG_ENG_HT1_S029,Control,a_rev,30,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,31,X21.ENG.ENG_M_066.HT1_S022,talker_ENG_M_066/ALL_066_M_ENG_ENG_HT1_S022,Control,a_rev,31,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,32,X21.ENG.ENG_M_131.HT1_S023,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S023,Control,a_rev,32,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,33,X21.ENG.ENG_M_131.HT1_S020,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S020,Control,a_rev,33,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,34,X21.ENG.ENG_M_055.HT1_S029,talker_ENG_M_055/ALL_055_M_ENG_ENG_HT1_S029,Control,a_rev,34,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,35,X21.ENG.ENG_M_131.HT1_S031,talker_ENG_M_131/ALL_131_M_ENG_ENG_HT1_S031,Control,a_rev,35,available
X21,X21.1eacdd6a82b08a5adcb60f3fbc8967fc,36,X21.ENG.ENG_M_133.HT1_S021,talker_ENG_M_133/ALL_133_M_ENG_ENG_HT1_S021,Control,a_rev,36,available
