tau_index,k_index,tau,k,status,z,log_likelihood,kind,coefficient,std_error,singular,var_participant,var_item,n_rows,participants,n_word_responses,predictor_mean,predictor_sd,predictor_min,predictor_max,n_zero,n_one,fit_seconds,warnings,convergence,lme4_version,wall_seconds,flagged,z_stable,log_likelihood_stable,z_difference,log_likelihood_difference
1,23,0.625,0.0029212350150052,ok,4.54890182286481,-3892.31358475315,grid,5.09286451219044,1.11958110122127,False,0.881795783994356,2.59914033599967,10969.0,213.0,10969.0,0.948684964359442,0.0437937083630399,0.667130209712635,1.0,0.0,2679.0,10.29,,ok,1.1.35.5,11.922000000020487,False,4.54352559401554,-3892.31358488197,0.005376228849270248,1.2882037481176667e-07
1,24,0.625,0.0041984815351543,ok,4.57182881544371,-3892.26434415788,grid,3.69275308795991,0.80771901946235,False,0.881101943845238,2.59828299634502,10969.0,213.0,10969.0,0.927710096635271,0.0609261215744341,0.558921113937614,1.0,0.0,2679.0,7.3,,ok,1.1.35.5,8.155999999959022,False,4.55497213064393,-3892.26434416201,0.016856684799780197,4.130015440750867e-09
1,25,0.625,0.0060341763365451,ok,4.57448771007382,-3892.20184844941,grid,2.72085528211157,0.594789068100407,False,0.880170195192338,2.59729396732052,10969.0,213.0,10969.0,0.898998486888724,0.0836809918026085,0.433396121158221,1.0,0.0,2679.0,6.03,,ok,1.1.35.5,7.030999999959022,False,4.56932831548486,-3892.20184852511,0.005159394588959643,7.569997251266614e-08
1,26,0.625,0.008672488792828,ok,4.58847868593534,-3892.12686691354,grid,2.04780455806506,0.44629270357995,False,0.878953707748781,2.59632272225857,10969.0,213.0,10969.0,0.860478097510547,0.112980626850039,0.300691316903917,1.0,0.0,2679.0,7.14,,ok,1.1.35.5,8.187000000034459,False,4.58615561030179,-3892.12686677903,0.0023230756335497205,-1.345101736660581e-07
1,27,0.625,0.0124643460295013,ok,4.60369489481155,-3892.04431751232,grid,1.58404505993177,0.344081242594294,False,0.877430704439271,2.59574018911264,10969.0,213.0,10969.0,0.810210568014372,0.149171183602751,0.177803615402206,1.0,0.0,2679.0,6.15,,ok,1.1.35.5,7.047000000020489,False,4.60397536456205,-3892.04431730284,-0.00028046975049988987,-2.0947982193320058e-07
1,28,0.625,0.0179141104306328,not_started_budget,,,,,,,,,,,,,,,,,,,,,,,True,4.61954715976641,-3891.96582592037,,
1,29,0.625,0.0257466658709044,not_started_budget,,,,,,,,,,,,,,,,,,,,,,,True,4.62721167783883,-3891.91306744128,,
1,30,0.625,0.0370038359445673,ok,4.61814760957342,-3891.92403628603,grid,0.918647974582489,0.198921310500802,False,0.872063877498044,2.60642559134826,10969.0,213.0,10969.0,0.586988072955472,0.283988787387588,0.0059325655376743,1.0,0.0,2679.0,6.25,,ok,1.1.35.5,7.312999999965541,False,4.61751953408415,-3891.9240363991,0.0006280754892697971,1.130697455664631e-07
1,31,0.625,0.05,ok,4.58561543363815,-3892.0270566718,grid,0.844921131268587,0.184254685875008,False,0.871157532946284,2.6171689529123,10969.0,213.0,10969.0,0.514461514195367,0.319421442500997,0.0009798965766898,1.0,0.0,2679.0,4.84,,ok,1.1.35.5,5.797000000020489,False,4.58529090135633,-3892.02705679261,0.00032453228182038885,1.208100002259016e-07
1,32,0.625,0.0531829589694498,not_started_budget,,,,,,,,,,,,,,,,,,,,,,,True,4.57482859920642,-3892.06363056228,,
1,33,0.625,0.0764360518996801,ok,4.4788287209239,-3892.41950620292,grid,0.779244635854924,0.173984022254412,False,0.871018993142436,2.64112211067597,10969.0,213.0,10969.0,0.41841214425945,0.36095398436232,2.51393436098503e-05,1.0,0.0,2679.0,5.89,,ok,1.1.35.5,6.796999999904074,False,4.4787958983744,-3892.41950618436,3.2822549500544085e-05,-1.855960363172926e-08
