dataset_id,feature_key,scope,fold,model_id,term,estimate,std_error,z_value,p_value,conf_low,conf_high,fitted_condition_id
AN19,strf24_legacy,cv_train,2.0,M_null,(Intercept),1.87613853474538,0.371427682900564,5.05115429225464,4.39148156426878e-07,1.14814027626027,2.60413679323048,AN19.Korean.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_predictor,(Intercept),1.82468774559842,0.336322922628581,5.42540404720946,5.78235864944045e-08,1.1654948172464,2.48388067395044,AN19.Korean.test_Korean
AN19,strf24_legacy,cv_train,2.0,M_predictor,similarity_z,1.5147851324844,0.326183110346338,4.64397169698952,3.41774403005925e-06,0.875466236205578,2.15410402876322,AN19.Korean.test_Korean
AN19,strf24_legacy,full,,M_null,(Intercept),1.84366475595434,0.362531200051927,5.08553403318187,3.66593084942206e-07,1.13310360385256,2.55422590805611,AN19.Korean.test_Korean
AN19,strf24_legacy,full,,M_predictor,(Intercept),1.79149728035476,0.324143848828543,5.52685879071664,3.26015152316318e-08,1.15617533665081,2.4268192240587,AN19.Korean.test_Korean
AN19,strf24_legacy,full,,M_predictor,similarity_z,1.4392622779258,0.310178514183178,4.64010952440065,3.4822457141143e-06,0.831312390126776,2.04721216572483,AN19.Korean.test_Korean
AN19,mfcc39,cv_train,0.0,M_null,(Intercept),-0.361226855173449,0.419006149436421,-0.862103946825872,0.388630319695701,-1.18247890806883,0.460025197721935,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,0.0,M_predictor,(Intercept),-0.176822957413292,0.375084886169159,-0.471421174068706,0.637339998198806,-0.911989334304843,0.558343419478259,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,0.0,M_predictor,similarity_z,0.965033284112238,0.356136895902904,2.70972565666249,0.0067338881165389,0.267004968142547,1.66306160008193,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,1.0,M_null,(Intercept),-0.369168754692398,0.398058572578842,-0.927423198803937,0.353706850310202,-1.14936355694693,0.411026047562131,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,(Intercept),-0.382592626544511,0.376147296961778,-1.01713512136015,0.309089154539096,-1.1198413285896,0.354656075500572,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,1.0,M_predictor,similarity_z,1.41752285506572,0.370949052832006,3.8213410824038,0.0001327279316188,0.690462711514991,2.14458299861646,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,2.0,M_null,(Intercept),-0.231216180703692,0.389603789665896,-0.593464917017288,0.552870055118972,-0.994839608448847,0.532407247041464,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,(Intercept),-0.213617625083339,0.37203634389203,-0.574184830569493,0.565842733327452,-0.942808859111718,0.51557360894504,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,2.0,M_predictor,similarity_z,1.4421354150087,0.36720985911257,3.92727858259003,8.59124503754274e-05,0.72240409114806,2.16186673886934,AN19.Korean.test_Spanish
AN19,mfcc39,full,,M_null,(Intercept),-0.295284007307979,0.404677061760616,-0.729678143908865,0.465586943799339,-1.08845104835879,0.497883033742828,AN19.Korean.test_Spanish
AN19,mfcc39,full,,M_predictor,(Intercept),-0.286236372976747,0.382804712394711,-0.747734716185019,0.454620186711807,-1.03653360927038,0.464060863316886,AN19.Korean.test_Spanish
AN19,mfcc39,full,,M_predictor,similarity_z,1.27496152133655,0.361534657363483,3.52652642110246,0.0004210491521883,0.56635359290412,1.98356944976897,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_null,(Intercept),-0.361226855173449,0.419006149436421,-0.862103946825872,0.388630319695701,-1.18247890806883,0.460025197721935,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_predictor,(Intercept),-0.325432174481282,0.411755848221195,-0.790352282516846,0.429322061304555,-1.13247363699482,0.481609288032261,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,0.0,M_predictor,similarity_z,2.18176198004015,0.446003433189684,4.89180534875447,9.99152338842435e-07,1.30759525098837,3.05592870909193,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_null,(Intercept),-0.365649883335465,0.428000905493854,-0.85432034989168,0.39292751475768,-1.20453165810342,0.473231891432488,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_predictor,(Intercept),-0.407493972889732,0.397629212345654,-1.02480894320084,0.305453345768498,-1.18684722908721,0.37185928330775,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,1.0,M_predictor,similarity_z,1.98404786887764,0.407633637972038,4.86723293678168,1.1317161066375e-06,1.18508593845245,2.78300979930284,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_null,(Intercept),-0.231216180703692,0.389603789665896,-0.593464917017288,0.552870055118972,-0.994839608448847,0.532407247041464,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_predictor,(Intercept),-0.219506801192964,0.361099675967039,-0.607884237517291,0.54326425452311,-0.92726216608836,0.488248563702432,AN19.Korean.test_Spanish
AN19,strf24_legacy,cv_train,2.0,M_predictor,similarity_z,1.73627072531406,0.369136000140651,4.70360713843269,2.55604867078827e-06,1.01276416503838,2.45977728558974,AN19.Korean.test_Spanish
AN19,strf24_legacy,full,,M_null,(Intercept),-0.29521599885662,0.404666506393357,-0.729529116426686,0.465678063920738,-1.0883623513876,0.49793035367436,AN19.Korean.test_Spanish
AN19,strf24_legacy,full,,M_predictor,(Intercept),-0.310902272003765,0.371389280011728,-0.837133134251875,0.402517737471049,-1.03882526082675,0.417020716819221,AN19.Korean.test_Spanish
AN19,strf24_legacy,full,,M_predictor,similarity_z,1.84943258947303,0.367165308325665,5.03705700820906,4.72744016571416e-07,1.12978858515473,2.56907659379133,AN19.Korean.test_Spanish
AN19,mfcc39,cv_train,0.0,M_null,(Intercept),1.13829124945491,0.341255537377138,3.33559788715437,0.0008511618222689,0.469430396195722,1.8071521027141,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,0.0,M_predictor,(Intercept),1.10852250898353,0.30786161234179,3.60071689533296,0.0003173409722696,0.505113748793621,1.71193126917344,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,0.0,M_predictor,similarity_z,0.491178538361985,0.191280632412453,2.567842505366,0.0102333638538724,0.116268498833578,0.866088577890392,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,1.0,M_null,(Intercept),1.19083549437127,0.323370893695992,3.68256858482385,0.0002308957207822,0.557028542727129,1.82464244601542,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,1.0,M_predictor,(Intercept),1.16349664479733,0.288842778300532,4.02813133027944,5.62219369366133e-05,0.597364799328288,1.72962849026637,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,1.0,M_predictor,similarity_z,0.621422918107191,0.214853885802838,2.8923047669589,0.0038242677937844,0.200309301933629,1.04253653428075,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,2.0,M_null,(Intercept),1.30428951739508,0.352919412770124,3.69571485784104,0.0002192689565167,0.612567468365639,1.99601156642452,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,2.0,M_predictor,(Intercept),1.28598276696643,0.318667616557502,4.03549874586765,5.44864306896956e-05,0.661394238513728,1.91057129541914,AN19.Mixed.test_Korean
AN19,mfcc39,cv_train,2.0,M_predictor,similarity_z,0.733233558179544,0.225280741161756,3.25475473135569,0.0011349033176854,0.291683305502502,1.17478381085659,AN19.Mixed.test_Korean
