"dataset_id","feature_key","model_id","term","estimate","std_error","z_value","p_value","conf_low","conf_high"
"X21","tr_14","M_condition","(Intercept)",2.0738250114262,0.240806952456324,8.61198146595181,7.18084557596384e-18,1.6018433846118,2.54580663824059
"X21","tr_14","M_condition","condition_idX21.Multi_talker",0.534963765123951,0.162088005430118,3.30045251469637,0.000965290472728535,0.217271274480921,0.852656255766981
"X21","tr_14","M_condition","condition_idX21.Single_talker",0.459237123117174,0.161714145416891,2.83980799535676,0.00451406949348078,0.142277398100067,0.776196848134281
"X21","tr_14","M_condition","condition_idX21.Talker_specific",1.01752082230404,0.164845789034426,6.17256181224951,6.71922451965317e-10,0.694423075796563,1.34061856881151
"X21","tr_14","M_condition","outer_fold1",-0.30995401085782,0.142326055255878,-2.17777419812962,0.0294228517380913,-0.588913079159341,-0.0309949425563001
"X21","tr_14","M_condition","outer_fold2",-0.289400612433647,0.142861146252671,-2.02574751795565,0.0427906645423653,-0.569408459088881,-0.00939276577841258
"X21","tr_14","M_condition","test_talker_idX21.CMN.CMN_M_035",0.279002837484573,0.28961974340504,0.963341912413688,0.33537596652011,-0.288651859589306,0.846657534558451
"X21","tr_14","M_condition","test_talker_idX21.CMN.CMN_M_037",0.126652163071749,0.288496022944467,0.439008350198741,0.660655485884003,-0.438800041899407,0.692104368042905
"X21","tr_14","M_condition","test_talker_idX21.CMN.CMN_M_043",0.25198110475252,0.289985715586968,0.868943162398459,0.384878219672908,-0.316390897797937,0.820353107302977
"X21","tr_14","M_predictor","(Intercept)",2.56037037663184,0.220516127114547,11.6108078358453,3.63168174280009e-31,2.12815876748732,2.99258198577635
"X21","tr_14","M_predictor","similarity_z",0.191364714590961,0.0400283638094005,4.7807278734191,1.74661655263614e-06,0.112909121524536,0.269820307657386
"X21","tr_14","M_predictor","outer_fold1",-0.314249274407434,0.146350609164954,-2.14723584821734,0.0317745101218631,-0.601096468370744,-0.0274020804441241
"X21","tr_14","M_predictor","outer_fold2",-0.289808682669683,0.146898231613999,-1.97285344748879,0.0485122617335471,-0.57772921663312,-0.0018881487062461
"X21","tr_14","M_predictor","test_talker_idX21.CMN.CMN_M_035",0.313265396175278,0.287970350919425,1.08783906112241,0.276666162151813,-0.251156491626794,0.87768728397735
"X21","tr_14","M_predictor","test_talker_idX21.CMN.CMN_M_037",0.119778751584089,0.286783167530753,0.417663116756127,0.676193442631585,-0.442316256776187,0.681873759944364
"X21","tr_14","M_predictor","test_talker_idX21.CMN.CMN_M_043",0.260721011445918,0.288177133650964,0.90472484108229,0.365611177516969,-0.304106170509971,0.825548193401807
"X21","tr_14","M_joint","(Intercept)",2.12132914630088,0.239707902484364,8.84964210322291,8.78004025788658e-19,1.65150165743153,2.59115663517024
"X21","tr_14","M_joint","condition_idX21.Multi_talker",0.526125196062883,0.162024858092966,3.24718813060775,0.00116551320448133,0.20855647420067,0.843693917925096
"X21","tr_14","M_joint","condition_idX21.Single_talker",0.45147072870257,0.161641244887977,2.79304164611858,0.00522149690491438,0.134653888722136,0.768287568683004
"X21","tr_14","M_joint","condition_idX21.Talker_specific",0.80981260488327,0.18209985188985,4.44707997551319,8.70454369157606e-06,0.452896895179164,1.16672831458738
"X21","tr_14","M_joint","similarity_z",0.119771824491332,0.0454789224328839,2.63356777346884,0.00844929711664362,0.0306331365228796,0.208910512459785
"X21","tr_14","M_joint","outer_fold1",-0.308885373541974,0.142185981297347,-2.17240385250088,0.0298252146893757,-0.587569896884774,-0.0302008501991741
"X21","tr_14","M_joint","outer_fold2",-0.28999270553665,0.142732755023114,-2.03171798575378,0.0421822140510192,-0.569748905381954,-0.0102365056913453
"X21","tr_14","M_joint","test_talker_idX21.CMN.CMN_M_035",0.298431166066053,0.286773534629521,1.04065100167487,0.298037551568042,-0.263644961807809,0.860507293939915
"X21","tr_14","M_joint","test_talker_idX21.CMN.CMN_M_037",0.122061938716814,0.285548920721696,0.427464192154238,0.669041260862899,-0.43761394589771,0.681737823331338
"X21","tr_14","M_joint","test_talker_idX21.CMN.CMN_M_043",0.25140148547048,0.286933914721824,0.876165111796588,0.380940279909568,-0.310988987384296,0.813791958325256
