dataset_id,family,variant,feature_key,estimate,std_error,z_value,p_value,conf_low,conf_high,coefficient_q_bh,chisq,df,lrt_p_value,M_condition,M_joint,M_predictor,oof_gain_joint_vs_condition,model_directory,diagnostics_valid,numerically_valid,numerical_note,layer,measure,coefficient_q_bh_all_hve
AN19,HVE overall,base,tr_18::overall,-0.169675449859293,0.101632922754834,-1.66949296802765,0.0950197228379435,-0.368875978458769,0.0295250787401819,0.331515381764955,2.63238287244621,1,0.104704467754149,0.684140214084024,0.684483075848595,0.690192492983844,-0.0003428617645709897,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_18,overall,0.3418265396174621
AN19,HVE overall,base,tr_20::overall,-0.107982493353709,0.0822080687228754,-1.31352670159081,0.189005529471118,-0.269110308050545,0.0531453213431269,0.4252624413100155,1.63646342455831,1,0.200811391763109,0.684140214084024,0.684921896333768,0.690124725489224,-0.0007816822497439535,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_20,overall,0.35811574005053937
AN19,HVE overall,base,tr_22::overall,-0.130728785568139,0.15912369318666,-0.821554496066071,0.411330496290649,-0.442611224213992,0.181153653077715,0.49359659554877877,0.64190563872944,1,0.423021579094548,0.684140214084024,0.684324723455472,0.690292924781207,-0.00018450937144798285,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_22,overall,0.516554576737094
AN19,HVE overall,base,tr_24::overall,-0.12235386303625,0.110843530365326,-1.10384307169744,0.269661217200488,-0.339607182552289,0.094899456479789,0.4845047368418306,1.15687590225116,1,0.282114394311732,0.684140214084024,0.684313273948527,0.69029286304127,-0.00017305986450300015,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_24,overall,0.4160487351093244
AN19,HVE overall,base,tr_2::overall,-0.0694938223005693,0.0579702250971643,-1.19878475862549,0.230611650482664,-0.183115463491011,0.0441278188898727,0.461223300965328,1.35791617229643,1,0.243898953807555,0.684140214084024,0.684397080810013,0.6901789227216,-0.0002568667259890134,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_2,overall,0.3911807239446257
AN19,HVE overall,base,tr_4::overall,-0.27681766931427,0.161932865765149,-1.70945946029102,0.0873658749192028,-0.594206086213962,0.0405707475854226,0.331515381764955,2.74565514934966,1,0.0975190999427103,0.684140214084024,0.684614646411052,0.690186362757847,-0.00047443232702792937,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_4,overall,0.3418265396174621
AN19,HVE overall,base,tr_6::overall,-0.0972010414315948,0.104020503216781,-0.934441176745955,0.350076365707819,-0.301081227736485,0.106679144873295,0.4845047368418306,0.829119199273919,1,0.362527345408277,0.684140214084024,0.685010343438436,0.690696815714136,-0.000870129354411997,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_6,overall,0.46676848761042533
AN19,HVE overall,base,tr_8::overall,-0.0953802634120227,0.0720060187020638,-1.32461515205657,0.185298827772523,-0.236512060068068,0.0457515332440223,0.4252624413100155,1.66368247715945,1,0.197106855787354,0.684140214084024,0.684418730271532,0.690610948823984,-0.00027851618750796003,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-base,True,True,ok,tr_8,overall,0.3573620249898658
AN19,HVE overall,ft,cnn_2::overall,-0.0774127114168349,0.0777726377879246,-0.99537206938935,0.31955533775665,-0.229847081481167,0.0750216586474973,0.38346640530798004,0.93660133769572,1,0.333153426041643,0.684140214084024,0.684621631320579,0.690302286799673,-0.0004814172365549263,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,cnn_2,overall,0.44246123689382305
AN19,HVE overall,ft,cnn_3::overall,-0.130068305226477,0.0806690581284525,-1.6123692062868,0.106881621658792,-0.288179659158244,0.0280430487052899,0.18031467719242347,2.45568790994366,1,0.117099857401705,0.684140214084024,0.685087073417107,0.69059696391509,-0.0009468593330829167,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,cnn_3,overall,0.30961274464964444
AN19,HVE overall,ft,cnn_4::overall,-0.0511863998724377,0.0579202554746765,-0.883739193706026,0.376837017543646,-0.164710100602804,0.0623373008579283,0.4239416447366018,0.740634187242904,1,0.38945780104812,0.684140214084024,0.684213948595587,0.690057648465232,-7.373451156300614e-05,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,cnn_4,overall,0.5024493567248614
AN19,HVE overall,ft,cnn_5::overall,0.0184206337645301,0.0845499361748757,0.217866915078806,0.82753280587431,-0.147297241138226,0.184138508667286,0.82753280587431,0.0452283691529374,1,0.831584660958752,0.684140214084024,0.684256459556154,0.690523750631328,-0.00011624547212996106,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,cnn_5,overall,0.8510552659293025
AN19,HVE overall,ft,cnn_6::overall,-0.135709234910167,0.0822976789181775,-1.64900440321157,0.099146732640593,-0.297012685589795,0.025594215769461,0.18031467719242347,2.55721977529083,1,0.109791510362302,0.684140214084024,0.684532318126419,0.69013333507801,-0.00039210404239498065,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,cnn_6,overall,0.30961274464964444
AN19,HVE overall,ft,tr_0::overall,-0.0750333375444641,0.0635661156449308,-1.18039834246892,0.237841820891687,-0.199622924208528,0.0495562491196002,0.30579662686074044,1.31515799657518,1,0.251462891213548,0.684140214084024,0.68468520325996,0.690204552458088,-0.0005449891759359282,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_0,overall,0.3734943080104415
AN19,HVE overall,ft,tr_10::overall,-0.0859138087245103,0.0490435118442986,-1.75178745350182,0.0798103623941207,-0.182039091939336,0.010211474490315,0.18031467719242347,2.88780360328474,1,0.0892525266022746,0.684140214084024,0.684175055835699,0.689898022484903,-3.484175167500769e-05,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_10,overall,0.30961274464964444
AN19,HVE overall,ft,tr_12::overall,-0.0751762380022389,0.047875618527586,-1.5702405590629,0.11635915696805,-0.169012450316307,0.0186599743118296,0.18031467719242347,2.32762005186942,1,0.127096062347845,0.684140214084024,0.683973740262173,0.690078617549036,0.0001664738218510875,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_12,overall,0.30961274464964444
AN19,HVE overall,ft,tr_14::overall,-0.0845107813844111,0.0485402792105581,-1.74104440186304,0.0816757957630479,-0.179649728637105,0.0106281658682827,0.18031467719242347,2.8538081992765,1,0.0911577747601111,0.684140214084024,0.684121934208831,0.689907665283933,1.8279875192983575e-05,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_14,overall,0.30961274464964444
AN19,HVE overall,ft,tr_16::overall,-0.0895154770886725,0.0731319661456619,-1.22402667132425,0.2209421662619,-0.23285413073417,0.0538231765568249,0.30579662686074044,1.41895236473556,1,0.233575915667164,0.684140214084024,0.685197607556993,0.69008986273659,-0.0010573934729689594,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_16,overall,0.3709421523615813
AN19,HVE overall,ft,tr_18::overall,-0.136440927838586,0.0878058335267293,-1.55389365784054,0.120209784794949,-0.308540361550976,0.0356585058738029,0.18031467719242347,2.27431584372061,1,0.131533157545982,0.684140214084024,0.68524160879291,0.690120476867274,-0.0011013947088859277,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_18,overall,0.30961274464964444
AN19,HVE overall,ft,tr_20::overall,-0.186926242735053,0.110372137024882,-1.6935999227134,0.0903413327587777,-0.403255631303822,0.0294031458337161,0.18031467719242347,2.69733483642995,1,0.100516146632469,0.684140214084024,0.685158335532859,0.690067607627418,-0.0010181214488349521,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_20,overall,0.30961274464964444
AN19,HVE overall,ft,tr_22::overall,-0.242789842725028,0.136200949198776,-1.78258554109408,0.0746537952164773,-0.509743703154629,0.0241640177045742,0.18031467719242347,2.97720746685263,1,0.084444854016034,0.684140214084024,0.684727090107421,0.690178906949873,-0.0005868760233970205,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_22,overall,0.30961274464964444
AN19,HVE overall,ft,tr_24::overall,-0.035739408958028,0.0641829443346854,-0.55683654479394,0.577639112653584,-0.161537979854011,0.0900591619379554,0.6116178839861478,0.293998089103297,1,0.587669778810904,0.684140214084024,0.684661810867103,0.69073791448618,-0.0005215967830789481,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_24,overall,0.6818382575687539
AN19,HVE overall,ft,tr_2::overall,-0.0883483352482632,0.0506255465735501,-1.74513345984144,0.0809616404554062,-0.187574406532421,0.010877736035895,0.18031467719242347,2.86468924964447,1,0.0905431952830673,0.684140214084024,0.68426323356804,0.689824891046934,-0.00012301948401594043,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_2,overall,0.30961274464964444
AN19,HVE overall,ft,tr_4::overall,-0.0894708120580134,0.0487898021191897,-1.83380149481736,0.066683465774208,-0.185098824211625,0.0061572000955985,0.18031467719242347,3.16321105111274,1,0.0753149077299824,0.684140214084024,0.68425406244318,0.689819990186847,-0.0001138483591559547,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_4,overall,0.30961274464964444
AN19,HVE overall,ft,tr_6::overall,-0.0930922915973817,0.0578643723504653,-1.60880154430005,0.107659743112155,-0.206506461404294,0.0203218782095303,0.18031467719242347,2.44647515995348,1,0.11778910580508,0.684140214084024,0.684403005649377,0.690587052803368,-0.0002627915653529156,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_6,overall,0.30961274464964444
AN19,HVE overall,ft,tr_8::overall,-0.093684047721651,0.0517249139979172,-1.81119774748051,0.0701102467742194,-0.195064879157569,0.0076967837142667,0.18031467719242347,3.08426355976553,1,0.0790530439993236,0.684140214084024,0.684286529904892,0.689958834816186,-0.00014631582086799266,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\AN19-HVE-ft,True,True,ok,tr_8,overall,0.30961274464964444
X21,HVE overall,base,cnn_2::overall,-0.106499227829197,0.0642656208177476,-1.65717262937863,0.0974845785389058,-0.232459844631982,0.0194613889735884,0.35742936032666134,2.70378198140497,1,0.1001105145364,0.48721765133721,0.487654291100746,0.492291214656412,-0.0004366397635359731,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,cnn_2,overall,0.48272585000804163
X21,HVE overall,base,cnn_3::overall,-0.101589263287493,0.06163180447214,-1.64832531121842,0.0992859334240726,-0.222387600052887,0.0192090734779014,0.35742936032666134,2.67399513700911,1,0.101999689119202,0.48721765133721,0.48761876506181,0.494352454867527,-0.0004011137245999996,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,cnn_3,overall,0.48272585000804163
X21,HVE overall,base,cnn_4::overall,-0.147047567788577,0.0727225379366094,-2.02203569843444,0.0431726640334024,-0.289583742144332,-0.0045113934328228,0.3562577379496254,4.0160725307851,1,0.0450685495666526,0.48721765133721,0.487187311690536,0.49442120547494,3.033964667403799e-05,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,cnn_4,overall,0.474168064167186
X21,HVE overall,base,cnn_5::overall,-0.147750523688747,0.0712175175679358,-2.07463737482572,0.0380201554764193,-0.287336858121901,-0.0081641892555924,0.3562577379496254,4.22766284469435,1,0.0397701684494844,0.48721765133721,0.487156302358333,0.494555438728481,6.134897887699609e-05,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,cnn_5,overall,0.474168064167186
X21,HVE overall,base,cnn_6::overall,-0.0779399513242006,0.0719847303840401,-1.08272894693623,0.278928751543052,-0.219030022876919,0.0631501202285181,0.644045472323424,1.15478602643634,1,0.282549503221913,0.48721765133721,0.487885866480545,0.491333115804082,-0.0006682151433349826,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,cnn_6,overall,0.6812726237021118
X21,HVE overall,base,tr_0::overall,-0.141236221404786,0.0749106095752877,-1.88539677097192,0.0593762896582709,-0.28806101617235,0.005588573362778,0.3562577379496254,3.48927094735154,1,0.0617677814614583,0.48721765133721,0.487464696635479,0.49430814694183,-0.0002470452982689664,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_0,overall,0.474168064167186
X21,HVE overall,base,tr_10::overall,0.0738176821731731,0.104105485583106,0.709066210677683,0.478283390060979,-0.130229069569714,0.277864433916061,0.7174250850914685,0.495667416524157,1,0.481410033024114,0.48721765133721,0.487774492793742,0.49160598104406,-0.000556841456532009,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_10,overall,0.7501156990856843
X21,HVE overall,base,tr_12::overall,-0.0319009450660996,0.0851049866179949,-0.374842254652964,0.707777786945702,-0.19870671883737,0.134904828705171,0.7678290920861298,0.13801494865038,1,0.710262451202981,0.48721765133721,0.488284790980012,0.494575920507343,-0.001067139642801973,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_12,overall,0.8705245476289154
X21,HVE overall,base,tr_14::overall,-0.0833543842751139,0.0826572231738119,-1.00843436392529,0.313245982792582,-0.245362541695785,0.0786537731455574,0.644045472323424,0.999119231089935,1,0.317523722050433,0.48721765133721,0.487682362620839,0.494483703786722,-0.0004647112836290157,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_14,overall,0.6863538620145685
X21,HVE overall,base,tr_16::overall,0.0966136429239558,0.0842344483948471,1.14696118707968,0.251397662429768,-0.0684858759299446,0.261713161777856,0.644045472323424,1.29560780739666,1,0.255017069398855,0.48721765133721,0.487400207122317,0.492585447493236,-0.0001825557851070081,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_16,overall,0.6519439160000357
X21,HVE overall,base,tr_18::overall,-0.0329370612641194,0.0936896048759519,-0.35155513045155,0.725171920303567,-0.216568686820985,0.150694564292746,0.7678290920861298,0.121032332936011,1,0.727917527219067,0.48721765133721,0.488353470007607,0.49586034497384,-0.0011358186703969708,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_18,overall,0.8737552045601481
X21,HVE overall,base,tr_20::overall,-0.0612311052375097,0.0969546996652822,-0.631543447083005,0.527685250557194,-0.251262316581463,0.128800106106443,0.7306411161561146,0.391440185654574,1,0.531543348944507,0.48721765133721,0.48774010141091,0.494527676767134,-0.0005224500736999982,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_20,overall,0.7598667608023593
X21,HVE overall,base,tr_22::overall,-0.0485436760148065,0.0663792485439013,-0.731308007843763,0.464591040321013,-0.178647003160853,0.0815596511312401,0.7174250850914685,0.52540975883494,1,0.468543111304264,0.48721765133721,0.488129983405983,0.494749611296579,-0.000912332068773003,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_22,overall,0.7501156990856843
X21,HVE overall,base,tr_24::overall,-0.0598561060982696,0.0666721834380847,-0.897767299819349,0.369309621455429,-0.190533585636916,0.0708213734403764,0.6647573186197722,0.790202965159551,1,0.374038760353312,0.48721765133721,0.487760584115055,0.494939272709394,-0.0005429327778450066,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_24,overall,0.7489768801493294
X21,HVE overall,base,tr_2::overall,-0.103066721324852,0.104075235039735,-0.990309762793252,0.322022736161712,-0.307054182002731,0.100920739353028,0.644045472323424,0.964058134923107,1,0.326166547066881,0.48721765133721,0.488187843305119,0.493440136633109,-0.0009701919679089843,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_2,overall,0.6863538620145685
X21,HVE overall,base,tr_4::overall,-0.0546479745096467,0.114261374379096,-0.478271636470396,0.632456881262269,-0.278600268292674,0.169304319273381,0.7589482575147227,0.224916162509544,1,0.635319311660508,0.48721765133721,0.4882490442854,0.49271856431074,-0.0010313929481899908,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_4,overall,0.818622679384035
X21,HVE overall,base,tr_6::overall,-0.0095021483785496,0.0983762288414817,-0.0965898824385804,0.923052091568534,-0.202319556907854,0.183315260150755,0.9230520915685339,0.0091613977201632,1,0.923746775904339,0.48721765133721,0.488326737593594,0.493541352402953,-0.0011090862563840065,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_6,overall,0.959707589789667
X21,HVE overall,base,tr_8::overall,-0.0577217233046455,0.103581026925567,-0.557261547002464,0.577348744042709,-0.260740536078757,0.145297089469466,0.7423055280549116,0.304963374155705,1,0.580787432721612,0.48721765133721,0.488174501911525,0.493550270954455,-0.0009568505743149935,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_base_tsne-variability-confirmatory,True,True,ok,tr_8,overall,0.7803464532038339
X21,HVE overall,ft,cnn_2::overall,-0.106499227829197,0.0642656208177476,-1.65717262937863,0.0974845785389058,-0.232459844631982,0.0194613889735884,0.35742936032666134,2.70378198140497,1,0.1001105145364,0.48721765133721,0.487654291100746,0.492291214656412,-0.0004366397635359731,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_ft_tsne-variability-confirmatory,True,True,ok,cnn_2,overall,0.5529460031099164
X21,HVE overall,ft,cnn_3::overall,-0.101589263287493,0.06163180447214,-1.64832531121842,0.0992859334240726,-0.222387600052887,0.0192090734779014,0.35742936032666134,2.67399513700911,1,0.101999689119202,0.48721765133721,0.48761876506181,0.494352454867527,-0.0004011137245999996,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_ft_tsne-variability-confirmatory,True,True,ok,cnn_3,overall,0.5529460031099164
X21,HVE overall,ft,cnn_4::overall,-0.147047567788577,0.0727225379366094,-2.02203569843444,0.0431726640334024,-0.289583742144332,-0.0045113934328228,0.35742936032666134,4.0160725307851,1,0.0450685495666526,0.48721765133721,0.487187311690536,0.49442120547494,3.033964667403799e-05,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\cross_talker_generalization\artifacts\models\X21-X21_hubert_ft_tsne-variability-confirmatory,True,True,ok,cnn_4,overall,0.5431064926276679
