dataset_id,model_variant,representation,layer,measure,estimand,fold,type,tau,predictor_scaling,training_predictor_mean,training_predictor_sd,z_train,z_test,estimate_train,std_error_train,p_value_train,estimate_test,std_error_test,p_value_test,poll_train,poll_test,optimism,n_train_rows,n_test_rows,n_train_trials,n_test_trials,percent_ceiling,source_path
AN19,base,hubert_tsne_3d,tr_4,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1242.41315954394,38.7433741849176,0.227782729700312,-0.718426161537031,0.0237094067748485,0.104087815639238,0.819815153491192,-0.0982373420918007,0.136739650295624,0.472494560701815,-0.673196508962596,-0.671640600309647,-0.0023112250765325,3840,1920,3840,1920,3.242018255313576,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_4,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1239.64265895449,40.961862633607,-0.863922089757501,0.865198611129438,-0.0930881289937651,0.107750606330595,0.387630691136444,0.13049656707867,0.150828451872245,0.386929787571607,-0.672651388665029,-0.672477505731494,-0.0002585037903219,3840,1920,3840,1920,3.904353490903613,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_4,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1240.73747576578,40.4094757806865,0.0259678201024266,-0.476013372324525,0.0026922444351977,0.103676181696366,0.979283005629192,-0.0784947347770013,0.164900272430765,0.634064851142857,-0.672241123030933,-0.673536405936043,0.0019268129555508,3840,1920,3840,1920,2.1480899854033813,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_6,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1217.21616781756,35.4883173553147,0.354796919470993,-0.260252956192328,0.0427859958296843,0.120592918037391,0.722741736349624,-0.0386005074173364,0.148319189076993,0.79466865802184,-0.672782976682661,-0.67169239222444,-0.0016210048351679,3840,1920,3840,1920,1.174435008282144,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_6,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1216.06162869509,36.6669341663876,-0.6120116784912,1.20316762042404,-0.0715360870217862,0.116886800588749,0.540530030862933,0.210787355328146,0.175193673558017,0.228911462220812,-0.672528355824273,-0.671874692872873,-0.0009719485368003,3840,1920,3840,1920,5.429495191644512,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_6,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1216.04099246966,36.4379250871516,0.581122341012659,-0.596681575394772,0.0671125182389056,0.115487761358401,0.561158002485836,-0.105327379896418,0.17652192432242,0.550719996009679,-0.67200228465609,-0.673128459544137,0.0016758497906344,3840,1920,3840,1920,2.6926254410063044,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_8,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1172.0240331047,29.3720602540317,-0.194234889466049,-0.0466012842450713,-0.0200073686124034,0.103006049363241,0.845991965210058,-0.0066320795907745,0.142315382466653,0.962831008464618,-0.672942310431548,-0.671660582619638,-0.0019046622452498,3840,1920,3840,1920,0.21029609211383185,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_8,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1169.3535456938,30.9245430871378,-0.446669570816623,0.149098416693154,-0.0484963356957927,0.108573179961933,0.655113655560289,0.0219273244890396,0.147066112272448,0.881475975222617,-0.672614553803009,-0.672044007252742,-0.0008482518658586,3840,1920,3840,1920,0.6728315512945585,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_8,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1169.60312834735,30.4324497682362,0.143128546088025,-0.567172292856873,0.0149305758273104,0.104315849181671,0.886188660519764,-0.0896232699129314,0.158017715325082,0.570597130469816,-0.671960707007454,-0.673509744726015,0.0023052504445685,3840,1920,3840,1920,2.5594598662944996,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_10,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1159.88231964051,23.7713745294361,0.206410838344589,-0.282279674994357,0.0238096983804721,0.115351008558588,0.836470005346042,-0.0441039913262581,0.156242178354286,0.77772906913976,-0.672963901512584,-0.671678122018576,-0.0019106217898445,3840,1920,3840,1920,1.273834262212509,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_10,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1159.25097474891,23.9166231476611,-0.673323809802695,1.03643372637413,-0.0767810244065109,0.114032837230292,0.50074130836615,0.169133088964271,0.163187558123921,0.299999842906811,-0.672554344451812,-0.672183478890036,-0.0005514283936096,3840,1920,3840,1920,4.677080598149137,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_10,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1158.77184120683,23.8136390279767,0.512287194017777,-0.615130724956536,0.0579590303847013,0.113137769324544,0.608450026407236,-0.100299967359711,0.163054718762095,0.538468392641581,-0.672072974352663,-0.673168815490711,0.0016305389144733,3840,1920,3840,1920,2.7758803151694114,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_12,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1151.25562976778,19.72483618645,-0.204831356106053,-0.254921234887786,-0.0256567346113767,0.12525784674341,0.837703887752324,-0.039391458646735,0.154524038235084,0.798783934904565,-0.672818240882112,-0.671724709373294,-0.0016253000325675,3840,1920,3840,1920,1.1503747238339996,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_12,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1151.9936530353,19.8531280400668,-0.504935461761253,0.252416105874126,-0.059257776369489,0.117357129488971,0.613604166035492,0.0459048317765045,0.181861738249762,0.800719452421234,-0.672546902451131,-0.672140622196297,-0.0006040920764834,3840,1920,3840,1920,1.1390699100215047,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_12,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1151.51212545128,20.0927173962119,-0.026852376116867,-0.431435449183245,-0.003229859758587,0.120282083958977,0.978577478158343,-0.0767979528647612,0.178005662284238,0.666151778959817,-0.672049969476761,-0.673247039015711,0.0017812210301604,3840,1920,3840,1920,1.946924648803169,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_14,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1100.48088886133,15.7443566677775,-0.319224421268322,0.548374003730625,-0.035133092587982,0.110057659274292,0.749556339488433,0.0773307895986519,0.141018336158471,0.583435122774635,-0.673132735309188,-0.671707577128004,-0.0021172023085895,3840,1920,3840,1920,2.4746294414313907,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_14,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1102.16978082696,16.3677838678229,0.484201863704852,-0.504601979056655,0.0527463180630042,0.108934562249343,0.628242614368825,-0.0802673681049219,0.159070656549902,0.613838419548324,-0.672691402497801,-0.672631916877915,-8.8429285204694e-05,3840,1920,3840,1920,2.277100856501467,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_14,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1101.48838878818,16.3626709218408,0.0809221447946795,0.0581915590910238,0.0086593196852948,0.107008034787829,0.935503868718569,0.0095416724772576,0.163970043530412,0.953596044199917,-0.672256080402749,-0.673553155656892,0.0019294362549553,3840,1920,3840,1920,0.262599146549222,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_16,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1072.83193730602,18.1229460322442,-0.85059956814266,0.558797221545544,-0.0912820655344353,0.107314968115674,0.394991829428159,0.0836505129085497,0.149697438861964,0.576300118909629,-0.673162434310439,-0.671693381652603,-0.0021823152673996,3840,1920,3840,1920,2.5216659557514993,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_16,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1073.84646430585,18.162850591195,0.6813271628918,-1.88760394453005,0.0742836114569948,0.109027814393467,0.495664499513244,-0.254745790038594,0.134957224886504,0.0590791401491435,-0.672709667100811,-0.67196740825785,-0.0011033866157443,3840,1920,3840,1920,8.518128618640098,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_16,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1073.51946907585,18.1531937046424,-0.758782598498322,0.377500140842025,-0.079744897110092,0.105095843352117,0.44798261687143,0.0599735015949507,0.158870143627438,0.705801959736505,-0.672200559596088,-0.673671436283635,0.002188151536844,3840,1920,3840,1920,1.7035325458846162,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_18,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1140.44758056282,25.2172115280522,-1.07723473141544,0.234714610917456,-0.115050895266037,0.106802066356387,0.281375412659367,0.0351673786207818,0.149830376913133,0.814430246628277,-0.673106580931799,-0.671765221431675,-0.0019927891631466,3840,1920,3840,1920,1.059188952355534,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_18,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1141.60468539187,25.0113197659914,0.324130559346395,-2.0731353167646,0.0354329520466694,0.109316912660501,0.745839191760076,-0.270581142652574,0.130517839556586,0.0381596880613171,-0.672755823608489,-0.671786435044772,-0.0014409218466766,3840,1920,3840,1920,9.355369977488895,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,tr_18,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1140.82498143562,25.3037682263569,-1.11874975699592,0.217335176924119,-0.115720852615536,0.103437656090555,0.263246911556964,0.0353762237818987,0.162772655041711,0.827947144968333,-0.672111808317412,-0.67368000867736,0.0023332432796774,3840,1920,3840,1920,0.9807613486712943,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
