dataset_id,fold,Condition,Sentence,TestTalker,ceiling_z,numCorrect,numIncorrect
B23,3,b_BRP,S9275,B23.SPA.SPA,-0.49570855328339103,24,11
B23,3,b_BRP,S5422,B23.BRP.BRP,1.0771380117565024,35,0
B23,3,b_BRP,S3199,B23.TUR.TUR,-0.4543266445031728,21,14
B23,3,b_BRP,S0448,B23.SPA.SPA,-0.2640402212888884,22,13
B23,3,b_BRP,S5714,B23.TUR.TUR,-0.09063215628141826,21,7
B23,3,b_BRP,S2103,B23.BRP.BRP,-0.07957504760987796,24,18
B23,3,b_BRP,S3842,B23.BRP.BRP,0.2863182148277932,31,4
B23,3,b_BRP,S2534,B23.SPA.SPA,-0.3290794837951988,30,5
B23,3,b_BRP,S1186,B23.FAR.FAR,0.08029874378792537,29,6
B23,3,b_BRP,S9981,B23.SPA.SPA,0.8211482408865273,35,0
B23,3,b_BRP,S9445,B23.TUR.TUR,-0.005933866485877943,42,7
B23,3,b_BRP,S0195,B23.SPA.SPA,-0.10153451324736959,34,8
B23,3,b_BRP,S2227,B23.SPA.SPA,0.2696031567912246,33,9
B23,3,b_BRP,S7645,B23.FAR.FAR,-0.014359807292100471,32,3
B23,3,b_BRP,S0363,B23.BRP.BRP,0.3599593959517934,42,0
B23,3,b_BRP,S2368,B23.TUR.TUR,-0.49570855328339103,24,11
B23,3,b_BRP,S6062,B23.FAR.FAR,-0.5060858253548313,25,17
B23,3,b_BRP,S5541,B23.FAR.FAR,0.06901996485401188,39,3
B23,3,b_BRP,S0223,B23.BRP.BRP,-0.14786134300484127,32,3
B23,3,b_BRP,S7239,B23.BRP.BRP,-0.02164604134237869,19,9
B23,3,b_BRP,S7518,B23.BRP.BRP,0.5596410810265326,35,0
B23,3,c_noSPA,S9445,B23.TUR.TUR,0.19374781858886136,36,13
B23,3,c_noSPA,S7239,B23.BRP.BRP,-0.12290681148764636,22,6
B23,3,c_noSPA,S0363,B23.BRP.BRP,1.2077155441185667,38,4
B23,3,c_noSPA,S9666,B23.BRP.BRP,-0.21901091442756748,24,11
B23,3,c_noSPA,S9530,B23.FAR.FAR,-0.3076710320994821,16,19
B23,3,c_noSPA,S2103,B23.BRP.BRP,-0.3502728315626918,22,20
B23,3,c_noSPA,S9841,B23.TUR.TUR,-1.3105087334761694,6,29
B23,3,c_noSPA,S9461,B23.SPA.SPA,-0.2640402212888884,16,19
B23,3,c_noSPA,S8005,B23.FAR.FAR,-0.033618201486183906,34,8
B23,3,c_noSPA,S7985,B23.BRP.BRP,1.2077155441185667,30,5
B23,3,c_noSPA,S1573,B23.TUR.TUR,-0.02164604134237869,21,7
B23,3,c_noSPA,S9215,B23.FAR.FAR,0.41298546862284197,34,8
B23,3,c_noSPA,S1186,B23.FAR.FAR,-0.12290681148764636,30,5
B23,3,c_noSPA,S2348,B23.BRP.BRP,1.0771380117565024,31,4
B23,3,c_noSPA,S7421,B23.FAR.FAR,0.19374781858886136,38,4
B23,3,c_noSPA,S2189,B23.TUR.TUR,-0.21901091442756748,15,20
B23,3,c_noSPA,S5774,B23.TUR.TUR,0.19374781858886136,24,18
B23,3,c_noSPA,S7518,B23.BRP.BRP,0.4018554444698235,27,8
B23,3,c_noSPA,S9562,B23.BRP.BRP,0.12780261385652555,36,6
B23,3,c_noSPA,S7540,B23.SPA.SPA,-0.3076710320994821,25,10
B23,3,c_noSPA,S5527,B23.TUR.TUR,-0.8516916822510353,17,25
B23,3,c_noSPA,S2669,B23.SPA.SPA,0.4734084707527296,32,3
B23,3,c_noSPA,S8247,B23.TUR.TUR,-0.09719161250891994,23,12
B23,3,c_noSPA,S0223,B23.BRP.BRP,-0.014359807292100471,25,10
B23,3,c_noSPA,S5714,B23.TUR.TUR,-0.09063215628141826,21,7
B23,3,c_noSPA,S0582,B23.FAR.FAR,0.3125668344683612,39,3
B23,3,c_noSPA,S6509,B23.SPA.SPA,0.23783502976871682,27,8
B23,3,c_noSPA,S3199,B23.TUR.TUR,-0.6896423745787781,21,14
B23,3,c_noSPA,S2227,B23.SPA.SPA,0.04173363047745942,33,9
B23,3,c_noSPA,S4862,B23.TUR.TUR,-0.47500068529754136,13,22
B23,3,c_noSPA,S7149,B23.TUR.TUR,-0.10153451324736959,30,12
B23,3,c_noSPA,S2534,B23.SPA.SPA,0.04709220618517086,26,9
B23,3,c_noSPA,S2368,B23.TUR.TUR,-0.2860060393300641,22,13
B23,3,c_noSPA,S2588,B23.SPA.SPA,-0.49570855328339103,13,22
B23,3,c_noSPA,S6062,B23.FAR.FAR,-0.36779792513002485,30,12
B23,3,c_noSPA,S5218,B23.FAR.FAR,-0.5164844089256235,16,19
B23,3,c_noSPA,S5422,B23.BRP.BRP,1.0771380117565024,35,0
B23,3,c_noSPA,S1895,B23.FAR.FAR,-0.6226472496762814,19,16
B23,3,c_noSPA,S7645,B23.FAR.FAR,0.015620430874979548,30,5
B23,3,c_noSPA,S5292,B23.BRP.BRP,0.2696031567912246,35,7
B23,3,c_noSPA,S0015,B23.FAR.FAR,-0.18406125419975983,22,20
B23,3,c_noSPA,S9981,B23.SPA.SPA,0.8211482408865273,31,4
B23,3,c_noSPA,S0101,B23.SPA.SPA,-0.2860060393300641,18,17
B23,3,c_noSPA,S8198,B23.FAR.FAR,0.15319530078120605,28,7
B23,3,c_noSPA,S8954,B23.TUR.TUR,-0.9776732538603575,28,14
B23,3,c_noSPA,S2214,B23.FAR.FAR,-0.056961606755310215,29,13
B23,3,c_noSPA,S0448,B23.SPA.SPA,-0.2640402212888884,20,15
B23,3,c_noSPA,S5237,B23.BRP.BRP,0.41298546862284197,36,6
B23,3,c_noSPA,S0754,B23.TUR.TUR,0.2302086005088632,36,6
B23,3,c_noSPA,S9275,B23.SPA.SPA,-0.19583848398774076,17,18
B23,3,c_noSPA,S9029,B23.TUR.TUR,-0.8656048300383113,13,22
B23,3,c_noSPA,S3383,B23.BRP.BRP,0.3599593959517934,36,6
B23,3,c_noSPA,S7585,B23.SPA.SPA,1.1439558278762518,39,3
B23,3,c_noSPA,S0812,B23.SPA.SPA,0.4018554444698235,29,6
B23,3,c_noSPA,S3842,B23.BRP.BRP,0.4734084707527296,27,8
B23,3,c_noSPA,S8234,B23.FAR.FAR,0.5439613460082637,41,1
B23,3,c_noSPA,S0195,B23.SPA.SPA,-0.2968732975836594,23,19
B23,3,c_noSPA,S1886,B23.SPA.SPA,-0.07061217939882376,25,10
B23,3,c_noSPA,S5541,B23.FAR.FAR,0.4734084707527296,33,9
B23,3,c_noSPA,S5787,B23.BRP.BRP,-0.6896423745787781,22,13
B23,3,c_noTUR,S8234,B23.FAR.FAR,0.6292214645448686,41,1
B23,3,c_noTUR,S5422,B23.BRP.BRP,1.2077155441185667,35,0
B23,3,c_noTUR,S7239,B23.BRP.BRP,-0.056961606755310215,18,10
B23,3,c_noTUR,S9666,B23.BRP.BRP,0.08029874378792537,24,11
B23,3,c_noTUR,S6509,B23.SPA.SPA,0.04709220618517086,29,6
B23,3,c_noTUR,S4862,B23.TUR.TUR,-0.3712902015187176,18,17
B23,3,c_noTUR,S9530,B23.FAR.FAR,-0.14786134300484127,25,10
B23,3,c_noTUR,S7421,B23.FAR.FAR,0.6292214645448686,40,2
B23,3,c_noTUR,S2534,B23.SPA.SPA,0.5596410810265326,29,6
B23,3,c_noTUR,S7985,B23.BRP.BRP,1.2077155441185667,34,1
B23,3,c_noTUR,S9275,B23.SPA.SPA,-0.24172582736714585,18,17
B23,3,c_noTUR,S5527,B23.TUR.TUR,-0.6669274616391996,12,30
B23,3,c_noTUR,S8005,B23.FAR.FAR,0.015620430874979548,21,21
B23,3,c_noTUR,S9215,B23.FAR.FAR,0.5439613460082637,41,1
B23,3,c_noTUR,S3199,B23.TUR.TUR,-0.6226472496762814,13,22
B23,3,c_noTUR,S9981,B23.SPA.SPA,1.0771380117565024,33,2
B23,3,c_noTUR,S8247,B23.TUR.TUR,0.08029874378792537,20,15
B23,3,c_noTUR,S2669,B23.SPA.SPA,0.6691340527751255,33,2
B23,3,c_noTUR,S0582,B23.FAR.FAR,0.4734084707527296,40,2
B23,3,c_noTUR,S8198,B23.FAR.FAR,0.6691340527751255,31,4
B23,3,c_noTUR,S7645,B23.FAR.FAR,0.4734084707527296,34,1
B23,3,c_noTUR,S8954,B23.TUR.TUR,-0.41985321508102785,19,23
B23,3,c_noTUR,S0754,B23.TUR.TUR,0.8888621398261423,35,7
B23,3,c_noTUR,S5774,B23.TUR.TUR,0.19374781858886136,35,7
B23,3,c_noTUR,S0195,B23.SPA.SPA,0.2696031567912246,27,15
B23,3,c_noTUR,S5292,B23.BRP.BRP,1.1439558278762518,36,6
B23,3,c_noTUR,S9562,B23.BRP.BRP,1.2077155441185667,42,0
B23,3,c_noTUR,S2227,B23.SPA.SPA,0.3599593959517934,35,7
B23,3,c_noTUR,S5541,B23.FAR.FAR,0.41298546862284197,36,6
B23,3,c_noTUR,S5218,B23.FAR.FAR,-0.2860060393300641,18,17
B23,3,c_noTUR,S3383,B23.BRP.BRP,0.8888621398261423,41,1
B23,3,c_noTUR,S5237,B23.BRP.BRP,1.1439558278762518,39,3
B23,3,c_noTUR,S2214,B23.FAR.FAR,0.04173363047745942,37,5
B23,3,c_noTUR,S1573,B23.TUR.TUR,0.09764371564894025,18,10
B23,3,c_noTUR,S3842,B23.BRP.BRP,0.4018554444698235,29,6
B23,3,c_noTUR,S0101,B23.SPA.SPA,-0.3712902015187176,18,17
B23,3,c_noTUR,S1895,B23.FAR.FAR,-0.6896423745787781,18,17
B23,3,c_noTUR,S5787,B23.BRP.BRP,-0.4543266445031728,14,21
B23,3,c_noTUR,S2348,B23.BRP.BRP,0.8211482408865273,34,1
B23,3,c_noTUR,S1186,B23.FAR.FAR,0.15319530078120605,30,5
B23,3,c_noTUR,S2368,B23.TUR.TUR,-0.3712902015187176,19,16
B23,3,c_noTUR,S0812,B23.SPA.SPA,0.3404034309925523,31,4
B23,3,c_noTUR,S9445,B23.TUR.TUR,-0.005933866485877943,44,5
B23,3,c_noTUR,S2103,B23.BRP.BRP,-0.2603467089418155,26,16
B23,3,c_noTUR,S9029,B23.TUR.TUR,-0.7365078451575358,12,23
B23,3,c_noTUR,S7149,B23.TUR.TUR,-0.10153451324736959,37,5
B23,3,c_noTUR,S2189,B23.TUR.TUR,-0.1721454438488097,23,12
B23,3,c_noTUR,S1886,B23.SPA.SPA,0.11554051602613445,32,3
B23,3,c_noTUR,S0448,B23.SPA.SPA,-0.1721454438488097,18,17
B23,3,c_noTUR,S7518,B23.BRP.BRP,1.0771380117565024,30,5
B23,3,c_noTUR,S2588,B23.SPA.SPA,-0.3076710320994821,13,22
B23,3,c_noTUR,S5714,B23.TUR.TUR,0.09764371564894025,21,7
B23,3,c_noTUR,S0363,B23.BRP.BRP,0.737768468740415,37,5
B23,3,c_noTUR,S0223,B23.BRP.BRP,0.8211482408865273,34,1
B23,3,c_noTUR,S7540,B23.SPA.SPA,-0.3076710320994821,18,17
B23,3,c_noTUR,S9841,B23.TUR.TUR,-0.8114616764974256,10,25
B23,3,c_noTUR,S7585,B23.SPA.SPA,1.2077155441185667,42,0
B23,3,c_noTUR,S6062,B23.FAR.FAR,-0.1641201361377336,26,16
B23,3,c_noTUR,S9461,B23.SPA.SPA,-0.04304845896803419,24,11
B23,3,c_noTUR,S0015,B23.FAR.FAR,-0.22282689663880115,24,18
B23,3,b_TUR,S9530,B23.FAR.FAR,-0.5164844089256235,22,8
B23,3,b_TUR,S2588,B23.SPA.SPA,-0.49570855328339103,13,17
B23,3,b_TUR,S0812,B23.SPA.SPA,0.8211482408865273,25,5
B23,3,b_TUR,S9461,B23.SPA.SPA,-0.19583848398774076,17,13
B23,3,b_TUR,S7149,B23.TUR.TUR,0.4734084707527296,26,10
B23,3,b_TUR,S4862,B23.TUR.TUR,-0.7365078451575358,14,16
B23,3,b_TUR,S8005,B23.FAR.FAR,-0.2603467089418155,21,15
B23,3,b_TUR,S3383,B23.BRP.BRP,0.41298546862284197,28,8
B23,3,b_TUR,S0363,B23.BRP.BRP,0.12780261385652555,35,1
B23,3,b_TUR,S8954,B23.TUR.TUR,-0.5583804574436538,18,18
B23,3,b_TUR,S0754,B23.TUR.TUR,0.3599593959517934,22,14
B23,3,b_TUR,S0448,B23.SPA.SPA,-0.2640402212888884,11,19
B23,3,b_TUR,S7985,B23.BRP.BRP,0.08029874378792537,25,5
B23,3,b_TUR,S7421,B23.FAR.FAR,0.41298546862284197,32,4
B23,3,b_TUR,S2669,B23.SPA.SPA,0.2863182148277932,24,6
B23,3,b_TUR,S7540,B23.SPA.SPA,-0.43365260370880426,12,18
B23,3,b_TUR,S7239,B23.BRP.BRP,-0.4284801341254189,19,5
B23,3,b_TUR,S9275,B23.SPA.SPA,-0.3712902015187176,18,12
B23,3,b_TUR,S9841,B23.TUR.TUR,-1.0618485897875516,2,28
B23,3,b_TUR,S8234,B23.FAR.FAR,0.4734084707527296,32,4
B23,3,b_TUR,S9445,B23.TUR.TUR,0.03793482479672196,35,7
B23,3,b_TUR,S0195,B23.SPA.SPA,-0.24172582736714585,24,12
B23,3,b_TUR,S2214,B23.FAR.FAR,-0.20361721915900105,19,17
B23,3,b_TUR,S9562,B23.BRP.BRP,-0.033618201486183906,25,11
B23,3,b_TUR,S1573,B23.TUR.TUR,-0.09063215628141826,18,6
B23,3,b_TUR,S3842,B23.BRP.BRP,0.15319530078120605,23,7
B23,3,b_TUR,S1186,B23.FAR.FAR,-0.09719161250891994,23,7
B23,3,b_TUR,S1895,B23.FAR.FAR,-0.7365078451575358,18,12
B23,3,b_TUR,S8198,B23.FAR.FAR,-0.19583848398774076,17,13
B23,3,b_TUR,S5527,B23.TUR.TUR,-0.807118775758976,9,27
B23,3,b_TUR,S0101,B23.SPA.SPA,-0.3712902015187176,19,11
B23,3,b_TUR,S9215,B23.FAR.FAR,0.09764371564894025,36,0
B23,3,b_TUR,S0582,B23.FAR.FAR,-0.10153451324736959,29,7
B23,3,b_TUR,S2103,B23.BRP.BRP,-0.24172582736714585,23,13
B23,3,b_TUR,S9666,B23.BRP.BRP,-0.14786134300484127,19,11
B23,3,b_TUR,S1886,B23.SPA.SPA,-0.04304845896803419,26,4
B23,3,b_TUR,S5292,B23.BRP.BRP,0.6292214645448686,33,3
B23,3,b_TUR,S0015,B23.FAR.FAR,-0.2968732975836594,19,17
B23,3,b_TUR,S5714,B23.TUR.TUR,0.09764371564894025,15,9
B23,3,b_TUR,S2348,B23.BRP.BRP,0.8211482408865273,27,3
B23,3,b_TUR,S5237,B23.BRP.BRP,0.06901996485401188,32,4
B23,3,b_TUR,S0223,B23.BRP.BRP,-0.07061217939882376,25,5
B23,3,b_TUR,S7518,B23.BRP.BRP,0.23783502976871682,25,5
B23,3,b_TUR,S2227,B23.SPA.SPA,0.1597378065839196,31,5
B23,3,b_TUR,S5422,B23.BRP.BRP,1.2077155441185667,30,0
B23,3,b_TUR,S8247,B23.TUR.TUR,-0.3712902015187176,20,10
B23,3,b_TUR,S9029,B23.TUR.TUR,-0.6669274616391996,11,19
B23,3,b_TUR,S5787,B23.BRP.BRP,-0.49570855328339103,17,13
B23,3,b_TUR,S9981,B23.SPA.SPA,0.5596410810265326,29,1
B23,3,b_TUR,S5541,B23.FAR.FAR,-0.056961606755310215,31,5
B23,3,b_TUR,S2189,B23.TUR.TUR,-0.24172582736714585,21,9
B23,3,b_TUR,S3199,B23.TUR.TUR,-0.5164844089256235,12,18
B23,3,b_TUR,S6509,B23.SPA.SPA,-0.1721454438488097,17,13
B23,3,b_TUR,S5218,B23.FAR.FAR,-0.6226472496762814,15,15
B23,3,b_TUR,S7585,B23.SPA.SPA,1.2077155441185667,31,5
B23,3,b_TUR,S2368,B23.TUR.TUR,-0.3921688800807221,17,13
B23,3,b_TUR,S6062,B23.FAR.FAR,-0.5234307972158463,18,18
B23,3,b_TUR,S2534,B23.SPA.SPA,-0.24172582736714585,25,5
B23,3,b_TUR,S7645,B23.FAR.FAR,0.23783502976871682,26,4
B23,3,b_TUR,S5774,B23.TUR.TUR,-0.0094577366867102,18,18
B23,3,c_noFAR,S7149,B23.TUR.TUR,-0.033618201486183906,30,6
B23,3,c_noFAR,S3383,B23.BRP.BRP,0.737768468740415,36,0
B23,3,c_noFAR,S0448,B23.SPA.SPA,-0.3290794837951988,20,10
B23,3,c_noFAR,S6509,B23.SPA.SPA,-0.2640402212888884,28,2
B23,3,c_noFAR,S5541,B23.FAR.FAR,-0.10153451324736959,34,2
B23,3,c_noFAR,S3842,B23.BRP.BRP,0.04709220618517086,22,8
B23,3,c_noFAR,S3199,B23.TUR.TUR,-0.5164844089256235,20,10
B23,3,c_noFAR,S2669,B23.SPA.SPA,0.19374781858886136,28,2
B23,3,c_noFAR,S2348,B23.BRP.BRP,0.4018554444698235,24,6
B23,3,c_noFAR,S9029,B23.TUR.TUR,-0.8380411096075218,9,21
B23,3,c_noFAR,S9461,B23.SPA.SPA,-0.14786134300484127,24,6
B23,3,c_noFAR,S1573,B23.TUR.TUR,-0.1539919515449363,21,3
B23,3,c_noFAR,S9530,B23.FAR.FAR,-0.3502728315626918,20,10
B23,3,c_noFAR,S2588,B23.SPA.SPA,-0.712814805018605,14,16
B23,3,c_noFAR,S6062,B23.FAR.FAR,-0.3852224917904992,25,11
B23,3,c_noFAR,S1886,B23.SPA.SPA,-0.3076710320994821,23,7
B23,3,c_noFAR,S2103,B23.BRP.BRP,-0.5234307972158463,30,6
B23,3,c_noFAR,S5292,B23.BRP.BRP,0.3599593959517934,36,0
B23,3,c_noFAR,S2534,B23.SPA.SPA,-0.21901091442756748,24,6
B23,3,c_noFAR,S0223,B23.BRP.BRP,-0.04304845896803419,27,3
B23,3,c_noFAR,S5422,B23.BRP.BRP,1.2077155441185667,30,0
B23,3,c_noFAR,S7985,B23.BRP.BRP,0.6691340527751255,30,0
B23,3,c_noFAR,S0195,B23.SPA.SPA,-0.0094577366867102,25,11
B23,3,c_noFAR,S8005,B23.FAR.FAR,-0.07957504760987796,27,9
B23,3,c_noFAR,S7585,B23.SPA.SPA,1.2077155441185667,36,0
B23,3,c_noFAR,S9562,B23.BRP.BRP,0.3599593959517934,36,0
B23,3,c_noFAR,S5714,B23.TUR.TUR,0.09764371564894025,19,5
B23,3,c_noFAR,S5774,B23.TUR.TUR,0.3599593959517934,32,4
B23,3,c_noFAR,S9275,B23.SPA.SPA,-0.49570855328339103,21,9
B23,3,c_noFAR,S0812,B23.SPA.SPA,0.19374781858886136,28,2
B23,3,c_noFAR,S5787,B23.BRP.BRP,-0.5583804574436538,18,12
B23,3,c_noFAR,S0582,B23.FAR.FAR,0.3599593959517934,34,2
B23,3,c_noFAR,S0101,B23.SPA.SPA,-0.2860060393300641,18,12
B23,3,c_noFAR,S0363,B23.BRP.BRP,0.5439613460082637,33,3
B23,3,c_noFAR,S2189,B23.TUR.TUR,-0.3921688800807221,27,3
B23,3,c_noFAR,S1895,B23.FAR.FAR,-0.537363087487628,13,17
B23,3,c_noFAR,S7239,B23.BRP.BRP,-0.24172582736714585,20,4
B23,3,c_noFAR,S2227,B23.SPA.SPA,0.04173363047745942,27,9
B23,3,c_noFAR,S7540,B23.SPA.SPA,-0.5164844089256235,16,14
B23,3,c_noFAR,S1186,B23.FAR.FAR,0.15319530078120605,26,4
B23,3,c_noFAR,S8198,B23.FAR.FAR,-0.04304845896803419,26,4
B23,3,c_noFAR,S5237,B23.BRP.BRP,0.04173363047745942,34,2
B23,3,c_noFAR,S4862,B23.TUR.TUR,-0.6009822569068635,14,16
B23,3,c_noFAR,S2368,B23.TUR.TUR,-0.3076710320994821,16,14
B23,3,c_noFAR,S8247,B23.TUR.TUR,-0.3502728315626918,21,9
B23,3,c_noFAR,S9981,B23.SPA.SPA,1.2077155441185667,30,0
B23,3,c_noFAR,S0015,B23.FAR.FAR,-0.3502728315626918,24,12
B23,3,c_noFAR,S9445,B23.TUR.TUR,0.03793482479672196,33,9
B23,3,c_noFAR,S9841,B23.TUR.TUR,-1.102401107595207,5,25
B23,3,c_noFAR,S0754,B23.TUR.TUR,0.6292214645448686,34,2
B23,3,c_noFAR,S8234,B23.FAR.FAR,0.19374781858886136,35,1
B23,3,c_noFAR,S9666,B23.BRP.BRP,-0.19583848398774076,18,12
B23,3,c_noFAR,S5218,B23.FAR.FAR,-0.43365260370880426,19,11
B23,3,c_noFAR,S7421,B23.FAR.FAR,0.2696031567912246,35,1
B23,3,c_noFAR,S9215,B23.FAR.FAR,0.3599593959517934,35,1
B23,3,c_noFAR,S7645,B23.FAR.FAR,0.5596410810265326,30,0
B23,3,c_noFAR,S7518,B23.BRP.BRP,0.6691340527751255,29,1
B23,3,c_noFAR,S5527,B23.TUR.TUR,-0.6117799914226862,14,22
B23,3,c_noFAR,S2214,B23.FAR.FAR,-0.24172582736714585,28,8
B23,3,c_noFAR,S8954,B23.TUR.TUR,-0.3852224917904992,21,15
B23,3,b_SPA,S0015,B23.FAR.FAR,-0.27871980527978585,29,19
B23,3,b_SPA,S0582,B23.FAR.FAR,0.015620430874979548,43,5
B23,3,b_SPA,S9029,B23.TUR.TUR,-1.02419380503248,11,29
B23,3,b_SPA,S8247,B23.TUR.TUR,-0.3921688800807221,27,13
B23,3,b_SPA,S5541,B23.FAR.FAR,-0.43709971041579193,44,4
B23,3,b_SPA,S9666,B23.BRP.BRP,-0.2640402212888884,28,12
B23,3,b_SPA,S1186,B23.FAR.FAR,-0.04304845896803419,38,2
B23,3,b_SPA,S0101,B23.SPA.SPA,-0.3076710320994821,23,17
B23,3,b_SPA,S6062,B23.FAR.FAR,-0.4715535785905537,25,23
B23,3,b_SPA,S8005,B23.FAR.FAR,-0.056961606755310215,43,5
B23,3,b_SPA,S3383,B23.BRP.BRP,0.737768468740415,46,2
B23,3,b_SPA,S5237,B23.BRP.BRP,0.2302086005088632,44,4
B23,3,b_SPA,S2103,B23.BRP.BRP,-0.4715535785905537,31,17
B23,3,b_SPA,S8954,B23.TUR.TUR,-0.7245920348065855,29,19
B23,3,b_SPA,S9841,B23.TUR.TUR,-1.1949715038341389,7,33
B23,3,b_SPA,S1573,B23.TUR.TUR,-0.2695624238913371,25,7
B23,3,b_SPA,S0812,B23.SPA.SPA,0.19374781858886136,39,1
B23,3,b_SPA,S7585,B23.SPA.SPA,0.3599593959517934,47,1
B23,3,b_SPA,S5292,B23.BRP.BRP,0.6292214645448686,43,5
B23,3,b_SPA,S5527,B23.TUR.TUR,-0.6299334837265597,26,22
B23,3,b_SPA,S5422,B23.BRP.BRP,1.2077155441185667,40,0
B23,3,b_SPA,S2348,B23.BRP.BRP,0.23783502976871682,35,5
B23,3,b_SPA,S7239,B23.BRP.BRP,-0.2968732975836594,28,4
B23,3,b_SPA,S0195,B23.SPA.SPA,-0.20361721915900105,31,17
B23,3,b_SPA,S9445,B23.TUR.TUR,0.2580146108214891,50,6
B23,3,b_SPA,S8234,B23.FAR.FAR,0.12780261385652555,48,0
B23,3,b_SPA,S2189,B23.TUR.TUR,-0.49570855328339103,35,5
B23,3,b_SPA,S9530,B23.FAR.FAR,-0.3921688800807221,33,7
B23,3,b_SPA,S8198,B23.FAR.FAR,-0.14786134300484127,40,0
B23,3,b_SPA,S5714,B23.TUR.TUR,-0.056961606755310215,30,2
B23,3,b_SPA,S0223,B23.BRP.BRP,0.23783502976871682,38,2
B23,3,b_SPA,S7421,B23.FAR.FAR,0.2696031567912246,45,3
B23,3,b_SPA,S2214,B23.FAR.FAR,-0.2603467089418155,43,5
B23,3,b_SPA,S0363,B23.BRP.BRP,0.2696031567912246,44,4
B23,3,b_SPA,S3199,B23.TUR.TUR,-0.5583804574436538,16,24
B23,3,b_SPA,S9461,B23.SPA.SPA,-0.21901091442756748,31,9
B23,3,b_SPA,S2368,B23.TUR.TUR,-0.4543266445031728,26,14
B23,3,b_SPA,S5787,B23.BRP.BRP,-0.2860060393300641,36,4
B23,3,b_SPA,S2669,B23.SPA.SPA,0.015620430874979548,40,0
B23,3,b_SPA,S0448,B23.SPA.SPA,-0.3712902015187176,27,13
B23,3,b_SPA,S7149,B23.TUR.TUR,0.015620430874979548,35,13
B23,3,b_SPA,S9981,B23.SPA.SPA,0.5596410810265326,40,0
B23,3,b_SPA,S9215,B23.FAR.FAR,0.41298546862284197,46,2
B23,3,b_SPA,S2588,B23.SPA.SPA,-0.49570855328339103,20,20
B23,3,b_SPA,S1886,B23.SPA.SPA,-0.014359807292100471,32,8
B23,3,b_SPA,S2227,B23.SPA.SPA,-0.0094577366867102,43,5
B23,3,b_SPA,S7518,B23.BRP.BRP,0.5596410810265326,38,2
B23,3,b_SPA,S5218,B23.FAR.FAR,-0.6669274616391996,24,16
B23,3,b_SPA,S7645,B23.FAR.FAR,0.3404034309925523,37,3
B23,3,b_SPA,S1895,B23.FAR.FAR,-0.6669274616391996,14,26
B23,3,b_SPA,S6509,B23.SPA.SPA,0.08029874378792537,33,7
B23,3,b_SPA,S9562,B23.BRP.BRP,0.4734084707527296,43,5
B23,3,b_SPA,S7985,B23.BRP.BRP,0.4734084707527296,39,1
B23,3,b_SPA,S3842,B23.BRP.BRP,0.15319530078120605,40,0
B23,3,b_SPA,S0754,B23.TUR.TUR,0.2302086005088632,46,2
B23,3,b_SPA,S7540,B23.SPA.SPA,-0.712814805018605,26,14
B23,3,b_SPA,S5774,B23.TUR.TUR,-0.0094577366867102,42,6
B23,3,b_SPA,S4862,B23.TUR.TUR,-0.49570855328339103,18,22
B23,3,b_SPA,S2534,B23.SPA.SPA,-0.09719161250891994,33,7
B23,3,b_SPA,S9275,B23.SPA.SPA,-0.3290794837951988,21,19
B23,3,c_noBRP,S9530,B23.FAR.FAR,-0.4543266445031728,26,14
B23,3,c_noBRP,S5787,B23.BRP.BRP,-0.24172582736714585,28,12
B23,3,c_noBRP,S2669,B23.SPA.SPA,0.4734084707527296,40,0
B23,3,c_noBRP,S9666,B23.BRP.BRP,-0.014359807292100471,30,10
B23,3,c_noBRP,S0582,B23.FAR.FAR,0.41298546862284197,47,1
B23,3,c_noBRP,S2227,B23.SPA.SPA,0.04173363047745942,44,4
B23,3,c_noBRP,S9215,B23.FAR.FAR,0.737768468740415,47,1
B23,3,c_noBRP,S5218,B23.FAR.FAR,-0.2860060393300641,18,22
B23,3,c_noBRP,S0195,B23.SPA.SPA,-0.24172582736714585,32,16
B23,3,c_noBRP,S8005,B23.FAR.FAR,-0.10153451324736959,32,16
B23,3,c_noBRP,S9461,B23.SPA.SPA,-0.2640402212888884,26,14
B23,3,c_noBRP,S1886,B23.SPA.SPA,-0.09719161250891994,33,7
B23,3,c_noBRP,S7149,B23.TUR.TUR,-0.07957504760987796,38,10
B23,3,c_noBRP,S9562,B23.BRP.BRP,0.015620430874979548,48,0
B23,3,c_noBRP,S1895,B23.FAR.FAR,-0.6009822569068635,12,28
B23,3,c_noBRP,S2368,B23.TUR.TUR,-0.3076710320994821,28,12
B23,3,c_noBRP,S2348,B23.BRP.BRP,0.3404034309925523,40,0
B23,3,c_noBRP,S0223,B23.BRP.BRP,0.15319530078120605,36,4
B23,3,c_noBRP,S7421,B23.FAR.FAR,0.3599593959517934,48,0
B23,3,c_noBRP,S4862,B23.TUR.TUR,-0.3290794837951988,23,17
B23,3,c_noBRP,S9029,B23.TUR.TUR,-0.8380411096075218,9,31
B23,3,c_noBRP,S2588,B23.SPA.SPA,-0.7857464775186993,17,23
B23,3,c_noBRP,S0015,B23.FAR.FAR,-0.33262556361667683,34,14
B23,3,c_noBRP,S7585,B23.SPA.SPA,0.6292214645448686,47,1
B23,3,c_noBRP,S2214,B23.FAR.FAR,-0.1641201361377336,36,12
B23,3,c_noBRP,S5541,B23.FAR.FAR,0.015620430874979548,45,3
