dataset_id,model_variant,representation,layer,measure,estimand,fold,type,tau,predictor_scaling,training_predictor_mean,training_predictor_sd,z_train,z_test,estimate_train,std_error_train,p_value_train,estimate_test,std_error_test,p_value_test,poll_train,poll_test,optimism,n_train_rows,n_test_rows,n_train_trials,n_test_trials,percent_ceiling,absolute_percent_ceiling,source_path
AN19,base,hubert_tsne_3d,cnn_2,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1103.00576568207,45.6702738435588,0.216311156809285,-0.356571778465741,0.0256039079506384,0.118366099688573,0.828745213051985,-0.0524976089733815,0.147228726847841,0.721412407972811,-0.67293030887052,-0.671735224088979,-0.0017759413802398,3840,1920,3840,1920,-1.6090898090937273,1.6090898090937273,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1103.07791910284,47.1536395115746,-0.440287602720205,0.538626901533193,-0.0509412719184132,0.115699991559348,0.659728818548782,0.0898053836144163,0.166730223386145,0.590144321423276,-0.672588631955746,-0.672357130511754,-0.0003441947023678,3840,1920,3840,1920,2.4306440119575052,2.4306440119575052,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1104.46243400666,46.7613453409125,0.120455055717981,-0.207350237249659,0.0134733533513217,0.111853780408076,0.904122680683012,-0.0365240553058267,0.176146677188751,0.835736342898775,-0.672161420543004,-0.673267132883532,0.0016450101221735,3840,1920,3840,1920,-0.9357026377892359,0.9357026377892359,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,within_token_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,777.066908612816,28.8752309176993,-0.764475132261761,-0.0851138756290327,-0.0914617774824417,0.119639964235128,0.444584150487755,-0.0144576410267764,0.169862327616119,0.932170859181003,-0.672602338894649,-0.671655532525082,-0.0014076762966997,3840,1920,3840,1920,-0.3840906043558522,0.3840906043558522,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,within_token_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,779.020137836903,28.2861234398104,-0.130589551746703,-1.19175171493171,-0.0150813236803801,0.115486449556336,0.896100008440026,-0.202356709063793,0.169797707465761,0.233358613713693,-0.672589831360433,-0.671320292963221,-0.0018875373043396,3840,1920,3840,1920,-5.377979008091444,5.377979008091444,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,within_token_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,778.926486740759,28.4295622408761,-0.802481368035023,-0.0106264769286544,-0.0954934520648818,0.118997718661942,0.422274561926232,-0.0017114194232437,0.161052382152066,0.991521457692208,-0.671778349324309,-0.673261352509752,0.0022075781199776,3840,1920,3840,1920,-0.04795375507854516,0.04795375507854516,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,within_type_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,74.4682882032891,11.7916053442165,-0.279077276104648,-1.13885749776292,-0.0274013125074814,0.0981853947048217,0.780185521630914,-0.149038969975075,0.130867092913587,0.254762595362261,-0.673061857683814,-0.671390090005954,-0.0024838247165178,3840,1920,3840,1920,-5.139285003275614,5.139285003275614,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,within_type_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,74.0320154358787,11.980076975704,-0.755826127003177,-0.423741565378521,-0.0770463782667862,0.101936643249251,0.44975344983703,-0.0547772285419012,0.129270369058484,0.671754298240839,-0.672637076601444,-0.672265999770773,-0.0005516746601984,3840,1920,3840,1920,-1.9122047108546247,1.9122047108546247,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,within_type_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,74.3217629144308,12.2159286642806,-1.16629159942642,0.0605902391188217,-0.110729309651761,0.0949413591817153,0.24349656848139,0.0095367673668991,0.15739775095122,0.951685547297315,-0.67188998402466,-0.673674452959122,0.00265589453168,3840,1920,3840,1920,0.2734235915028125,0.2734235915028125,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,between_type_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,236.264245138885,27.1646036078721,0.650805513690147,0.102733814079674,0.0734445352930617,0.112851741031852,0.515172040544586,0.0163921526997791,0.159559467801578,0.918174235867318,-0.672940837373779,-0.671702365538208,-0.0018403873963189,3840,1920,3840,1920,0.4636035246429793,0.4636035246429793,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,between_type_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,235.185404100381,27.0119757840017,-0.0549434623999847,1.07399679207135,-0.0061287025108025,0.111545618770546,0.956183506164492,0.163178941389199,0.151936153435325,0.282824119326957,-0.672730682525758,-0.671701038584908,-0.0015305440462212,3840,1920,3840,1920,4.846590216862616,4.846590216862616,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,between_type_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,236.451280817079,27.1016393051997,0.769025529886321,-0.223063146482331,0.0858899494408953,0.111686733538731,0.441878154963131,-0.0350240924233825,0.157014248994989,0.823486360562777,-0.671857550590807,-0.673686723926849,0.0027225612548876,3840,1920,3840,1920,-1.0066097696612453,1.0066097696612453,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,order_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,265.828275973321,5.23811087736098,-0.0237602995123248,0.181937939286014,-0.0025524162119227,0.107423570590882,0.981043807501381,0.0298347336611542,0.163983025081167,0.85563143011016,-0.673186370105868,-0.671748623691422,-0.0021357331019926,3840,1920,3840,1920,0.8210253914437762,0.8210253914437762,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,order_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,266.499300487631,5.24317806846819,0.364217360763314,-0.25395434825928,0.0396317276577375,0.108813395316134,0.715695704011468,-0.039542982268092,0.155709018330018,0.799530826880529,-0.672732026544836,-0.672734062923345,3.0270277456025e-06,3840,1920,3840,1920,-1.14601148615105,1.14601148615105,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,order_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,266.444608114636,5.13604806919801,0.0247181724593874,0.264044128004426,0.0026473681007364,0.10710209685146,0.980279759982336,0.0389898521089439,0.147664151456874,0.79174591572846,-0.672276072860326,-0.673535225766109,0.0018729699845277,3840,1920,3840,1920,1.1915433053930897,1.1915433053930897,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,mean_dissimilarity_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,26.7411188793663,1.65940223024707,-0.862777513045642,-0.755507399548433,-0.0934536248749648,0.108317177327756,0.38825980505906,-0.104682093805945,0.138558661197116,0.449944594183011,-0.673149105022596,-0.671609947833987,-0.0022865026145385,3840,1920,3840,1920,-3.409353545979208,3.409353545979208,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,mean_dissimilarity_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,26.6561738243566,1.7463562564634,-0.540746508189658,-1.31308325622648,-0.05898323078007,0.109077414068816,0.58868231730669,-0.208685982015405,0.158928218013474,0.189154895262269,-0.672724358102761,-0.67228256444782,-0.0006567231431722,3840,1920,3840,1920,-5.925507888417027,5.925507888417027,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_2,mean_dissimilarity_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,26.7105520593787,1.73920904626025,-1.43825594498725,-0.0160150413818688,-0.153977309912432,0.107058351087711,0.150361446867092,-0.0026213761382279,0.163682133297247,0.987222391946577,-0.671977314036985,-0.673714617123778,0.0025853597294172,3840,1920,3840,1920,-0.07227055374561936,0.07227055374561936,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1150.02883288411,24.8049848778511,-0.193307012349479,-0.24479260871479,-0.022347007359676,0.11560370773966,0.846718534845253,-0.0348159610611922,0.142226357421422,0.806617017229967,-0.672825667515174,-0.671698605203962,-0.0016751178880775,3840,1920,3840,1920,-1.10466760358681,1.10466760358681,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1148.99344388139,26.0928115785129,-0.593677259929515,0.249866707516472,-0.0684894655276753,0.115364812079558,0.552727995360126,0.0420314369822732,0.16821543534167,0.802690430258518,-0.672545547346675,-0.672087706631226,-0.0006807579311985,3840,1920,3840,1920,1.1275653233874408,1.1275653233874408,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1149.02221808783,25.836830237324,0.028522187347944,-0.587149339384385,0.0031764334751581,0.111367106470786,0.977245672281705,-0.103130552281016,0.175646203381829,0.55710341312652,-0.672007520199891,-0.673271909250892,0.0018815102703381,3840,1920,3840,1920,-2.6496096311511685,2.6496096311511685,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,within_token_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,791.096251840462,26.820899336287,-0.936330840712494,0.329548847690438,-0.108219839811556,0.115578634288289,0.349102873877359,0.0508757290562832,0.154379933089838,0.741740878779922,-0.672964372952957,-0.671757097227458,-0.0017939667744985,3840,1920,3840,1920,1.48714431270733,1.48714431270733,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,within_token_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,791.860340731397,26.5890788931555,0.249241820984493,-1.46276477934566,0.0282886005369441,0.113498611209008,0.803173731453365,-0.223318433791549,0.152668724968513,0.143531753618901,-0.672705423179115,-0.672061308245852,-0.0009574992427129,3840,1920,3840,1920,-6.600970805019777,6.600970805019777,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,within_token_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,791.427841056245,26.8884959708717,-0.772560431741716,-0.0260185354946617,-0.0861456027938088,0.111506620394208,0.439782569311378,-0.004449133903551,0.170998629206624,0.979242554268431,-0.672137131041474,-0.673537240306189,0.0020830708497619,3840,1920,3840,1920,-0.11741299463503678,0.11741299463503678,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,within_type_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,117.498708839778,20.6226681733822,-0.315691829046212,-1.39235826284,-0.0335425210321799,0.106250836879499,0.752236429260941,-0.213768898029095,0.153530096193108,0.163813936572192,-0.672986254125667,-0.671237716004931,-0.0025981780608686,3840,1920,3840,1920,-6.283249619427039,6.283249619427039,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,within_type_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,117.174738589406,19.8277989630694,-0.979711888477378,-0.266494921306141,-0.10426193097447,0.106421012341199,0.327228356049036,-0.0369457460970012,0.138635835594627,0.789858070244769,-0.67259436600842,-0.672063413223385,-0.0007894100989666,3840,1920,3840,1920,-1.2026029202144115,1.2026029202144115,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,within_type_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,116.954823629884,20.1821876155483,-1.22845334835159,-0.051899096853766,-0.125751720680857,0.102365890287651,0.219276831812763,-0.0080030204981317,0.154203463707308,0.958609093914044,-0.67179303286576,-0.673677670868642,0.0028053848591472,3840,1920,3840,1920,-0.23420335789863073,0.23420335789863073,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,between_type_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,235.00561154245,27.4309393016829,0.625493148272916,0.453189705961358,0.0747030558619416,0.119430654145786,0.531647443955121,0.0723263506186456,0.159593983859847,0.650412144316363,-0.672860265327443,-0.671650028273878,-0.0017986454482871,3840,1920,3840,1920,2.0450943722644244,2.0450943722644244,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,between_type_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,233.858546391904,27.2780796373407,0.0773979426281927,1.20166716020602,0.0088481084438854,0.114319685296938,0.938306977419765,0.202201420664852,0.16826740994585,0.229492509454607,-0.672694084166867,-0.671521822486591,-0.0017426371182201,3840,1920,3840,1920,5.422724113865572,5.422724113865572,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,between_type_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,234.725537504734,27.5125838537727,1.14518553075968,-0.330207387850237,0.133044274608214,0.116177048202797,0.252132310822734,-0.0541413855923075,0.163961763377817,0.74124326494165,-0.671733843896886,-0.673631119415675,0.0028244453305838,3840,1920,3840,1920,-1.4901160853601492,1.4901160853601492,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
