dataset_id,model_variant,representation,layer,measure,estimand,fold,type,tau,predictor_scaling,training_predictor_mean,training_predictor_sd,z_train,z_test,estimate_train,std_error_train,p_value_train,estimate_test,std_error_test,p_value_test,poll_train,poll_test,optimism,n_train_rows,n_test_rows,n_train_trials,n_test_trials,percent_ceiling,absolute_percent_ceiling,source_path
AN19,base,hubert_tsne_3d,cnn_3,order_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,253.612461159548,9.03731368486688,0.0130555710581231,0.540871071077736,0.0015633719167467,0.119747493984493,0.989583457334132,0.0771366691669625,0.14261563113971,0.58859645179223,-0.672931928923593,-0.671693329921199,-0.0018406007341272,3840,1920,3840,1920,2.440771202503937,2.440771202503937,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,order_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,253.729188341711,9.48655676603954,0.693047998239262,-0.34488682648352,0.0803226097485185,0.11589761452682,0.488279430227577,-0.0595266730806054,0.172597700200793,0.730179454633668,-0.672573718532256,-0.672411574126117,-0.0002410804967116,3840,1920,3840,1920,-1.5563595082402968,1.5563595082402968,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,order_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,253.530348391144,9.40149804613746,0.162941982182157,0.385753343878635,0.0183097852600134,0.112369967609357,0.870564115515021,0.0690609375172478,0.179028746252361,0.699679351983629,-0.672151690592048,-0.673329267736587,0.0017519514731885,3840,1920,3840,1920,1.7407765054479125,1.7407765054479125,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,mean_dissimilarity_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,31.2374732740798,2.05997777764999,-0.802058169032722,-1.0473808277561,-0.087397359881647,0.108966360865132,0.422519310823773,-0.155885189355547,0.148833342395157,0.294923970591939,-0.672970272279423,-0.671457337232958,-0.0022481454364104,3840,1920,3840,1920,-4.726481224717614,4.726481224717614,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,mean_dissimilarity_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,31.1418789278925,2.05742521740553,-0.716467555693014,-1.15598817033037,-0.0776874159888092,0.108431170918361,0.473702694058945,-0.172981476585772,0.149639486826526,0.247685995745296,-0.672649702168068,-0.671964596853415,-0.001018517234817,3840,1920,3840,1920,-5.216590029404746,5.216590029404746,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_3,mean_dissimilarity_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,31.1443814691244,2.06505905401055,-1.59389527252018,0.0264206957653407,-0.167534350586863,0.105110011601934,0.110959493470153,0.004163498827309,0.157584753417844,0.97892178707723,-0.671752422696699,-0.673663288898988,0.0028445988994239,3840,1920,3840,1920,0.11922781014274844,0.11922781014274844,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,overall,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,1140.95947903325,71.5735806873149,-0.0991125901343154,-0.0975960794488595,-0.0103404616129656,0.104330454879167,0.921048875827937,-0.0147787625959773,0.151427830702169,0.922253037791562,-0.673148491995298,-0.671783313369768,-0.002028049742016,3840,1920,3840,1920,-0.4404186375163448,0.4404186375163448,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,overall,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,1139.34889674083,72.6462410045684,-0.0492607298105507,-0.210161198358884,-0.005338872477675,0.108379889989604,0.960711514573329,-0.0302909722135929,0.144132087417327,0.833541862464656,-0.672764487808833,-0.672487601815948,-0.0004115645190873,3840,1920,3840,1920,-0.9483875701023726,0.9483875701023726,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,overall,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,1143.32642512697,71.6709440793359,-0.118933001482694,-0.014117955038088,-0.0123509110199476,0.103847635777903,0.905328435909987,-0.0021435476857726,0.151831315512031,0.988735875834168,-0.672229381927991,-0.673679170065933,0.002156686656248,3840,1920,3840,1920,-0.06370963421384028,0.06370963421384028,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,within_token_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,738.86431415877,39.1144045143501,-0.165321636541097,0.492491226918375,-0.0198602726360008,0.120131115633275,0.868690829638418,0.0772192368739804,0.156793121691036,0.622372122374868,-0.672668083715869,-0.671659342586698,-0.0014996119982359,3840,1920,3840,1920,2.2224490612023082,2.2224490612023082,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,within_token_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,739.512855193443,39.8899268124125,0.194916883194605,-0.0245484634672087,0.0229933750467839,0.117965025245285,0.845458016811128,-0.0042630768901155,0.173659622151509,0.980415127090227,-0.672581835733428,-0.671792908121901,-0.0011729838208708,3840,1920,3840,1920,-0.1107790486503417,0.1107790486503417,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,within_token_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,739.562445104848,40.0459717066808,0.469640318958378,-0.248239626688968,0.0551186160528234,0.117363466950776,0.638612013635705,-0.0447960230649186,0.180454763256013,0.80394900800367,-0.671876140370846,-0.673334380286158,0.0021703999110712,3840,1920,3840,1920,-1.1202228489230464,1.1202228489230464,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,within_type_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,213.272976634471,70.5066303807435,-0.4603035770545,-0.385422630085353,-0.0481117143549396,0.104521704269187,0.645298334002943,-0.0549822910819931,0.142654547995319,0.69992431884069,-0.67314706753121,-0.671687160175235,-0.0021687791960964,3840,1920,3840,1920,-1.7392841041233138,1.7392841041233138,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,within_type_word,actual_exposure_variability,2,corrected_tau2,2,training_fold_gelman_2sd,210.765265297486,71.7627624263053,-0.0529064294718303,-0.989228733037504,-0.0056000754318321,0.105848674494541,0.957806461595366,-0.143941871875481,0.145509190208715,0.322551243350623,-0.672707444517597,-0.67241562941271,-0.0004337919957113,3840,1920,3840,1920,-4.464060167751839,4.464060167751839,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,within_type_word,actual_exposure_variability,3,corrected_tau2,2,training_fold_gelman_2sd,214.10015949105,72.0954048111264,-0.977981006496804,0.301794787538278,-0.100534722630323,0.102798236328173,0.328083718100397,0.0469033364902707,0.155414667273939,0.762808504658832,-0.672078827619413,-0.673636316696732,0.0023174202389858,3840,1920,3840,1920,1.3618994726810862,1.3618994726810862,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
AN19,base,hubert_tsne_3d,cnn_4,between_type_word,actual_exposure_variability,1,corrected_tau2,2,training_fold_gelman_2sd,186.102537888637,21.491044187012,0.939798787425406,0.551409880711803,0.112025241878196,0.119201304978368,0.347320780936697,0.090256207391886,0.163682608072558,0.581352728877361,-0.672594803087568,-0.671631138000074,-0.0014327572604946,3840,1920,3840,1920,2.488329344247859,2.488329344247859,C:\Users\Alex\Documents\GitHub\Similarity-based inferences predict cross-talker generalization during human speech perception\results\statistics\AN19-base-variability-z-notebook-simplified-tau2-v1\heldout_refit_z.csv
