dataset_id,model_variant,representation,measure,layer,mean_percent_ceiling,fold_bootstrap95_low,fold_bootstrap95_high,mean_z_test,min_fold_z_test,max_fold_z_test,n_folds
X21,base,hubert_tsne_3d,mean_dissimilarity_phoneme,tr_6,-11.513705193036879,-18.04246348995895,-3.8798852979435585,-2.5027749480254893,-4.12466074539897,-0.194571549756028,3
X21,base,hubert_tsne_3d,mean_dissimilarity_sentence,tr_6,-17.253817824764486,-21.854324600495676,-12.374160245669323,-3.7505235964988533,-4.97920189915471,-2.34847386371638,3
X21,base,hubert_tsne_3d,mean_dissimilarity_word,tr_6,-17.93807151004954,-21.940513378388346,-13.346046983057846,-3.899262247776917,-4.90865124546632,-2.52370275200292,3
X21,base,hubert_tsne_3d,order_phoneme,tr_6,7.265387841733879,-4.978864953076593,17.45701916308112,1.5793031324944298,-2.17106301193499,4.05485324173978,3
X21,base,hubert_tsne_3d,order_sentence,tr_6,15.067956184197188,3.3778658237519834,24.46949093274334,3.275375096329659,-0.361741843553453,5.49114502743528,3
X21,base,hubert_tsne_3d,order_word,tr_6,5.662714414814819,-3.0807472415190067,14.472776387848354,1.23092432345692,-1.18392917219627,3.68714109664315,3
X21,base,hubert_tsne_3d,overall,tr_6,16.479075774937773,4.754197340965565,28.734202800645004,3.582115168370881,0.419571661529153,7.07397872575124,3
X21,base,hubert_tsne_3d,within_token_phoneme,tr_6,16.020390811772508,3.1697842866635595,27.151138096005493,3.482409190529769,-0.379055574116402,6.27572565463764,3
X21,base,hubert_tsne_3d,within_token_sentence,tr_6,16.581204906953694,4.3641116197871,28.528291290361818,3.6043153401476964,0.167711580337879,6.87322664668656,3
X21,base,hubert_tsne_3d,within_token_word,tr_6,10.88344872357221,1.7070863603283464,22.053842349903608,2.3657738631304963,0.161894113885799,5.80808118497259,3
X21,base,hubert_tsne_3d,within_type_phoneme,tr_6,-0.8585639674482763,-9.744146085313485,10.646245390857011,-0.1866290957585434,-2.20241884579683,3.45587699193467,3
X21,base,hubert_tsne_3d,within_type_sentence,tr_6,-17.387319181222995,-21.68486435581306,-12.971476808222956,-3.779543260010287,-4.95178244678014,-2.53383355400439,3
X21,base,hubert_tsne_3d,within_type_word,tr_6,-15.326214375665463,-20.036055383221598,-9.998908355507774,-3.3315135956999633,-4.53241478514897,-1.74712509044231,3
X21,base,hubert_tsne_3d,between_type_phoneme,tr_8,10.96879576187771,5.650250323914785,15.718073619140345,2.384326051655208,0.810648166676524,3.60445046875424,3
X21,base,hubert_tsne_3d,between_type_sentence,tr_8,-0.4301731842564595,-18.610488417266353,17.24169597950356,-0.0935082713009298,-5.22585523602824,4.72305947622253,3
X21,base,hubert_tsne_3d,between_type_word,tr_8,25.032781096712114,23.150146311392497,27.536019768275878,5.44146444240614,5.02564694899024,6.24271870334584,3
X21,base,hubert_tsne_3d,mean_dissimilarity_phoneme,tr_8,-11.759866714184719,-18.432305658040296,-4.48814355338443,-2.5562839512496858,-4.30492561013305,-0.435446473862648,3
X21,base,hubert_tsne_3d,mean_dissimilarity_sentence,tr_8,-16.323666725043637,-21.38286053663561,-10.970978867352686,-3.5483333518096303,-4.9018325089264,-2.0125546458159,3
X21,base,hubert_tsne_3d,mean_dissimilarity_word,tr_8,-17.23085902559832,-21.66349580524502,-12.174398306738542,-3.7455329608671035,-4.8684181254612,-2.23521115921067,3
X21,base,hubert_tsne_3d,order_phoneme,tr_8,12.890669509382553,-0.424267561833366,26.118725030535693,2.802090566889795,-0.907704698410657,6.45792654421944,3
X21,base,hubert_tsne_3d,order_sentence,tr_8,16.348583678351847,8.772231430902544,22.467032686925563,3.553749638354697,1.20088065739038,5.00116262039604,3
X21,base,hubert_tsne_3d,order_word,tr_8,9.016699664891936,1.2788510105643112,15.420810572129515,1.959991997086135,-0.416362222211625,3.50800534170137,3
X21,base,hubert_tsne_3d,overall,tr_8,16.74263706952007,5.12435639044949,29.658353510085952,3.6394064220803006,0.638234510224182,7.44637323317073,3
X21,base,hubert_tsne_3d,within_token_phoneme,tr_8,17.277549217119454,4.824107059447677,27.44971223669205,3.755682173453185,-0.0920134892642342,6.18655000718325,3
X21,base,hubert_tsne_3d,within_token_sentence,tr_8,16.758603342215473,4.478813278818533,29.163143901223496,3.6428770674238655,0.256688297262815,7.10654428856003,3
X21,base,hubert_tsne_3d,within_token_word,tr_8,9.328845285352918,0.4640651200484999,20.345166522538428,2.0278441980872586,-0.0625143145302561,5.45445447180684,3
X21,base,hubert_tsne_3d,within_type_phoneme,tr_8,-1.6677772823124357,-9.305811359975028,8.305376955531827,-0.36253066507052334,-2.08093335818712,2.80613875416514,3
X21,base,hubert_tsne_3d,within_type_sentence,tr_8,-15.620422916567788,-20.676316825721937,-10.138287882422896,-3.395466750077303,-4.72524629094571,-1.80096279313022,3
X21,base,hubert_tsne_3d,within_type_word,tr_8,-13.947041269169617,-19.378851643327856,-7.65835751931921,-3.0317178442840067,-4.39183753274039,-1.13942213916945,3
X21,ft,hubert_tsne_3d,between_type_phoneme,cnn_2,-10.64768100187347,-16.484624407431113,-3.9904249780453536,-2.3145241969693795,-3.793348124534,-0.326230942909489,3
X21,ft,hubert_tsne_3d,between_type_sentence,cnn_2,-13.656018526355615,-18.587503878360074,-7.6131360266041685,-2.9684571981402232,-4.14601436446498,-1.10064762837782,3
X21,ft,hubert_tsne_3d,between_type_word,cnn_2,-5.117142385910559,-7.691254938440883,-2.223531399948731,-1.1123313958639154,-1.77175795768093,-0.254474811063917,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_phoneme,cnn_2,-21.532864779954682,-24.95700464097814,-18.30120108425288,-4.68067521505441,-5.66393211396378,-3.81695896458656,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_sentence,cnn_2,-20.167319362406747,-23.22565990417803,-17.073907543727167,-4.383841762735614,-5.22650088983558,-3.51940101308366,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_word,cnn_2,-20.463841700643382,-23.301908339399642,-17.464674042478315,-4.448297875448784,-5.20818143805869,-3.58835974092585,3
X21,ft,hubert_tsne_3d,order_phoneme,cnn_2,-11.766349373790334,-19.92229209305431,-2.027794660536242,-2.557693109968403,-4.54908378042937,0.416606086733991,3
X21,ft,hubert_tsne_3d,order_sentence,cnn_2,-13.011593551007762,-21.54112706810671,-2.7892408917571463,-2.8283762548520492,-4.90450579199791,0.299107862269253,3
X21,ft,hubert_tsne_3d,order_word,cnn_2,-17.947674836292464,-24.112538436513738,-12.077185542712545,-3.9013497568746,-5.66265694109663,-2.32286882255018,3
X21,ft,hubert_tsne_3d,overall,cnn_2,-16.96155311403899,-22.7896179659802,-10.384664367493931,-3.68699297938369,-5.17563378420234,-1.73328215522078,3
X21,ft,hubert_tsne_3d,within_token_phoneme,cnn_2,-3.8977733813082494,-16.533368617479013,10.315326967754276,-0.8472728290558068,-4.08263605255121,3.36782720392851,3
X21,ft,hubert_tsne_3d,within_token_sentence,cnn_2,-15.177562551506853,-21.624044264336163,-7.698447255475345,-3.2992006212712397,-4.91069683424622,-1.04636947764552,3
X21,ft,hubert_tsne_3d,within_token_word,cnn_2,-15.485999946835312,-19.524278470196645,-10.51212200417528,-3.366246752218656,-4.32614001592148,-1.82528330209782,3
X21,ft,hubert_tsne_3d,within_type_phoneme,cnn_2,-21.43065466120849,-25.156838439459445,-17.576752184920643,-4.658457438904697,-5.67052642906986,-3.56706654435764,3
X21,ft,hubert_tsne_3d,within_type_sentence,cnn_2,-11.33495356354833,-18.153888105473314,-4.203786505777652,-2.4639190721191624,-4.30252404003022,-0.431396704896096,3
X21,ft,hubert_tsne_3d,within_type_word,cnn_2,-17.962337312760393,-21.8408632107828,-13.605188343838044,-3.9045369914063763,-4.89860068174364,-2.61321617232885,3
X21,ft,hubert_tsne_3d,between_type_phoneme,cnn_3,-2.6583493069674025,-10.000797751293492,7.060563402920147,-0.5778548205839601,-2.20713076913412,2.52736532515331,3
X21,ft,hubert_tsne_3d,between_type_sentence,cnn_3,-9.749399895792251,-13.49561040293868,-5.21177185152831,-2.119261645871204,-3.02287479863801,-0.724124956063231,3
X21,ft,hubert_tsne_3d,between_type_word,cnn_3,5.2915688666601834,2.0008924733610325,9.281474890782455,1.150247098843389,0.357207358717494,2.3775554838087,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_phoneme,cnn_3,-16.68963025927694,-22.31561973640525,-11.144848105272272,-3.62788414367148,-5.20303595971056,-2.1031675389126,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_sentence,cnn_3,-18.537384746063235,-22.55114288303974,-14.386842901813345,-4.029537092231183,-5.11985020519231,-2.85427209425941,3
X21,ft,hubert_tsne_3d,mean_dissimilarity_word,cnn_3,-18.857009992172255,-22.57360863620814,-14.820354417132377,-4.0990151659968665,-5.07538355915941,-2.92386988528316,3
X21,ft,hubert_tsne_3d,order_phoneme,cnn_3,-0.49901627677299015,-5.6859248270712355,3.3634081335418213,-0.10847293857408331,-1.77535638069796,0.735816741462215,3
X21,ft,hubert_tsne_3d,order_sentence,cnn_3,-1.7370419167003017,-7.0838619692724905,3.9981135733778657,-0.3775869643958643,-1.79460958288695,1.28061808795507,3
X21,ft,hubert_tsne_3d,order_word,cnn_3,-7.324621975106507,-10.578482476688999,-4.159300899576231,-1.592179066226229,-2.51032903080325,-0.729018042151187,3
X21,ft,hubert_tsne_3d,overall,cnn_3,-6.666053392072342,-14.982606840302811,1.895905953979574,-1.4490236767542666,-3.71469489671165,0.96906111663402,3
X21,ft,hubert_tsne_3d,within_token_phoneme,cnn_3,6.8934671082513725,-3.8241403546760964,15.597604016025482,1.4984574030958502,-1.82154196808046,3.56795609342831,3
X21,ft,hubert_tsne_3d,within_token_sentence,cnn_3,-3.1007645308209604,-12.624049470654656,6.722252931757458,-0.674024187466431,-3.26522868374361,2.10333437140879,3
X21,ft,hubert_tsne_3d,within_token_word,cnn_3,-5.953744595070442,-12.532287636521596,0.33906454606073644,-1.2941865863037763,-3.16880476018827,0.402971611334341,3
X21,ft,hubert_tsne_3d,within_type_phoneme,cnn_3,-10.744986727149263,-18.58478439570783,-3.244194270758954,-2.3356758877098187,-4.56944107190378,-0.312455748508446,3
X21,ft,hubert_tsne_3d,within_type_sentence,cnn_3,-17.333266004480404,-21.987266955222516,-12.766741959174265,-3.7677935292030065,-5.0742973483901,-2.51561875372893,3
X21,ft,hubert_tsne_3d,within_type_word,cnn_3,-18.296369782843545,-21.98620829676357,-13.741951696175002,-3.9771468145636333,-4.85254873510913,-2.56478281051582,3
X21,ft,hubert_tsne_3d,between_type_phoneme,cnn_4,9.851864535323687,0.5091144958383298,17.30213494585177,2.1415347481070346,-0.776159862744915,3.88387218354008,3
X21,ft,hubert_tsne_3d,between_type_sentence,cnn_4,0.7365348686030909,-2.9287231136095033,4.4575044088277584,0.16010319758767833,-0.847428712466962,1.20223573343576,3
