tau,objective,best_k,best_score,linear_limit_score,improvement_over_limit,mean_distance,sd_distance,zero_distance_rows,best_k_times_mean_distance
2.5,log_likelihood,0.109856054330612,-3892.14056997397,-3893.32627092473,1.1857009507602925,6.5393286667480615,5.668158394759068,2679,0.7183848453000036
2.625,log_likelihood,0.109856054330612,-3892.14780915255,-3893.34919673659,1.2013875840398214,6.46897791689605,5.606314763776533,2679,0.7106563895020618
2.75,log_likelihood,0.157888226473676,-3892.15285173847,-3893.37020555644,1.217353817969979,6.407713218175039,5.552477853403864,2679,1.0117024757695878
2.875,log_likelihood,0.157888226473676,-3892.15214715858,-3893.38959177925,1.2374446206699758,6.35404170119039,5.5053397548319385,2679,1.0032283751407298
3.0,log_likelihood,0.157888226473676,-3892.15176560797,-3893.40825437438,1.2564887664098023,6.3067715223766285,5.463862431098213,2679,0.9957649704427315
3.125,log_likelihood,0.157888226473676,-3892.15179448372,-3893.42670982678,1.2749153430600018,6.264892530648018,5.427138833593503,2679,0.9891527707121954
3.25,log_likelihood,0.157888226473676,-3892.1516782699,-3893.44420965356,1.2925313836599344,6.227628702545757,5.394500174632644,2679,0.9832692509815095
3.375,log_likelihood,0.157888226473676,-3892.15184077702,-3893.46062186453,1.3087810875099422,6.194333942131596,5.365374655049656,2679,0.9780124003088517
3.5,log_likelihood,0.157888226473676,-3892.15220005392,-3893.47598555794,1.3237855040201794,6.164480094797813,5.339301579971024,2679,0.9732988292999049
3.625,log_likelihood,0.157888226473676,-3892.15271156077,-3893.49056916457,1.3378576037998755,6.137584821090333,5.315833665332878,2679,0.9690523822337067
3.75,log_likelihood,0.157888226473676,-3892.1531415155,-3893.50445085947,1.3513093439701152,6.113274735281116,5.294626210233029,2679,0.9652141058998666
3.875,log_likelihood,0.157888226473676,-3892.15331427048,-3893.5170351526,1.363720882119651,6.091225405123115,5.275412046765315,2679,0.9617327762662873
4.0,log_likelihood,0.157888226473676,-3892.15321759796,-3893.52817400143,1.3749564034701507,6.071156895044773,5.257929880677538,2679,0.9585641948020487
