"k","kind","status","z","log_likelihood","coefficient","std_error","singular","var_participant","var_item","var_talker","n_rows","participants","n_word_responses","predictor_shifted_mean","predictor_sd","fit_seconds","warnings","convergence","lme4_version"
1e-06,"grid","ok",4.26416963762877,-3893.50442763594,0.207076754683245,0.0485620348815197,FALSE,0.884265861834261,2.60422093982931,NA,10969,213,10969,-6.11324203410895e-06,5.29458047394016e-06,5.37,"","ok","1.1.35.5"
1.43722826598624e-06,"grid","ok",4.26414950616645,-3893.5044173511,0.207077014545549,0.0485623250887644,FALSE,0.884265974590266,2.6042222507152,NA,10969,213,10969,-8.78610369905701e-06,7.60949197344335e-06,5.89,"","ok","1.1.35.5"
2.06562508854983e-06,"grid","ok",4.26417084106248,-3893.50440273841,0.207077578172531,0.0485622142946165,FALSE,0.88426602261129,2.60422037018991,NA,10969,213,10969,-1.26275941374739e-05,1.09365175879204e-05,5.42,"","ok","1.1.35.5"
2.96877476419415e-06,"grid","ok",4.26416448489952,-3893.50438175119,0.20707795586816,0.0485623752558035,FALSE,0.884265164301897,2.60421884304577,NA,10969,213,10969,-1.81486475474222e-05,1.57181495820517e-05,5.74,"","ok","1.1.35.5"
4.26680700644649e-06,"grid","ok",4.26417113027552,-3893.50435153303,0.207078961058922,0.0485625353046143,FALSE,0.884265419242214,2.60421954853682,NA,10969,213,10969,-2.60835681357586e-05,2.25903155714396e-05,4.96,"","ok","1.1.35.5"
6.13237563517304e-06,"grid","ok",4.26420124137514,-3893.50430818812,0.207079970614873,0.0485624291380986,FALSE,0.884265199484679,2.6042208883508,NA,10969,213,10969,-3.74876673049037e-05,3.2466916872396e-05,4.93,"","ok","1.1.35.5"
8.81362360051604e-06,"grid","ok",4.26420377071005,-3893.50424576039,0.207081664896375,0.0485627976596187,FALSE,0.884264662686319,2.60421959639562,NA,10969,213,10969,-5.38775623469663e-05,4.66612899297914e-05,6.75,"","ok","1.1.35.5"
1.26671889644251e-05,"grid","ok",4.26423353284769,-3893.50415606049,0.207083905219674,0.0485629840918636,FALSE,0.884263637719792,2.60421775748812,NA,10969,213,10969,-7.74327593849909e-05,6.70606925811186e-05,5.07,"","ok","1.1.35.5"
1.82056420302608e-05,"grid","ok",4.26423512013831,-3893.50402727304,0.207087234811309,0.0485637468331229,FALSE,0.88426266462348,2.60421823803684,NA,10969,213,10969,-0.000111285253650247,9.63769122702321e-05,5.6,"","ok","1.1.35.5"
2.61656633263181e-05,"grid","ok",4.26428992709965,-3893.5038419562,0.207092164044367,0.0485642785984819,FALSE,0.884260826977681,2.60421467971985,NA,10969,213,10969,-0.000159935502489257,0.0001385060995713,5.25,"","ok","1.1.35.5"
