"k","kind","status","z","log_likelihood","coefficient","std_error","singular","var_participant","var_item","var_talker","n_rows","participants","n_word_responses","predictor_shifted_mean","predictor_sd","fit_seconds","warnings","convergence","lme4_version"
1e-06,"grid","ok",4.63217776140848,-1534.97640050901,0.513339286261766,0.110820290736355,FALSE,0.0999942381394554,7.80526396882211,0.425403251008549,3791,80,3791,-2.04800501586774e-05,5.83047739880713e-06,1.71,"","ok","1.1.35.5"
1.43722826598624e-06,"grid","ok",4.6321547600351,-1534.9764121926,0.513338669365925,0.110820707847428,FALSE,0.0999942386206293,7.80527002122636,0.425405574679739,3791,80,3791,-2.94343645130264e-05,8.37964215163186e-06,1.71,"","ok","1.1.35.5"
2.06562508854983e-06,"grid","ok",4.63214902223458,-1534.97642895323,0.51333791960655,0.110820683260081,FALSE,0.0999942291000608,7.80527080513073,0.42540183307333,3791,80,3791,-4.23036063950835e-05,1.20432834583307e-05,1.79,"","ok","1.1.35.5"
2.96877476419415e-06,"grid","ok",4.63215053269504,-1534.97645311619,0.513336445872181,0.110820328970077,FALSE,0.0999940741499555,7.80527352572955,0.425406750030262,3791,80,3791,-6.07993310110589e-05,1.73085857161973e-05,1.79,"","ok","1.1.35.5"
4.26680700644649e-06,"grid","ok",4.63210099014639,-1534.97648786264,0.513334481693112,0.11082109021049,FALSE,0.0999940598687331,7.80527586841493,0.425406418561207,3791,80,3791,-8.73812615075734e-05,2.48756415507914e-05,1.62,"","ok","1.1.35.5"
6.13237563517304e-06,"grid","ok",4.63211515443094,-1534.97653771115,0.513331187577797,0.110820040189795,FALSE,0.099994046699245,7.80528147898242,0.425405760233113,3791,80,3791,-0.000125584225475376,3.57504320385994e-05,1.46,"","ok","1.1.35.5"
8.81362360051604e-06,"grid","ok",4.63205719038048,-1534.9766094468,0.513327139895093,0.110820553114312,FALSE,0.0999939661263608,7.80529169084362,0.425411832537687,3791,80,3791,-0.000180487841650542,5.13783441043065e-05,1.5,"","ok","1.1.35.5"
1.26671889644251e-05,"grid","ok",4.63208526322034,-1534.97671246007,0.513321075636226,0.110818572298765,FALSE,0.0999939263991223,7.80529860793242,0.425411183289645,3791,80,3791,-0.00025939116278363,7.38358251177785e-05,1.68,"","ok","1.1.35.5"
1.82056420302608e-05,"grid","ok",4.63203378003904,-1534.9768605771,0.513312479839278,0.11081794827389,FALSE,0.0999938342969461,7.80530832913962,0.425419741907352,3791,80,3791,-0.000372781456871146,0.000106105337978096,1.58,"","ok","1.1.35.5"
2.61656633263181e-05,"grid","ok",4.63198508987621,-1534.97707336156,0.513299967525697,0.110816411876536,FALSE,0.0999936375095422,7.80532680042108,0.425428260263993,3791,80,3791,-0.00053572484366933,0.000152469509761136,1.78,"","ok","1.1.35.5"
3.76060309308639e-05,"grid","ok",4.63189672860481,-1534.9773793044,0.513282139399277,0.110814676896711,FALSE,0.0999934715637832,7.80535828094143,0.425438088384712,3791,80,3791,-0.000769861399134798,0.000219075498816452,1.74,"","ok","1.1.35.5"
5.40484506253906e-05,"grid","ok",4.63179219304323,-1534.97781904186,0.513256636283727,0.110811671787568,FALSE,0.0999930346708355,7.80539009913945,0.425454409972292,3791,80,3791,-0.00110626523286182,0.000314741757021954,2.11,"","ok","1.1.35.5"
