"dataset_id","feature_key","held_out_fold","n_training_rows","n_held_out_rows","training_mean","training_sd"
"B23","tr_24",0,6720,3360,6.89172065872594,4.17092253406283
"B23","tr_24",1,6720,3360,6.8909037918569,4.19265193764512
"B23","tr_24",2,6720,3360,6.89906079343797,4.2289923236872
