"dataset_id","feature_key","model_id","formula","optimizer","random_structure","structure_reason","n_rows","total_trials","fit_ok","singular","convergence","warnings","error","log_likelihood","deviance","AIC","n_observations"
"X21","tr_14","M_condition","cbind(response_correct, response_incorrect) ~ condition_id + outer_fold + test_talker_id + (1 | participant_id) + (1 | analysis_item_id)","bobyqa","participant_item_intercepts_with_fixed_talker_block","primary registered structure accepted",16477,16477,TRUE,FALSE,"ok","",,-5484.31138836264,9033.75786082986,10990.6227767253,16477
"X21","tr_14","M_predictor","cbind(response_correct, response_incorrect) ~ similarity_z + outer_fold + test_talker_id + (1 | participant_id) + (1 | analysis_item_id)","bobyqa","participant_item_intercepts_with_fixed_talker_block","primary registered structure accepted",16477,16477,TRUE,FALSE,"ok","",,-5491.55408016013,9044.75681080879,11001.1081603203,16477
"X21","tr_14","M_joint","cbind(response_correct, response_incorrect) ~ condition_id + similarity_z + outer_fold + test_talker_id + (1 | participant_id) + (1 | analysis_item_id)","bobyqa","participant_item_intercepts_with_fixed_talker_block","primary registered structure accepted",16477,16477,TRUE,FALSE,"ok","",,-5481.05257142511,9039.02339461476,10986.1051428502,16477
