dataset_id,model_variant,representation,layer,measure,estimand,fold,scope,converged,singular,optimizer_code,convergence_messages,warnings,elapsed_seconds
AN19,base,hubert_tsne_3d,cnn_5,between_type_word,actual_exposure_variability,3,train_refit,True,False,0,,,0.84
AN19,base,hubert_tsne_3d,cnn_5,between_type_word,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.489999999999999
AN19,base,hubert_tsne_3d,cnn_5,order_word,actual_exposure_variability,1,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.81
AN19,base,hubert_tsne_3d,cnn_5,order_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.39
AN19,base,hubert_tsne_3d,cnn_5,order_word,actual_exposure_variability,2,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.92
AN19,base,hubert_tsne_3d,cnn_5,order_word,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.44
AN19,base,hubert_tsne_3d,cnn_5,order_word,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.89
AN19,base,hubert_tsne_3d,cnn_5,order_word,actual_exposure_variability,3,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.5
AN19,base,hubert_tsne_3d,cnn_5,mean_dissimilarity_word,actual_exposure_variability,1,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.5
AN19,base,hubert_tsne_3d,cnn_5,mean_dissimilarity_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.28
AN19,base,hubert_tsne_3d,cnn_5,mean_dissimilarity_word,actual_exposure_variability,2,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.65
AN19,base,hubert_tsne_3d,cnn_5,mean_dissimilarity_word,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.41
AN19,base,hubert_tsne_3d,cnn_5,mean_dissimilarity_word,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.7
AN19,base,hubert_tsne_3d,cnn_5,mean_dissimilarity_word,actual_exposure_variability,3,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.55
AN19,base,hubert_tsne_3d,cnn_6,overall,actual_exposure_variability,1,train_refit,True,False,0,,,0.75
AN19,base,hubert_tsne_3d,cnn_6,overall,actual_exposure_variability,1,heldout_refit,True,False,0,,,0.73
AN19,base,hubert_tsne_3d,cnn_6,overall,actual_exposure_variability,2,train_refit,True,False,0,,,0.71
AN19,base,hubert_tsne_3d,cnn_6,overall,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.5
AN19,base,hubert_tsne_3d,cnn_6,overall,actual_exposure_variability,3,train_refit,True,False,0,,,1.14
AN19,base,hubert_tsne_3d,cnn_6,overall,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.43
AN19,base,hubert_tsne_3d,cnn_6,within_token_word,actual_exposure_variability,1,train_refit,True,False,0,,,0.83
AN19,base,hubert_tsne_3d,cnn_6,within_token_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.6
AN19,base,hubert_tsne_3d,cnn_6,within_token_word,actual_exposure_variability,2,train_refit,True,False,0,,,0.81
AN19,base,hubert_tsne_3d,cnn_6,within_token_word,actual_exposure_variability,2,heldout_refit,True,False,0,,,0.61
AN19,base,hubert_tsne_3d,cnn_6,within_token_word,actual_exposure_variability,3,train_refit,True,False,0,,,1.29
AN19,base,hubert_tsne_3d,cnn_6,within_token_word,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.48
AN19,base,hubert_tsne_3d,cnn_6,within_type_word,actual_exposure_variability,1,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.68
AN19,base,hubert_tsne_3d,cnn_6,within_type_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.45
AN19,base,hubert_tsne_3d,cnn_6,within_type_word,actual_exposure_variability,2,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.99
AN19,base,hubert_tsne_3d,cnn_6,within_type_word,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.36
AN19,base,hubert_tsne_3d,cnn_6,within_type_word,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.65
AN19,base,hubert_tsne_3d,cnn_6,within_type_word,actual_exposure_variability,3,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.48
AN19,base,hubert_tsne_3d,cnn_6,between_type_word,actual_exposure_variability,1,train_refit,True,False,0,,,1.0
AN19,base,hubert_tsne_3d,cnn_6,between_type_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.41
AN19,base,hubert_tsne_3d,cnn_6,between_type_word,actual_exposure_variability,2,train_refit,True,False,0,,,0.95
AN19,base,hubert_tsne_3d,cnn_6,between_type_word,actual_exposure_variability,2,heldout_refit,True,False,0,,,0.5
AN19,base,hubert_tsne_3d,cnn_6,between_type_word,actual_exposure_variability,3,train_refit,True,False,0,,,1.27
AN19,base,hubert_tsne_3d,cnn_6,between_type_word,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.55
AN19,base,hubert_tsne_3d,cnn_6,order_word,actual_exposure_variability,1,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.82
AN19,base,hubert_tsne_3d,cnn_6,order_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.39
AN19,base,hubert_tsne_3d,cnn_6,order_word,actual_exposure_variability,2,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.89
AN19,base,hubert_tsne_3d,cnn_6,order_word,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.43
AN19,base,hubert_tsne_3d,cnn_6,order_word,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.98
AN19,base,hubert_tsne_3d,cnn_6,order_word,actual_exposure_variability,3,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.47
AN19,base,hubert_tsne_3d,cnn_6,mean_dissimilarity_word,actual_exposure_variability,1,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.86
AN19,base,hubert_tsne_3d,cnn_6,mean_dissimilarity_word,actual_exposure_variability,1,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.36
AN19,base,hubert_tsne_3d,cnn_6,mean_dissimilarity_word,actual_exposure_variability,2,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.84
AN19,base,hubert_tsne_3d,cnn_6,mean_dissimilarity_word,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.38
AN19,base,hubert_tsne_3d,cnn_6,mean_dissimilarity_word,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.95
AN19,base,hubert_tsne_3d,cnn_6,mean_dissimilarity_word,actual_exposure_variability,3,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.5
AN19,base,hubert_tsne_3d,tr_0,overall,actual_exposure_variability,1,train_refit,True,False,0,,,1.04
AN19,base,hubert_tsne_3d,tr_0,overall,actual_exposure_variability,1,heldout_refit,True,False,0,,,0.69
AN19,base,hubert_tsne_3d,tr_0,overall,actual_exposure_variability,2,train_refit,True,False,0,,,1.28
AN19,base,hubert_tsne_3d,tr_0,overall,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.47
AN19,base,hubert_tsne_3d,tr_0,overall,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,1.47
AN19,base,hubert_tsne_3d,tr_0,overall,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.529999999999999
AN19,base,hubert_tsne_3d,tr_0,within_token_word,actual_exposure_variability,1,train_refit,True,False,0,,,0.94
AN19,base,hubert_tsne_3d,tr_0,within_token_word,actual_exposure_variability,1,heldout_refit,True,False,0,,,0.67
AN19,base,hubert_tsne_3d,tr_0,within_token_word,actual_exposure_variability,2,train_refit,True,False,0,,,1.13
AN19,base,hubert_tsne_3d,tr_0,within_token_word,actual_exposure_variability,2,heldout_refit,True,False,0,,,0.47
AN19,base,hubert_tsne_3d,tr_0,within_token_word,actual_exposure_variability,3,train_refit,True,False,0,,,1.05
AN19,base,hubert_tsne_3d,tr_0,within_token_word,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.45
AN19,base,hubert_tsne_3d,tr_0,within_type_word,actual_exposure_variability,1,train_refit,True,False,0,,,1.14
AN19,base,hubert_tsne_3d,tr_0,within_type_word,actual_exposure_variability,1,heldout_refit,True,False,0,,,0.47
AN19,base,hubert_tsne_3d,tr_0,within_type_word,actual_exposure_variability,2,train_refit,True,False,0,,,1.17
AN19,base,hubert_tsne_3d,tr_0,within_type_word,actual_exposure_variability,2,heldout_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,0.57
AN19,base,hubert_tsne_3d,tr_0,within_type_word,actual_exposure_variability,3,train_refit,False,True,0,boundary (singular) fit: see help('isSingular'),,1.4
AN19,base,hubert_tsne_3d,tr_0,within_type_word,actual_exposure_variability,3,heldout_refit,True,False,0,,,0.6
AN19,base,hubert_tsne_3d,tr_0,between_type_word,actual_exposure_variability,1,train_refit,True,False,0,,,0.83
